task,layer,variable,var_type,output_dim,r2_mean,r2_std,n_samples
peg_insert,0,peg_mass,static,1,-0.016344,0.003097,82500
peg_insert,0,peg_static_friction,static,1,-0.011625,0.010233,82500
peg_insert,0,peg_dynamic_friction,static,1,-0.011625,0.010233,82500
peg_insert,0,hole_static_friction,static,1,-0.007137,0.015884,82500
peg_insert,0,hole_dynamic_friction,static,1,-0.007137,0.015884,82500
peg_insert,0,ee_velocity,dynamic,3,0.854442,0.006994,82500
peg_insert,0,peg_velocity,dynamic,3,0.761655,0.008733,82500
peg_insert,0,insertion_depth,dynamic,1,0.753894,0.006831,82500
peg_insert,0,peg_hole_lateral_error,dynamic,1,0.400836,0.06532,82500
peg_insert,0,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,0,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,0,phase,dynamic,1,0.0,0.0,82500
peg_insert,1,peg_mass,static,1,-0.01138,0.004681,82500
peg_insert,1,peg_static_friction,static,1,-0.009797,0.004732,82500
peg_insert,1,peg_dynamic_friction,static,1,-0.009797,0.004732,82500
peg_insert,1,hole_static_friction,static,1,-0.008029,0.012582,82500
peg_insert,1,hole_dynamic_friction,static,1,-0.008029,0.012582,82500
peg_insert,1,ee_velocity,dynamic,3,0.887087,0.007238,82500
peg_insert,1,peg_velocity,dynamic,3,0.791784,0.008996,82500
peg_insert,1,insertion_depth,dynamic,1,0.748502,0.00358,82500
peg_insert,1,peg_hole_lateral_error,dynamic,1,0.388961,0.055872,82500
peg_insert,1,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,1,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,1,phase,dynamic,1,0.0,0.0,82500
peg_insert,2,peg_mass,static,1,-0.014987,0.008791,82500
peg_insert,2,peg_static_friction,static,1,-0.013939,0.004348,82500
peg_insert,2,peg_dynamic_friction,static,1,-0.013939,0.004348,82500
peg_insert,2,hole_static_friction,static,1,-0.010529,0.014484,82500
peg_insert,2,hole_dynamic_friction,static,1,-0.010529,0.014484,82500
peg_insert,2,ee_velocity,dynamic,3,0.897659,0.006428,82500
peg_insert,2,peg_velocity,dynamic,3,0.802836,0.007756,82500
peg_insert,2,insertion_depth,dynamic,1,0.774449,0.005067,82500
peg_insert,2,peg_hole_lateral_error,dynamic,1,0.416107,0.063158,82500
peg_insert,2,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,2,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,2,phase,dynamic,1,0.0,0.0,82500
peg_insert,3,peg_mass,static,1,-0.018925,0.01053,82500
peg_insert,3,peg_static_friction,static,1,-0.015101,0.008752,82500
peg_insert,3,peg_dynamic_friction,static,1,-0.015101,0.008752,82500
peg_insert,3,hole_static_friction,static,1,-0.009381,0.008947,82500
peg_insert,3,hole_dynamic_friction,static,1,-0.009381,0.008947,82500
peg_insert,3,ee_velocity,dynamic,3,0.911523,0.005859,82500
peg_insert,3,peg_velocity,dynamic,3,0.816009,0.007105,82500
peg_insert,3,insertion_depth,dynamic,1,0.782771,0.005071,82500
peg_insert,3,peg_hole_lateral_error,dynamic,1,0.42686,0.074027,82500
peg_insert,3,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,3,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,3,phase,dynamic,1,0.0,0.0,82500
peg_insert,4,peg_mass,static,1,-0.019236,0.009668,82500
peg_insert,4,peg_static_friction,static,1,-0.017658,0.00365,82500
peg_insert,4,peg_dynamic_friction,static,1,-0.017658,0.00365,82500
peg_insert,4,hole_static_friction,static,1,-0.012368,0.010894,82500
peg_insert,4,hole_dynamic_friction,static,1,-0.012368,0.010894,82500
peg_insert,4,ee_velocity,dynamic,3,0.916947,0.005697,82500
peg_insert,4,peg_velocity,dynamic,3,0.820127,0.00714,82500
peg_insert,4,insertion_depth,dynamic,1,0.799703,0.003701,82500
peg_insert,4,peg_hole_lateral_error,dynamic,1,0.468617,0.074991,82500
peg_insert,4,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,4,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,4,phase,dynamic,1,0.0,0.0,82500
peg_insert,5,peg_mass,static,1,-0.01486,0.005966,82500
peg_insert,5,peg_static_friction,static,1,-0.017866,0.006815,82500
peg_insert,5,peg_dynamic_friction,static,1,-0.017866,0.006815,82500
peg_insert,5,hole_static_friction,static,1,-0.013368,0.011196,82500
peg_insert,5,hole_dynamic_friction,static,1,-0.013368,0.011196,82500
peg_insert,5,ee_velocity,dynamic,3,0.927603,0.005017,82500
