task,layer,r2_self,r2_persist,r2_self_delta,ee_pos_next,ee_vel_next,ee_acc_next,obj_vel_next
push,0,0.9501049635991419,0.9276611009170338,0.022443862682108073,0.5728958944941085,0.19944445793113308,-0.016192929971500902,-0.15909941942309347
push,1,0.6865008725027338,0.56610683229724,0.12039404020549382,0.8537198986689883,0.5940157081249964,0.01860263465199985,-0.0015887504188367707
push,2,0.49603143911975756,0.32115436524069063,0.17487707387906692,0.7898345922831734,0.7056909188526469,0.07886294347256229,0.2776147978953968
push,3,0.5600021975796994,0.42432375040433,0.13567844717536937,0.8634617701476227,0.7385439913554758,0.07854991909516074,0.2993455655175208
push,4,0.4335595795656001,0.22966867644005107,0.20389090312554903,0.8777713073210544,0.7910086900935493,0.0793650490490303,0.34881412043269155
push,5,0.5099093240492514,0.34845052100108864,0.16145880304816274,0.9088641792948251,0.8040384872693193,0.08173665602913216,0.3943778665337616
push,6,0.5250811356515243,0.3537750694997801,0.17130606615174415,0.937786931596187,0.8184836335590261,0.07980050878021339,0.45981890370908285
push,7,0.5729341196940787,0.4561502704878784,0.11678384920620033,0.9456648474028617,0.8255795539678377,0.07129818768535578,0.5162162960090939
push,8,0.6505820355794589,0.5606070782028256,0.0899749573766333,0.9484523608771205,0.8125763112222782,0.04846821611387997,0.5311862141654187
push,9,0.7185318679479531,0.6590573151885155,0.05947455275943758,0.9352964592708284,0.8387785776681,0.0715493912560452,0.6005108033355595
push,10,0.7132773369224532,0.6548315711542156,0.05844576576823757,0.9563816981464397,0.8325094234958608,0.06457560217235314,0.591380089150717
push,11,0.7139119441791761,0.658808186293576,0.05510375788560018,0.9670125818620205,0.8343345516245151,0.06415371286215577,0.5980348021369112
push,12,0.7403918397907692,0.6900826355521852,0.05030920423858398,0.9556183359636548,0.8082945756940798,0.05430832217626946,0.612050845130796
push,13,0.7257007082442888,0.6666983141562886,0.05900239408800023,0.9697489329515945,0.8205367325799923,0.08543293714070443,0.6514881741720879
push,14,0.7111076390601172,0.6590081614727756,0.05209947758734157,0.9712683948658556,0.8243023604771371,0.08632114632462251,0.5995070090917292
push,15,0.6939338375642707,0.6360254707763249,0.057908366787945864,0.973863788252475,0.8471660374120273,0.10255679799181916,0.6402394541327631
push,16,0.6985433564208465,0.6448354310810203,0.05370792533982627,0.9757564216496216,0.8850657622379636,0.1155130317757943,0.7003897821618952
push,17,0.7028511545402862,0.6564170541883291,0.046434100351957164,0.9724323687460346,0.8769263555522477,0.11054726291142647,0.6995668677043549
push,18,0.7153808033457042,0.6681363096495294,0.04724449369617478,0.9754956321219981,0.8928504041556056,0.09770371388245036,0.7205903786321801
push,19,0.7225129373591281,0.6895840902198067,0.03292884713932143,0.9787252910735362,0.8904958206109324,0.09328498376625838,0.7013904272473136
push,20,0.7374886804536449,0.7084903380740828,0.028998342379562114,0.9758151744672874,0.8946144893552832,0.09651796065321794,0.70971239818747
push,21,0.7559674488088952,0.7322134731367602,0.023753975672134997,0.9773357154136879,0.8822749258996312,0.06501608798538272,0.7026311464560482
push,22,0.7769851081022237,0.7619243817361765,0.015060726366047161,0.9796098121664951,0.8953196435601056,-0.0131931632822202,0.7245359542860363
push,23,0.7927378734787316,0.7850399340030437,0.007697939475687865,0.9721647715316055,0.8915193961058832,0.06253229885846645,0.7086614649786597
strike,0,0.8593143483552227,0.8065646726343272,0.052749675720895506,0.7312595897547318,-0.2431233072558896,0.02049552627973039,-0.6801306410663315
strike,1,0.5215188855246977,0.31548643188518255,0.20603245363951517,0.8550825431250013,0.292162296389168,0.02336593407743004,-0.46571280404126036
strike,2,0.46657758336265054,0.20208618530542455,0.264491398057226,0.8336729419190178,0.6004369806494891,0.11857909712019443,0.17756214576601614
strike,3,0.4952940977189728,0.29004884604378756,0.20524525167518526,0.8965750664764232,0.6261679181328024,0.13086298478165104,0.18951172804873861
strike,4,0.45004227168751265,0.22570226914652758,0.22434000254098507,0.9239554693993424,0.6816369736290024,0.1450593915027013,0.2396772505116035
strike,5,0.5621511344401988,0.4099895073589237,0.15216162708127512,0.9277551089804736,0.6536919800314778,0.155964454447593,0.2735706787676583
strike,6,0.5005103019912611,0.25777679056945635,0.24273351142180477,0.9436190632227606,0.6925938778087352,0.16496462988760363,0.27853297267336063
strike,7,0.5693452772005341,0.39074941546539566,0.17859586173513842,0.9528264508418561,0.745228411967491,0.14726405333650727,0.329521327192731
strike,8,0.600711481279437,0.4718191562108628,0.12889232506857418,0.9572589739137173,0.7418432956066494,0.16693228478629862,0.2045785212876189
strike,9,0.6255771084132558,0.5507527964203212,0.0748243119929346,0.9574212941209366,0.7881833576992806,0.12891273668752468,0.27486419722090205
strike,10,0.6250766416156519,0.5509813795816951,0.07409526203395678,0.9539377501938118,0.7733908993376807,0.16376133092942236,0.29672354368722864
strike,11,0.6115123555601536,0.5314630540161687,0.08004930154398493,0.9563878451639686,0.7628768658764367,0.1644363376563377,0.36010213334699825
strike,12,0.6377319058507672,0.5776076603096126,0.060124245541154586,0.9632297353093295,0.7461763635398196,0.15745886720631774,0.3400926500880411
strike,13,0.6234921996956344,0.5555584196750012,0.06793378002063322,0.9659506551677426,0.7885590169296359,0.15777750605250895,0.43037342022137415
strike,14,0.6071036192733643,0.5375903120631935,0.0695133072101708,0.9749591410590426,0.7967562155473735,0.17795765190266677,0.329140644842312
strike,15,0.5879729459996021,0.5103057877803471,0.07766715821925507,0.976395993095377,0.8208855674122124,0.18243926097053154,0.35606402262077574
strike,16,0.5870138928855074,0.5155108254008449,0.07150306748466251,0.9798564329042431,0.876850091496868,0.19322719241275987,0.34568043348731603
strike,17,0.6002505832168243,0.534552222440307,0.06569836077651736,0.9785804427872682,0.8592453389995011,0.22352892350661202,0.41985612872511513
strike,18,0.5983254599972272,0.5547090780348245,0.043616381962402695,0.9841622882189698,0.8661652404568618,0.18786015150265323,0.38108843090694167
strike,19,0.6253879633653927,0.579737440464507,0.04565052290088567,0.9846118188922068,0.8526625640452049,0.19712940355712782,0.41608194617334604
strike,20,0.6458774376367906,0.6060031708650923,0.03987426677169836,0.9817821356242658,0.8712534475867902,0.19434980268572433,0.3856539634131776
strike,21,0.654393500103897,0.6226421040830652,0.03175139602083177,0.9851093084194151,0.882786920358087,0.18479166627365606,0.4229838176201416
strike,22,0.6553563878249147,0.6453198584724735,0.010036529352441148,0.9858795968996668,0.8755638978781033,0.2412705732566658,0.47609653803106855
strike,23,0.6883037934670037,0.678958888773034,0.009344904693969647,0.9820949854117454,0.8764041344417179,0.12716433892814916,0.3524711518683247
reach,0,0.9260617225871797,0.9308284377627802,-0.004766715175600567,-0.4066973918889871,-0.3677980375511305,-0.03537085620921099,
reach,1,0.3465943118821251,0.5955243814148306,-0.24893006953270547,-0.07504394130221925,-0.19919147550860683,-0.059702710648032786,
reach,2,0.46266320652774406,0.3965004966353839,0.06616270989236017,0.25377138287562884,0.01110341589103303,-0.002602185872986107,
reach,3,0.5020425048954572,0.5054350745797678,-0.0033925696843105646,0.16021325620174232,-0.039816603489121194,0.010689438371466076,
reach,4,0.4043789495256397,0.2585066780726878,0.1458722714529519,0.5380357840937366,0.009374767899745784,0.027791633803126214,
reach,5,0.4812707108475496,0.36247323687220334,0.11879747397534623,0.5709812156351697,0.017933757632845326,0.02342719695375417,
reach,6,0.40759952717189996,0.25677865840497105,0.1508208687669289,0.6401125275305954,0.010400347343454852,0.03478244112259832,
reach,7,0.4199665221826626,0.35966118414301884,0.060305338039643774,0.6920912426297351,0.0005276267848732807,-0.007060136497866187,
reach,8,0.4530519432432044,0.43060001008016646,0.02245193316303795,0.8040818603349004,-0.013158739568069011,-0.013939080458622799,
reach,9,0.5848676656513689,0.5648763939999006,0.0199912716514683,0.740870033400556,-0.028903553190262832,0.01733513532894393,
reach,10,0.5612201889770486,0.5594716673793387,0.0017485215977098845,0.7493344632780501,-0.02885253451742864,-0.006043615654083068,
reach,11,0.5261366627277364,0.5315107158869581,-0.005374053159221681,0.7000184308471633,-0.03293272684741333,-0.005755473454180038,
reach,12,0.5154452393560089,0.5487182595567773,-0.03327302020076839,0.7304677343764265,-0.0677012582523564,-0.0719062583518435,
reach,13,0.5204292957419223,0.5253719585014478,-0.004942662759525485,0.7506775187209024,-0.027405703957035454,0.009285349761866124,
reach,14,0.4967456349022057,0.5004333661322784,-0.0036877312300727105,0.8331081431905396,-0.029674906934304746,0.04812588950372365,
reach,15,0.490444385260542,0.49137316854353363,-0.0009287832829916187,0.8319596734622806,-0.042787399984312025,0.008817089895836516,
reach,16,0.4887347852995786,0.4813775467407839,0.007357238558794665,0.8447381587408361,-0.02571957152644333,0.05730060433085482,
reach,17,0.4908634276711744,0.49285615839866814,-0.00199273072749373,0.8279586112532034,-0.005825586246198222,0.0729193242531816,
