task,layer,path_length__mean,path_length__std,max_speed__mean,max_speed__std,mean_speed__mean,mean_speed__std,direct_dist__mean,direct_dist__std,tortuosity__mean,tortuosity__std,curvature_mean__mean,curvature_mean__std
drawer,0,62.68060493469238,8.19468305501058,0.5025600969791413,0.04716674320298398,0.2246616671482722,0.02937162306129694,5.322030909856161,0.5723402398446104,11.982824455695818,2.4773397887076545,2.2858896056811013,0.18748049969761718
drawer,1,280.38413492838544,92.22750566609415,3.6379013220469156,0.604046504903826,1.0049610614776612,0.3305645373838294,9.98878059387207,1.613560928771095,30.031460632780632,15.737220012919545,2.7361519893010455,0.08791157102260932
drawer,2,383.3953099568685,143.07623484339732,5.587528681755066,1.5958877369375897,1.3741767326990764,0.5128180405313523,17.427215003967284,4.185490584978091,26.13348671091876,18.949056752344617,2.782761724789937,0.06415527875759199
drawer,3,342.9950836181641,120.1077487230203,4.806788023312887,1.522290769018456,1.229373049736023,0.43049370920798113,15.160284662246704,3.569319334903382,26.465424545024938,17.926504913854284,2.75323912302653,0.059018265409421476
drawer,4,571.2340952555338,108.45074092335399,5.96759847799937,1.7815308155756533,2.0474340518315635,0.388712345907246,13.890788062413533,3.1116730396481445,42.578717131316985,9.295641151590964,2.5959285497665405,0.05008742031295086
drawer,5,541.1604115804037,112.53840256648698,5.757695436477661,1.9226433455653031,1.9396430412928263,0.4033634463352487,12.045578956604004,2.7623000658047867,46.28640777196245,9.131992800855695,2.555109715461731,0.04768180973729527
drawer,6,552.6781239827474,103.67785950550552,5.1371840556462605,1.6357534221921015,1.980925170580546,0.3716052388982942,12.466694895426432,2.7882562105447803,45.73199281483188,8.732894298981735,2.440278999010722,0.04172408848141073
drawer,7,474.042441813151,73.56062637857053,4.046983842055003,1.1799900077770282,1.6990768472353617,0.2636581599896858,11.72290932337443,2.5675649972939287,41.9607104385576,8.56193466268776,2.416353424390157,0.03960479727712451
drawer,8,476.9377848307292,64.10966719875098,3.6422628084818522,0.9651007254324425,1.7094544331232706,0.22978375392966394,12.195740238825481,2.6304355900540086,40.68355999886204,8.548956719106648,2.3906345129013062,0.04198163719873656
drawer,9,562.7262563069661,59.3802425972017,5.316631571451823,1.738868837003037,2.016939981778463,0.21283240393144512,12.964944346745808,2.4753920232041646,44.935120591935636,9.418557953256943,2.2940250237782798,0.05086685609248764
drawer,10,516.4107828776042,45.220748162729436,4.419649926821391,1.3547976379105475,1.8509347001711527,0.1620815313423377,11.822142378489177,2.161512729836523,45.17441269275955,9.228108682452806,2.264305559794108,0.04833032734406047
drawer,11,447.7287231445313,33.9723194315266,3.5222532947858176,1.0107830755354439,1.6047624468803405,0.12176458233364146,10.890736516316732,1.9544605987037986,42.5472556650941,8.83916358947303,2.2436590592066445,0.045679522540381996
drawer,12,430.8999521891276,27.949499182543903,3.06179043451945,0.776262574456739,1.5444442788759867,0.10017741298636479,10.803103971481324,1.7939291031372537,41.09530501279929,7.988185751380858,2.2452176491419475,0.04706816718444059
drawer,13,404.27685546875,20.191164621427983,2.6780316988627115,0.5789368022520509,1.4490209897359212,0.07236975042822104,10.348829730351765,1.6288897226373247,40.223930057703576,7.9043148175310405,2.208534049987793,0.04461470986399406
drawer,14,364.60280253092446,15.104381787104563,2.300847415129344,0.46031010670698247,1.3068200826644898,0.054137579563792865,9.501160860061646,1.4525398764630124,39.47168037053266,7.6399469744918145,2.1796388546625773,0.04041166923075414
drawer,15,364.090727742513,13.490972256013334,2.194339907169342,0.35416286011275894,1.304984700679779,0.04835473473215476,9.423496341705322,1.355870920972201,39.64681473906444,7.439534721475273,2.1614818493525187,0.04052387054367573
drawer,16,368.8857838948568,13.2976241279663,2.1867223461469014,0.3122691348490832,1.3221712629000346,0.0476617433338668,9.33611642519633,1.3676404280481593,40.64960332151678,8.191282404822694,2.124444111188253,0.03615516624355112
drawer,17,373.0895731608073,13.256885832519226,2.2497619430224103,0.291380456306558,1.337238617738088,0.047515717715576056,9.780673217773437,1.4842428763505011,39.32270674502372,8.168051585204772,2.112330404917399,0.035481906988154364
drawer,18,401.96868286132815,17.52020522385905,2.543685468037923,0.2531695600353509,1.4407479683558146,0.062796443602391,10.324058214823404,1.562785007875183,40.181299102846694,8.665879066196695,2.094056495030721,0.03358879758063937
drawer,19,423.7244832356771,19.44588599589864,2.7242240428924562,0.2561478208337112,1.5187257369359335,0.06969852699643916,11.09526022275289,1.7896539440045205,39.62939857934387,9.373841824785758,2.0883904298146567,0.034014398750188725
drawer,20,458.9321665445963,23.26234002294925,2.9844415187835693,0.2880034139258532,1.6449181675910949,0.08337754727949198,12.23074026107788,1.8881064995622205,38.83638245433795,8.963925826736878,2.0827279567718504,0.03336178741552653
drawer,21,504.4528330485026,25.30911171216937,3.3394063393274944,0.3394618959733038,1.808074680964152,0.09071367218506411,13.040438524882,1.9860081712999285,39.98455914912427,9.038889273264642,2.0753554940223693,0.03212592390013494
drawer,22,617.4283813476562,33.13850002417109,4.242596689860026,0.4211420177053819,2.213004946708679,0.1187759871419366,15.306285381317139,2.1734037041200187,41.464950154266695,8.544274267209108,2.059792188803355,0.030651789917444886
drawer,23,759.9962849934896,40.575296710539384,5.2802692413330075,0.5935460787460508,2.7240010499954224,0.14543116210613008,17.962013880411785,2.607226188266485,43.52207908475587,9.001107307870377,2.052956295013428,0.02769173177151386
nut_thread,0,14.785243193308512,2.534936159105745,0.18719243730107943,0.03668291914311331,0.11550971244772275,0.019804188743013634,1.9054858227570852,0.38028077426277074,7.99933996476397,1.8355610221857355,1.6867804805437723,0.293616784531585
nut_thread,1,44.72540423075358,22.154659166114282,2.6748095378279686,1.2789833511268942,0.34941722055276236,0.17308327473526783,3.9031332174936932,1.4353695464257803,12.267759402105016,6.024252131759711,2.239630126953125,0.19459485139985297
nut_thread,2,82.94762331644694,31.915761682003968,6.384835561116536,2.474870530037612,0.6480283071597417,0.249341888140656,10.166613380114237,2.9409107849148115,8.58100985709841,3.524319094926706,2.44411035378774,0.09795591236145293
nut_thread,3,91.11753120422364,27.463203271258283,5.785037040710449,2.1182392674891917,0.7118557125329972,0.21455627555670534,9.09731145699819,2.420878564070346,10.558677179629594,3.5044538831299885,2.4398000558217365,0.0897235117906105
nut_thread,4,180.5140416463216,19.129540837590397,5.023702112833659,1.5066515800417706,1.4102659503618875,0.14944953779367498,8.130095036824544,1.836434912417035,23.700517418647838,7.472996406422409,2.3862550179163615,0.0794809135067472
nut_thread,5,174.79819895426434,17.04206085201783,4.612474012374878,1.2006579488967903,1.3656109293301901,0.1331411004063893,7.250977595647176,1.44106878600001,25.312332849333607,6.751560705699588,2.3600863138834636,0.07649084242817894
nut_thread,6,179.72256571451823,15.533780927797045,4.213301285107931,1.1183685546648412,1.4040825446446736,0.12135766349841441,7.2300810019175215,1.3055252803773096,25.815188879854784,5.851370788070932,2.3338616212209065,0.06309642375461945
nut_thread,7,153.0403615315755,11.750554110215527,3.532962079842885,1.0232769371647332,1.1956278244654337,0.0918012039860588,6.639217042922974,1.1531415851173477,23.848948111476222,5.066370313416124,2.3121079921722414,0.055873873054506765
nut_thread,8,158.13829854329427,9.211958122956093,3.22159655491511,0.9039688699252043,1.2354554573694865,0.07196842283559447,6.858246072133382,0.9762038740538417,23.559415850116583,3.8551392169102816,2.250601355234782,0.04548606505022649
nut_thread,9,254.10780334472656,22.09196310118077,4.7672791083653765,1.00340238789231,1.9852172136306763,0.17259346172797477,9.524696890513102,1.112959106790654,27.06069477641445,4.128216346028987,2.0950472434361775,0.04293888143568379
nut_thread,10,234.71676076253254,17.283765327373192,3.9802338600158693,0.7506107261166217,1.8337246934572855,0.13502941662010307,8.53214914004008,1.0967559774494815,27.97553908567671,4.326567176385741,2.1045785427093504,0.03585135421930486
nut_thread,11,212.5123031616211,14.853715262732736,3.4081464131673176,0.605155438698443,1.6602523684501649,0.1160446504900995,7.728884903589885,1.0129674662040817,28.008883377683553,4.558214127673979,2.111013905207316,0.03659062478462228
nut_thread,12,228.30261840820313,14.418766503880134,3.2139961163202924,0.4412470735024705,1.783614206314087,0.11264661331156355,7.989430824915568,1.0320233243605261,29.076398801174722,4.495764957386327,2.092803947130839,0.036209752792187924
nut_thread,13,217.5646957397461,12.839660341272733,3.020549750328064,0.34110292511232754,1.6997241854667664,0.10030984641619323,7.760323445002238,0.995040345184676,28.455389110192414,3.8349577583210466,2.0924793322881063,0.03554903273815664
nut_thread,14,191.2954528808594,10.146730536488676,2.573262361685435,0.29519247207783267,1.494495725631714,0.07927133231631778,6.639029820760091,0.8435981165940006,29.23931870387398,3.8114732999890535,2.1029683192571005,0.031930259480605766
nut_thread,15,192.7234354654948,9.827908472515874,2.58090291817983,0.26070405485882114,1.505651839574178,0.07678053494153027,6.577039575576782,0.9063305503930025,29.839573753894186,4.352815838343487,2.1145687182744344,0.03282674080651356
nut_thread,16,186.09027048746745,9.84469174418176,2.4907650470733644,0.27375886754708106,1.4538302381833395,0.07691165425142,6.249454418818156,0.84821028733618,30.31194111845093,4.433110994424766,2.1019269704818724,0.03339592351778607
nut_thread,17,187.32857462565104,9.99353472142354,2.5823269287745156,0.29957031955510044,1.4635044892628988,0.0780744900111214,6.589238913853963,0.9123947304174547,28.959872424443102,4.29838903790204,2.0890902280807495,0.03402534851680065
nut_thread,18,196.72834116617838,10.28596082075752,2.754193878173828,0.32228553617795835,1.5369401653607686,0.08035906891216812,7.324027522404989,1.0239250497091605,27.358521943182147,3.977181605759342,2.087611524264018,0.0338826032233527
nut_thread,19,200.9755411783854,10.412338120571219,2.8048045794169107,0.3482078870611671,1.570121415456136,0.08134639156696265,7.7967999617258705,1.1781929903215458,26.361999693783048,4.257254504384804,2.0826816320419312,0.03404114731940795
nut_thread,20,225.04203236897786,12.474878533203139,3.146147044499715,0.40557784629908544,1.7581408778826395,0.09745998854064952,8.810773340861003,1.3741869450884983,26.17459619756263,4.442991091467544,2.077458683649699,0.03449293869671369
nut_thread,21,246.22586924235026,13.496053870620313,3.4421287139256793,0.43455373905519157,1.9236396034558614,0.1054379208642212,9.932320594787598,1.5455952310739927,25.410642656188667,4.3528248388574005,2.0656421899795534,0.03652582138553233
nut_thread,22,305.43678487141926,16.199323214831786,4.151176786422729,0.5406808872193378,2.386224881807963,0.12655721261587333,13.212943331400554,2.009255425534881,23.655357346639,3.88097498537371,2.0468294898668926,0.03877659600113098
nut_thread,23,379.67132975260415,18.970746346438172,5.0835155566533405,0.6179171066055921,2.96618226369222,0.14820895583154822,16.70584700902303,2.5219629436361606,23.234654317250506,3.673675236508158,2.022457937399546,0.03952565469513613
peg_insert,0,18.374652322133382,3.0857298612460156,0.3418274998664856,0.12342904170103836,0.14355197126666705,0.024107264540984497,2.0376381993293764,0.5392442792041903,9.372507322266804,1.7809078073436975,1.6251307090123495,0.27704724512404516
peg_insert,1,155.70382970174154,57.43543812835254,4.158887871106466,0.924332291587353,1.2164361695448558,0.4487143603777542,3.587315777937571,1.0848853702424044,46.679618797285706,23.86563363955163,2.5158104499181113,0.20365454168187314
peg_insert,2,281.75671335856117,104.36180048681743,8.981027173995972,1.5507989297744715,2.201224323113759,0.8153265663032612,6.477084986368815,2.5645416994413894,46.284339555928526,14.715343867443003,2.618451444307963,0.1287265926358491
peg_insert,3,246.37437438964844,86.48250330254884,8.022274525960286,1.5131434362483085,1.9247997999191284,0.6756445570511628,6.207680066426595,2.2430963012659833,41.304655542826836,11.551530805392964,2.6061103026072185,0.11919221746874153
peg_insert,4,254.44800465901693,54.66754227266841,6.562181504567464,1.2622896531159642,1.9878750363985698,0.427090174005222,6.48770440419515,1.5382428639963115,40.255879044580844,8.633454023686749,2.543870131174723,0.09420676893907214
peg_insert,5,232.29800771077473,45.26227585681347,5.80440141359965,1.1348432784202744,1.8148281852404275,0.3536115301313552,6.915211606025696,1.402995781041025,34.487306529733004,7.7316076341419,2.49889821211497,0.0902103234451574
peg_insert,6,227.73958689371744,40.42070408881302,5.2635640621185305,1.0442724426126389,1.7792155226071675,0.3157867506938517,7.804752095540365,1.5097737831002975,30.014384687583355,6.6065385137952655,2.4322996457417805,0.09282146369814555
peg_insert,7,195.94867604573568,34.051036489839554,4.539929660161336,0.8997879832325039,1.53084903160731,0.2660237225768715,6.958263333638509,1.3513641026247132,28.95811662439414,6.328137371169686,2.400759712855021,0.09126451940793842
peg_insert,8,199.6018061319987,27.46305351264005,4.158819929758708,0.8094599574248307,1.5593891104062398,0.2145551055675004,7.825009361902873,1.4257790042419847,26.291148831104216,5.56566997825551,2.3259714444478354,0.08280483165569748
peg_insert,9,324.9918284098307,24.025075326419767,5.337787612279256,1.1939574328318798,2.5389986594518024,0.18769590098765443,11.061150296529133,1.4928387968739356,29.819569911826687,4.053783982391975,2.2350935141245523,0.06483237916935115
peg_insert,10,295.7421229044596,20.03340414183361,4.472998134295145,0.913766491233284,2.310485335191091,0.15651096985807508,10.053801170984904,1.4253241254884115,29.87475800193862,3.8276915616592047,2.218084971110026,0.05339439763429054
peg_insert,11,258.8283396402995,16.36957875376336,3.828839135169983,0.715823746017737,2.0220964034398397,0.12788733401377625,9.061083539326985,1.3458865679739287,29.067686706585608,3.8773906144042596,2.2007048527399697,0.05020790429643907
peg_insert,12,253.61109263102213,13.571225891383426,3.5821499983469645,0.5123121652877334,1.9813366611798604,0.10602520227643301,11.132984765370686,2.503849461164844,23.84700660460608,5.167406426771877,2.1393029928207397,0.03978330883295698
peg_insert,13,237.78876495361328,10.513553331691346,3.56627668539683,0.45553470051412814,1.8577247262001038,0.08213713540383864,10.359142510096232,2.2228890757144715,23.919847367074123,4.884246867136859,2.1145803531010947,0.03597628255302324
peg_insert,14,206.01113993326823,8.844088178036465,2.97970335483551,0.3635160584114358,1.609462030728658,0.06909443889090988,8.779301738739013,1.7335187296232404,24.274143222247417,4.3988727546192745,2.112358633677165,0.03679901927281005
peg_insert,15,201.18292439778645,8.358597069636987,3.0078213294347127,0.3502978674261039,1.5717415968577066,0.06530153960653896,8.70277452468872,1.520994891545189,23.737174593909174,3.8093399265013588,2.097875221570333,0.034803768852304344
peg_insert,16,194.7030817667643,8.30371371550869,2.99681654771169,0.37177054613957156,1.5211178263028462,0.06487276340241165,8.297464481989543,1.4441690594230105,24.0937402928429,3.8857739774644706,2.0850525458653766,0.035107552964448833
peg_insert,17,196.88150838216146,8.815134397845622,3.10970995426178,0.3590619581457484,1.5381367842356364,0.06886823748316892,9.13437328338623,1.5235457635869307,22.10826127227053,3.608406743135596,2.067294947306315,0.03703390607377517
peg_insert,18,204.5309611002604,8.94068571386586,3.3024449984232587,0.37203186803564187,1.5978981335957845,0.06984910713957704,9.781205336252848,1.5986791569529524,21.42106921649635,3.372898446900909,2.061847972869873,0.035817177289752325
peg_insert,19,209.26632843017578,9.398491336630542,3.41079204082489,0.4028122622775292,1.6348931908607482,0.07342571356742611,10.002071158091228,1.520004685603196,21.357255674872174,3.1143725465215324,2.0568809668223063,0.03584174818572767
peg_insert,20,233.54032287597656,10.649129855824661,3.9111541112264,0.45229697866137003,1.8245337724685669,0.08319632699863017,11.18314429918925,1.6355695013899443,21.303189756434673,3.1469956570905335,2.050548275311788,0.035284404467544744
peg_insert,21,257.76369425455727,11.824376144432154,4.3003685712814335,0.4967841103868269,2.0137788613637286,0.0923779386283762,12.490367794036866,1.841402616857951,21.04697844355311,3.0515710907031033,2.036608616511027,0.03386485208714293
peg_insert,22,319.85236002604165,14.551710855896939,5.264980189005533,0.689372490275754,2.4988465627034504,0.11368524106169484,15.69813216527303,2.379999738870195,20.79329681216934,3.018312659822814,2.017659358183543,0.03282997253004217
peg_insert,23,389.05531921386716,19.777882961005226,6.386591307322184,0.8543718619547707,3.0394946813583372,0.15451471063285332,18.802218596140545,2.8954593933633763,21.10559806577369,2.986346676048138,2.004437530040741,0.032294744859341855
push,0,38.54525632858277,5.508205945741315,0.309641099969546,0.029727326042818712,0.17240473727385203,0.014947408795036032,1.7593482573827108,0.5211559936839946,23.700353354260677,6.79099372963363,1.722156862417857,0.13744130348591238
push,1,231.87652943929035,40.33025333613646,3.7763992150624595,0.7730220275682993,1.0455981910228729,0.17783432690849735,3.160848037401835,1.332542679745263,88.92347445370953,43.05365022393152,2.7006903251012164,0.08546234652754227
push,2,382.10686848958335,64.1491362795137,7.144124984741211,1.6531812800673629,1.7183337728182475,0.25502310859112926,9.862668005625407,2.788971335311569,42.052444251133565,14.150175485246008,2.7491209745407104,0.048268302931052054
push,3,319.07732645670575,54.392884700905185,6.254777924219767,1.517243172354162,1.4329128821690877,0.20613486562465838,9.119555950164795,2.4201510811037323,37.759414164126596,13.217643561216255,2.6946324586868284,0.04837089184153168
push,4,377.0758356730143,128.50205106753398,6.503699119885763,1.5320313070774645,1.6828795631726583,0.5248427202271972,13.64069159825643,2.6911196309190726,29.59355053700113,15.775321914119646,2.5390113830566405,0.052682186206386795
push,5,339.55945994059243,123.14045236681622,6.237019570668538,1.7215414680254306,1.5141441702842713,0.5058170631737131,13.445730717976888,2.6443154102898627,27.15784294998715,15.406030345328507,2.4721366008122763,0.06318229154740818
push,6,471.26516876220705,105.36259937774349,6.3064346551895145,1.094302063042734,2.0876234134038287,0.37638230259849786,13.139796161651612,2.346768742934847,36.39724627433912,8.978791916728467,2.430234098434448,0.05040960127040321
push,7,420.17260080973307,87.63351657212614,5.484366742769877,0.9583147715422943,1.8613113164901733,0.301279484472707,11.82713214556376,1.9443467721915182,35.80646504431642,7.828312114586944,2.413168493906657,0.04923499369927633
push,8,440.91025619506837,89.7139749929715,6.124678989251454,1.3729527581822711,1.9522529721260071,0.3043388257960145,12.686640723546345,2.1068115969318586,34.88195792204678,6.532231713025281,2.382752203941345,0.04368307027453463
push,9,542.2699645996094,99.71129795715143,6.176860054334004,1.6209540112139942,2.4030855973561605,0.31054794319103735,14.585971768697103,1.782255090674099,37.07773174305435,6.275952156730032,2.261763564745585,0.0507823469340058
push,10,467.9418370564779,82.1564419522973,4.948106336593628,1.3169751700544958,2.0751378655433657,0.2428356808415184,12.419322204589843,1.3207779445302126,37.49268915380558,5.7641361834760465,2.264890416463216,0.05326866602887529
push,11,404.1734316507975,68.83309953552818,4.098739206790924,0.9560219362008313,1.79178333679835,0.19602074286507942,10.678814665476482,1.0632217230824221,37.69920331904757,5.966755991316031,2.252271032333374,0.05395632152790678
push,12,408.58499196370445,66.3502706910485,3.795186984539032,0.6084213603830956,1.811695897579193,0.17553848781187723,10.867340071996052,1.298352670718606,37.65749866912665,6.222403644842076,2.258470829327901,0.05224998805437899
push,13,379.6561330159505,58.96087301288359,3.315594180425008,0.4940675569926888,1.6843464175860088,0.14254183696635528,9.800394630432129,1.0259785483403263,38.85225060418605,6.481929040049738,2.2205416202545165,0.050679503946257365
push,14,323.2788126627604,48.188140750142345,2.715175998210907,0.4113587046574931,1.4355291962623595,0.10490686279961227,8.57195750872294,0.9746951865971688,37.893804611241826,6.333799983295051,2.2051818927129108,0.04711651936415798
