task,layer,tau,metric,mean,sem,n
push,12,-4,speed,1.461650021870931,0.046927649377296876,30
push,12,-3,speed,1.4726046880086263,0.04579318514068346,30
push,12,-2,speed,1.4284388144810996,0.04213406901406897,30
push,12,-1,speed,1.5322662313779196,0.04306379614385066,30
push,12,0,speed,1.5435551484425862,0.03889229590930547,30
push,12,1,speed,1.5200812419255574,0.02879095928303824,30
push,12,2,speed,1.5746346990267435,0.03955964783139197,30
push,12,3,speed,1.6752654870351156,0.07652898834996488,30
push,12,4,speed,1.6665093938509623,0.06003533874146107,30
push,12,5,speed,1.6500646511713664,0.04898807899341919,30
push,12,6,speed,1.7544203400611877,0.08133915621054937,30
push,12,7,speed,1.7074222008387248,0.048947359428423994,30
push,12,8,speed,1.6644258737564086,0.06257264064945459,30
push,12,-8,curvature,2.2382015024071813,0.03369968581326447,30
push,12,-7,curvature,2.1722929007928076,0.03079644583727336,30
push,12,-6,curvature,2.1857244188023945,0.02708607881367121,30
push,12,-5,curvature,2.221995332879198,0.021644316288543634,30
push,12,-4,curvature,2.1793131906754803,0.025561674525214892,30
push,12,-3,curvature,2.1383619234792612,0.023180277359468558,30
push,12,-2,curvature,2.0894306575171218,0.026983711886826744,30
push,12,-1,curvature,1.9959772442800283,0.024786640375013113,30
push,12,0,curvature,1.9659952885319514,0.024989840124870502,30
push,12,1,curvature,1.9287667566929456,0.03187802447441445,30
push,12,2,curvature,1.9628664265980182,0.04298776482356596,30
push,12,3,curvature,2.0051583549861722,0.03295270850853127,30
push,12,4,curvature,2.057008847525487,0.02984195387804541,30
push,12,5,curvature,2.008050296922959,0.031249850947583563,30
push,12,6,curvature,2.043033180305141,0.029288054695249213,30
push,12,7,curvature,2.0140583580133127,0.036868568394143326,30
push,12,8,curvature,2.0928301269416196,0.0335485429130391,30
push,12,-8,tortuosity,5.486416110923972,0.2517938600874056,30
push,12,-7,tortuosity,5.142381159554202,0.14290588755361636,30
push,12,-6,tortuosity,5.134893384789655,0.16832158783229426,30
push,12,-5,tortuosity,4.852180257727122,0.14385592604643488,30
push,12,-4,tortuosity,4.767558260533196,0.13296583588397076,30
push,12,-3,tortuosity,4.2703725596627065,0.09678452236658135,30
push,12,-2,tortuosity,4.1443089781418925,0.06744784907239103,30
push,12,-1,tortuosity,3.876346009619986,0.08465092857739728,30
push,12,0,tortuosity,3.679637324494176,0.09383603129051116,30
push,12,1,tortuosity,3.5460945496482137,0.0709818005874842,30
push,12,2,tortuosity,3.4676646728909537,0.06287367062202873,30
push,12,3,tortuosity,3.4274519795996254,0.08223124338581644,30
push,12,4,tortuosity,3.414665687934941,0.06859968469787198,30
push,12,5,tortuosity,3.5324710055882544,0.11299358796742182,30
push,12,6,tortuosity,3.558829271509235,0.10843560056425382,30
push,12,7,tortuosity,3.7990171491077365,0.12488095807922858,30
push,12,8,tortuosity,3.955653866177654,0.10210725848830704,30
push,12,-8,pr,3.6064526200294496,0.1177399258446729,30
push,12,-7,pr,3.566581499576569,0.11467073306028548,30
push,12,-6,pr,3.5693349798520404,0.1176411230947939,30
push,12,-5,pr,3.538907158374786,0.11386688670252147,30
push,12,-4,pr,3.512269616127014,0.09470017944700408,30
push,12,-3,pr,3.3359559138615924,0.09835157064082925,30
push,12,-2,pr,3.1338947375615436,0.08373322716475794,30
push,12,-1,pr,2.8345463554064434,0.08001138779609253,30
push,12,0,pr,2.6626623908678693,0.08468281896198498,30
push,12,1,pr,2.53147398630778,0.07508292203853578,30
push,12,2,pr,2.4611826737721763,0.064681655740958,30
push,12,3,pr,2.4944581667582195,0.07026623791839569,30
push,12,4,pr,2.4921717445055642,0.06890434579099317,30
push,12,5,pr,2.527827334403992,0.06769413548329348,30
push,12,6,pr,2.5860753933588665,0.07170027438906668,30
push,12,7,pr,2.7365650097529093,0.07844523241914993,30
push,12,8,pr,2.8969744722048443,0.08137905635673852,30
push,13,-8,speed,1.4875306804974875,0.07413709048146594,30
push,13,-7,speed,1.485353978474935,0.08582077551029305,30
push,13,-6,speed,1.34844917456309,0.03891663356931299,30
push,13,-5,speed,1.397594654560089,0.0365030511936103,30
push,13,-4,speed,1.4247316439946494,0.04508192094982586,30
push,13,-3,speed,1.4228492577870686,0.041842000281688344,30
push,13,-2,speed,1.3986405412356058,0.03947122993092049,30
push,13,-1,speed,1.5701882441838582,0.050070120581276745,30
push,13,0,speed,1.667646304766337,0.06490974293909652,30
push,13,1,speed,1.4814807256062825,0.027096107684948845,30
push,13,2,speed,1.5294841249783835,0.038697564652454226,30
push,13,3,speed,1.5974157929420472,0.06373262902507702,30
push,13,4,speed,1.666398290793101,0.06490088877797462,30
push,13,5,speed,1.5735305031140645,0.04199918250605915,30
push,13,6,speed,1.652976393699646,0.0634513646446975,30
push,13,7,speed,1.5943092385927835,0.0433825103154294,30
push,13,8,speed,1.559803799788157,0.04942945654187543,30
push,13,-8,curvature,2.169660471876214,0.032053518634548625,30
push,13,-7,curvature,2.104857710464321,0.03183649962156494,30
push,13,-6,curvature,2.132923471918955,0.02521488770753189,30
push,13,-5,curvature,2.157524306837635,0.020093123717261355,30
push,13,-4,curvature,2.131535652385767,0.027506767707125037,30
push,13,-3,curvature,2.0822392475633076,0.02037893738075208,30
push,13,-2,curvature,1.9964151275519546,0.030723073404497966,30
push,13,-1,curvature,1.8414391638832721,0.03648883921407428,30
push,13,0,curvature,1.9242071446257127,0.02858775994418818,30
push,13,1,curvature,1.9247075077973224,0.024240389038121493,30
push,13,2,curvature,1.9535544308545945,0.0353354826154917,30
push,13,3,curvature,1.9740106380824416,0.034491511076940706,30
push,13,4,curvature,1.9962437345420605,0.026288365016904038,30
push,13,5,curvature,1.9888502259413476,0.026761131306011883,30
push,13,6,curvature,2.0298584193847957,0.026317402418284855,30
push,13,7,curvature,2.0085385646110163,0.0330998027525317,30
push,13,8,curvature,2.0558734158554133,0.02806143147725684,30
push,13,-8,tortuosity,5.403778308414457,0.21479059220278207,30
push,13,-7,tortuosity,4.954503491909259,0.13007901262030214,30
push,13,-6,tortuosity,5.021189649649,0.14702528513285396,30
push,13,-5,tortuosity,4.663107382199941,0.11250556356984871,30
push,13,-4,tortuosity,4.476263851396097,0.12377576894410826,30
push,13,-3,tortuosity,3.8710895189226235,0.0948369974215373,30
push,13,-2,tortuosity,3.86786389928002,0.09867926743854921,30
push,13,-1,tortuosity,3.661602377661481,0.09682879596701142,30
push,13,0,tortuosity,3.6046684355868464,0.09226901889329298,30
push,13,1,tortuosity,3.5145769362321317,0.06088736323719679,30
push,13,2,tortuosity,3.5242689164973844,0.07162694895643577,30
push,13,3,tortuosity,3.5243164031610337,0.08252529333697978,30
push,13,4,tortuosity,3.6045918223099864,0.08767623893043801,30
push,13,5,tortuosity,3.6522634154984757,0.09610458759262819,30
push,13,6,tortuosity,3.6548855229002286,0.09584846633996531,30
push,13,7,tortuosity,3.8056077342256125,0.10396314498484761,30
push,13,8,tortuosity,3.9364749494338396,0.08623602414239306,30
push,13,-8,pr,3.7986868898073833,0.13069914720011278,30
push,13,-7,pr,3.708305378754934,0.1296330868040082,30
push,13,-6,pr,3.6925246834754946,0.1240441318641437,30
push,13,-5,pr,3.619015844662984,0.11930935803238893,30
push,13,-4,pr,3.5267520189285277,0.10669259130324715,30
push,13,-3,pr,3.085743761062622,0.09938199376822247,30
push,13,-2,pr,2.8037384589513143,0.10393431707589962,30
push,13,-1,pr,2.599873423576355,0.1049814289852456,30
push,13,0,pr,2.4874311844507853,0.0894991121480237,30
push,13,1,pr,2.451025823752085,0.06382849245392078,30
push,13,2,pr,2.5331299106280007,0.06718541542951105,30
push,13,3,pr,2.7301603396733602,0.09112065005818863,30
push,13,4,pr,2.774048606554667,0.0965737740217172,30
push,13,5,pr,2.7121382276217143,0.07512680160090775,30
push,13,6,pr,2.7561471700668334,0.08037574885243993,30
push,13,7,pr,2.869805081685384,0.083506504339239,30
push,13,8,pr,3.0328646977742513,0.07831979715921465,30
push,14,-8,speed,1.2707852721214294,0.05990862638439653,30
push,14,-7,speed,1.2886086682478586,0.07056311637022311,30
push,14,-6,speed,1.1715145766735078,0.030114730768686867,30
push,14,-5,speed,1.2325929800669353,0.03151304653917047,30
push,14,-4,speed,1.2644643565018971,0.045079889633773636,30
push,14,-3,speed,1.2766623655954996,0.040652304309586176,30
push,14,-2,speed,1.2164953589439391,0.03591928700275325,30
push,14,-1,speed,1.328643614053726,0.034039793529614025,30
push,14,0,speed,1.4065114657084148,0.0413107495307018,30
push,14,1,speed,1.256598675251007,0.022685232256243,30
push,14,2,speed,1.2940858483314515,0.034513598998829456,30
push,14,3,speed,1.3747572660446168,0.050381001433468936,30
push,14,4,speed,1.3877766211827596,0.05087061228218001,30
push,14,5,speed,1.3318883935610453,0.030266506344302196,30
push,14,6,speed,1.3884026487668355,0.05045309456952062,30
push,14,7,speed,1.3779838681221008,0.03573640846806106,30
push,14,8,speed,1.3094816903273265,0.042552587268181355,30
push,14,-8,curvature,2.1332656463954818,0.031114364859279913,30
push,14,-7,curvature,2.0916974657774032,0.030294471203780777,30
push,14,-6,curvature,2.10633374398706,0.02493288166616923,30
push,14,-5,curvature,2.132283916419693,0.020748263955098083,30
push,14,-4,curvature,2.1110081058751384,0.027257390318137543,30
push,14,-3,curvature,2.0357125763660786,0.026909064904389247,30
push,14,-2,curvature,1.9706474634023388,0.03102067107873773,30
push,14,-1,curvature,1.8573364635728569,0.03009214797905625,30
push,14,0,curvature,1.9373890658376465,0.023926372083275457,30
push,14,1,curvature,1.9260690666337021,0.025438446376585464,30
push,14,2,curvature,1.9302104924867327,0.03529682985202432,30
push,14,3,curvature,1.9858460983435438,0.03305117250291508,30
push,14,4,curvature,1.991946045196236,0.025294036493820195,30
push,14,5,curvature,1.9953660582201005,0.025550778040420476,30
push,14,6,curvature,2.0459004101410727,0.024582948028286738,30
push,14,7,curvature,2.015156121420271,0.034253492469973744,30
push,14,8,curvature,2.04462626741395,0.02638359073078086,30
push,14,-8,tortuosity,5.350653936760102,0.1861454856318926,30
push,14,-7,tortuosity,4.869463037901722,0.12079424137623383,30
push,14,-6,tortuosity,4.905021776528615,0.12993908682491004,30
push,14,-5,tortuosity,4.595034953906909,0.10329237134886411,30
push,14,-4,tortuosity,4.423425697171428,0.09297475517928572,30
push,14,-3,tortuosity,3.945007372587786,0.07647000307660375,30
push,14,-2,tortuosity,3.9400178677757194,0.0759911649912917,30
push,14,-1,tortuosity,3.7496146432325923,0.08436304994409592,30
push,14,0,tortuosity,3.6303616987301,0.08349777681640255,30
push,14,1,tortuosity,3.5735589806795582,0.06237044662041486,30
push,14,2,tortuosity,3.567374605557985,0.07280686245785621,30
push,14,3,tortuosity,3.560582657578505,0.08031903056124157,30
push,14,4,tortuosity,3.632413569954278,0.08143575658987973,30
push,14,5,tortuosity,3.6752961966808964,0.09032625189107235,30
push,14,6,tortuosity,3.6896504450058267,0.09704309040278414,30
push,14,7,tortuosity,3.7690809970516286,0.08899523794980801,30
push,14,8,tortuosity,3.8680045862659305,0.08726236577427801,30
push,14,-8,pr,3.875963004430135,0.12385028700295234,30
push,14,-7,pr,3.738225519657135,0.11931426885531066,30
push,14,-6,pr,3.690846252441406,0.11415820218480384,30
push,14,-5,pr,3.5975377360979715,0.11630485872787505,30
push,14,-4,pr,3.512968484560649,0.10407312498810517,30
push,14,-3,pr,3.1519825299580893,0.08115409583568144,30
push,14,-2,pr,2.8624773820241294,0.08312002762659514,30
push,14,-1,pr,2.66746510664622,0.08480978230780724,30
push,14,0,pr,2.5967089533805847,0.08290027195962998,30
push,14,1,pr,2.604784651597341,0.06894909330265492,30
push,14,2,pr,2.6702998598416645,0.07449347107304305,30
push,14,3,pr,2.8098881165186564,0.09073696341393654,30
push,14,4,pr,2.812831409772237,0.08770235001564165,30
push,14,5,pr,2.7583271344502767,0.0750788391673691,30
push,14,6,pr,2.8099769671758015,0.08441429561322598,30
push,14,7,pr,2.8795979340871174,0.08047047070586101,30
push,14,8,pr,3.014014554023743,0.08319721973363718,30
push,15,-8,speed,1.3072191615899404,0.05640740100653044,30
push,15,-7,speed,1.307050307591756,0.0621988149505379,30
push,15,-6,speed,1.2299439509709675,0.026449058181425136,30
push,15,-5,speed,1.2812660495440165,0.030186857092049317,30
push,15,-4,speed,1.3800972898801167,0.06831967611418506,30
push,15,-3,speed,1.4182558576265971,0.06501330434892857,30
push,15,-2,speed,1.3010876933733622,0.052183116383426015,30
push,15,-1,speed,1.4318098704020181,0.04047784515387544,30
push,15,0,speed,1.5256240089734396,0.05018279846587363,30
push,15,1,speed,1.3086021582285563,0.02718608899972418,30
push,15,2,speed,1.3793549021085103,0.0444772989681532,30
push,15,3,speed,1.421907897790273,0.04694482720513427,30
push,15,4,speed,1.4037415901819865,0.049370182085530054,30
push,15,5,speed,1.3500418066978455,0.028861590573013882,30
push,15,6,speed,1.3943583806355795,0.04289192694656651,30
push,15,7,speed,1.3911126891771952,0.039105926614088245,30
push,15,8,speed,1.3259568611780803,0.03719018992039191,30
push,15,-8,curvature,2.0923154966584834,0.03598469022490535,30
push,15,-7,curvature,2.0624196807274293,0.026971107967830574,30
push,15,-6,curvature,2.0637837289991157,0.025776609309016457,30
push,15,-5,curvature,2.055087865461861,0.03115792207971,30
push,15,-4,curvature,2.0130875340927656,0.037302028962723215,30
push,15,-3,curvature,1.9163032481309341,0.03961687161135837,30
push,15,-2,curvature,1.8872988983651813,0.032727418949772845,30
push,15,-1,curvature,1.8124460525624828,0.03939252293121658,30
push,15,0,curvature,1.8931362460011023,0.029638409998995394,30
push,15,1,curvature,1.894084865147073,0.026099230065523032,30
push,15,2,curvature,1.9439216286798184,0.03558222922896961,30
push,15,3,curvature,1.9784255035431404,0.03213402632373038,30
push,15,4,curvature,1.9775650659613253,0.02361602514828645,30
push,15,5,curvature,1.9957980580731882,0.025509146055764233,30
push,15,6,curvature,2.0177093441002847,0.021985760452679852,30
push,15,7,curvature,1.997472328067164,0.02745778748885861,30
push,15,8,curvature,2.018034510842286,0.024926228736016836,30
push,15,-8,tortuosity,5.08273939448669,0.1638180174766601,30
push,15,-7,tortuosity,4.647993967006428,0.13562323917429026,30
push,15,-6,tortuosity,4.452203226020978,0.14941783025809396,30
push,15,-5,tortuosity,4.157577905077428,0.14586326980509878,30
push,15,-4,tortuosity,3.9179172120004475,0.1183053962767706,30
push,15,-3,tortuosity,3.5869829395263255,0.0872750610332794,30
push,15,-2,tortuosity,3.5590053973389053,0.08808127541814234,30
push,15,-1,tortuosity,3.418101904702304,0.07755163692621996,30
push,15,0,tortuosity,3.394070613680811,0.08371197036527675,30
push,15,1,tortuosity,3.4275164948290286,0.0828562869793931,30
push,15,2,tortuosity,3.4543317669636338,0.08603861102605569,30
push,15,3,tortuosity,3.4894139378171247,0.08744495044757639,30
push,15,4,tortuosity,3.5567536010403695,0.08172671669228093,30
push,15,5,tortuosity,3.5708179967057987,0.08037243042534542,30
push,15,6,tortuosity,3.612431294666906,0.08939509633128347,30
push,15,7,tortuosity,3.6417070720421862,0.08010824905247198,30
push,15,8,tortuosity,3.6582756479430403,0.07458399463022683,30
push,15,-8,pr,3.811636209487915,0.11375593998369328,30
push,15,-7,pr,3.58019593556722,0.11595624899377413,30
push,15,-6,pr,3.3432169516881305,0.12455225186083353,30
push,15,-5,pr,3.144033213456472,0.1487517397202694,30
push,15,-4,pr,3.057137437661489,0.165991655497805,30
push,15,-3,pr,2.6661360025405885,0.11478814838344195,30
push,15,-2,pr,2.411821512381236,0.09912484100251484,30
push,15,-1,pr,2.3460152546564736,0.09021549563987276,30
push,15,0,pr,2.399439732233683,0.0867210745909441,30
push,15,1,pr,2.491841900348663,0.0793549764982743,30
push,15,2,pr,2.562139395872752,0.07545690411962172,30
push,15,3,pr,2.743914465109507,0.08864182549105844,30
push,15,4,pr,2.8186353127161663,0.09199948853170027,30
push,15,5,pr,2.742721438407898,0.06511477750657985,30
push,15,6,pr,2.777701814969381,0.06892262092033036,30
push,15,7,pr,2.818502680460612,0.0636620645398238,30
push,15,8,pr,2.872578469912211,0.0708468647495576,30
push,16,-8,speed,1.3064784745375315,0.053066240809957886,30
push,16,-7,speed,1.309844473997752,0.05773856528752138,30
push,16,-6,speed,1.212923373778661,0.0299029601180952,30
push,16,-5,speed,1.2764328519503276,0.03019397149148865,30
push,16,-4,speed,1.3876325726509093,0.061288894135546425,30
push,16,-3,speed,1.4019315123558045,0.05616543630593028,30
push,16,-2,speed,1.3137441198031108,0.05363436808826855,30
push,16,-1,speed,1.4417550762494404,0.04798272675077661,30
push,16,0,speed,1.5296867609024047,0.047505039886489485,30
push,16,1,speed,1.3256196141242982,0.030947765425633662,30
push,16,2,speed,1.3593428532282512,0.036197754960510586,30
push,16,3,speed,1.4339650313059489,0.04588507942392911,30
push,16,4,speed,1.4033452848593393,0.045963791034346904,30
push,16,5,speed,1.3476046641667685,0.03306178303753083,30
push,16,6,speed,1.3766918659210206,0.04155407320887598,30
push,16,7,speed,1.3722791790962219,0.0370706542903034,30
push,16,8,speed,1.3146240969498952,0.03799782104112224,30
push,16,-8,curvature,2.049276126453467,0.03511057188696846,30
push,16,-7,curvature,2.03929409080605,0.029128423148918413,30
push,16,-6,curvature,2.008939509759672,0.028522280103038655,30
push,16,-5,curvature,2.012468503127858,0.03106393191615274,30
push,16,-4,curvature,1.9589429306325046,0.03537128725439264,30
push,16,-3,curvature,1.8904917568390558,0.04126981408948992,30
push,16,-2,curvature,1.8568555916898495,0.03384205636068997,30
push,16,-1,curvature,1.798406621371544,0.036774283308479205,30
push,16,0,curvature,1.888450620593456,0.027655995953762724,30
push,16,1,curvature,1.8511643574160879,0.025374304074680686,30
push,16,2,curvature,1.9002270637914382,0.033888841696346726,30
push,16,3,curvature,1.9493617639889886,0.03581153445414948,30
push,16,4,curvature,1.939714741648847,0.025137836319824875,30
push,16,5,curvature,1.9314873961967713,0.02991576747802549,30
push,16,6,curvature,1.9767568830255187,0.023944110880137946,30
push,16,7,curvature,1.95680095729502,0.029720359208500313,30
push,16,8,curvature,1.9969027773404842,0.028063326054065155,30
push,16,-8,tortuosity,5.137667850708621,0.16013686151021714,30
push,16,-7,tortuosity,4.692401280565631,0.12562698550585621,30
push,16,-6,tortuosity,4.442224527443574,0.13862527106124933,30
push,16,-5,tortuosity,4.1766938883899805,0.1402909318829134,30
push,16,-4,tortuosity,3.899991757382823,0.11411246406340352,30
push,16,-3,tortuosity,3.614656516336369,0.0824991318385849,30
push,16,-2,tortuosity,3.5567729130621055,0.07706540959299339,30
push,16,-1,tortuosity,3.4123835024564477,0.06996571755916502,30
push,16,0,tortuosity,3.360646546177907,0.08440671639495406,30
push,16,1,tortuosity,3.411755036387216,0.07722469247193739,30
push,16,2,tortuosity,3.4662142903293165,0.09206642839743497,30
push,16,3,tortuosity,3.5055738899263127,0.0901037225343969,30
push,16,4,tortuosity,3.5525430050136766,0.093667749288747,30
push,16,5,tortuosity,3.5187885786029356,0.07888694047699298,30
push,16,6,tortuosity,3.6061162737072974,0.09768020090179924,30
push,16,7,tortuosity,3.6148175391444055,0.0849641839609151,30
push,16,8,tortuosity,3.684530245559423,0.08003736205015953,30
push,16,-8,pr,3.989820718765259,0.12837907874699062,30
push,16,-7,pr,3.74799956480662,0.12595394386312583,30
push,16,-6,pr,3.4992965698242187,0.1322197268164565,30
push,16,-5,pr,3.272125025590261,0.1556784288393939,30
push,16,-4,pr,3.091358494758606,0.15826022712101714,30
push,16,-3,pr,2.7109124382336933,0.10489076749486081,30
push,16,-2,pr,2.444425654411316,0.08254368685724986,30
push,16,-1,pr,2.36715300877889,0.07335819303924554,30
push,16,0,pr,2.4114508628845215,0.07471590445890877,30
push,16,1,pr,2.504495207468669,0.07070088481085506,30
push,16,2,pr,2.5988109707832336,0.07696621253630527,30
push,16,3,pr,2.78178555170695,0.09134007744724254,30
push,16,4,pr,2.8346853176752727,0.09947160541732425,30
push,16,5,pr,2.760219613711039,0.07207460742927595,30
push,16,6,pr,2.7969070116678876,0.07463762311087717,30
push,16,7,pr,2.8417442798614503,0.07001577886095149,30
push,16,8,pr,2.9421772638956707,0.07827819283547983,30
push,17,-8,speed,1.321902690331141,0.05250002834006629,30
push,17,-7,speed,1.3537317514419556,0.06087487911936228,30
push,17,-6,speed,1.285036826133728,0.032131281478872085,30
push,17,-5,speed,1.3462426702181498,0.03470909459926564,30
push,17,-4,speed,1.3949523131052652,0.05474006818261973,30
push,17,-3,speed,1.4078421314557394,0.05182939758003482,30
push,17,-2,speed,1.3462705930074057,0.05507433919867499,30
push,17,-1,speed,1.4673014839490255,0.046644156661227995,30
push,17,0,speed,1.5229292313257854,0.048380860536905095,30
push,17,1,speed,1.347746197382609,0.03506304404118586,30
push,17,2,speed,1.3774694561958314,0.032095222180652146,30
push,17,3,speed,1.46014297803243,0.04936859757318219,30
push,17,4,speed,1.4279329935709635,0.043310175076306925,30
push,17,5,speed,1.3893083453178405,0.0349396241858998,30
push,17,6,speed,1.394106956322988,0.04346348232696727,30
push,17,7,speed,1.4071781992912293,0.03289341437616418,30
push,17,8,speed,1.3546723584334055,0.038420502110579895,30
push,17,-8,curvature,1.9913240682377595,0.036549488075582955,30
push,17,-7,curvature,1.959175874294316,0.036442972875620025,30
push,17,-6,curvature,1.9533198757594548,0.03524340931311612,30
push,17,-5,curvature,1.944564160886718,0.036972156646669606,30
push,17,-4,curvature,1.9087543774809252,0.03701867509393624,30
push,17,-3,curvature,1.8592900979443003,0.03691235123395324,30
push,17,-2,curvature,1.8188163391904026,0.035597878876217966,30
push,17,-1,curvature,1.787263699481126,0.0323574725022764,30
push,17,0,curvature,1.8842033993910035,0.025348004561139763,30
push,17,1,curvature,1.8309775636758274,0.028311011303907216,30
push,17,2,curvature,1.8748704568726295,0.03254584962912545,30
push,17,3,curvature,1.924920680513712,0.036039265763191185,30
push,17,4,curvature,1.9244458298757305,0.02681998854027552,30
push,17,5,curvature,1.901066302399079,0.03350577035133886,30
push,17,6,curvature,1.9512856854282525,0.026524459067533833,30
push,17,7,curvature,1.929209911500646,0.03144433239067591,30
push,17,8,curvature,1.954899749773893,0.02677186826305615,30
push,17,-8,tortuosity,4.87510485463241,0.13905134823649973,30
push,17,-7,tortuosity,4.627426448823838,0.12693433438739404,30
push,17,-6,tortuosity,4.4016070586920835,0.13199706504084868,30
push,17,-5,tortuosity,4.179024084497829,0.12392555513380422,30
push,17,-4,tortuosity,3.919145711843108,0.1041784239056424,30
push,17,-3,tortuosity,3.662859519714836,0.07059911999010274,30
push,17,-2,tortuosity,3.5720907677727345,0.0707347578436814,30
push,17,-1,tortuosity,3.372945435876142,0.06638396460100093,30
push,17,0,tortuosity,3.3002014748777837,0.07964208732659309,30
push,17,1,tortuosity,3.341688850804711,0.08033812258052485,30
push,17,2,tortuosity,3.358265759546177,0.08672366004083812,30
push,17,3,tortuosity,3.4188518910605032,0.08852421681690531,30
push,17,4,tortuosity,3.4444173651056156,0.09093635495743604,30
push,17,5,tortuosity,3.394775700338367,0.07850774753743055,30
push,17,6,tortuosity,3.4612144952110584,0.09249617098154421,30
push,17,7,tortuosity,3.484620326532086,0.08141552980959299,30
push,17,8,tortuosity,3.5542980266026705,0.08030580069294561,30
push,17,-8,pr,3.7919577757517495,0.11628032038856183,30
push,17,-7,pr,3.605698005358378,0.11925762100852087,30
push,17,-6,pr,3.4366557598114014,0.12107882168743686,30
push,17,-5,pr,3.355350875854492,0.1370125752438225,30
push,17,-4,pr,3.20156200726827,0.13313408943445526,30
push,17,-3,pr,2.8300697406133017,0.09217932296380062,30
push,17,-2,pr,2.548866411050161,0.0711358576773559,30
push,17,-1,pr,2.4161800106366473,0.05630496547238229,30
push,17,0,pr,2.405817472934723,0.06002942243215442,30
push,17,1,pr,2.4750978271166484,0.06319559549391311,30
push,17,2,pr,2.5580008029937744,0.070187985117888,30
push,17,3,pr,2.7169052839279173,0.09448410507034834,30
push,17,4,pr,2.7068907260894775,0.09504225483655862,30
push,17,5,pr,2.635911297798157,0.06669554654538248,30
push,17,6,pr,2.674959826469421,0.06717017233170172,30
push,17,7,pr,2.713100067774455,0.0653907934692279,30
push,17,8,pr,2.7930271069208783,0.07832711811026034,30
push,18,-8,speed,1.384897565841675,0.05002032322368026,30
push,18,-7,speed,1.4483354369799295,0.06003692424844722,30
push,18,-6,speed,1.3968528827031454,0.04423827565722318,30
push,18,-5,speed,1.4607507705688476,0.041690357239273994,30
push,18,-4,speed,1.4733399232228597,0.04857832842025702,30
push,18,-3,speed,1.4874133388201396,0.052128854034809914,30
push,18,-2,speed,1.4442311207453409,0.06461624008785925,30
push,18,-1,speed,1.5508776624997458,0.05209478646877036,30
push,18,0,speed,1.6100146214167277,0.054004228489564106,30
push,18,1,speed,1.4412461837132773,0.046150988824877615,30
push,18,2,speed,1.4488034049669902,0.03388358617645196,30
push,18,3,speed,1.5643059929211935,0.05594532095286225,30
push,18,4,speed,1.5073026577631632,0.04650999913019568,30
push,18,5,speed,1.5018352111180624,0.0403812749945613,30
push,18,6,speed,1.469830060005188,0.04442821841187282,30
push,18,7,speed,1.5026514371236166,0.03569158112517176,30
push,18,8,speed,1.4480983654658,0.042945821404450704,30
push,18,-8,curvature,1.9211479614768794,0.04216338500017317,30
push,18,-7,curvature,1.9022217709169311,0.046584847370305334,30
push,18,-6,curvature,1.910742294372787,0.04495033975703909,30
push,18,-5,curvature,1.8795008383287195,0.04481695037748771,30
push,18,-4,curvature,1.8681523753634255,0.04300195013801956,30
push,18,-3,curvature,1.8421780531211207,0.040196351725263695,30
push,18,-2,curvature,1.7914299546976664,0.04090292594248371,30
push,18,-1,curvature,1.783013431325504,0.03267664984536185,30
push,18,0,curvature,1.8744413928526613,0.029195489571873203,30
push,18,1,curvature,1.8082919710362877,0.033422079365393674,30
push,18,2,curvature,1.8648898468041037,0.036869288694272834,30
push,18,3,curvature,1.876171947973427,0.04092519318564563,30
push,18,4,curvature,1.9076108888689696,0.0320779902302536,30
push,18,5,curvature,1.8518753754515918,0.038332330163968566,30
push,18,6,curvature,1.915832835843731,0.03373904131787786,30
push,18,7,curvature,1.8923888249473213,0.037043663101902685,30
push,18,8,curvature,1.9312124540244617,0.03433471736581532,30
push,18,-8,tortuosity,4.923881161649157,0.1549104764963713,30
push,18,-7,tortuosity,4.6893488682075795,0.13087209491334575,30
push,18,-6,tortuosity,4.441943869084744,0.12297620202758033,30
push,18,-5,tortuosity,4.2531072104423,0.11855490827271119,30
push,18,-4,tortuosity,3.9455816828666173,0.10555488231430608,30
push,18,-3,tortuosity,3.6940799939498885,0.07212533080654121,30
push,18,-2,tortuosity,3.5923529448033906,0.07692084435980148,30
push,18,-1,tortuosity,3.4097709272570844,0.07646165479160222,30
push,18,0,tortuosity,3.31914363135122,0.07804980708032119,30
push,18,1,tortuosity,3.335617039138539,0.08223729723406385,30
push,18,2,tortuosity,3.357965609716127,0.08621464671887694,30
push,18,3,tortuosity,3.4202898451564874,0.09200246677377613,30
push,18,4,tortuosity,3.4821385158397664,0.09351033353482323,30
push,18,5,tortuosity,3.4121744205027302,0.08312318650256366,30
push,18,6,tortuosity,3.4748921037552574,0.09594480397905894,30
push,18,7,tortuosity,3.4889527658160304,0.09658475695460474,30
push,18,8,tortuosity,3.610495755908347,0.0948036597730067,30
push,18,-8,pr,3.694391457239787,0.12345006445937005,30
push,18,-7,pr,3.55088476339976,0.11678650459825231,30
push,18,-6,pr,3.3690320173899333,0.10626708507923423,30
push,18,-5,pr,3.3084365924199424,0.10975245678751505,30
push,18,-4,pr,3.143011124928792,0.10397765539857073,30
push,18,-3,pr,2.8835507949193318,0.09237804419250746,30
push,18,-2,pr,2.631581707795461,0.0769027916770571,30
push,18,-1,pr,2.47698681751887,0.05466050526793149,30
push,18,0,pr,2.4395184993743895,0.05846245788641656,30
