task,layer,target_split,n_episodes,n_pairs,mean_dz_norm,std_dz_norm,curvature_kappa,sweep_volume,lyap_local
drawer,9,during,30,7472,1.9721388816833496,0.6319526433944702,3.1577243102679033,66.82662090328475,-0.0006517757730149053
drawer,9,post,10,898,2.3897175788879395,0.9250502586364746,1.8979349540214647,46.10386373976171,0.01763223381189825
drawer,10,all,30,8370,1.850934624671936,0.5286849141120911,3.1587439745637322,39.52779264825568,5.024137507949572e-05
drawer,10,pre,0,0,,,,,
drawer,10,during,30,7472,1.8164007663726807,0.48660001158714294,3.832354671646749,46.80485341208802,-0.00048807510053426107
drawer,10,post,10,898,2.1382806301116943,0.736577033996582,2.4295183899441266,34.99873747407437,0.014746631182014554
drawer,11,all,30,8370,1.6047624349594116,0.39937064051628113,3.9922721639775958,25.810899716596815,4.454976468387394e-05
drawer,11,pre,0,0,,,,,
drawer,11,during,30,7472,1.578811526298523,0.3626227080821991,4.587963380169819,30.98620704798942,-0.0004563339224520928
drawer,11,post,10,898,1.8206921815872192,0.583319365978241,2.9962930721249004,28.017415637497006,0.01374220510101118
drawer,12,all,30,8370,1.54444420337677,0.327341765165329,3.1869980868481167,19.66492422743391,6.35889759308896e-05
drawer,12,pre,0,0,,,,,
drawer,12,during,30,7472,1.5234555006027222,0.2963825464248657,3.5643333637820667,23.877417075034618,-0.0004260779389675628
drawer,12,post,10,898,1.7190852165222168,0.4833848178386688,3.0468686569234142,25.688722979199028,0.010855959721271697
drawer,13,all,30,8370,1.4490209817886353,0.2696303129196167,3.535497705974257,15.696346564223662,-1.1048216743684207e-05
drawer,13,pre,0,0,,,,,
drawer,13,during,30,7472,1.4363270998001099,0.24453599750995636,3.5098441003225034,18.962399176192758,-0.0004355577060533278
drawer,13,post,10,898,1.554642915725708,0.40934470295906067,3.535201549863947,23.890372110775058,0.008983659586510831
drawer,14,all,30,8370,1.306820034980774,0.22877874970436096,3.657608009717237,14.107496536422968,-4.727765492022466e-05
drawer,14,pre,0,0,,,,,
drawer,14,during,30,7472,1.2994729280471802,0.21087533235549927,3.6405398481359783,16.747455947628424,-0.00045668383842735087
drawer,14,post,10,898,1.3679536581039429,0.33711740374565125,4.2858609406323325,18.051090913500406,0.007477701479925555
drawer,15,all,30,8370,1.30498468875885,0.21235628426074982,3.8029611518746074,13.642831417735724,-4.121705583786479e-05
drawer,15,pre,0,0,,,,,
drawer,15,during,30,7472,1.3007869720458984,0.19816704094409943,3.7945544656395525,15.997592333995485,-0.0004408718906073502
drawer,15,post,10,898,1.3399122953414917,0.3036394715309143,3.634484258856222,17.202301597093232,0.008401821153239118
drawer,16,all,30,8370,1.3221712112426758,0.2146998941898346,3.481039062740705,14.148515413470676,-0.00012420838100260978
drawer,16,pre,0,0,,,,,
drawer,16,during,30,7472,1.321867823600769,0.20438283681869507,3.477493980169615,16.29885639395881,-0.0005437836831001714
drawer,16,post,10,898,1.3246958255767822,0.2864701449871063,3.73348360106148,16.515410818511803,0.009018230895445456
drawer,17,all,30,8370,1.3372385501861572,0.2274831235408783,3.0425196334068114,17.406936297585858,-0.00012873824783841815
drawer,17,pre,0,0,,,,,
drawer,17,during,30,7472,1.3377350568771362,0.21795929968357086,3.0444645619131916,20.112742433960324,-0.0005610998990116223
drawer,17,post,10,898,1.3331081867218018,0.29500603675842285,3.323400792530104,16.9715530850377,0.010091403372470541
drawer,18,all,30,8370,1.4407479763031006,0.2728586494922638,2.297355057175076,25.315048911009445,-0.00025735949909012006
drawer,18,pre,0,0,,,,,
drawer,18,during,30,7472,1.4439226388931274,0.26584964990615845,2.2683780401969478,28.352528739334943,-0.0006140006299547331
drawer,18,post,10,898,1.4143314361572266,0.32417216897010803,2.4361675852962303,20.388220476935523,0.011204584511853227
drawer,19,all,30,8370,1.518725872039795,0.30670785903930664,1.972737788823843,30.453405564732734,-0.0003372116714408313
drawer,19,pre,0,0,,,,,
drawer,19,during,30,7472,1.524059534072876,0.3018684685230255,1.9407106015651565,34.62894589013247,-0.0006735764780904076
drawer,19,post,10,898,1.4743444919586182,0.34112870693206787,2.09743005098041,21.300669625390192,0.010205825955208393
drawer,20,all,30,8370,1.6449180841445923,0.3359512984752655,1.840405544068367,36.188251051547354,-0.0003953183797202908
drawer,20,pre,0,0,,,,,
drawer,20,during,30,7472,1.6523101329803467,0.33064013719558716,1.8112958282630627,41.44979805026122,-0.0007085601525149162
drawer,20,post,10,898,1.5834119319915771,0.3715967535972595,1.9797041852552986,26.78977686185654,0.01132468796098827
drawer,21,all,30,8370,1.808074712753296,0.37623855471611023,1.6702167140108484,42.97258877734729,-0.00039696294288375723
drawer,21,pre,0,0,,,,,
drawer,21,during,30,7472,1.8161879777908325,0.37127169966697693,1.64635370872877,50.78640571891292,-0.0006670493723545081
drawer,21,post,10,898,1.7405664920806885,0.4090762138366699,1.76759537392122,34.18108725037885,0.009882406292635725
drawer,22,all,30,8370,2.2130050659179688,0.4834522306919098,1.3445152207677218,61.64986817165639,-0.00048804996871612034
drawer,22,pre,0,0,,,,,
drawer,22,during,30,7472,2.2262182235717773,0.48110345005989075,1.3225952984656202,73.79872932505755,-0.0007186590310715582
drawer,22,post,10,898,2.1030609607696533,0.48891374468803406,1.450994280800011,54.971571515843,0.010166062919254953
drawer,23,all,30,8370,2.724000930786133,0.611804187297821,1.085018746372773,87.62634525786153,-0.0004833283913168483
drawer,23,pre,0,0,,,,,
drawer,23,during,30,7472,2.741331100463867,0.611254096031189,1.0699355972308573,107.60575908747128,-0.0007552571654022279
drawer,23,post,10,898,2.5798025131225586,0.5971683859825134,1.12587085653398,75.57297362440825,0.007828378702813065
peg_insert,0,all,30,3840,0.1435519903898239,0.0659259557723999,18.91695330581766,0.93377571229079,-0.008452930785646361
peg_insert,1,all,30,3840,1.2164362668991089,1.1144412755966187,2.0235925662538836,32.61270054483958,-0.0019668598736200496
peg_insert,2,all,30,3840,2.2012243270874023,2.07240891456604,0.9722843123861101,136.32493163727187,-0.001822819938908242
peg_insert,3,all,30,3840,1.9247997999191284,1.7321178913116455,1.115339505499994,94.82461771123631,-0.0007749763430763232
peg_insert,4,all,30,3840,1.9878751039505005,1.1718676090240479,1.3437859859804393,59.95595285325356,0.0010745953172007277
peg_insert,5,all,30,3840,1.8148282766342163,1.006538987159729,1.531566877507798,47.72658622268205,0.0009574358547355998
peg_insert,6,all,30,3840,1.7792154550552368,0.8739727735519409,1.7540943252593002,39.65139624760982,0.0006127472397262708
peg_insert,7,all,30,3840,1.5308489799499512,0.7239879965782166,2.084899135941536,31.61414930905699,0.00022472519219153257
peg_insert,8,all,30,3840,1.5593891143798828,0.6047214269638062,2.385787888052591,38.18127230590309,-0.0005481974530835663
peg_insert,9,all,30,3840,2.538998603820801,0.7209262847900391,1.782464077670521,45.183381928043275,-0.0008624731545430489
peg_insert,10,all,30,3840,2.310485363006592,0.565739095211029,2.2207424549267047,34.56283619345517,-0.0007203115623757454
peg_insert,11,all,30,3840,2.0220963954925537,0.4698721170425415,2.4829314431010534,28.17899241784258,-0.000612808168831052
peg_insert,12,all,30,3840,1.9813367128372192,0.4052397310733795,2.366364980022941,27.48984505568403,-0.0009441000633539105
peg_insert,13,all,30,3840,1.857724666595459,0.3820631504058838,2.7032428809835123,23.550943561947705,-0.0013531548629553806
peg_insert,14,all,30,3840,1.6094621419906616,0.30811944603919983,3.3775683655814834,15.07434954428587,-0.0008921494173453827
peg_insert,15,all,30,3840,1.5717415809631348,0.3019868731498718,3.535819376217104,13.874592021064045,-0.001098773809217231
peg_insert,16,all,30,3840,1.521117925643921,0.29900994896888733,3.7590797922048766,12.661801970253736,-0.000978905744977371
peg_insert,17,all,30,3840,1.5381368398666382,0.31453844904899597,3.592343229186242,12.799224351945018,-0.0010970737447501394
peg_insert,18,all,30,3840,1.5978981256484985,0.3274975121021271,3.621041408742523,13.903031570782064,-0.000952430682704464
peg_insert,19,all,30,3840,1.6348931789398193,0.33749064803123474,3.52492582528208,15.585270216284558,-0.0009607034971264027
peg_insert,20,all,30,3840,1.8245338201522827,0.3832814693450928,3.0705453795938333,22.73839490640878,-0.0009153258246732635
peg_insert,21,all,30,3840,2.0137789249420166,0.42062249779701233,2.8235037087667663,31.09021276487863,-0.0009635251178588205
peg_insert,22,all,30,3840,2.4988465309143066,0.5043296217918396,2.3574229305674246,46.586713478002174,-0.0008513393486056204
peg_insert,23,all,30,3840,3.039494752883911,0.6357721090316772,2.0029147255138358,70.44476051603515,-0.0010062011065231594
nut_thread,0,all,30,3840,0.11550971120595932,0.02742975763976574,20.304447944779803,0.5812657732068278,-0.004105255232298275
nut_thread,1,all,30,3840,0.34941717982292175,0.5752511620521545,10.375150167278667,6.830306820031349,-0.018293263825635207
nut_thread,2,all,30,3840,0.6480283141136169,1.1679224967956543,4.025583815189875,23.214664419657836,-0.021003789688209918
nut_thread,3,all,30,3840,0.7118557095527649,0.996667206287384,4.08963997200475,29.188794181816316,-0.01702796154637867
nut_thread,4,all,30,3840,1.4102658033370972,0.7572793364524841,2.171574975235507,19.852374388184543,-0.005583207317576116
nut_thread,5,all,30,3840,1.3656108379364014,0.7107037305831909,1.7378710575728646,19.155170948359473,-0.004544255104906075
nut_thread,6,all,30,3840,1.4040825366973877,0.613741934299469,1.9723322779075283,17.880179399346357,-0.00386050578076109
nut_thread,7,all,30,3840,1.1956278085708618,0.47549673914909363,2.9189831306033645,12.127236270471933,-0.003979335714162659
nut_thread,8,all,30,3840,1.2354553937911987,0.39466673135757446,4.490260802473788,8.60030973310843,-0.0037234269713274644
nut_thread,9,all,30,3840,1.9852172136306763,0.6296484470367432,2.227821621284403,22.389852523242993,-0.002773337333399149
nut_thread,10,all,30,3840,1.8337247371673584,0.4897041320800781,2.7482789369925062,17.99469963432962,-0.0024875751834943097
nut_thread,11,all,30,3840,1.660252332687378,0.40085840225219727,3.1646216419618916,15.47553177435622,-0.0021579787672361193
nut_thread,12,all,30,3840,1.7836142778396606,0.37477248907089233,2.2933646131793273,17.94315006668845,-0.0016946563824198437
nut_thread,13,all,30,3840,1.6997241973876953,0.3444906771183014,2.8075671796457153,16.198832660946735,-0.0017247622514458604
nut_thread,14,all,30,3840,1.4944957494735718,0.2764207124710083,3.4965820108542554,11.337752391615822,-0.0014274449305655026
nut_thread,15,all,30,3840,1.505651831626892,0.27065733075141907,3.3148379205376917,11.419059968126886,-0.0012401722817478463
nut_thread,16,all,30,3840,1.4538302421569824,0.2590871751308441,3.516240844313816,10.506289152209233,-0.001135042062319808
nut_thread,17,all,30,3840,1.4635045528411865,0.2704026699066162,3.486482230105806,11.207260503184694,-0.001422118468557435
nut_thread,18,all,30,3840,1.5369402170181274,0.28339773416519165,3.317045422838299,12.881242470131747,-0.0014646976988775997
nut_thread,19,all,30,3840,1.57012140750885,0.28678157925605774,3.254013734905121,13.867660210087022,-0.0015860586391741476
nut_thread,20,all,30,3840,1.7581408023834229,0.32580870389938354,2.791224775537486,19.59602636304004,-0.0014220208753949074
nut_thread,21,all,30,3840,1.9236396551132202,0.35242030024528503,2.5897778079297775,26.21216882737165,-0.0013683402648683833
nut_thread,22,all,30,3840,2.3862249851226807,0.41745856404304504,2.1275867774062633,39.57170766750976,-0.0013980712905587703
nut_thread,23,all,30,3840,2.966182231903076,0.5219660997390747,1.7450151952386896,59.278486309929924,-0.0015182850776528432
