task,layer,target_split,n_episodes,n_pairs,mean_dz_norm,std_dz_norm,curvature_kappa,sweep_volume,lyap_local
push,19,pre,30,1399,1.410843014717102,0.27442076802253723,2.3083944155365304,16.378978005135426,-0.00024484129256784553
push,19,during,30,1629,1.5393940210342407,0.3050360083580017,2.1141732615787507,32.85040346712079,0.004276775621543944
push,19,post,27,3694,1.5123928785324097,0.3176359236240387,2.252900416480217,30.498694065446635,0.0035412106938620463
push,20,all,30,6722,1.619962453842163,0.32245683670043945,2.1439882850108165,44.21617356409526,7.333006955010391e-05
push,20,pre,30,1399,1.553373098373413,0.30059078335762024,2.1466120191879328,19.940493159599608,-0.0002070079614003216
push,20,during,30,1629,1.6780753135681152,0.3180702030658722,1.9897429124494745,40.76356180499101,0.004077728777287896
push,20,post,27,3694,1.6195545196533203,0.3274267911911011,2.205436115215434,36.776104094303356,0.0017268509082535499
push,21,all,30,6722,1.7845126390457153,0.34683945775032043,1.9938667274741264,50.42989586688227,-0.00010419848512813664
push,21,pre,30,1399,1.7358803749084473,0.3282315135002136,1.9290386616139494,28.492314715383852,-4.710808056847202e-06
push,21,during,30,1629,1.8975063562393188,0.35138559341430664,1.799891120519193,51.577152310879924,0.003897833105851743
push,21,post,27,3694,1.75310218334198,0.34079691767692566,1.9810798007459356,44.96562261400786,0.000931850030601526
push,22,all,30,6722,2.26727557182312,0.47052887082099915,1.6765630471524975,71.26344588233654,-0.00033416927887914573
push,22,pre,30,1399,2.2623889446258545,0.43158575892448425,1.6902920359508589,44.18477254827047,0.000798043981620726
push,22,during,30,1629,2.5121986865997314,0.502027690410614,1.511382605488881,78.20335077123964,0.004584787707552959
push,22,post,27,3694,2.161118745803833,0.4283237159252167,1.7670468428160437,61.91474416385565,0.0011467141242368505
push,23,all,30,6722,2.80649471282959,0.6341893672943115,1.4147457029756054,95.67957789399858,-0.0006566223171989463
push,23,pre,30,1399,2.9152183532714844,0.6180176138877869,1.3233861145441077,93.01847332404711,0.0002470325992253814
push,23,during,30,1629,3.135699510574341,0.6701996326446533,1.3041984679840406,90.46164503217962,0.003807045915963024
push,23,post,27,3694,2.6201436519622803,0.5496871471405029,1.4678780039336696,91.38414887030378,0.0022812940571120496
strike,0,all,30,5370,0.17031361162662506,0.11570531874895096,26.875719217668703,1.218694173468014,-0.009627839532010811
strike,0,pre,30,737,0.27460741996765137,0.07198193669319153,12.92413835822492,1.3178158970783462,-0.004386380826790684
strike,0,during,29,311,0.2076272964477539,0.0784318670630455,17.933117309607983,0.9818040099403827,-0.03334866664395381
strike,0,post,29,4321,0.14980852603912354,0.11371583491563797,31.126220271285774,1.0737162765278472,-0.009079245264153468
strike,1,all,30,5370,1.038543462753296,0.9756143689155579,2.176872159317824,47.94904923771641,-0.01359337906664627
strike,1,pre,30,737,1.6983821392059326,0.5846453309059143,1.7548478663760156,18.129852684037505,-0.001966013891680943
strike,1,during,29,311,1.8450068235397339,1.1959706544876099,1.2359215786546733,52.04030953206048,0.014949898472948399
strike,1,post,29,4321,0.8679274320602417,0.9335218667984009,2.5051950716362374,45.32031873821836,-0.01732836332136197
strike,2,all,30,5370,1.2886396646499634,1.3547314405441284,2.531053398502606,102.98618973108088,-0.017564688279040497
strike,2,pre,30,737,2.382265090942383,0.6793901920318604,1.3798249590001628,21.834992721563587,-0.007280211580411134
strike,2,during,29,311,2.1692965030670166,1.2360310554504395,0.9535999880871534,135.21430206362197,0.008606628538228474
strike,2,post,29,4321,1.0386109352111816,1.3303295373916626,3.3620506856018957,80.06597930253668,-0.021007202090614137
strike,3,all,30,5370,1.0887202024459839,1.1325792074203491,3.117751054690074,72.9126406471057,-0.017090651745271856
strike,3,pre,30,737,1.9785411357879639,0.5377506017684937,1.8145466368027523,13.646992876391018,-0.006485388824796416
strike,3,during,29,311,1.7796995639801025,0.9795308709144592,1.325283962005563,88.56672853945574,0.006512340640477876
strike,3,post,29,4321,0.8871423602104187,1.1250298023223877,4.086575259270699,55.803336510184984,-0.0203637953024865
strike,4,all,30,5370,1.3123323917388916,1.1583162546157837,2.264119184317133,90.67057496189102,-0.009137506580024268
strike,4,pre,30,737,1.838740348815918,0.46556413173675537,1.8800856207312395,11.910101637573957,-0.00806469570091113
strike,4,during,29,311,1.72260320186615,0.8415331244468689,1.4591352508944542,98.76175947195955,0.007926133699257045
strike,4,post,29,4321,1.1930415630340576,1.2271374464035034,2.2856014092608885,111.73137395120997,-0.010141604392772346
strike,5,all,30,5370,1.2030143737792969,1.0711702108383179,2.563550813959133,80.52810927098905,-0.007880679938548596
strike,5,pre,30,737,1.5862599611282349,0.3990190625190735,2.0659159133235585,12.582989210489364,-0.008400971405869647
strike,5,during,29,311,1.4798882007598877,0.7240381836891174,1.781974120029124,88.30881163939661,0.007505032478498411
strike,5,post,29,4321,1.1177657842636108,1.1503154039382935,2.4088931377386533,108.83722517646953,-0.008454710569221051
strike,6,all,30,5370,2.5202338695526123,1.3188976049423218,1.1390976508601296,174.44764320690194,0.002423382294053679
strike,6,pre,30,737,1.5251669883728027,0.3087463080883026,2.5810577322385124,11.597692700146716,-0.007127051706280663
strike,6,during,29,311,1.9534107446670532,0.875224769115448,4.558304530553878,147.42291732890203,0.006734400791308516
strike,6,post,29,4321,2.7311010360717773,1.3613924980163574,0.9516010661449154,208.6584992714602,0.004583077054943916
strike,7,all,30,5370,2.2566094398498535,1.1675219535827637,1.2495963423420766,148.1463945226395,0.0028234326368471925
strike,7,pre,30,737,1.366390347480774,0.22388391196727753,3.2397224765352357,7.721535543339751,-0.004989537227332006
strike,7,during,29,311,1.7152880430221558,0.7121067047119141,5.507954798463635,111.07682248066929,0.01028343917465237
strike,7,post,29,4321,2.4476733207702637,1.2066112756729126,1.0314248146909757,176.86914750625542,0.004749564354086142
strike,8,all,30,5370,2.4447576999664307,1.3359050750732422,1.0569046840841938,185.97368081899884,0.003983587588945302
strike,8,pre,30,737,1.3836630582809448,0.19330668449401855,3.5373812170579484,6.680077634087166,-0.0017048722538437352
strike,8,during,29,311,1.8615504503250122,0.8513929843902588,4.341500056872236,166.03064050690202,0.007083742862848612
strike,8,post,29,4321,2.667996883392334,1.3757379055023193,0.8837641249645717,219.95407441363426,0.005627966628313613
strike,9,all,30,5370,2.782263994216919,1.0541472434997559,1.183528803724592,176.5419585008588,0.002583969557857727
strike,9,pre,30,737,1.9166065454483032,0.3697341978549957,1.7517485770460202,21.02916811999203,-0.002234660368038884
strike,9,during,29,311,2.4744436740875244,0.7619053721427917,3.0825313685076727,147.6528322831463,0.02070745177160443
strike,9,post,29,4321,2.952195405960083,1.0734610557556152,0.9987520337431506,206.13937781388714,0.0030991703462601586
strike,10,all,30,5370,2.3476850986480713,0.7958606481552124,1.4332044940676352,120.80020184642561,0.001997116167379537
strike,10,pre,30,737,1.7253209352493286,0.3040541708469391,2.0316988409457934,16.342290390425415,-0.004700694697215927
strike,10,during,29,311,2.0875115394592285,0.5899273753166199,3.1318034392722818,94.07284401739858,0.018942683943495738
strike,10,post,29,4321,2.4726903438568115,0.8122265934944153,1.2168404106167525,141.73178565527914,0.002826710312490781
strike,11,all,30,5370,2.028583526611328,0.6525342464447021,1.6960265819551243,87.31359201841364,0.0021032741009174225
strike,11,pre,30,737,1.5049891471862793,0.2406202107667923,2.4321066400522615,11.624241454842261,-0.004969518765803522
strike,11,during,29,311,1.7584487199783325,0.4727230370044708,3.6328182274107244,61.218396097470546,0.02092371808228436
strike,11,post,29,4321,2.1374595165252686,0.6627792119979858,1.4331913590096517,104.30753163071017,0.0031626262230850634
strike,12,all,30,5370,2.0152482986450195,0.5680900812149048,1.6830773854818377,75.09095678912261,0.0018221128964995164
strike,12,pre,30,737,1.5307196378707886,0.2092355191707611,3.041590044718669,8.972819497391667,-0.001589836932488503
strike,12,during,29,311,1.8839114904403687,0.36854812502861023,3.6476525808507714,48.55268364854915,-0.001175561135901532
strike,12,post,29,4321,2.1074275970458984,0.5779438018798828,1.439711018176576,94.05390888668009,0.0019609116742347454
strike,13,all,30,5370,1.8254419565200806,0.4409075677394867,1.9409045838409749,56.666826084746326,0.0012692156090628305
strike,13,pre,30,737,1.498518943786621,0.20789660513401031,3.3643941235973784,8.088437171675446,0.0013681506076012476
strike,13,during,29,311,1.7469725608825684,0.2970379889011383,3.756862163002209,38.15815281221786,-0.015322449680740962
strike,13,post,29,4321,1.8869024515151978,0.45322108268737793,1.6675327419581594,72.02783088112626,0.0012529150215200154
strike,14,all,30,5370,1.5316780805587769,0.33274275064468384,2.41696231198449,39.846506425652876,0.0010213041399063816
strike,14,pre,30,737,1.3095769882202148,0.17911675572395325,3.588529955793925,6.659427735143476,0.0008329070831557783
strike,14,during,29,311,1.4886149168014526,0.23814700543880463,3.177589603988479,22.89843466941882,-0.010324080587200128
strike,14,post,29,4321,1.5726817846298218,0.3432373106479645,2.0985272175886247,50.51378089885056,0.0006324375166088302
strike,15,all,30,5370,1.487269639968872,0.31005850434303284,2.561345762310307,36.19870890296039,0.0006121790194481327
strike,15,pre,30,737,1.3530174493789673,0.20121867954730988,3.650990205655926,7.460996125015996,0.0007499070534880372
strike,15,during,29,311,1.5378862619400024,0.25960224866867065,3.1379765704547187,31.22924097937802,-0.006602821968523796
strike,15,post,29,4321,1.5065274238586426,0.32262852787971497,2.2574136571476218,47.129664843171895,-4.33930799272518e-05
strike,16,all,30,5370,1.4686118364334106,0.30328187346458435,2.593874726785219,34.06228407542987,0.000683830335165863
strike,16,pre,30,737,1.3493995666503906,0.19861026108264923,3.6188908625835223,7.43308789358842,0.0007161436284444603
strike,16,during,29,311,1.5157417058944702,0.25324270129203796,3.590320539840062,30.724300649723652,-0.009215788087483854
strike,16,post,29,4321,1.485548973083496,0.31637802720069885,2.2909034638330708,44.40187207984848,-2.9221675361624044e-05
strike,17,all,30,5370,1.4843953847885132,0.3102721571922302,2.5610340030488556,34.78958208080049,0.0007243880757529412
strike,17,pre,30,737,1.3717983961105347,0.20944423973560333,3.518778059121543,8.048893402918297,0.0005205142293106692
strike,17,during,29,311,1.538501262664795,0.25477391481399536,3.545642464290978,29.693062575538747,-0.007851063211992249
strike,17,post,29,4321,1.499692678451538,0.32384878396987915,2.2875141054282633,46.59996910162882,3.6245367513994006e-05
strike,18,all,30,5370,1.512468934059143,0.32283082604408264,2.484344882621103,36.45453294045114,0.0004765717382721095
strike,18,pre,30,737,1.4501880407333374,0.24472981691360474,2.690867321842113,11.9845732296483,0.001215030716561505
strike,18,during,29,311,1.6012498140335083,0.2644479274749756,2.686648217616429,31.66270777072513,-0.0010781186224983975
strike,18,post,29,4321,1.5166702270507812,0.3361864686012268,2.242914410329737,49.28170055715459,-0.0003553447811644975
strike,19,all,30,5370,1.4971498250961304,0.3261992335319519,2.382448222451043,38.594321811678284,0.00015327585300845074
strike,19,pre,30,737,1.4729743003845215,0.2568089962005615,2.5421341792792673,14.451063804506358,0.0007312929430829506
strike,19,during,29,311,1.61347234249115,0.2723676860332489,2.3732777075556046,32.062684828801856,-0.0017171972001765088
strike,19,post,29,4321,1.49286687374115,0.3384566009044647,2.2022950917953192,51.89920529058458,-0.0007980763090520644
strike,20,all,30,5370,1.6153419017791748,0.35317277908325195,2.286385689177782,48.38011133668523,-0.0001353639866040747
strike,20,pre,30,737,1.6367267370224,0.2744116187095642,2.317214247910561,18.33273013933814,-0.0006461120563484916
strike,20,during,29,311,1.7667144536972046,0.2901945114135742,2.1943317739015353,37.77403049844452,-0.00486147653866969
strike,20,post,29,4321,1.600754976272583,0.36627641320228577,2.1155310858978607,62.27487047137631,-0.0009920576052325299
strike,21,all,30,5370,1.7695950269699097,0.40157920122146606,2.1644122666094474,54.74362742761431,-0.0002503966317251332
strike,21,pre,30,737,1.8451207876205444,0.3075753450393677,2.027901147785358,24.698838622680938,0.00017842767942556108
strike,21,during,29,311,2.006178379058838,0.338338166475296,1.99740854059714,44.03496930449232,-0.012359452921415777
strike,21,post,29,4321,1.7396162748336792,0.41245660185813904,2.057685776351894,70.78932583493413,-0.0013001581458837966
strike,22,all,30,5370,2.194664716720581,0.5368160009384155,1.8885220118379535,76.35977726298057,-0.0005702006543591403
strike,22,pre,30,737,2.456456422805786,0.44581466913223267,1.6546696986345533,42.921838984233126,0.0013756037767657062
strike,22,during,29,311,2.5731194019317627,0.44246912002563477,1.6617997728618714,66.1108952659093,-0.01590579856064816
strike,22,post,29,4321,2.122675895690918,0.5318998098373413,1.840879554692461,95.13741792078618,-0.0019609900382873955
strike,23,all,30,5370,2.6884140968322754,0.7093494534492493,1.5158280319963224,106.25998374963794,-0.0010680318237182211
strike,23,pre,30,737,3.1761016845703125,0.6199315786361694,1.2915167462586872,78.50949584968593,0.0003161357360712709
strike,23,during,29,311,3.1841437816619873,0.5966807007789612,1.4757267570418917,88.49348046701594,-0.013767198404348206
strike,23,post,29,4321,2.5694758892059326,0.6795082688331604,1.5312118114761684,122.05698125724814,-0.002179721035831379
reach,0,all,30,7020,0.10613753646612167,0.04721938073635101,18.233509416795396,0.4216662285338271,-0.0014269711209943048
reach,1,all,30,7020,0.9425197243690491,1.9260993003845215,1.8865424528254071,70.88682366943932,-0.0034703976736862947
reach,2,all,30,7020,1.2249844074249268,2.390594720840454,1.8691303835954531,175.29498929308,-0.003128134724787537
reach,3,all,30,7020,1.0567138195037842,2.1079964637756348,2.198271699481049,156.90783583648172,-0.002640835378243567
reach,4,all,30,7020,1.5331599712371826,2.241569757461548,1.8632042819830374,159.41687799144194,3.213636810325797e-05
reach,5,all,30,7020,1.448293924331665,1.996341347694397,1.734340576843434,135.31433813207795,-1.3939933997976611e-05
reach,6,all,30,7020,3.0699565410614014,1.429114818572998,0.7716117063873463,147.40426024001076,-0.0001957976572500541
reach,7,all,30,7020,2.733583688735962,1.2450517416000366,0.8107026201229346,125.10997003782532,-0.0001794740524666984
reach,8,all,30,7020,3.23124098777771,1.502709984779358,0.5736804642346357,175.33952431771135,-0.00035217350555999616
reach,9,all,30,7020,3.195007562637329,1.3069524765014648,0.6519373313591628,166.40119513971095,-5.24051309105049e-05
reach,10,all,30,7020,2.5599451065063477,0.9838381409645081,0.8784069086153058,106.60199440934545,-5.984977354644289e-05
reach,11,all,30,7020,2.2295258045196533,0.8031756281852722,1.0508303510174568,75.70605963584252,0.00012382872339021105
reach,12,all,30,7020,2.1504483222961426,0.738261342048645,1.1385014144033108,62.85391808609615,-3.886840082271513e-05
reach,13,all,30,7020,1.8719325065612793,0.646587610244751,1.3825490326852232,48.203666202081806,-5.547431649920779e-05
reach,14,all,30,7020,1.5371202230453491,0.5302650928497314,1.8200094514973548,30.965412406773876,-0.00023848741757818553
reach,15,all,30,7020,1.4926646947860718,0.5363458395004272,1.973069600500965,33.06466906101177,-0.0001146875855739226
reach,16,all,30,7020,1.4888498783111572,0.5595605969429016,2.0197270335278334,30.500553482676604,-0.00016045316995767875
reach,17,all,30,7020,1.518649935722351,0.5539969205856323,1.9982578508740112,28.274362509880387,-0.00027296120133013253
reach,18,all,30,7020,1.5005829334259033,0.578269898891449,2.03904057073038,31.035270821549634,-0.0002959392997195291
reach,19,all,30,7020,1.474299430847168,0.6158773899078369,2.0414008455762493,33.0943383018318,-0.00025823936537097323
reach,20,all,30,7020,1.5613764524459839,0.6756306290626526,2.0102572147593305,36.157835161484165,-0.0002743057512769579
reach,21,all,30,7020,1.6764267683029175,0.7502316832542419,2.1493360384666422,32.49345041437336,-0.00031238606375498095
reach,22,all,30,7020,2.0167646408081055,0.9509170651435852,1.8972952999326886,61.39786691593376,-0.00033346253969409174
reach,23,all,30,7020,2.4200565814971924,1.1430798768997192,1.5573782049184763,108.07722260251599,-0.0004037227376948678
drawer,0,all,30,8370,0.2246616780757904,0.0850251317024231,10.55168988533133,3.766521181628906,-0.0040267005374095425
drawer,0,pre,0,0,,,,,
drawer,0,during,30,7472,0.23086152970790863,0.08696246892213821,10.57175928974948,3.5671701419249287,-0.0043554972013828035
drawer,0,post,10,898,0.1730743795633316,0.03841552510857582,9.90826913407234,4.285814174844673,-0.005096403567274447
drawer,1,all,30,8370,1.0049610137939453,0.8662901520729065,2.676951200703059,36.22263452343187,-0.007457109419793556
drawer,1,pre,0,0,,,,,
drawer,1,during,30,7472,1.0810468196868896,0.8771237730979919,2.4271254066335666,33.55743744832892,-0.007383246417734175
drawer,1,post,10,898,0.3718731999397278,0.37991026043891907,8.054137532470238,17.444196580230123,0.0013961068580043779
drawer,2,all,30,8370,1.3741767406463623,1.0800654888153076,2.4362299412823334,85.66858071357855,-0.005257473664520189
drawer,2,pre,0,0,,,,,
drawer,2,during,30,7472,1.3773020505905151,0.9890209436416626,2.289104349404248,93.19716015952098,-0.004737575563332418
drawer,2,post,10,898,1.3481717109680176,1.6532483100891113,2.328520289199878,160.62490855651865,0.001411539853428594
drawer,3,all,30,8370,1.2293729782104492,0.8785683512687683,2.6189920459614697,66.71575604704294,-0.004260827475345539
drawer,3,pre,0,0,,,,,
drawer,3,during,30,7472,1.2194563150405884,0.7703979015350342,2.51654666064306,71.39745522629904,-0.003876956481397446
drawer,3,post,10,898,1.3118877410888672,1.49947190284729,2.433846433451653,140.66492854102563,0.003930085347732706
drawer,4,all,30,8370,2.047433853149414,1.1808780431747437,1.5367180818207453,145.19755651471058,0.0018425409289154016
drawer,4,pre,0,0,,,,,
drawer,4,during,30,7472,1.9707750082015991,1.1117151975631714,1.8387008294379692,155.4099851821177,0.0013787140874763246
drawer,4,post,10,898,2.6852917671203613,1.502685308456421,1.413232333639369,94.96828789222667,0.010456544879000268
drawer,5,all,30,8370,1.9396429061889648,1.2052843570709229,1.694962661750323,137.63100519743284,0.0021573267564340194
drawer,5,pre,0,0,,,,,
drawer,5,during,30,7472,1.8638039827346802,1.1495087146759033,2.1002460381050736,148.72560738566693,0.0015793444945900383
drawer,5,post,10,898,2.570678472518921,1.4489630460739136,1.6020583630471952,89.87395188418674,0.009925592078577706
drawer,6,all,30,8370,1.98092520236969,1.0224570035934448,2.026738234938155,104.41646167507115,0.0023430043869023176
drawer,6,pre,0,0,,,,,
drawer,6,during,30,7472,1.912407398223877,0.9868020415306091,2.5107888612805627,119.86881266696867,0.0016980292327713692
drawer,6,post,10,898,2.551042318344116,1.130228877067566,1.7428028575075567,70.51345275227149,0.013140247887533802
drawer,7,all,30,8370,1.6990768909454346,0.7507957220077515,2.5518919534116526,68.2694152692333,0.002085605963787667
drawer,7,pre,0,0,,,,,
drawer,7,during,30,7472,1.644899845123291,0.7178837656974792,3.1585676007235084,80.20020671820409,0.0015303838658181155
drawer,7,post,10,898,2.1498687267303467,0.8592187762260437,2.062605371696388,49.4214776002735,0.00990522183368861
drawer,8,all,30,8370,1.7094544172286987,0.6324006915092468,2.7044681134052153,58.842292993402886,0.0018544036251734414
drawer,8,pre,0,0,,,,,
drawer,8,during,30,7472,1.6598875522613525,0.6024704575538635,3.3134696918543742,70.00867408698412,0.0013504243800121032
drawer,8,post,10,898,2.1218864917755127,0.7189720273017883,2.1419279906704465,46.6057285929596,0.007057007345627573
drawer,9,all,30,8370,2.016939878463745,0.6819283366203308,2.6368518755059926,57.16818234247973,5.313230905421596e-05
drawer,9,pre,0,0,,,,,
