task,layer,group,rho1,energy,rank90,n_components
peg_insert,22,ct,0.8416978125010123,1.4790461677601088,3,5
peg_insert,23,pos,0.99736638838851,4.829089502105137,6,6
peg_insert,23,vel,0.9337772194416334,1.6774443338905478,5,6
peg_insert,23,acc,0.5975673226165636,0.5767445728729462,4,6
peg_insert,23,ct,0.8624788615836303,1.6062065975538977,3,5
nut_thread,0,pos,0.916441053799361,3.377645236047081,5,6
nut_thread,0,vel,0.31318364125012277,0.22410843123088175,5,6
nut_thread,0,acc,0.12932088176208595,0.05233516879150607,5,6
nut_thread,0,ct,0.5705657620184174,0.559354912929083,3,5
nut_thread,1,pos,0.9838226723829009,3.862243733706722,5,6
nut_thread,1,vel,0.35194595591091316,0.32736553977431365,5,6
nut_thread,1,acc,0.1976955246588837,0.07797057541939224,5,6
nut_thread,1,ct,0.6774157352051546,0.6937333841121595,3,5
nut_thread,2,pos,0.978724609846363,3.0460488615281403,5,6
nut_thread,2,vel,0.33407454368917416,0.26407188067029175,4,6
nut_thread,2,acc,0.2248437595258092,0.08406439193167731,4,6
nut_thread,2,ct,0.6624105248144836,0.605664202935133,3,5
nut_thread,3,pos,0.9876545894022285,3.5907491036690353,5,6
nut_thread,3,vel,0.37633551200173604,0.34145882990903526,5,6
nut_thread,3,acc,0.25437739636735157,0.10757178639512836,5,6
nut_thread,3,ct,0.6910348707174102,0.7071432171853081,3,5
nut_thread,4,pos,0.9941593359408221,4.400452618289306,5,6
nut_thread,4,vel,0.4811862947270238,0.6260014390812134,5,6
nut_thread,4,acc,0.3284678041092902,0.22101242979490587,5,6
nut_thread,4,ct,0.7357849340427565,0.8836154379639676,3,5
nut_thread,5,pos,0.9946459747271371,4.518805981916387,5,6
nut_thread,5,vel,0.5423749537667037,0.7855173767387089,5,6
nut_thread,5,acc,0.4024969842137544,0.2931841371131054,5,6
nut_thread,5,ct,0.7443791458116612,0.7890974216209529,3,5
nut_thread,6,pos,0.9950433000541425,4.417700822713887,5,6
nut_thread,6,vel,0.5684272518997902,0.8288686876281627,4,6
nut_thread,6,acc,0.42352982188737553,0.32350995183742204,5,6
nut_thread,6,ct,0.7126967216771485,0.8818297426383107,3,5
nut_thread,7,pos,0.9955995568745177,4.572087352341527,5,6
nut_thread,7,vel,0.5751894733417677,0.8543442353269975,5,6
nut_thread,7,acc,0.4183709467603187,0.31705909884519934,5,6
nut_thread,7,ct,0.7444251856850834,0.9394315387096237,3,5
nut_thread,8,pos,0.9957589482081795,4.570762488238152,5,6
nut_thread,8,vel,0.5668066104108501,0.8132458207639159,5,6
nut_thread,8,acc,0.39496041870141235,0.311869079052987,5,6
nut_thread,8,ct,0.7577524150394086,,1,5
nut_thread,9,pos,0.9947531047436178,4.639696056678639,5,6
nut_thread,9,vel,0.5980194389962207,0.9411416325736461,4,6
nut_thread,9,acc,0.4231563425043269,0.34964126162209297,5,6
nut_thread,9,ct,0.7528235006836811,0.9254211336098728,3,5
nut_thread,10,pos,0.9944555379058895,4.66983434416594,5,6
nut_thread,10,vel,0.5834867792549775,0.90820299308128,5,6
nut_thread,10,acc,0.4086877690707973,0.3276513815122319,5,6
nut_thread,10,ct,0.7400921992742744,0.7943582195488081,3,5
nut_thread,11,pos,0.9933948558007893,4.62154521772245,5,6
nut_thread,11,vel,0.5665833466374354,0.8315495381871096,5,6
nut_thread,11,acc,0.4020016012497424,0.3113174892998726,5,6
nut_thread,11,ct,0.7484890376949971,0.7813679674773932,3,5
nut_thread,12,pos,0.9948553775534833,4.572618837853356,5,6
nut_thread,12,vel,0.5661446749390794,0.8064054351143743,5,6
nut_thread,12,acc,0.3798681945099215,0.2919226326305498,5,6
nut_thread,12,ct,0.7383009942483459,0.8808465663009346,3,5
nut_thread,13,pos,0.9952220945949732,4.640051584538691,5,6
nut_thread,13,vel,0.5546277833872868,0.7800453521486248,5,6
nut_thread,13,acc,0.3819201538711851,0.29499452880552723,5,6
nut_thread,13,ct,0.752739505192334,,1,5
nut_thread,14,pos,0.9950639561908363,4.631471839037261,5,6
nut_thread,14,vel,0.5635011109719035,0.782012898498177,5,6
nut_thread,14,acc,0.3817336717575152,0.30188881035612847,5,6
nut_thread,14,ct,0.7518137021004502,0.9092554044276262,3,5
nut_thread,15,pos,0.9951718361413517,4.584161556780428,5,6
nut_thread,15,vel,0.589002766576216,0.8121539474811834,5,6
nut_thread,15,acc,0.3954590273863502,0.31634378098296295,5,6
nut_thread,15,ct,0.7527143662950939,,1,5
nut_thread,16,pos,0.9953391711950752,4.55254158254384,5,6
nut_thread,16,vel,0.6055011681792942,0.8369438793012952,5,6
nut_thread,16,acc,0.39654049299658173,0.31957638203495364,5,6
nut_thread,16,ct,0.7554428836160987,,1,5
nut_thread,17,pos,0.9965801412295144,4.553305150767689,5,6
nut_thread,17,vel,0.6297245072503923,0.9293606628775328,4,6
nut_thread,17,acc,0.42426474364869926,0.3522728619124991,5,6
nut_thread,17,ct,0.7391945059516677,0.8442261457197735,3,5
nut_thread,18,pos,0.9968192151887827,4.5290264829977085,5,6
nut_thread,18,vel,0.6252320339801187,0.910332694457692,4,6
nut_thread,18,acc,0.42110612787538076,0.34770454928676553,5,6
nut_thread,18,ct,0.7544966481302069,,1,5
nut_thread,19,pos,0.9971773473179508,4.528289894495419,5,6
nut_thread,19,vel,0.6272950859901335,0.917410065776816,4,6
nut_thread,19,acc,0.4244508494345416,0.3507775679712265,5,6
nut_thread,19,ct,0.6626395983718871,0.8001164528324574,4,5
nut_thread,20,pos,0.9974317383718593,4.515436998951789,5,6
nut_thread,20,vel,0.6278533252371602,0.9380625770688109,4,6
nut_thread,20,acc,0.422661213167196,0.3551327556499328,5,6
nut_thread,20,ct,0.7385178639931026,0.9032517866414106,3,5
nut_thread,21,pos,0.9977279121405532,4.576462387004614,5,6
nut_thread,21,vel,0.6149418577191754,0.9362085063543589,4,6
nut_thread,21,acc,0.4244457802691857,0.3593245512237246,5,6
nut_thread,21,ct,0.7417522405385248,0.9076422625581356,3,5
nut_thread,22,pos,0.9979055753335021,4.670979638188878,5,6
nut_thread,22,vel,0.6111189889359147,0.9218584050957728,4,6
nut_thread,22,acc,0.419743432285014,0.34982037484945805,5,6
nut_thread,22,ct,0.7550761283159881,0.8960551215559984,3,5
nut_thread,23,pos,0.9983247767153591,4.688411687176729,5,6
nut_thread,23,vel,0.6108311657102345,0.9144712111684691,4,6
nut_thread,23,acc,0.4121113826902868,0.3342226682228885,5,6
nut_thread,23,ct,0.7537265149043232,0.8463663184517869,3,5
