task,layer,tau,metric,mean,sem,n
push,18,6,curvature,1.8320604348026757,0.01908145564640266,30
push,18,7,curvature,1.8224984856387167,0.023723892643650255,30
push,18,8,curvature,1.8628259778290714,0.0223873647166901,30
push,18,-8,tortuosity,5.466311733609743,0.10556966355676413,30
push,18,-7,tortuosity,5.318194617935668,0.11496806819997042,30
push,18,-6,tortuosity,5.118621577732166,0.11770045488333901,30
push,18,-5,tortuosity,4.971205232584337,0.11424922612832623,30
push,18,-4,tortuosity,4.692157396936131,0.0912024865510282,30
push,18,-3,tortuosity,4.464900056718418,0.08362924765085904,30
push,18,-2,tortuosity,4.369116182025422,0.07279131714608414,30
push,18,-1,tortuosity,4.191677489633359,0.0784640606757155,30
push,18,0,tortuosity,4.102391331245154,0.07855657897937278,30
push,18,1,tortuosity,4.1006591825501735,0.08482893289883058,30
push,18,2,tortuosity,4.0874363791768,0.08961909062593668,30
push,18,3,tortuosity,4.15835148870488,0.08445967051506727,30
push,18,4,tortuosity,4.15028135996412,0.09131877614993779,30
push,18,5,tortuosity,4.1276366996226495,0.08863911532655411,30
push,18,6,tortuosity,4.206322693981489,0.09258130908143603,30
push,18,7,tortuosity,4.2184279254999835,0.10062115827881359,30
push,18,8,tortuosity,4.316898182021066,0.10163690358332214,30
push,18,-8,pr,5.001843126614888,0.1263856433359309,30
push,18,-7,pr,4.722113982836405,0.13373200075356165,30
push,18,-6,pr,4.514561653137207,0.15912349695168415,30
push,18,-5,pr,4.423636682828268,0.15975029895041076,30
push,18,-4,pr,4.191500210762024,0.12750192177215333,30
push,18,-3,pr,3.8614028215408327,0.1086853570929056,30
push,18,-2,pr,3.619502647717794,0.0970096046780022,30
push,18,-1,pr,3.5018434524536133,0.09077994484355104,30
push,18,0,pr,3.4631027777989707,0.09417393994871201,30
push,18,1,pr,3.488607899347941,0.08544150575810909,30
push,18,2,pr,3.57049347559611,0.09218560750649514,30
push,18,3,pr,3.6681107759475706,0.11221487594801141,30
push,18,4,pr,3.689448833465576,0.12226482379944063,30
push,18,5,pr,3.6813485701878865,0.11195195116348258,30
push,18,6,pr,3.700510875384013,0.10947863587721511,30
push,18,7,pr,3.726429327329,0.1053143570225661,30
push,18,8,pr,3.824601896603902,0.11228009904825172,30
push,19,-8,speed,8.221587880452473,0.10258901972188908,30
push,19,-7,speed,8.485841433207193,0.15135442266294336,30
push,19,-6,speed,8.632328669230143,0.1854568847525817,30
push,19,-5,speed,8.87520850499471,0.17831044019195305,30
push,19,-4,speed,8.773052199681599,0.14621900006985908,30
push,19,-3,speed,8.934922138849894,0.18438108174568316,30
push,19,-2,speed,8.938546069463094,0.21312489890949948,30
push,19,-1,speed,9.274015522003173,0.1570031692551289,30
push,19,0,speed,9.305585797627767,0.1546387318843592,30
push,19,1,speed,9.031401379903157,0.12265872399589094,30
push,19,2,speed,8.95667225519816,0.09785676890203078,30
push,19,3,speed,9.199150307973225,0.14922561982760604,30
push,19,4,speed,9.080963198343913,0.1397412234733965,30
push,19,5,speed,9.18970324198405,0.14573449278098458,30
push,19,6,speed,8.867447439829508,0.1573751022129059,30
push,19,7,speed,9.12343495686849,0.12590032821189176,30
push,19,8,speed,8.920253229141235,0.1608010960832433,30
push,19,-8,curvature,1.893206592963336,0.025375727075079398,30
push,19,-7,curvature,1.8680579044851702,0.028058706923373502,30
push,19,-6,curvature,1.8631862042142944,0.027925108672632617,30
push,19,-5,curvature,1.822775783448784,0.027251922263257473,30
push,19,-4,curvature,1.8226318880819554,0.030928018348577443,30
push,19,-3,curvature,1.8061118927217295,0.026745817035278778,30
push,19,-2,curvature,1.774589752749106,0.021965736670215372,30
push,19,-1,curvature,1.7940546830347246,0.023803991816269413,30
push,19,0,curvature,1.817962987982154,0.018654639313826975,30
push,19,1,curvature,1.7754302745859654,0.02306484519270183,30
push,19,2,curvature,1.8118039647234772,0.02007310036731566,30
push,19,3,curvature,1.8106103322775176,0.021992534802941142,30
push,19,4,curvature,1.8108781280672892,0.021646982941786585,30
push,19,5,curvature,1.788477661774647,0.024951029589300473,30
push,19,6,curvature,1.8173810506465964,0.01888416667214984,30
push,19,7,curvature,1.8135075538660421,0.02269781735770015,30
push,19,8,curvature,1.8541848920740884,0.02211585471085581,30
push,19,-8,tortuosity,5.454765173167215,0.10770993310909721,30
push,19,-7,tortuosity,5.283878334680687,0.12006447586450861,30
push,19,-6,tortuosity,5.082558391859476,0.12150484323645414,30
push,19,-5,tortuosity,4.932094425931148,0.12230676684160177,30
push,19,-4,tortuosity,4.619520812374707,0.09201897976013325,30
push,19,-3,tortuosity,4.41044826479489,0.08679420325850228,30
push,19,-2,tortuosity,4.280265608608164,0.07524460185066044,30
push,19,-1,tortuosity,4.097509936427524,0.08278058220490077,30
push,19,0,tortuosity,4.008149530981958,0.08127807283745665,30
push,19,1,tortuosity,4.0061263200372,0.09031179761569341,30
push,19,2,tortuosity,3.9929628211221404,0.09220725521470832,30
push,19,3,tortuosity,4.067250336234956,0.08774982687593784,30
push,19,4,tortuosity,4.066902476649951,0.09324689020251349,30
push,19,5,tortuosity,4.0420018995269125,0.09237232328259146,30
push,19,6,tortuosity,4.110902648979296,0.09719178586795756,30
push,19,7,tortuosity,4.12674590002221,0.10549236403405794,30
push,19,8,tortuosity,4.210505636521915,0.10545515554027665,30
push,19,-8,pr,5.023623752593994,0.13588136927083982,30
push,19,-7,pr,4.719396018981934,0.142583666253375,30
push,19,-6,pr,4.481555589040121,0.16662676885591945,30
push,19,-5,pr,4.364164924621582,0.16667387035477893,30
push,19,-4,pr,4.101968177159628,0.1311044514714877,30
push,19,-3,pr,3.771927491823832,0.11235823511272221,30
push,19,-2,pr,3.536476810773214,0.10120523467443915,30
push,19,-1,pr,3.4208663145701093,0.09543037756215329,30
push,19,0,pr,3.3761289358139037,0.09707956644409954,30
push,19,1,pr,3.4007330735524497,0.08940632828175091,30
push,19,2,pr,3.488103397687276,0.09667234228487384,30
push,19,3,pr,3.5731672684351605,0.11442165557937291,30
push,19,4,pr,3.5913614511489866,0.12060086012875097,30
push,19,5,pr,3.578489597638448,0.11422454344418391,30
push,19,6,pr,3.5833660840988157,0.11780302216503422,30
push,19,7,pr,3.6155792872111,0.11796609965650107,30
push,19,8,pr,3.715084664026896,0.1240644024756158,30
push,20,-8,speed,9.161276038487753,0.10766127674527932,30
push,20,-7,speed,9.479204575220743,0.17088389652266553,30
push,20,-6,speed,9.67424194018046,0.21347222423434517,30
push,20,-5,speed,9.957844511667888,0.20814128067791424,30
push,20,-4,speed,9.793120861053467,0.1608457766031734,30
push,20,-3,speed,9.984886837005615,0.21367671574970012,30
push,20,-2,speed,9.978770732879639,0.2276874118236381,30
push,20,-1,speed,10.388948980967204,0.19157450679398086,30
push,20,0,speed,10.380788326263428,0.1684891321182699,30
push,20,1,speed,10.107874011993408,0.13963099890840436,30
push,20,2,speed,10.010272439320882,0.11834799379457227,30
push,20,3,speed,10.324177138010661,0.1895308185339326,30
push,20,4,speed,10.0960968653361,0.15056855869206173,30
push,20,5,speed,10.296517340342204,0.1715056911048711,30
push,20,6,speed,9.917205333709717,0.1754828505280297,30
push,20,7,speed,10.189626630147298,0.1407786565302868,30
push,20,8,speed,9.947955735524495,0.1819296359361333,30
push,20,-8,curvature,1.8949845948658013,0.024322009601767856,30
push,20,-7,curvature,1.862611458126705,0.02879692780383301,30
push,20,-6,curvature,1.8602625369839756,0.0288687900287027,30
push,20,-5,curvature,1.8193451883469929,0.02774392099895692,30
push,20,-4,curvature,1.817875789969686,0.03107564220745832,30
push,20,-3,curvature,1.8071116591078893,0.026811777733621096,30
push,20,-2,curvature,1.7689701193190763,0.023141281047778756,30
push,20,-1,curvature,1.791573604349532,0.02332428601828347,30
push,20,0,curvature,1.8130141912423883,0.018790849576830873,30
push,20,1,curvature,1.7722370627581787,0.023125130070094292,30
push,20,2,curvature,1.8112376016641332,0.01933150515289317,30
push,20,3,curvature,1.8043552472856355,0.021677894263001173,30
push,20,4,curvature,1.8090957313011775,0.020752053554563284,30
push,20,5,curvature,1.7827554469415774,0.024221620682732804,30
push,20,6,curvature,1.8172083647929604,0.018731016622709925,30
push,20,7,curvature,1.8092087482173467,0.022410250607680718,30
push,20,8,curvature,1.8513894124002328,0.021256470746069227,30
push,20,-8,tortuosity,5.406165322472808,0.1143486706026316,30
push,20,-7,tortuosity,5.222972453412068,0.12428835569678154,30
push,20,-6,tortuosity,5.003592670870887,0.1248936908614145,30
push,20,-5,tortuosity,4.863326780484959,0.12758360233003557,30
push,20,-4,tortuosity,4.52741213252233,0.09207410484712154,30
push,20,-3,tortuosity,4.340381729485441,0.09510433690147603,30
push,20,-2,tortuosity,4.202996536639663,0.07550805598579664,30
push,20,-1,tortuosity,4.048838607164924,0.08715965859142416,30
push,20,0,tortuosity,3.9430605637371428,0.08295351951890473,30
push,20,1,tortuosity,3.949123343623344,0.09246145455236163,30
push,20,2,tortuosity,3.9481200401211884,0.09473612738892355,30
push,20,3,tortuosity,4.0098137129622,0.08975449040681015,30
push,20,4,tortuosity,4.011850524456757,0.0944241571541405,30
push,20,5,tortuosity,3.9843723686103556,0.09594230947035644,30
push,20,6,tortuosity,4.057060107442427,0.10025702989732523,30
push,20,7,tortuosity,4.068196988785991,0.10755384587542603,30
push,20,8,tortuosity,4.156746935229848,0.10552001714408331,30
push,20,-8,pr,4.977148000399271,0.1462444304166109,30
push,20,-7,pr,4.650669201215108,0.1534521910104624,30
push,20,-6,pr,4.39210414091746,0.17425126398779917,30
push,20,-5,pr,4.2743729988733925,0.17400493734176456,30
push,20,-4,pr,4.0113715092341105,0.13588265743577643,30
push,20,-3,pr,3.702601186434428,0.12285842126412287,30
push,20,-2,pr,3.482853126525879,0.11133379896807524,30
push,20,-1,pr,3.3747535069783527,0.10357191879359585,30
push,20,0,pr,3.3268012682596844,0.1016453495622626,30
push,20,1,pr,3.3497159322102865,0.09160683699638118,30
push,20,2,pr,3.444636074701945,0.09984242978767036,30
push,20,3,pr,3.521816595395406,0.11401517406712723,30
push,20,4,pr,3.5346025307973226,0.121104418458801,30
push,20,5,pr,3.523783731460571,0.11839789197755694,30
push,20,6,pr,3.527333887418111,0.12269950225305554,30
push,20,7,pr,3.560332457224528,0.12464087096138944,30
push,20,8,pr,3.6572092374165854,0.12927099431895267,30
push,21,-8,speed,10.513408883412678,0.11429204703671722,30
push,21,-7,speed,10.870105425516764,0.18634109524233805,30
push,21,-6,speed,11.091802183787028,0.23400635968251202,30
push,21,-5,speed,11.37893590927124,0.2269653177904136,30
push,21,-4,speed,11.198468240102132,0.17652962722162346,30
push,21,-3,speed,11.40069055557251,0.22623706376089472,30
push,21,-2,speed,11.388053353627523,0.2541322837016168,30
push,21,-1,speed,11.902477105458578,0.20827181844705528,30
push,21,0,speed,11.896926085154215,0.18339627417415902,30
push,21,1,speed,11.628742345174153,0.15031380472731834,30
push,21,2,speed,11.567959403991699,0.12793982616001637,30
push,21,3,speed,11.926717948913574,0.20540421551069757,30
push,21,4,speed,11.691574541727702,0.1715536136675331,30
push,21,5,speed,11.956289386749267,0.20552703980898765,30
push,21,6,speed,11.504550806681316,0.19981284296624444,30
push,21,7,speed,11.82665662765503,0.15121542919430336,30
push,21,8,speed,11.557741165161133,0.2071897903881885,30
push,21,-8,curvature,1.8987207947468498,0.022836682293242136,30
push,21,-7,curvature,1.8724259148836917,0.02683256803919143,30
push,21,-6,curvature,1.8710418680169925,0.0266271061979069,30
push,21,-5,curvature,1.8225403567937022,0.026373922632473446,30
push,21,-4,curvature,1.822068339969636,0.02916568069492721,30
push,21,-3,curvature,1.8165632704021377,0.02561755118912485,30
push,21,-2,curvature,1.7741468259045798,0.022511309048269153,30
push,21,-1,curvature,1.793404501676586,0.022438423402967794,30
push,21,0,curvature,1.81355597839192,0.017900281801657904,30
push,21,1,curvature,1.7688964999788754,0.022429575085228463,30
push,21,2,curvature,1.808622603947165,0.018205278627062966,30
push,21,3,curvature,1.802891100908533,0.020793450909998998,30
push,21,4,curvature,1.8030954399225914,0.02102390687609935,30
push,21,5,curvature,1.7781396750407052,0.02288796123122157,30
push,21,6,curvature,1.815148913729233,0.01797265407456248,30
push,21,7,curvature,1.801581403425522,0.022395356072232774,30
push,21,8,curvature,1.8447536379633847,0.020960413782733164,30
push,21,-8,tortuosity,5.420986834832669,0.11084845328462645,30
push,21,-7,tortuosity,5.22817121262151,0.11868730398868382,30
push,21,-6,tortuosity,5.027079445803276,0.11839018511751818,30
push,21,-5,tortuosity,4.908556165463527,0.12297038123789375,30
push,21,-4,tortuosity,4.577564918333069,0.09210513863194257,30
push,21,-3,tortuosity,4.386967659670293,0.08907570523456779,30
push,21,-2,tortuosity,4.234474154540665,0.07036225508600288,30
push,21,-1,tortuosity,4.078928579391159,0.0877535159606926,30
push,21,0,tortuosity,3.9651438395036473,0.08218808560227955,30
push,21,1,tortuosity,3.960781453999921,0.09124402764679061,30
push,21,2,tortuosity,3.947634314830649,0.09307721875973574,30
push,21,3,tortuosity,3.9770039115991325,0.08905419190573056,30
push,21,4,tortuosity,3.961313784741085,0.09269004335866828,30
push,21,5,tortuosity,3.930847892825697,0.09812896210171221,30
push,21,6,tortuosity,4.0158778510708135,0.10705580883605803,30
push,21,7,tortuosity,4.023289955887824,0.11400858285177723,30
push,21,8,tortuosity,4.111858887398586,0.10917220541828188,30
push,21,-8,pr,5.057400719324748,0.14116864945109497,30
push,21,-7,pr,4.74575883547465,0.1472017685366296,30
push,21,-6,pr,4.478945175806682,0.1661322708794892,30
push,21,-5,pr,4.3626148223876955,0.16868604430726475,30
push,21,-4,pr,4.112590559323629,0.13393059102394855,30
push,21,-3,pr,3.797255293528239,0.12077681069740274,30
push,21,-2,pr,3.559654966990153,0.10979454306782847,30
push,21,-1,pr,3.4357682943344114,0.10159521233231737,30
push,21,0,pr,3.3669593890508014,0.09904531469576672,30
push,21,1,pr,3.3701737324396768,0.09221374119748188,30
push,21,2,pr,3.439955147107442,0.09818872459218594,30
push,21,3,pr,3.4862765153249105,0.11070141443298169,30
push,21,4,pr,3.485386085510254,0.12150699156560116,30
push,21,5,pr,3.473889207839966,0.12340623973103418,30
push,21,6,pr,3.4877214272816977,0.13234732817942158,30
push,21,7,pr,3.523131012916565,0.13442337136585572,30
push,21,8,pr,3.6188378731409707,0.1373917210283824,30
push,22,-8,speed,12.793060652414958,0.1420907769902781,30
push,22,-7,speed,13.286932945251465,0.2359776742382743,30
push,22,-6,speed,13.79096581141154,0.3207484043020525,30
push,22,-5,speed,14.236015351613363,0.3406727662660938,30
push,22,-4,speed,13.970480028788248,0.277307109497868,30
push,22,-3,speed,14.144226137797038,0.33549430391283547,30
push,22,-2,speed,14.039464378356934,0.3734210073628857,30
push,22,-1,speed,14.724685096740723,0.33348516529253686,30
push,22,0,speed,14.608761183420818,0.2520453102936634,30
push,22,1,speed,14.178130626678467,0.1872173417645864,30
push,22,2,speed,14.200424035390219,0.18515927441833335,30
push,22,3,speed,14.533060232798258,0.2675582424849919,30
push,22,4,speed,14.273221556345622,0.21402548466814228,30
push,22,5,speed,14.609501393636068,0.2640008206746483,30
push,22,6,speed,13.98039763768514,0.2496647767909681,30
push,22,7,speed,14.46006441116333,0.17819321020348308,30
push,22,8,speed,14.063558705647786,0.25995278661759363,30
push,22,-8,curvature,1.8844659605019485,0.0243044882610385,30
push,22,-7,curvature,1.846848081698373,0.03160898656746986,30
push,22,-6,curvature,1.8592725501350107,0.032543885495803226,30
push,22,-5,curvature,1.7942895009192483,0.032460177259994616,30
push,22,-4,curvature,1.7961098037941796,0.03258238072973793,30
push,22,-3,curvature,1.7957457596607223,0.02925097342288274,30
push,22,-2,curvature,1.7488352764119368,0.024097956633124612,30
push,22,-1,curvature,1.777541989708689,0.02334682906910294,30
push,22,0,curvature,1.8078027021705205,0.017674117074472594,30
push,22,1,curvature,1.760565658304869,0.024385458551518246,30
push,22,2,curvature,1.8057510167744983,0.019056475849018015,30
push,22,3,curvature,1.8018879045024776,0.020568732559607335,30
push,22,4,curvature,1.803039924972942,0.02136114918221467,30
push,22,5,curvature,1.7742173366707739,0.022433873788170685,30
push,22,6,curvature,1.8135396957261032,0.018047365144400827,30
push,22,7,curvature,1.8032282288147035,0.020939769131463577,30
push,22,8,curvature,1.848778414363968,0.018260577817414997,30
push,22,-8,tortuosity,5.248231241637553,0.12854842600537889,30
push,22,-7,tortuosity,5.030984593495696,0.1358715052775015,30
push,22,-6,tortuosity,4.793682251057981,0.13253927586514788,30
push,22,-5,tortuosity,4.669270030426072,0.13723010869261654,30
push,22,-4,tortuosity,4.319377496773468,0.1055535665958697,30
push,22,-3,tortuosity,4.154893138195343,0.10160735537183771,30
push,22,-2,tortuosity,3.995685262760516,0.0835749883949607,30
push,22,-1,tortuosity,3.8734824421946468,0.09818053767299297,30
push,22,0,tortuosity,3.7648201972973294,0.08872633034977101,30
push,22,1,tortuosity,3.7920682132576187,0.09951960869715294,30
push,22,2,tortuosity,3.8109623947500224,0.10119349226257053,30
push,22,3,tortuosity,3.8614203936855938,0.10051445671945602,30
push,22,4,tortuosity,3.846380371788477,0.09626725321986689,30
push,22,5,tortuosity,3.804581248977764,0.10091861516808932,30
push,22,6,tortuosity,3.9100775285319807,0.11058232113234838,30
push,22,7,tortuosity,3.910831997278537,0.11929624064638668,30
push,22,8,tortuosity,3.9836686582586576,0.11145269409707279,30
push,22,-8,pr,4.770383866628011,0.1617027224286925,30
push,22,-7,pr,4.42247367699941,0.16402270411944816,30
push,22,-6,pr,4.135495018959046,0.17802792102218568,30
push,22,-5,pr,4.01962042649587,0.18558336124335892,30
push,22,-4,pr,3.7540489435195923,0.14597656291563316,30
push,22,-3,pr,3.4643213669459025,0.13654046219759186,30
push,22,-2,pr,3.2626051823298137,0.1260392144439199,30
push,22,-1,pr,3.1935428778330484,0.11613795821090656,30
push,22,0,pr,3.1609112580617267,0.10676420904106147,30
push,22,1,pr,3.1936370690663654,0.09532408219087672,30
push,22,2,pr,3.295395541191101,0.10231778740537692,30
push,22,3,pr,3.3545129458109537,0.11558164581593784,30
push,22,4,pr,3.3530738751093545,0.1261320407411746,30
push,22,5,pr,3.340143163998922,0.12815110430696244,30
push,22,6,pr,3.360921796162923,0.1353524941223119,30
push,22,7,pr,3.3789873282114664,0.13715830782821756,30
push,22,8,pr,3.4553919474283856,0.1409642019981892,30
push,23,-8,speed,15.024296156565349,0.19103779116211214,30
push,23,-7,speed,15.364995638529459,0.2694051544191615,30
push,23,-6,speed,16.029301166534424,0.36231010168907696,30
push,23,-5,speed,16.595783138275145,0.39595118943314667,30
push,23,-4,speed,16.378321806589764,0.3456065770104788,30
push,23,-3,speed,16.4654567082723,0.4076721916667468,30
push,23,-2,speed,16.19115940729777,0.44783428337580755,30
push,23,-1,speed,17.096408526102703,0.40672333502456903,30
push,23,0,speed,16.971886444091798,0.29321281888475886,30
push,23,1,speed,16.527829869588217,0.23185298038645477,30
push,23,2,speed,16.415929571787515,0.2110958738687292,30
push,23,3,speed,16.854761187235514,0.3045416665424868,30
push,23,4,speed,16.641552384694418,0.28340419438568826,30
push,23,5,speed,16.976948038736978,0.3118817113458199,30
push,23,6,speed,16.13122132619222,0.29707012398571464,30
push,23,7,speed,16.773909187316896,0.19608500709442742,30
push,23,8,speed,16.31786273320516,0.32388139043433095,30
push,23,-8,curvature,1.880629685982146,0.024588410119926057,30
push,23,-7,curvature,1.8471193738868776,0.031794526994966134,30
push,23,-6,curvature,1.8616549582680184,0.03130294820029449,30
push,23,-5,curvature,1.8016456851257023,0.033453256093287,30
push,23,-4,curvature,1.7961332379654769,0.0334799851086061,30
push,23,-3,curvature,1.7970382087329992,0.029818427475697913,30
push,23,-2,curvature,1.761926727556784,0.02470928311198966,30
push,23,-1,curvature,1.7906570498932328,0.02149531083825593,30
push,23,0,curvature,1.811736934906048,0.0180932002932712,30
push,23,1,curvature,1.762987081147009,0.024494910929252153,30
push,23,2,curvature,1.8084820502672756,0.01932901982417472,30
push,23,3,curvature,1.8109159930805043,0.020323429376151343,30
push,23,4,curvature,1.8084781278048823,0.023103715420550727,30
push,23,5,curvature,1.769526205042813,0.022835328503594907,30
push,23,6,curvature,1.819453803483301,0.01864354058601859,30
push,23,7,curvature,1.8065408857856193,0.020140391449811706,30
push,23,8,curvature,1.8566976922776888,0.017404122746921286,30
push,23,-8,tortuosity,5.197977392435087,0.1321163894746744,30
push,23,-7,tortuosity,4.961242589988175,0.13816485019792102,30
push,23,-6,tortuosity,4.673432950633556,0.13586448302925633,30
push,23,-5,tortuosity,4.580760239574682,0.14451822815919385,30
push,23,-4,tortuosity,4.254097934010134,0.11975822578808783,30
push,23,-3,tortuosity,4.119781297533313,0.10048140305494282,30
push,23,-2,tortuosity,3.946547148001699,0.09315360915590104,30
push,23,-1,tortuosity,3.826212552172035,0.10333578146730202,30
push,23,0,tortuosity,3.7129104913863875,0.09791105805894362,30
push,23,1,tortuosity,3.744485103994899,0.10230453291941881,30
push,23,2,tortuosity,3.768884362432799,0.1014399983679623,30
push,23,3,tortuosity,3.8068799930802926,0.09941572924638603,30
push,23,4,tortuosity,3.774038229271082,0.09550604244109487,30
push,23,5,tortuosity,3.7607509665011785,0.10436227005856526,30
push,23,6,tortuosity,3.8758880815091445,0.12029743317448681,30
push,23,7,tortuosity,3.8686814624367134,0.12610070527678716,30
push,23,8,tortuosity,3.9248703283828346,0.12165149101650004,30
push,23,-8,pr,4.696467471122742,0.1669772340411799,30
push,23,-7,pr,4.35056799252828,0.167363918881983,30
push,23,-6,pr,4.029881461461385,0.17712350624412185,30
push,23,-5,pr,3.902571209271749,0.18747367347078964,30
push,23,-4,pr,3.6937540054321287,0.1564772805962857,30
push,23,-3,pr,3.4374618848164875,0.14076371854728884,30
push,23,-2,pr,3.2313085476557415,0.1304506855912414,30
push,23,-1,pr,3.1423357407251995,0.11819516819223111,30
push,23,0,pr,3.1053295453389484,0.11116017427338006,30
push,23,1,pr,3.1410241524378457,0.0996868871116151,30
push,23,2,pr,3.22806236743927,0.1006879353976752,30
push,23,3,pr,3.2838128248850507,0.11137818807563934,30
push,23,4,pr,3.283658917744954,0.1247801170510506,30
push,23,5,pr,3.28795743783315,0.13462022555076217,30
push,23,6,pr,3.3156548500061036,0.1435450097216651,30
push,23,7,pr,3.3209309736887613,0.14231881350831047,30
push,23,8,pr,3.361958972613017,0.1454469408948592,30
strike,0,-8,speed,3.465920821825663,0.104155830387878,30
strike,0,-7,speed,3.4325397411982217,0.10282298880792481,30
strike,0,-6,speed,3.407254918416341,0.09729333762583081,30
strike,0,-5,speed,3.3857804854710896,0.09461546109757757,30
strike,0,-4,speed,3.3887598196665447,0.08819440906187381,30
strike,0,-3,speed,3.3942004839579263,0.0859853867267821,30
strike,0,-2,speed,3.4057474613189695,0.08229947791129406,30
strike,0,-1,speed,3.3973113536834716,0.07754169241968299,30
strike,0,0,speed,3.383017635345459,0.07232164307895492,30
strike,0,1,speed,3.3503158569335936,0.06663427149843615,30
strike,0,2,speed,3.320995402336121,0.0630114060443152,30
strike,0,3,speed,3.2904542048772174,0.061620788719036104,30
strike,0,4,speed,3.259495655695597,0.06100724841706209,30
strike,0,5,speed,3.2342630863189696,0.06432780850922783,30
strike,0,6,speed,3.238824892044067,0.06904186136568559,30
strike,0,7,speed,3.2536227464675904,0.06895878145064842,30
strike,0,8,speed,3.2953481515248617,0.06934254444076672,30
strike,0,-8,curvature,1.399107064453719,0.021292557452410637,30
strike,0,-7,curvature,1.3822510495468268,0.021955792586266537,30
strike,0,-6,curvature,1.370205339565807,0.021321966974178926,30
strike,0,-5,curvature,1.3505039268382737,0.022077285505007902,30
strike,0,-4,curvature,1.3370084929643329,0.020689452857468055,30
strike,0,-3,curvature,1.3218740759590435,0.021750496761681178,30
strike,0,-2,curvature,1.3132339403367153,0.02141030266124912,30
strike,0,-1,curvature,1.2959640731348094,0.02173848073948051,30
strike,0,0,curvature,1.2873680611263034,0.021574922523261597,30
strike,0,1,curvature,1.2692711669066652,0.020523569281949348,30
strike,0,2,curvature,1.2550046067764007,0.020002408777540795,30
strike,0,3,curvature,1.2388701951128425,0.019171540925357163,30
strike,0,4,curvature,1.233417311134341,0.017562296257230103,30
strike,0,5,curvature,1.2237349964396884,0.016691448360683578,30
strike,0,6,curvature,1.2281524997028257,0.015692315868436113,30
strike,0,7,curvature,1.2320760171974687,0.015847077706704946,30
strike,0,8,curvature,1.244026696855013,0.015314423809750349,30
strike,0,-8,tortuosity,4.1264183919653,0.12623312599029923,30
strike,0,-7,tortuosity,4.083253439013109,0.12743904251105292,30
strike,0,-6,tortuosity,4.02328599372479,0.12603817188832458,30
strike,0,-5,tortuosity,3.9613746267137446,0.12074334782897914,30
strike,0,-4,tortuosity,3.8971581102771338,0.11663631627486243,30
strike,0,-3,tortuosity,3.829066035955433,0.10957192452009455,30
strike,0,-2,tortuosity,3.7683610843095736,0.10777214269796023,30
strike,0,-1,tortuosity,3.700965428525989,0.10071201495944122,30
strike,0,0,tortuosity,3.643110799635705,0.09960007031486161,30
strike,0,1,tortuosity,3.5739404028046455,0.09529677978526836,30
strike,0,2,tortuosity,3.519821317322964,0.09711659940114564,30
strike,0,3,tortuosity,3.466993497268786,0.09494698549459643,30
strike,0,4,tortuosity,3.4262417373919605,0.09615193081172081,30
strike,0,5,tortuosity,3.395755275680035,0.09502569399829958,30
strike,0,6,tortuosity,3.3795206630428467,0.09465925017030878,30
strike,0,7,tortuosity,3.3827299500967642,0.09351122319963638,30
strike,0,8,tortuosity,3.3924027062099964,0.0929323977502437,30
strike,0,-8,pr,3.432583769162496,0.07849402076736148,30
strike,0,-7,pr,3.3852437337239585,0.07605137297419426,30
strike,0,-6,pr,3.341784874598185,0.07421401040419319,30
strike,0,-5,pr,3.2987025419871014,0.07425597872479371,30
strike,0,-4,pr,3.251207184791565,0.07583762024127509,30
strike,0,-3,pr,3.207710631688436,0.07886186940013784,30
strike,0,-2,pr,3.1668619394302366,0.08107945853398112,30
strike,0,-1,pr,3.1361671050389606,0.08264751264682584,30
strike,0,0,pr,3.1082913557688396,0.08295124368771341,30
strike,0,1,pr,3.0809887409210206,0.08325427777539376,30
strike,0,2,pr,3.048523187637329,0.0844270541607019,30
strike,0,3,pr,3.0173863887786867,0.08685748476139063,30
strike,0,4,pr,2.9860485633214315,0.08869442511245051,30
strike,0,5,pr,2.967625649770101,0.08975553946176854,30
strike,0,6,pr,2.9623300155003864,0.08945971323708964,30
strike,0,7,pr,2.9725985606511434,0.08862581138904126,30
strike,0,8,pr,2.9850242853164675,0.08937653233010544,30
strike,1,-8,speed,5.7935564359029135,0.23220332981293823,30
strike,1,-7,speed,5.7711234887441,0.23905849110821634,30
strike,1,-6,speed,5.980324467023213,0.3224299977850505,30
strike,1,-5,speed,5.865352296829224,0.30071285199927683,30
strike,1,-4,speed,6.084294692675273,0.2809974395938233,30
strike,1,-3,speed,5.789813995361328,0.19522601865252706,30
strike,1,-2,speed,6.056414008140564,0.2495396093652021,30
strike,1,-1,speed,6.363804197311401,0.32055430070312363,30
strike,1,0,speed,6.652299912770589,0.3354076952883603,30
strike,1,1,speed,6.7268653551737465,0.45686912943257,30
strike,1,2,speed,7.147057811419169,0.43019830005215454,30
strike,1,3,speed,6.830063915252685,0.44753575399406315,30
strike,1,4,speed,6.599748190244039,0.3904256578398487,30
strike,1,5,speed,7.0039245128631595,0.4421509140222303,30
strike,1,6,speed,7.150080879529317,0.45622160638891807,30
strike,1,7,speed,7.029119372367859,0.44461580010599194,30
strike,1,8,speed,6.9605945746103925,0.4308515171570684,30
strike,1,-8,curvature,2.0805960660065086,0.045237793248363654,30
strike,1,-7,curvature,2.1120037636109994,0.04315927895658251,30
strike,1,-6,curvature,2.059375555098773,0.06065439353746717,30
