task,layer,slot,target,r2_mean,r2_std
push,3,2,contact_flag,0.19357800483703613,0.19451487575674692
push,3,2,contact_force_log1p_mag,-0.20946258306503296,0.6732350966488816
push,3,3,ee_position,0.846679961681366,0.14922156186880436
push,3,3,ee_velocity,0.6745284914970398,0.08171569608691046
push,3,3,ee_acceleration,-0.622751134634018,0.21081418511949465
push,3,3,contact_flag,0.23981436491012573,0.15474184963075596
push,3,3,contact_force_log1p_mag,-0.07304441928863525,0.474042324121409
push,3,4,ee_position,0.8609561920166016,0.12613968313474946
push,3,4,ee_velocity,0.7064083814620972,0.061556588386372145
push,3,4,ee_acceleration,-0.4956833839416504,0.135030679176711
push,3,4,contact_flag,0.25178391933441163,0.17668964268965162
push,3,4,contact_force_log1p_mag,-0.04950817823410034,0.5079995756475079
push,3,5,ee_position,0.8586572766304016,0.1376426364993785
push,3,5,ee_velocity,0.7280365109443665,0.05886123960264304
push,3,5,ee_acceleration,-0.6258573234081268,0.21708850748395983
push,3,5,contact_flag,0.2985053896903992,0.15648153395722592
push,3,5,contact_force_log1p_mag,-0.04086248874664307,0.461712373258363
push,3,6,ee_position,0.8492485165596009,0.16310801342184827
push,3,6,ee_velocity,0.7740370750427246,0.05695538353479838
push,3,6,ee_acceleration,-0.5468671172857285,0.2895218809422946
push,3,6,contact_flag,0.3472447395324707,0.22867215870481286
push,3,6,contact_force_log1p_mag,0.01098778247833252,0.5038880651511856
push,3,7,ee_position,0.8545966863632202,0.1528609900598642
push,3,7,ee_velocity,0.8259997606277466,0.047537700968193576
push,3,7,ee_acceleration,-0.43596890568733215,0.23989815729034
push,3,7,contact_flag,0.3475944459438324,0.21423692386024853
push,3,7,contact_force_log1p_mag,-0.014714264869689941,0.514294648239287
push,4,0,ee_position,0.8530345320701599,0.1489001443845137
push,4,0,ee_velocity,0.7324525475502014,0.06941308330025453
push,4,0,ee_acceleration,-0.5031592309474945,0.21541374945908318
push,4,0,contact_flag,0.1645386517047882,0.2693720285853982
push,4,0,contact_force_log1p_mag,-0.2722133040428162,0.5877159008733475
push,4,1,ee_position,0.8614453911781311,0.13192152233077345
push,4,1,ee_velocity,0.7427258133888245,0.055350568310475495
push,4,1,ee_acceleration,-0.44884086549282076,0.19470947087916665
push,4,1,contact_flag,0.16410083770751954,0.19988131112188856
push,4,1,contact_force_log1p_mag,-0.317619252204895,0.6526342647730387
