task,layer,slot,target,r2_mean,r2_std
push,23,3,ee_acceleration,-0.5276204496622086,0.5709141069755639
push,23,3,contact_flag,0.4924483299255371,0.12406479593597752
push,23,3,contact_force_log1p_mag,-0.09239602088928223,0.4742973982646581
push,23,4,ee_position,0.9074138283729554,0.08573951333568014
push,23,4,ee_velocity,0.8771220207214355,0.03591950688870157
push,23,4,ee_acceleration,-0.2175939276814461,0.2523920952411304
push,23,4,contact_flag,0.5012980222702026,0.1511623049071148
push,23,4,contact_force_log1p_mag,0.08337733745574952,0.4180264395163934
push,23,5,ee_position,0.9044410943984985,0.09607408218278762
push,23,5,ee_velocity,0.8926967144012451,0.04205954768956571
push,23,5,ee_acceleration,-0.2638386994600296,0.5254963686088944
push,23,5,contact_flag,0.5300719320774079,0.11803005433530118
push,23,5,contact_force_log1p_mag,0.2509352326393127,0.2938541983634662
push,23,6,ee_position,0.913747775554657,0.095760436154426
push,23,6,ee_velocity,0.8915542006492615,0.04650995229060513
push,23,6,ee_acceleration,-0.0657149076461792,0.2255228280279962
push,23,6,contact_flag,0.5021024227142334,0.10426760341005119
push,23,6,contact_force_log1p_mag,0.15651041269302368,0.34459965314673346
push,23,7,ee_position,0.9046452522277832,0.11422381746583757
push,23,7,ee_velocity,0.9208138227462769,0.036368451712188936
push,23,7,ee_acceleration,-0.19051505178213118,0.29203546313133255
push,23,7,contact_flag,0.43673049211502074,0.1600797480769605
push,23,7,contact_force_log1p_mag,-0.02487579584121704,0.4799651237437485
strike,0,0,ee_position,0.6142320275306702,0.025253669600324012
strike,0,0,ee_velocity,0.1927093595266342,0.03380615779139363
strike,0,0,ee_acceleration,-0.13977281749248505,0.09125633832530702
strike,0,0,contact_flag,-0.28085806369781496,0.2463825181466802
strike,0,0,contact_force_log1p_mag,-1.0077149868011475,0.7400235478166806
strike,0,1,ee_position,0.6428003191947937,0.02343108390872788
strike,0,1,ee_velocity,0.17072723358869552,0.03981234760817424
strike,0,1,ee_acceleration,-0.12147746905684471,0.1032964916415651
strike,0,1,contact_flag,-0.32140268087387086,0.3417774531565371
strike,0,1,contact_force_log1p_mag,-1.0924954414367676,0.8432154889599941
strike,0,2,ee_position,0.6663782954216003,0.023744973449916208
strike,0,2,ee_velocity,0.1449728101491928,0.058182547574777636
strike,0,2,ee_acceleration,-0.12316895946860314,0.0775981677179683
strike,0,2,contact_flag,-0.2997633330523968,0.3741085647186674
strike,0,2,contact_force_log1p_mag,-1.054481530189514,0.7980592977121314
strike,0,3,ee_position,0.684554374217987,0.025687417041383546
strike,0,3,ee_velocity,0.12639742968603968,0.0730765027397799
strike,0,3,ee_acceleration,-0.16571970302611588,0.08393979627790016
strike,0,3,contact_flag,-0.3033574461936951,0.4215601697413034
strike,0,3,contact_force_log1p_mag,-1.116517424583435,0.8750789332495783
strike,0,4,ee_position,0.699032461643219,0.02678065862382658
strike,0,4,ee_velocity,0.11428195089101792,0.089990602924118
strike,0,4,ee_acceleration,-0.19480468854308128,0.09267353551174047
strike,0,4,contact_flag,-0.4574155926704407,0.3430203842966024
strike,0,4,contact_force_log1p_mag,-1.3065513610839843,0.9308631665805528
strike,0,5,ee_position,0.7085981369018555,0.028023441572510733
strike,0,5,ee_velocity,0.12056881785392762,0.10247952127345174
strike,0,5,ee_acceleration,-0.24167245030403137,0.15365290820731858
strike,0,5,contact_flag,-0.4771096229553223,0.312928189330833
strike,0,5,contact_force_log1p_mag,-1.3567490339279176,0.9711753576374532
strike,0,6,ee_position,0.7146981716156006,0.030522588923860845
strike,0,6,ee_velocity,0.15578295886516572,0.0836452534754638
strike,0,6,ee_acceleration,-0.21397705972194672,0.16373725628355426
strike,0,6,contact_flag,-0.48290473222732544,0.28640091843310905
strike,0,6,contact_force_log1p_mag,-1.3018589735031127,0.9590148542809592
strike,0,7,ee_position,0.7197700262069702,0.033457159280999536
strike,0,7,ee_velocity,0.16214773580431938,0.07683989938819653
strike,0,7,ee_acceleration,-0.20971962437033653,0.10370512927418622
strike,0,7,contact_flag,-0.5221022129058838,0.35713612425980684
strike,0,7,contact_force_log1p_mag,-1.4380927085876465,1.2153874872570474
strike,1,0,ee_position,0.8799638986587525,0.030037773653218372
strike,1,0,ee_velocity,0.6144013166427612,0.07212874243399309
strike,1,0,ee_acceleration,-0.24824050925672053,0.30949550295240374
strike,1,0,contact_flag,-0.22006815671920776,0.2921347439398003
strike,1,0,contact_force_log1p_mag,-0.8616436004638672,0.784662382848247
strike,1,1,ee_position,0.8824027299880981,0.02768370983676256
strike,1,1,ee_velocity,0.6017631828784943,0.09315369177446854
strike,1,1,ee_acceleration,-0.3192163221538067,0.2804284575573887
strike,1,1,contact_flag,-0.1076358549296856,0.31606797337989395
strike,1,1,contact_force_log1p_mag,-0.7391774535179139,0.7866480090144281
strike,1,2,ee_position,0.8852829098701477,0.027773393252556206
strike,1,2,ee_velocity,0.594426941871643,0.11679392174054899
strike,1,2,ee_acceleration,-0.3247873023152351,0.2234362306248217
strike,1,2,contact_flag,-0.08306785821914672,0.3332416428979842
strike,1,2,contact_force_log1p_mag,-0.7949720740318298,0.9424571387907376
strike,1,3,ee_position,0.8901056528091431,0.02490704811250264
strike,1,3,ee_velocity,0.602687007188797,0.1167883467157603
strike,1,3,ee_acceleration,-0.2949512779712677,0.19218967962246616
strike,1,3,contact_flag,-0.08048789203166962,0.4227042461861417
strike,1,3,contact_force_log1p_mag,-0.7518195986747742,1.0278581862186493
strike,1,4,ee_position,0.8955134630203248,0.02420338449423429
strike,1,4,ee_velocity,0.6166717827320098,0.09837516261113309
strike,1,4,ee_acceleration,-0.3493439882993698,0.21407405258221804
strike,1,4,contact_flag,-0.28110407628118994,0.4786002733015194
strike,1,4,contact_force_log1p_mag,-0.9985221862792969,1.272764605230946
strike,1,5,ee_position,0.9021530985832215,0.02241046229418679
strike,1,5,ee_velocity,0.6402277410030365,0.0908634290718685
strike,1,5,ee_acceleration,-0.2539265066385269,0.13552237476447368
strike,1,5,contact_flag,-0.21768375039100646,0.30309524722618514
strike,1,5,contact_force_log1p_mag,-0.7742512226104736,0.8556621498216992
strike,1,6,ee_position,0.9069623231887818,0.025478683409820974
strike,1,6,ee_velocity,0.6788904786109924,0.040895242647331256
strike,1,6,ee_acceleration,-0.21091541647911072,0.16634636375909492
strike,1,6,contact_flag,-0.31330793499946596,0.2964826815416666
strike,1,6,contact_force_log1p_mag,-1.0771902561187745,1.1284136024735483
strike,1,7,ee_position,0.9117011427879333,0.025625798251181164
strike,1,7,ee_velocity,0.6859997153282166,0.06793931138932399
strike,1,7,ee_acceleration,-0.21634053587913513,0.11588833901597714
strike,1,7,contact_flag,-0.3339159727096558,0.22488508997227138
strike,1,7,contact_force_log1p_mag,-1.1285115361213685,1.1742685667752208
strike,2,0,ee_position,0.9182284832000732,0.02892251210133524
strike,2,0,ee_velocity,0.6610743939876557,0.09340395469299326
strike,2,0,ee_acceleration,-0.20341139212250708,0.1714077006360635
strike,2,0,contact_flag,-0.06587567925453186,0.2168725765798662
strike,2,0,contact_force_log1p_mag,-0.5326538324356079,0.7563448212504925
strike,2,1,ee_position,0.9193641781806946,0.023793178273544574
strike,2,1,ee_velocity,0.6669890940189361,0.089479882496835
strike,2,1,ee_acceleration,-0.2578145503997803,0.16404865173129254
strike,2,1,contact_flag,-0.05385610386729241,0.218867100781277
strike,2,1,contact_force_log1p_mag,-0.47181408405303954,0.7318864827757862
strike,2,2,ee_position,0.9218035578727722,0.01878038938459312
strike,2,2,ee_velocity,0.6640333712100983,0.10346740876313608
strike,2,2,ee_acceleration,-0.2556754216551781,0.14707648742962154
strike,2,2,contact_flag,0.022839456796646118,0.1468386671600415
strike,2,2,contact_force_log1p_mag,-0.4218946933746338,0.682532362407347
strike,2,3,ee_position,0.9243776202201843,0.018810893257804266
strike,2,3,ee_velocity,0.6523661732673645,0.10793329250037122
strike,2,3,ee_acceleration,-0.23388682678341866,0.16528262890534268
strike,2,3,contact_flag,-0.10061018764972687,0.30761602955223855
strike,2,3,contact_force_log1p_mag,-0.6734757900238038,0.9913478235867939
strike,2,4,ee_position,0.9295989274978638,0.018698311340682335
strike,2,4,ee_velocity,0.6515883564949035,0.1192464339729925
strike,2,4,ee_acceleration,-0.2960629120469093,0.196535611301348
strike,2,4,contact_flag,-0.09029958248138428,0.32203442347280564
strike,2,4,contact_force_log1p_mag,-0.5526683807373047,0.7828088743138303
strike,2,5,ee_position,0.9340784549713135,0.01876285596813481
strike,2,5,ee_velocity,0.6756678462028504,0.10500228047603957
strike,2,5,ee_acceleration,-0.26062358170747757,0.1947980390169839
strike,2,5,contact_flag,-0.1017316460609436,0.2613247089849887
strike,2,5,contact_force_log1p_mag,-0.6184594631195068,0.7965588576634443
strike,2,6,ee_position,0.9414161920547486,0.017626303945246637
strike,2,6,ee_velocity,0.7334356784820557,0.07229329472917709
strike,2,6,ee_acceleration,-0.17147530131042005,0.17514349020959735
strike,2,6,contact_flag,-0.08938759565353394,0.2889221285831806
strike,2,6,contact_force_log1p_mag,-0.7025723934173584,0.9947780544080058
strike,2,7,ee_position,0.9433098793029785,0.018161704023374938
strike,2,7,ee_velocity,0.7822569012641907,0.05759685765469863
strike,2,7,ee_acceleration,-0.11120349299162627,0.12313931766250888
strike,2,7,contact_flag,-0.22881003618240356,0.23517125699230185
strike,2,7,contact_force_log1p_mag,-0.6596866011619568,0.8674744791945544
strike,3,0,ee_position,0.9231285929679871,0.03528380409084172
strike,3,0,ee_velocity,0.6881595373153686,0.09258702869229694
strike,3,0,ee_acceleration,-0.2329471230506897,0.08421868476870913
strike,3,0,contact_flag,-0.03475244045257568,0.23210818627376276
strike,3,0,contact_force_log1p_mag,-0.6510424017906189,0.9785078276438101
strike,3,1,ee_position,0.9255750775337219,0.03024428856105822
strike,3,1,ee_velocity,0.6999330401420594,0.06540455298039809
strike,3,1,ee_acceleration,-0.224687460064888,0.1523320319237125
strike,3,1,contact_flag,0.04267274141311646,0.25820584738678326
strike,3,1,contact_force_log1p_mag,-0.4668754696846008,0.7884325496521505
strike,3,2,ee_position,0.927110493183136,0.026604474842571176
strike,3,2,ee_velocity,0.6916537761688233,0.0563261868303232
strike,3,2,ee_acceleration,-0.305633457005024,0.15781016778185877
strike,3,2,contact_flag,-0.06291982978582382,0.3078433692797082
strike,3,2,contact_force_log1p_mag,-0.5378610372543335,0.9261707810508418
strike,3,3,ee_position,0.9319066405296326,0.021443321393405913
strike,3,3,ee_velocity,0.6593196272850037,0.07393135960627381
strike,3,3,ee_acceleration,-0.1820973977446556,0.11557744871139283
strike,3,3,contact_flag,-0.0980503350496292,0.3250187544157822
strike,3,3,contact_force_log1p_mag,-0.6311399459838867,0.938819625853123
strike,3,4,ee_position,0.9379206895828247,0.01785313648064964
strike,3,4,ee_velocity,0.6528567731380462,0.09990394257470642
strike,3,4,ee_acceleration,-0.25088813006877897,0.14235046449420222
strike,3,4,contact_flag,0.025141677260398863,0.3580638432705923
strike,3,4,contact_force_log1p_mag,-0.516145932674408,0.9465569012709368
strike,3,5,ee_position,0.9398030638694763,0.013835053257742796
strike,3,5,ee_velocity,0.6921425759792328,0.11166369299253222
strike,3,5,ee_acceleration,-0.45664801001548766,0.2731289835312802
strike,3,5,contact_flag,-0.14022135734558105,0.24128832561563354
strike,3,5,contact_force_log1p_mag,-0.60470552444458,0.9611191442106602
strike,3,6,ee_position,0.9475019454956055,0.015271129799921318
strike,3,6,ee_velocity,0.776818859577179,0.06738362876503655
strike,3,6,ee_acceleration,-0.2320630442351103,0.30240681849211204
strike,3,6,contact_flag,-0.1304533839225769,0.3426731553439521
strike,3,6,contact_force_log1p_mag,-0.6749263525009155,1.0212656538489695
strike,3,7,ee_position,0.9494847059249878,0.015051942429276053
strike,3,7,ee_velocity,0.8188050746917724,0.061912448847391846
strike,3,7,ee_acceleration,-0.08385379165410996,0.1321475114911509
strike,3,7,contact_flag,-0.25244266986846925,0.13722903193440955
strike,3,7,contact_force_log1p_mag,-0.7842056632041932,0.8828908145152058
strike,4,0,ee_position,0.9230865240097046,0.052652036025669355
strike,4,0,ee_velocity,0.7038127899169921,0.09607447638300516
strike,4,0,ee_acceleration,-0.24372621811926365,0.23757319999267804
strike,4,0,contact_flag,-0.16425533294677735,0.19504233147901837
strike,4,0,contact_force_log1p_mag,-0.6566538453102112,0.8280619747696316
strike,4,1,ee_position,0.9253029584884643,0.04223908540559173
strike,4,1,ee_velocity,0.7234727263450622,0.06425367637198555
strike,4,1,ee_acceleration,-0.17867357823997737,0.10349016159111725
strike,4,1,contact_flag,-0.08663029596209526,0.25365307006691995
strike,4,1,contact_force_log1p_mag,-0.7140700459480286,1.0125118088516336
strike,4,2,ee_position,0.934048867225647,0.03238894782995463
strike,4,2,ee_velocity,0.7242668271064758,0.06487355061023008
strike,4,2,ee_acceleration,-0.2858093217015266,0.15867095043225518
strike,4,2,contact_flag,-0.004036055505275726,0.23474261099758847
strike,4,2,contact_force_log1p_mag,-0.5557841181755065,0.8070502718201924
strike,4,3,ee_position,0.9328502178192138,0.03490422584766152
strike,4,3,ee_velocity,0.709156620502472,0.0650422905202793
strike,4,3,ee_acceleration,-0.18038121685385705,0.0964541461309448
strike,4,3,contact_flag,-0.03301460742950439,0.31541177871645826
strike,4,3,contact_force_log1p_mag,-0.7081266522407532,1.0944007790507115
strike,4,4,ee_position,0.9394617438316345,0.025794240033343244
strike,4,4,ee_velocity,0.7068358182907104,0.09455486430865451
strike,4,4,ee_acceleration,-0.2742143556475639,0.2295135473072257
strike,4,4,contact_flag,-0.12456464767456055,0.2944228661736199
strike,4,4,contact_force_log1p_mag,-0.7129464268684387,0.8727325899239188
strike,4,5,ee_position,0.9459435343742371,0.021952870609412395
strike,4,5,ee_velocity,0.7353323221206665,0.08509218397469231
strike,4,5,ee_acceleration,-0.362836454808712,0.3048509681960276
strike,4,5,contact_flag,-0.1225075364112854,0.2357332235253309
strike,4,5,contact_force_log1p_mag,-0.6720564246177674,0.9098764433369054
strike,4,6,ee_position,0.9496428489685058,0.02220653498676556
strike,4,6,ee_velocity,0.793489134311676,0.08939604042206425
strike,4,6,ee_acceleration,-0.13951239213347436,0.21614707110891526
strike,4,6,contact_flag,-0.12398709058761596,0.2824722511732071
strike,4,6,contact_force_log1p_mag,-0.5840089797973633,0.7903611058641186
strike,4,7,ee_position,0.9544272065162659,0.01797995560556983
strike,4,7,ee_velocity,0.8882889151573181,0.03019554289175659
strike,4,7,ee_acceleration,-0.01431262558326125,0.15550362700041293
strike,4,7,contact_flag,-0.1884734034538269,0.19836090807896867
strike,4,7,contact_force_log1p_mag,-0.8411459445953369,0.9731938780783195
strike,5,0,ee_position,0.925378167629242,0.06274059500466499
strike,5,0,ee_velocity,0.7514483809471131,0.05401273009726451
strike,5,0,ee_acceleration,-0.15640785470604895,0.11352969520068545
strike,5,0,contact_flag,-0.10649040192365647,0.2252723645553746
strike,5,0,contact_force_log1p_mag,-0.6404790997505188,0.8813712537194168
strike,5,1,ee_position,0.9326184868812561,0.04797516029732376
strike,5,1,ee_velocity,0.7703720808029175,0.04414733079471932
strike,5,1,ee_acceleration,-0.2011914499104023,0.12988727090800956
strike,5,1,contact_flag,-0.14936763048171997,0.2157915761194717
strike,5,1,contact_force_log1p_mag,-0.8419289588928223,1.0165259037354835
strike,5,2,ee_position,0.9337193131446838,0.04182778124749791
strike,5,2,ee_velocity,0.7477036118507385,0.057539153856482096
strike,5,2,ee_acceleration,-0.2479652374982834,0.13953836717662085
strike,5,2,contact_flag,-0.10250693559646606,0.3033022776236347
strike,5,2,contact_force_log1p_mag,-0.7294460535049438,1.044199987126316
strike,5,3,ee_position,0.9365164160728454,0.04215596199748858
strike,5,3,ee_velocity,0.7662987470626831,0.046078112751198275
strike,5,3,ee_acceleration,-0.11549944430589676,0.13136335406531927
strike,5,3,contact_flag,0.0009769134223461152,0.23521177416030717
strike,5,3,contact_force_log1p_mag,-0.5788371443748475,0.9018673145187002
strike,5,4,ee_position,0.9464602112770081,0.0328028455774245
strike,5,4,ee_velocity,0.7859303593635559,0.049258594955848174
strike,5,4,ee_acceleration,-0.12213650047779083,0.0773102615028962
strike,5,4,contact_flag,0.03045424222946167,0.22644906095355155
strike,5,4,contact_force_log1p_mag,-0.4062026858329773,0.7408134023452703
strike,5,5,ee_position,0.946947455406189,0.023417580242892318
strike,5,5,ee_velocity,0.8324428558349609,0.034837469373272874
strike,5,5,ee_acceleration,-0.18725383579730986,0.15846973586998056
strike,5,5,contact_flag,-0.05112776756286621,0.2883819050242763
strike,5,5,contact_force_log1p_mag,-0.5893824696540833,0.9700020559648649
strike,5,6,ee_position,0.9394724607467652,0.039595127139137626
strike,5,6,ee_velocity,0.8510628938674927,0.05978527600194779
strike,5,6,ee_acceleration,-0.05280451774597168,0.11609347304740927
strike,5,6,contact_flag,-0.2254746213555336,0.4057548378900319
strike,5,6,contact_force_log1p_mag,-0.8709688067436219,1.2738889338038
strike,5,7,ee_position,0.950943672657013,0.028687618451357436
strike,5,7,ee_velocity,0.9023531913757324,0.030825276671920074
strike,5,7,ee_acceleration,0.08775007277727127,0.06384181604415586
strike,5,7,contact_flag,-0.0909797191619873,0.1150846803228139
strike,5,7,contact_force_log1p_mag,-0.7031540155410767,0.8266277531268907
strike,6,0,ee_position,0.9327856063842773,0.054248169472520605
strike,6,0,ee_velocity,0.7796859860420227,0.06109516167902793
strike,6,0,ee_acceleration,-0.12473025545477867,0.16278698039680126
strike,6,0,contact_flag,-0.03160301446914673,0.30883580542915845
strike,6,0,contact_force_log1p_mag,-0.6720741152763366,1.0182011591889253
strike,6,1,ee_position,0.9263202548027039,0.06208393083165744
strike,6,1,ee_velocity,0.7844337701797486,0.06925876197056043
strike,6,1,ee_acceleration,-0.22134148627519606,0.16686556755608495
strike,6,1,contact_flag,-0.09115906953811645,0.2944323790088397
strike,6,1,contact_force_log1p_mag,-0.6823705673217774,0.9570549090961352
strike,6,2,ee_position,0.932378101348877,0.05345838056872544
strike,6,2,ee_velocity,0.7750094771385193,0.08160432690665706
strike,6,2,ee_acceleration,-0.21746230823919177,0.1888760777395951
strike,6,2,contact_flag,0.07346802949905396,0.21757551394666633
strike,6,2,contact_force_log1p_mag,-0.4940877199172974,0.8791563687089556
strike,6,3,ee_position,0.9392185211181641,0.0466394027960929
strike,6,3,ee_velocity,0.7970943570137023,0.05592423225196271
strike,6,3,ee_acceleration,-0.146702029556036,0.17459474009357248
strike,6,3,contact_flag,0.09721795320510865,0.22798499650321039
strike,6,3,contact_force_log1p_mag,-0.37379499673843386,0.7407157730701
strike,6,4,ee_position,0.9465802907943726,0.037554190715528644
strike,6,4,ee_velocity,0.7939840674400329,0.0574286051971271
strike,6,4,ee_acceleration,-0.0540346821770072,0.08062390648587575
strike,6,4,contact_flag,0.07587460353970528,0.25570252511971325
strike,6,4,contact_force_log1p_mag,-0.3140817165374756,0.7587620452149
strike,6,5,ee_position,0.9509653687477112,0.03220164662334181
strike,6,5,ee_velocity,0.8165799140930176,0.053442900044870026
strike,6,5,ee_acceleration,-0.04434260367997922,0.12815248889765501
strike,6,5,contact_flag,-0.05503956079483032,0.1985836199463016
strike,6,5,contact_force_log1p_mag,-0.4014958024024963,0.705069338795604
strike,6,6,ee_position,0.9470553994178772,0.04031739876469538
strike,6,6,ee_velocity,0.8683927774429321,0.04071703694538218
strike,6,6,ee_acceleration,0.07784620448946952,0.11644792782862819
strike,6,6,contact_flag,-0.04100801944732666,0.26020130459015395
strike,6,6,contact_force_log1p_mag,-0.5309406638145446,0.8717458591686141
strike,6,7,ee_position,0.9545605063438416,0.03140018863835366
strike,6,7,ee_velocity,0.9172516465187073,0.02462821316959282
strike,6,7,ee_acceleration,0.11987461224198341,0.10125344731128048
strike,6,7,contact_flag,-0.10056438464671373,0.22907074509258016
strike,6,7,contact_force_log1p_mag,-0.6423280239105225,0.8539046608283716
strike,7,0,ee_position,0.9402652978897095,0.05028673900226139
strike,7,0,ee_velocity,0.789151382446289,0.07211890718239415
strike,7,0,ee_acceleration,-0.20775758028030394,0.08441529678766813
strike,7,0,contact_flag,-0.0423298716545105,0.24426100350210703
strike,7,0,contact_force_log1p_mag,-0.6115594863891601,0.9204239943460819
strike,7,1,ee_position,0.9370970249176025,0.04758769923052684
strike,7,1,ee_velocity,0.7735946536064148,0.09456774933522313
strike,7,1,ee_acceleration,-0.25899054342880845,0.25273678103041003
strike,7,1,contact_flag,0.018175506591796876,0.3077504300989564
strike,7,1,contact_force_log1p_mag,-0.5410926580429077,0.9044779090690961
strike,7,2,ee_position,0.9485015273094177,0.03584466952894365
strike,7,2,ee_velocity,0.7532513737678528,0.1063508592575577
strike,7,2,ee_acceleration,-0.22866264581680298,0.1429947447915045
strike,7,2,contact_flag,0.1329797737300396,0.2488688677715117
strike,7,2,contact_force_log1p_mag,-0.297772216796875,0.7597758428703666
strike,7,3,ee_position,0.9480844616889954,0.03830452668279662
strike,7,3,ee_velocity,0.8035992980003357,0.045061261799822616
strike,7,3,ee_acceleration,-0.18326728716492652,0.16000179657583272
strike,7,3,contact_flag,0.042674610018730165,0.2689988414713675
strike,7,3,contact_force_log1p_mag,-0.4460651516914368,0.7942742392086838
strike,7,4,ee_position,0.9394300580024719,0.04809366334472237
strike,7,4,ee_velocity,0.8040793418884278,0.06683912775292718
strike,7,4,ee_acceleration,-0.1374417006969452,0.20871390037698143
strike,7,4,contact_flag,0.030050766468048096,0.29647262756524667
strike,7,4,contact_force_log1p_mag,-0.47652105093002317,0.9407615395321643
strike,7,5,ee_position,0.9491755366325378,0.04010815580727577
strike,7,5,ee_velocity,0.8685982465744019,0.04515758847322082
strike,7,5,ee_acceleration,-0.024507175385951995,0.15284338468742034
strike,7,5,contact_flag,-0.011472607403993607,0.2117520264726552
strike,7,5,contact_force_log1p_mag,-0.4282283544540405,0.7714833063998913
strike,7,6,ee_position,0.9516355276107789,0.03899914421394412
strike,7,6,ee_velocity,0.8711516499519348,0.04614978461546114
strike,7,6,ee_acceleration,0.07243355847895146,0.08974472198624081
strike,7,6,contact_flag,-0.07248503863811492,0.27735483616572126
strike,7,6,contact_force_log1p_mag,-0.5950294494628906,0.8913863208231263
strike,7,7,ee_position,0.9486709117889405,0.046008148778013576
strike,7,7,ee_velocity,0.9138229966163636,0.033283936351941594
strike,7,7,ee_acceleration,0.16169507205486297,0.2390464879697056
strike,7,7,contact_flag,-0.10609331727027893,0.207368546859062
strike,7,7,contact_force_log1p_mag,-0.6399411201477051,0.8478225962731422
strike,8,0,ee_position,0.9361657738685608,0.05377478069208468
strike,8,0,ee_velocity,0.7799969553947449,0.07157033733820291
strike,8,0,ee_acceleration,-0.13029319047927856,0.11157296612417601
strike,8,0,contact_flag,0.006362462043762207,0.2739807468201204
strike,8,0,contact_force_log1p_mag,-0.6016869425773621,1.003579651102252
strike,8,1,ee_position,0.9360074400901794,0.04484034181609329
strike,8,1,ee_velocity,0.7731232166290283,0.09239031589530985
strike,8,1,ee_acceleration,-0.2811418563127518,0.14143807595958316
strike,8,1,contact_flag,-0.03288896158337593,0.207808941873691
strike,8,1,contact_force_log1p_mag,-0.5760518789291382,0.8143186544992282
strike,8,2,ee_position,0.9462488293647766,0.034847023755097566
strike,8,2,ee_velocity,0.7706530690193176,0.06579682133305936
strike,8,2,ee_acceleration,-0.17507935762405397,0.10366584224145395
strike,8,2,contact_flag,-0.013513744622468949,0.2511953082999689
strike,8,2,contact_force_log1p_mag,-0.5303738951683045,0.8209331072784275
strike,8,3,ee_position,0.9464177966117859,0.04364177070360442
strike,8,3,ee_velocity,0.8141827344894409,0.04017990106724073
strike,8,3,ee_acceleration,-0.09146300368010998,0.09394528145451762
strike,8,3,contact_flag,0.12491896152496337,0.18936398390089926
strike,8,3,contact_force_log1p_mag,-0.39184529781341554,0.6075882946003108
strike,8,4,ee_position,0.946992814540863,0.038307695334280925
strike,8,4,ee_velocity,0.8137317419052124,0.05979893722242869
strike,8,4,ee_acceleration,-0.059094919450581075,0.13722618108567125
strike,8,4,contact_flag,0.017724609375,0.22909501574590488
strike,8,4,contact_force_log1p_mag,-0.4828771710395813,0.8562831483998301
strike,8,5,ee_position,0.9470402121543884,0.036475265873994196
strike,8,5,ee_velocity,0.8736188530921936,0.016753831404916035
strike,8,5,ee_acceleration,0.06086031123995781,0.10008022568103724
strike,8,5,contact_flag,0.009437930583953858,0.23520355731074527
strike,8,5,contact_force_log1p_mag,-0.3839451313018799,0.7791667204513577
strike,8,6,ee_position,0.9535428881645203,0.033637656025171624
strike,8,6,ee_velocity,0.8820671319961548,0.031435371331038145
strike,8,6,ee_acceleration,0.14719596281647682,0.0699512383212165
strike,8,6,contact_flag,-0.00023838281631469727,0.2957794625483503
strike,8,6,contact_force_log1p_mag,-0.49121650457382204,0.807437339239602
strike,8,7,ee_position,0.9511502981185913,0.038317637290375184
strike,8,7,ee_velocity,0.9175607204437256,0.017746978997166256
strike,8,7,ee_acceleration,0.15270677506923674,0.15433150063183612
strike,8,7,contact_flag,-0.19994066953659057,0.16797008960839965
strike,8,7,contact_force_log1p_mag,-0.7116838574409485,0.7142568605038555
strike,9,0,ee_position,0.9384406208992004,0.04416289660726207
strike,9,0,ee_velocity,0.7962986469268799,0.03062363241882489
strike,9,0,ee_acceleration,-0.1509081929922104,0.07846553833898698
strike,9,0,contact_flag,-0.08121641874313354,0.16642336391997853
strike,9,0,contact_force_log1p_mag,-0.6298867106437683,0.8300143888663903
strike,9,1,ee_position,0.936256492137909,0.042495629777628136
strike,9,1,ee_velocity,0.7782580494880676,0.03611492038160167
strike,9,1,ee_acceleration,-0.24279795885086058,0.10378902216208837
strike,9,1,contact_flag,-0.0516579270362854,0.22501918625180992
strike,9,1,contact_force_log1p_mag,-0.5782551884651184,0.7793564074305537
strike,9,2,ee_position,0.9380224585533142,0.046716283718009725
strike,9,2,ee_velocity,0.7935696840286255,0.02867228868925658
strike,9,2,ee_acceleration,-0.2194152593612671,0.1118730019482784
strike,9,2,contact_flag,0.007519149780273437,0.12322829611531065
strike,9,2,contact_force_log1p_mag,-0.5577206373214721,0.836994155676874
strike,9,3,ee_position,0.9429501891136169,0.0411864526596217
strike,9,3,ee_velocity,0.7934048056602478,0.05059653323116793
strike,9,3,ee_acceleration,-0.15066045001149178,0.10710386403233414
strike,9,3,contact_flag,0.005955445766448975,0.1773152728904493
strike,9,3,contact_force_log1p_mag,-0.49596633911132815,0.8189966612185933
strike,9,4,ee_position,0.9411742568016053,0.03870424430219406
strike,9,4,ee_velocity,0.8160600066184998,0.05160340757691509
strike,9,4,ee_acceleration,-0.02804570198059082,0.12781338485224683
strike,9,4,contact_flag,-0.11134229898452759,0.1628881592586826
strike,9,4,contact_force_log1p_mag,-0.6543000102043152,0.857500964455056
strike,9,5,ee_position,0.9465425848960877,0.034895203229744105
strike,9,5,ee_velocity,0.8543251752853394,0.03899401102175161
strike,9,5,ee_acceleration,-0.02575470507144928,0.0662262209998612
strike,9,5,contact_flag,-0.111043905839324,0.06246886401520643
strike,9,5,contact_force_log1p_mag,-0.5349538445472717,0.5161858703429506
strike,9,6,ee_position,0.9520492196083069,0.03198865353987478
strike,9,6,ee_velocity,0.8812701225280761,0.023691108726581186
strike,9,6,ee_acceleration,0.07539049983024597,0.10887692590351672
strike,9,6,contact_flag,-0.1623721718788147,0.1685936440500068
strike,9,6,contact_force_log1p_mag,-0.6757927298545837,0.9267407711953685
strike,9,7,ee_position,0.9484854698181152,0.032864547752326535
strike,9,7,ee_velocity,0.9210889935493469,0.017612050969823836
strike,9,7,ee_acceleration,0.24642273485660554,0.05365069829924837
strike,9,7,contact_flag,-0.18114402294158935,0.17246313137287847
strike,9,7,contact_force_log1p_mag,-0.5263914465904236,0.5817379920316199
strike,10,0,ee_position,0.9357972621917725,0.05654852671553204
