task,layer,target,scheme,scheme_param,r2_mean,r2_std
push,0,contact_force_log1p_mag,random_per_sample,-2,-2.132999610900879,1.8523955840641586
push,2,ee_acceleration,baseline_full,-1,-1.5173099398612977,0.45688075116724214
push,2,ee_acceleration,mean_over_slots,-1,-1.141382372379303,0.5447278724987847
push,2,ee_acceleration,single_slot,0,-0.5959900379180908,0.2752094621533097
push,2,ee_acceleration,single_slot,3,-0.5812262713909149,0.1971540241376823
push,2,ee_acceleration,single_slot,7,-0.4389914110302925,0.20797114811723327
push,2,ee_acceleration,prefix,0,-0.5997367262840271,0.28009521092162604
push,2,ee_acceleration,prefix,3,-1.3578349232673645,0.32013374979029047
push,2,ee_acceleration,prefix,7,-1.5173099398612977,0.45688075116724214
push,2,ee_acceleration,reverse,-1,-1.5262414813041687,0.4670876032114974
push,2,ee_acceleration,random_global_perm,-1,-1.5152095556259155,0.44771054242288655
push,2,ee_acceleration,random_per_sample,-2,-2.6240023136138917,0.5410397928914629
push,2,obj_acceleration,baseline_full,-1,-2.3535177230834963,1.0190260372298259
push,2,obj_acceleration,mean_over_slots,-1,-1.4161837577819825,0.7731120323770605
push,2,obj_acceleration,single_slot,0,-0.8200413405895233,0.4666684837490407
push,2,obj_acceleration,single_slot,3,-0.6866662204265594,0.40065388240706507
push,2,obj_acceleration,single_slot,7,-0.6415299057960511,0.3583664387929995
push,2,obj_acceleration,prefix,0,-0.8192186176776886,0.46570397546123726
push,2,obj_acceleration,prefix,3,-1.6362239122390747,0.7649869386544956
push,2,obj_acceleration,prefix,7,-2.3535177230834963,1.0190260372298259
push,2,obj_acceleration,reverse,-1,-2.3497473001480103,1.0282601053172407
push,2,obj_acceleration,random_global_perm,-1,-2.3533925294876097,1.0076309435359059
push,2,obj_acceleration,random_per_sample,-2,-3.350993847846985,1.6271645899309484
push,2,contact_flag,baseline_full,-1,-0.07335276901721954,0.19791438406832526
push,2,contact_flag,mean_over_slots,-1,-0.02246606945991516,0.3734130392991656
push,2,contact_flag,single_slot,0,0.21618199348449707,0.22905906439013665
push,2,contact_flag,single_slot,3,0.315481698513031,0.2259539920156023
push,2,contact_flag,single_slot,7,0.34146294593811033,0.20877017097396836
push,2,contact_flag,prefix,0,0.21290508434176444,0.22694252825284628
push,2,contact_flag,prefix,3,-0.09435233771800995,0.2909338822406112
push,2,contact_flag,prefix,7,-0.07335276901721954,0.19791438406832526
push,2,contact_flag,reverse,-1,-0.08293250501155854,0.1844731260444581
push,2,contact_flag,random_global_perm,-1,-0.083927833288908,0.19215359572341753
push,2,contact_flag,random_per_sample,-2,-0.22517213821411133,0.23328732694994223
push,2,contact_force_log1p_mag,baseline_full,-1,-0.44507943391799926,0.7718170618105269
push,2,contact_force_log1p_mag,mean_over_slots,-1,-0.16802315711975097,0.7198332708489691
push,2,contact_force_log1p_mag,single_slot,0,-0.22777267694473266,0.6124236526361266
push,2,contact_force_log1p_mag,single_slot,3,-0.0562197208404541,0.516905883082312
push,2,contact_force_log1p_mag,single_slot,7,0.006971549987792969,0.44106399508049954
push,2,contact_force_log1p_mag,prefix,0,-0.23425605297088622,0.6169048471554754
