task,layer,target,scheme,scheme_param,r2_mean,r2_std
push,19,ee_acceleration,single_slot,0,-0.21435019762720914,0.17436551886404586
push,19,ee_acceleration,single_slot,3,-0.20944608394056557,0.24520835080811296
push,19,ee_acceleration,single_slot,7,0.11377577930688858,0.19832770456675305
push,19,ee_acceleration,prefix,0,-0.21431460182648152,0.17430345720553647
push,19,ee_acceleration,prefix,3,-1.8646426439285277,0.4770796599696324
push,19,ee_acceleration,prefix,7,-1.1468124032020568,0.4456975984361668
push,19,ee_acceleration,reverse,-1,-1.1511038661003112,0.45312543916736586
push,19,ee_acceleration,random_global_perm,-1,-1.1447502732276917,0.4456286596650109
push,19,ee_acceleration,random_per_sample,-2,-1.2768141746520996,0.3060894559643464
push,19,obj_acceleration,baseline_full,-1,-2.6627625942230226,1.2546236971540394
push,19,obj_acceleration,mean_over_slots,-1,-0.7119498133659363,0.5139932296090822
push,19,obj_acceleration,single_slot,0,-0.498581251502037,0.42308040603969077
push,19,obj_acceleration,single_slot,3,-0.4201696068048477,0.28771659705871727
push,19,obj_acceleration,single_slot,7,-0.47919457256793974,0.37163817999514426
push,19,obj_acceleration,prefix,0,-0.4989014267921448,0.4234736038057824
push,19,obj_acceleration,prefix,3,-3.045370316505432,1.2807114505125772
push,19,obj_acceleration,prefix,7,-2.6627625942230226,1.2546236971540394
push,19,obj_acceleration,reverse,-1,-2.6922951698303224,1.2795087561744978
push,19,obj_acceleration,random_global_perm,-1,-2.6747356414794923,1.2752709316935231
push,19,obj_acceleration,random_per_sample,-2,-2.1871460676193237,0.8390598219955264
push,19,contact_flag,baseline_full,-1,0.2306889772415161,0.23120429422961472
push,19,contact_flag,mean_over_slots,-1,0.45841031074523925,0.15013283212384473
push,19,contact_flag,single_slot,0,0.5160104930400848,0.10247490282691728
push,19,contact_flag,single_slot,3,0.5257651507854462,0.1351301483744536
push,19,contact_flag,single_slot,7,0.5421164274215698,0.12880039696193138
push,19,contact_flag,prefix,0,0.5159870624542237,0.10250532164256117
push,19,contact_flag,prefix,3,0.045093429088592527,0.14483102489052116
push,19,contact_flag,prefix,7,0.2306889772415161,0.23120429422961472
push,19,contact_flag,reverse,-1,0.2330622673034668,0.22880995726091094
push,19,contact_flag,random_global_perm,-1,0.23238186836242675,0.2300518244299291
push,19,contact_flag,random_per_sample,-2,0.28236491680145265,0.17583524221612742
push,19,contact_force_log1p_mag,baseline_full,-1,-0.5581892132759094,0.8188921774322534
push,19,contact_force_log1p_mag,mean_over_slots,-1,0.14240142107009887,0.3819077734906386
push,19,contact_force_log1p_mag,single_slot,0,0.3138630747795105,0.23195137366364263
push,19,contact_force_log1p_mag,single_slot,3,0.21607069969177245,0.34572751902021986
push,19,contact_force_log1p_mag,single_slot,7,0.3271820664405823,0.2989862174405847
push,19,contact_force_log1p_mag,prefix,0,0.3137617945671082,0.23212383470768755
push,19,contact_force_log1p_mag,prefix,3,-0.6242562890052795,0.864463356459861
push,19,contact_force_log1p_mag,prefix,7,-0.5581892132759094,0.8188921774322534
push,19,contact_force_log1p_mag,reverse,-1,-0.5497812390327453,0.8046935183956674
push,19,contact_force_log1p_mag,random_global_perm,-1,-0.5527785897254944,0.8181427601733303
push,19,contact_force_log1p_mag,random_per_sample,-2,-0.09380145072937011,0.4440882173151276
push,20,ee_acceleration,baseline_full,-1,-0.96507728099823,0.15394516266165878
push,20,ee_acceleration,mean_over_slots,-1,-0.4081488072872162,0.3860409293514757
push,20,ee_acceleration,single_slot,0,-0.21262057982385157,0.16486521269542248
push,20,ee_acceleration,single_slot,3,-0.24198890067636966,0.2838064689135804
push,20,ee_acceleration,single_slot,7,0.10028059035539627,0.21010363466173448
push,20,ee_acceleration,prefix,0,-0.21257478110492228,0.16481104559702356
push,20,ee_acceleration,prefix,3,-1.6907191038131715,0.22463065817115083
push,20,ee_acceleration,prefix,7,-0.96507728099823,0.15394516266165878
push,20,ee_acceleration,reverse,-1,-0.9611200332641602,0.15535345198041334
push,20,ee_acceleration,random_global_perm,-1,-0.9614157795906066,0.15602652695657535
push,20,ee_acceleration,random_per_sample,-2,-1.4198339223861693,0.40195119994178435
push,20,obj_acceleration,baseline_full,-1,-2.68488404750824,0.9427067765343535
push,20,obj_acceleration,mean_over_slots,-1,-0.6726639211177826,0.5103941817341192
push,20,obj_acceleration,single_slot,0,-0.4932535409927368,0.38165954290987125
push,20,obj_acceleration,single_slot,3,-0.38843030035495757,0.264365977679132
push,20,obj_acceleration,single_slot,7,-0.49223091900348664,0.42051717889544
push,20,obj_acceleration,prefix,0,-0.49322963058948516,0.38151394840218766
push,20,obj_acceleration,prefix,3,-2.868123936653137,1.1572038409267789
push,20,obj_acceleration,prefix,7,-2.68488404750824,0.9427067765343535
push,20,obj_acceleration,reverse,-1,-2.703383469581604,0.9558004479344451
push,20,obj_acceleration,random_global_perm,-1,-2.6601635694503782,0.9392514672713497
push,20,obj_acceleration,random_per_sample,-2,-2.1720077991485596,0.8273411185637388
push,20,contact_flag,baseline_full,-1,0.22729042172431946,0.17264285978498906
push,20,contact_flag,mean_over_slots,-1,0.5163818955421448,0.10195976523400857
push,20,contact_flag,single_slot,0,0.5435881912708282,0.09817887748967005
push,20,contact_flag,single_slot,3,0.4714343428611755,0.13298003802632405
push,20,contact_flag,single_slot,7,0.5596864819526672,0.09507479425049123
push,20,contact_flag,prefix,0,0.5435780584812164,0.09808089950965362
push,20,contact_flag,prefix,3,0.12449167892336846,0.21878018246284456
push,20,contact_flag,prefix,7,0.22729042172431946,0.17264285978498906
push,20,contact_flag,reverse,-1,0.2286035656929016,0.1748282536906757
push,20,contact_flag,random_global_perm,-1,0.22784509658813476,0.17246046301570264
push,20,contact_flag,random_per_sample,-2,0.26994824409484863,0.1897281269844157
push,20,contact_force_log1p_mag,baseline_full,-1,-0.2957979917526245,0.6181451640257859
push,20,contact_force_log1p_mag,mean_over_slots,-1,0.2360326886177063,0.3558615958954444
push,20,contact_force_log1p_mag,single_slot,0,0.2379052996635437,0.2891823362169916
push,20,contact_force_log1p_mag,single_slot,3,0.1923167586326599,0.37252428685848105
push,20,contact_force_log1p_mag,single_slot,7,0.3381494045257568,0.3115780289753346
push,20,contact_force_log1p_mag,prefix,0,0.2379213809967041,0.28902108837637597
push,20,contact_force_log1p_mag,prefix,3,-0.35601508617401123,0.5447633151003727
push,20,contact_force_log1p_mag,prefix,7,-0.2957979917526245,0.6181451640257859
push,20,contact_force_log1p_mag,reverse,-1,-0.3038643479347229,0.6225983722264355
push,20,contact_force_log1p_mag,random_global_perm,-1,-0.306319260597229,0.6229129324625009
push,20,contact_force_log1p_mag,random_per_sample,-2,-0.22436971664428712,0.5851620859197966
push,22,ee_acceleration,baseline_full,-1,-1.5407459735870361,0.9766084429460962
push,22,ee_acceleration,mean_over_slots,-1,-0.5655072465538978,0.5202183641732279
push,22,ee_acceleration,single_slot,0,-0.27027244977653025,0.2614246490164152
push,22,ee_acceleration,single_slot,3,-0.25781926363706587,0.27330295581776004
push,22,ee_acceleration,single_slot,7,-0.1205054685473442,0.3698045610513896
push,22,ee_acceleration,prefix,0,-0.2699960883706808,0.26122744191670744
push,22,ee_acceleration,prefix,3,-1.6869319915771483,0.34328257747224517
push,22,ee_acceleration,prefix,7,-1.5407459735870361,0.9766084429460962
push,22,ee_acceleration,reverse,-1,-1.5481753468513488,0.9962424441022963
push,22,ee_acceleration,random_global_perm,-1,-1.5610372066497802,1.0300505048587243
push,22,ee_acceleration,random_per_sample,-2,-1.5825159788131713,0.665903080366729
push,22,obj_acceleration,baseline_full,-1,-2.9129281520843504,1.2434567299202701
push,22,obj_acceleration,mean_over_slots,-1,-1.0423660814762115,0.6893904009162922
push,22,obj_acceleration,single_slot,0,-0.7076565057039261,0.5392236868217408
push,22,obj_acceleration,single_slot,3,-0.5060229927301407,0.29387900560193736
push,22,obj_acceleration,single_slot,7,-0.6544470071792603,0.4654129483390201
push,22,obj_acceleration,prefix,0,-0.7079590022563934,0.539629687933898
push,22,obj_acceleration,prefix,3,-3.366544079780579,1.4120555302858118
push,22,obj_acceleration,prefix,7,-2.9129281520843504,1.2434567299202701
push,22,obj_acceleration,reverse,-1,-2.900349831581116,1.2422652974147734
push,22,obj_acceleration,random_global_perm,-1,-2.8729471445083616,1.224213381499215
push,22,obj_acceleration,random_per_sample,-2,-2.438904070854187,0.9521739177604942
push,22,contact_flag,baseline_full,-1,0.08917340189218521,0.14307336783519636
push,22,contact_flag,mean_over_slots,-1,0.49061412215232847,0.13781902021602116
push,22,contact_flag,single_slot,0,0.5662158489227295,0.09835076123976473
push,22,contact_flag,single_slot,3,0.48335468024015427,0.204667523863504
push,22,contact_flag,single_slot,7,0.445916074514389,0.16558575325981906
push,22,contact_flag,prefix,0,0.5662334203720093,0.09839374123674238
push,22,contact_flag,prefix,3,0.14570612646639347,0.2300426101503223
push,22,contact_flag,prefix,7,0.08917340189218521,0.14307336783519636
push,22,contact_flag,reverse,-1,0.08709093332290649,0.1479546008795724
push,22,contact_flag,random_global_perm,-1,0.09170775413513184,0.14279714192592982
push,22,contact_flag,random_per_sample,-2,0.25293004512786865,0.17474269360938122
push,22,contact_force_log1p_mag,baseline_full,-1,-0.4055469989776611,0.4264171153536422
push,22,contact_force_log1p_mag,mean_over_slots,-1,0.10831162929534913,0.4300723002757314
push,22,contact_force_log1p_mag,single_slot,0,0.25610880851745604,0.2789005594153058
push,22,contact_force_log1p_mag,single_slot,3,0.1275581955909729,0.614280958529964
push,22,contact_force_log1p_mag,single_slot,7,0.14210253953933716,0.38983671438602974
push,22,contact_force_log1p_mag,prefix,0,0.2560893177986145,0.27892187539738517
push,22,contact_force_log1p_mag,prefix,3,-0.5614686012268066,0.8515987774386123
push,22,contact_force_log1p_mag,prefix,7,-0.4055469989776611,0.4264171153536422
push,22,contact_force_log1p_mag,reverse,-1,-0.40675418376922606,0.4198964866348001
push,22,contact_force_log1p_mag,random_global_perm,-1,-0.4053990602493286,0.41893002697414894
push,22,contact_force_log1p_mag,random_per_sample,-2,-0.24919719696044923,0.6275351385931042
push,23,ee_acceleration,baseline_full,-1,-1.660009503364563,0.7392448946445754
push,23,ee_acceleration,mean_over_slots,-1,-0.6114477038383483,0.3806000304666961
push,23,ee_acceleration,single_slot,0,-0.4112833008170128,0.3593074353943517
push,23,ee_acceleration,single_slot,3,-0.5274958729743957,0.5704750495411828
push,23,ee_acceleration,single_slot,7,-0.19042327105998993,0.2920102381887071
push,23,ee_acceleration,prefix,0,-0.41106782779097556,0.359152231020831
push,23,ee_acceleration,prefix,3,-2.4180009365081787,1.5513694220183463
push,23,ee_acceleration,prefix,7,-1.660009503364563,0.7392448946445754
push,23,ee_acceleration,reverse,-1,-1.6721909761428833,0.7412127004267097
push,23,ee_acceleration,random_global_perm,-1,-1.6400887608528136,0.7120342079624217
push,23,ee_acceleration,random_per_sample,-2,-1.8017947673797607,0.3447921942153864
push,23,obj_acceleration,baseline_full,-1,-3.145064926147461,1.3501607856707696
push,23,obj_acceleration,mean_over_slots,-1,-1.302902841567993,0.6181619444614612
push,23,obj_acceleration,single_slot,0,-0.7369018763303756,0.4274611699833413
push,23,obj_acceleration,single_slot,3,-0.5766951248049736,0.24925749607331385
push,23,obj_acceleration,single_slot,7,-0.7995865970849991,0.4141262051488127
push,23,obj_acceleration,prefix,0,-0.737050148844719,0.4274555928967897
push,23,obj_acceleration,prefix,3,-3.6639427661895754,1.2544671623747365
push,23,obj_acceleration,prefix,7,-3.145064926147461,1.3501607856707696
push,23,obj_acceleration,reverse,-1,-3.123015522956848,1.3185747256256546
push,23,obj_acceleration,random_global_perm,-1,-3.1298751831054688,1.336898134889655
push,23,obj_acceleration,random_per_sample,-2,-2.7400744438171385,0.9731151845509217
push,23,contact_flag,baseline_full,-1,-0.014705491065979005,0.16519289571213747
push,23,contact_flag,mean_over_slots,-1,0.39567492008209226,0.13565128779822666
push,23,contact_flag,single_slot,0,0.48235873579978944,0.09237581853094279
push,23,contact_flag,single_slot,3,0.49245878458023074,0.12406838451017795
push,23,contact_flag,single_slot,7,0.43651059865951536,0.16028502314958187
push,23,contact_flag,prefix,0,0.48237825036048887,0.09246032596866302
push,23,contact_flag,prefix,3,0.2821692258119583,0.18074954397203333
push,23,contact_flag,prefix,7,-0.014705491065979005,0.16519289571213747
push,23,contact_flag,reverse,-1,-0.01673595905303955,0.16596028630345308
push,23,contact_flag,random_global_perm,-1,-0.02391338348388672,0.16737628203470836
push,23,contact_flag,random_per_sample,-2,0.23594437837600707,0.14400759074684055
push,23,contact_force_log1p_mag,baseline_full,-1,-0.5569319367408753,0.5615589014914707
push,23,contact_force_log1p_mag,mean_over_slots,-1,-0.08539934158325195,0.35501159371545016
push,23,contact_force_log1p_mag,single_slot,0,0.18197840452194214,0.2602937561539558
push,23,contact_force_log1p_mag,single_slot,3,-0.09241904020309448,0.47424480640288125
push,23,contact_force_log1p_mag,single_slot,7,-0.02496548891067505,0.4798564324381465
push,23,contact_force_log1p_mag,prefix,0,0.18214576244354247,0.2601739998923527
push,23,contact_force_log1p_mag,prefix,3,-0.5151437044143676,0.7271197358931132
push,23,contact_force_log1p_mag,prefix,7,-0.5569319367408753,0.5615589014914707
push,23,contact_force_log1p_mag,reverse,-1,-0.5610962986946106,0.5602613114230475
push,23,contact_force_log1p_mag,random_global_perm,-1,-0.5615516304969788,0.5569705670005097
push,23,contact_force_log1p_mag,random_per_sample,-2,-0.4505885481834412,0.6703076513252996
strike,0,ee_acceleration,baseline_full,-1,-2.1800167560577393,0.549187767468234
strike,0,ee_acceleration,mean_over_slots,-1,-0.6992452085018158,0.2148893773731498
strike,0,ee_acceleration,single_slot,0,-0.13974904492497445,0.09124270799147094
strike,0,ee_acceleration,single_slot,3,-0.1657651426270604,0.08396784857322029
strike,0,ee_acceleration,single_slot,7,-0.2097246341407299,0.10359646846444988
strike,0,ee_acceleration,prefix,0,-0.1397995561361313,0.09121954434518277
strike,0,ee_acceleration,prefix,3,-1.31900714635849,0.24773097104037056
strike,0,ee_acceleration,prefix,7,-2.1800167560577393,0.549187767468234
strike,0,ee_acceleration,reverse,-1,-2.1797162771224974,0.548129103528893
strike,0,ee_acceleration,random_global_perm,-1,-2.181326174736023,0.5497361410310926
strike,0,ee_acceleration,random_per_sample,-2,-2.590283465385437,0.7513274392431895
strike,0,obj_acceleration,baseline_full,-1,-3.7621214389801025,1.357918617528732
strike,0,obj_acceleration,mean_over_slots,-1,-0.7910981893539428,0.5748613286083664
strike,0,obj_acceleration,single_slot,0,-0.2505477756261826,0.10394890872773127
strike,0,obj_acceleration,single_slot,3,-0.26770987510681155,0.100680671139591
strike,0,obj_acceleration,single_slot,7,-0.38008799254894254,0.20506047710107916
strike,0,obj_acceleration,prefix,0,-0.25057739317417144,0.10389814039262038
strike,0,obj_acceleration,prefix,3,-1.5804115295410157,0.6025085155001587
strike,0,obj_acceleration,prefix,7,-3.7621214389801025,1.357918617528732
strike,0,obj_acceleration,reverse,-1,-3.764519214630127,1.3607472754799732
strike,0,obj_acceleration,random_global_perm,-1,-3.7652832508087157,1.361519190544284
strike,0,obj_acceleration,random_per_sample,-2,-3.4719354629516603,1.0526700496627932
strike,0,contact_flag,baseline_full,-1,-1.969075870513916,0.9660035468478908
strike,0,contact_flag,mean_over_slots,-1,-1.266554880142212,0.9046638351454237
strike,0,contact_flag,single_slot,0,-0.2809563398361206,0.24640622478887036
strike,0,contact_flag,single_slot,3,-0.30350642204284667,0.4218944894652653
strike,0,contact_flag,single_slot,7,-0.5221404314041138,0.3572297893091073
strike,0,contact_flag,prefix,0,-0.28085601329803467,0.24638564672735555
strike,0,contact_flag,prefix,3,-1.3435412049293518,0.7529167876425251
strike,0,contact_flag,prefix,7,-1.969075870513916,0.9660035468478908
strike,0,contact_flag,reverse,-1,-1.9687056303024293,0.9630687525935819
strike,0,contact_flag,random_global_perm,-1,-1.9693149089813233,0.9648834761090298
strike,0,contact_flag,random_per_sample,-2,-2.221203923225403,1.2416312961869695
strike,0,contact_force_log1p_mag,baseline_full,-1,-3.9661904096603395,3.206774706226826
strike,0,contact_force_log1p_mag,mean_over_slots,-1,-3.0366737246513367,2.2506596860623116
strike,0,contact_force_log1p_mag,single_slot,0,-1.0077849626541138,0.7400994290279892
strike,0,contact_force_log1p_mag,single_slot,3,-1.1167884469032288,0.8753892842884403
strike,0,contact_force_log1p_mag,single_slot,7,-1.4382591009140016,1.215549722702699
strike,0,contact_force_log1p_mag,prefix,0,-1.0072551012039184,0.739798956748838
strike,0,contact_force_log1p_mag,prefix,3,-3.145418334007263,2.271630266430906
strike,0,contact_force_log1p_mag,prefix,7,-3.9661904096603395,3.206774706226826
strike,0,contact_force_log1p_mag,reverse,-1,-3.966173267364502,3.203090949534658
strike,0,contact_force_log1p_mag,random_global_perm,-1,-3.9663282871246337,3.203851810071899
strike,0,contact_force_log1p_mag,random_per_sample,-2,-4.358813810348511,3.9245567448813237
strike,2,ee_acceleration,baseline_full,-1,-0.4154702931642532,0.2529032048221342
strike,2,ee_acceleration,mean_over_slots,-1,-0.7751828134059906,0.18589423613891834
strike,2,ee_acceleration,single_slot,0,-0.20342768132686614,0.17256131371319575
strike,2,ee_acceleration,single_slot,3,-0.23323824293911458,0.16443374509537076
strike,2,ee_acceleration,single_slot,7,-0.11117841135710478,0.12333909523060206
strike,2,ee_acceleration,prefix,0,-0.20301509127020836,0.17011170108033877
strike,2,ee_acceleration,prefix,3,-0.8469538569450379,0.3077025264621886
strike,2,ee_acceleration,prefix,7,-0.4154702931642532,0.2529032048221342
strike,2,ee_acceleration,reverse,-1,-0.4152244716882706,0.24959432835405354
strike,2,ee_acceleration,random_global_perm,-1,-0.42204484045505525,0.2560058796218105
strike,2,ee_acceleration,random_per_sample,-2,-1.5851526737213135,0.32463650827071017
strike,2,obj_acceleration,baseline_full,-1,-1.8198112964630127,0.9030487096815623
strike,2,obj_acceleration,mean_over_slots,-1,-1.1656608819961547,0.5094054203475249
strike,2,obj_acceleration,single_slot,0,-0.5526322007179261,0.19919667519191483
strike,2,obj_acceleration,single_slot,3,-0.5161718666553498,0.23073193125077812
strike,2,obj_acceleration,single_slot,7,-0.7153881788253784,0.39811745368488294
strike,2,obj_acceleration,prefix,0,-0.5565429091453552,0.2024239293006949
strike,2,obj_acceleration,prefix,3,-1.7539733409881593,0.7781372849553632
strike,2,obj_acceleration,prefix,7,-1.8198112964630127,0.9030487096815623
strike,2,obj_acceleration,reverse,-1,-1.8197868585586547,0.8954446203559899
strike,2,obj_acceleration,random_global_perm,-1,-1.816440224647522,0.8990754954573639
strike,2,obj_acceleration,random_per_sample,-2,-2.736573052406311,0.8081716856305265
strike,2,contact_flag,baseline_full,-1,-0.421520870923996,0.5529640607389881
strike,2,contact_flag,mean_over_slots,-1,-0.7404390931129455,0.24221815985368084
strike,2,contact_flag,single_slot,0,-0.06578024625778198,0.21698938318185335
strike,2,contact_flag,single_slot,3,-0.09938987493515014,0.3069594512770977
strike,2,contact_flag,single_slot,7,-0.2291720390319824,0.23630691380749969
strike,2,contact_flag,prefix,0,-0.06714246273040772,0.21832038639858067
strike,2,contact_flag,prefix,3,-0.5675193779170513,0.6591859432966309
strike,2,contact_flag,prefix,7,-0.421520870923996,0.5529640607389881
strike,2,contact_flag,reverse,-1,-0.4223936215043068,0.5616033992699304
strike,2,contact_flag,random_global_perm,-1,-0.41966094970703127,0.5584732945018426
strike,2,contact_flag,random_per_sample,-2,-0.9613353490829468,0.6205835470127699
strike,2,contact_force_log1p_mag,baseline_full,-1,-1.3299499034881592,1.8206250340164782
strike,2,contact_force_log1p_mag,mean_over_slots,-1,-0.9143597245216369,0.9103946828274004
strike,2,contact_force_log1p_mag,single_slot,0,-0.5324029445648193,0.7570892645522569
strike,2,contact_force_log1p_mag,single_slot,3,-0.6708713889122009,0.9880157261352593
strike,2,contact_force_log1p_mag,single_slot,7,-0.662096905708313,0.8738617385191675
strike,2,contact_force_log1p_mag,prefix,0,-0.534772765636444,0.7587254778397103
strike,2,contact_force_log1p_mag,prefix,3,-1.2407813906669616,1.765853329151217
strike,2,contact_force_log1p_mag,prefix,7,-1.3299499034881592,1.8206250340164782
strike,2,contact_force_log1p_mag,reverse,-1,-1.3408294200897217,1.8463700002039882
strike,2,contact_force_log1p_mag,random_global_perm,-1,-1.3429799914360045,1.8509305753675578
strike,2,contact_force_log1p_mag,random_per_sample,-2,-1.6155019044876098,1.6479304228562166
strike,5,ee_acceleration,baseline_full,-1,0.10176734626293182,0.12457829131426944
strike,5,ee_acceleration,mean_over_slots,-1,-0.8810948729515076,0.23952582406134432
strike,5,ee_acceleration,single_slot,0,-0.15697076246142389,0.11331922351418326
strike,5,ee_acceleration,single_slot,3,-0.11612034738063812,0.13184637333089405
strike,5,ee_acceleration,single_slot,7,0.08799867518246174,0.0644597121547012
strike,5,ee_acceleration,prefix,0,-0.1571440391242504,0.1140960011225549
strike,5,ee_acceleration,prefix,3,-0.6734237730503082,0.2382698642589097
strike,5,ee_acceleration,prefix,7,0.10176734626293182,0.12457829131426944
strike,5,ee_acceleration,reverse,-1,0.09708246178925037,0.13350759373609472
strike,5,ee_acceleration,random_global_perm,-1,0.09668190367519855,0.13477298844539304
strike,5,ee_acceleration,random_per_sample,-2,-0.4915063977241516,0.18499989615587933
strike,5,obj_acceleration,baseline_full,-1,-0.8940116345882416,0.511496558401714
strike,5,obj_acceleration,mean_over_slots,-1,-2.0917803168296816,1.4981371436521387
strike,5,obj_acceleration,single_slot,0,-0.6900562882423401,0.34962133764380154
strike,5,obj_acceleration,single_slot,3,-0.6343616902828216,0.24951085939738624
strike,5,obj_acceleration,single_slot,7,-0.5712969422340393,0.2542553974045516
strike,5,obj_acceleration,prefix,0,-0.6906634926795959,0.349987006085629
strike,5,obj_acceleration,prefix,3,-1.7867231369018555,0.9171717331742366
strike,5,obj_acceleration,prefix,7,-0.8940116345882416,0.511496558401714
strike,5,obj_acceleration,reverse,-1,-0.892219465970993,0.5044656810594355
strike,5,obj_acceleration,random_global_perm,-1,-0.8918733656406402,0.5072856528094779
strike,5,obj_acceleration,random_per_sample,-2,-1.0601083874702453,0.4490368754587152
strike,5,contact_flag,baseline_full,-1,-0.13766762018203735,0.3561184698406622
strike,5,contact_flag,mean_over_slots,-1,-0.43631768226623535,0.27512262540022964
strike,5,contact_flag,single_slot,0,-0.10762535333633423,0.2252121000243435
strike,5,contact_flag,single_slot,3,0.00017795562744140624,0.23459991502918023
strike,5,contact_flag,single_slot,7,-0.09084004163742065,0.11572488699140969
strike,5,contact_flag,prefix,0,-0.1075273871421814,0.22423324454208451
strike,5,contact_flag,prefix,3,-0.49807674884796144,0.5129637077094825
strike,5,contact_flag,prefix,7,-0.13766762018203735,0.3561184698406622
strike,5,contact_flag,reverse,-1,-0.1411925435066223,0.35853065367505277
strike,5,contact_flag,random_global_perm,-1,-0.13449982404708863,0.3597783697446547
strike,5,contact_flag,random_per_sample,-2,-0.2618457555770874,0.25309123379627596
strike,5,contact_force_log1p_mag,baseline_full,-1,-0.7086711287498474,1.067866458244716
strike,5,contact_force_log1p_mag,mean_over_slots,-1,-0.8835097551345825,0.9912899913329981
strike,5,contact_force_log1p_mag,single_slot,0,-0.6415573596954346,0.8815168451625789
strike,5,contact_force_log1p_mag,single_slot,3,-0.5788087606430053,0.9008319567329057
strike,5,contact_force_log1p_mag,single_slot,7,-0.7035537958145142,0.8282708655240575
strike,5,contact_force_log1p_mag,prefix,0,-0.6416705131530762,0.8805046357590717
strike,5,contact_force_log1p_mag,prefix,3,-1.1028795123100281,1.3046519527811222
strike,5,contact_force_log1p_mag,prefix,7,-0.7086711287498474,1.067866458244716
strike,5,contact_force_log1p_mag,reverse,-1,-0.7160194158554077,1.0781541789259674
strike,5,contact_force_log1p_mag,random_global_perm,-1,-0.7057921886444092,1.0696201400678538
strike,5,contact_force_log1p_mag,random_per_sample,-2,-0.7810664772987366,0.9175670427092661
strike,8,ee_acceleration,baseline_full,-1,0.07103891521692277,0.1860797421879788
strike,8,ee_acceleration,mean_over_slots,-1,-0.4924860119819641,0.19720619453281024
strike,8,ee_acceleration,single_slot,0,-0.1303200911730528,0.111420254630232
strike,8,ee_acceleration,single_slot,3,-0.09128537438809872,0.09402977723048679
strike,8,ee_acceleration,single_slot,7,0.15214512944221498,0.15491943414545856
strike,8,ee_acceleration,prefix,0,-0.13065037019550801,0.11132530350925539
strike,8,ee_acceleration,prefix,3,-0.6684515237808227,0.23804765530169358
strike,8,ee_acceleration,prefix,7,0.07103891521692277,0.1860797421879788
strike,8,ee_acceleration,reverse,-1,0.07475190460681916,0.1908186550534941
strike,8,ee_acceleration,random_global_perm,-1,0.07047918252646923,0.1822537775098087
strike,8,ee_acceleration,random_per_sample,-2,-0.5373790681362152,0.16524468294575786
strike,8,obj_acceleration,baseline_full,-1,-1.185234045982361,0.856131859489277
strike,8,obj_acceleration,mean_over_slots,-1,-0.994104528427124,0.337379064883882
strike,8,obj_acceleration,single_slot,0,-0.6952642023563385,0.42695727122531835
strike,8,obj_acceleration,single_slot,3,-0.6831561177968979,0.4201388048762627
strike,8,obj_acceleration,single_slot,7,-0.5686570823192596,0.3346713228115101
strike,8,obj_acceleration,prefix,0,-0.6964730441570282,0.42933092388551847
strike,8,obj_acceleration,prefix,3,-2.0710951566696165,0.6093080443544732
strike,8,obj_acceleration,prefix,7,-1.185234045982361,0.856131859489277
strike,8,obj_acceleration,reverse,-1,-1.1830957055091857,0.851526770810164
strike,8,obj_acceleration,random_global_perm,-1,-1.152096974849701,0.7963350888263558
strike,8,obj_acceleration,random_per_sample,-2,-1.3155715107917785,0.6515432008863806
strike,8,contact_flag,baseline_full,-1,-0.07033950090408325,0.23849103405347444
strike,8,contact_flag,mean_over_slots,-1,-0.6307452917098999,0.547181100471715
strike,8,contact_flag,single_slot,0,0.006444990634918213,0.27423420156814116
strike,8,contact_flag,single_slot,3,0.12526977062225342,0.18965940049260666
strike,8,contact_flag,single_slot,7,-0.20027509927749634,0.16825216346621652
strike,8,contact_flag,prefix,0,0.006441140174865722,0.27555779566776345
strike,8,contact_flag,prefix,3,-0.20292581021785736,0.3602039812386005
strike,8,contact_flag,prefix,7,-0.07033950090408325,0.23849103405347444
strike,8,contact_flag,reverse,-1,-0.07202792167663574,0.24131350141401386
strike,8,contact_flag,random_global_perm,-1,-0.07274879217147827,0.2297446798429447
strike,8,contact_flag,random_per_sample,-2,-0.4278265982866287,0.2677044839394875
strike,8,contact_force_log1p_mag,baseline_full,-1,-0.5102445244789123,0.7834520457785838
strike,8,contact_force_log1p_mag,mean_over_slots,-1,-1.2016226410865785,1.5043639203438857
strike,8,contact_force_log1p_mag,single_slot,0,-0.60124272108078,1.0032921653390658
strike,8,contact_force_log1p_mag,single_slot,3,-0.3908947229385376,0.6063875895971856
strike,8,contact_force_log1p_mag,single_slot,7,-0.7121001720428467,0.7144399743855723
strike,8,contact_force_log1p_mag,prefix,0,-0.6006020784378052,1.0032320174242633
strike,8,contact_force_log1p_mag,prefix,3,-0.815848445892334,1.0291520297702268
strike,8,contact_force_log1p_mag,prefix,7,-0.5102445244789123,0.7834520457785838
strike,8,contact_force_log1p_mag,reverse,-1,-0.49824259281158445,0.7660587342418688
strike,8,contact_force_log1p_mag,random_global_perm,-1,-0.5112587213516235,0.7833413530163396
strike,8,contact_force_log1p_mag,random_per_sample,-2,-1.0727094650268554,1.1906867808435264
strike,11,ee_acceleration,baseline_full,-1,0.004499646276235581,0.09524812282922504
strike,11,ee_acceleration,mean_over_slots,-1,-0.3841321259737015,0.1614514654153583
strike,11,ee_acceleration,single_slot,0,-0.16200934760272503,0.1358156739930812
strike,11,ee_acceleration,single_slot,3,-0.06072275107726455,0.08806983541436236
