task,layer,target,condition_type,condition_value,fold,r2,n_test_windows
push,22,contact_force_log1p_mag,phase,phase=7,0,1.0,626
push,22,contact_force_log1p_mag,phase,phase=7,1,1.0,674
push,22,contact_force_log1p_mag,phase,phase=7,2,1.0,655
push,22,contact_force_log1p_mag,phase,phase=7,3,1.0,668
push,22,contact_force_log1p_mag,phase,phase=7,4,1.0,668
push,22,contact_force_log1p_mag,phase,phase=5,0,-0.17763710021972656,653
push,22,contact_force_log1p_mag,phase,phase=5,1,-0.5908093452453613,651
push,22,contact_force_log1p_mag,phase,phase=5,2,-0.08704733848571777,650
push,22,contact_force_log1p_mag,phase,phase=5,3,-0.9726554155349731,604
push,22,contact_force_log1p_mag,phase,phase=5,4,-0.5390119552612305,652
push,23,ee_position,all,all,0,0.9435422420501709,2760
push,23,ee_position,all,all,1,0.9857543110847473,2760
push,23,ee_position,all,all,2,0.9805877804756165,2760
push,23,ee_position,all,all,3,0.9882746934890747,2760
push,23,ee_position,all,all,4,0.9694586992263794,2616
push,23,ee_position,contact,0,0,0.9863654971122742,2035
push,23,ee_position,contact,0,1,0.9877792000770569,2048
push,23,ee_position,contact,0,2,0.9716856479644775,2080
push,23,ee_position,contact,0,3,0.9832931756973267,2088
push,23,ee_position,contact,0,4,0.981062114238739,2035
push,23,ee_position,contact,1,0,0.9233651757240295,674
push,23,ee_position,contact,1,1,0.9859579801559448,673
push,23,ee_position,contact,1,2,0.9821039438247681,675
push,23,ee_position,contact,1,3,0.9301104545593262,673
push,23,ee_position,contact,1,4,0.9683191776275635,675
push,23,ee_position,contact_phase3,pre,0,0.9264613389968872,626
push,23,ee_position,contact_phase3,pre,1,0.9824680685997009,589
push,23,ee_position,contact_phase3,pre,2,0.9833024740219116,626
push,23,ee_position,contact_phase3,pre,3,0.9797868728637695,589
push,23,ee_position,contact_phase3,pre,4,0.9808111786842346,625
push,23,ee_position,contact_phase3,during,0,0.9590301513671875,768
push,23,ee_position,contact_phase3,during,1,0.9882717132568359,771
push,23,ee_position,contact_phase3,during,2,0.9432997107505798,766
push,23,ee_position,contact_phase3,during,3,0.9197459816932678,770
push,23,ee_position,contact_phase3,during,4,0.9898242950439453,767
push,23,ee_position,contact_phase3,post,0,0.9782809615135193,1329
push,23,ee_position,contact_phase3,post,1,0.9296147227287292,1396
push,23,ee_position,contact_phase3,post,2,0.9787718057632446,1338
push,23,ee_position,contact_phase3,post,3,0.9870272278785706,1358
push,23,ee_position,contact_phase3,post,4,0.973503589630127,1338
push,23,ee_position,phase,phase=0,0,0.9840978384017944,1431
push,23,ee_position,phase,phase=0,1,0.9836066961288452,1431
push,23,ee_position,phase,phase=0,2,0.9747521877288818,1431
push,23,ee_position,phase,phase=0,3,0.930760383605957,1431
push,23,ee_position,phase,phase=0,4,0.9730565547943115,1431
push,23,ee_position,phase,phase=7,0,0.09878256916999817,626
push,23,ee_position,phase,phase=7,1,-0.436739981174469,674
push,23,ee_position,phase,phase=7,2,-1.7045825719833374,655
push,23,ee_position,phase,phase=7,3,-0.047971174120903015,668
push,23,ee_position,phase,phase=7,4,-0.48860207200050354,668
push,23,ee_position,phase,phase=5,0,0.9318957328796387,653
push,23,ee_position,phase,phase=5,1,0.9780857563018799,651
push,23,ee_position,phase,phase=5,2,0.9751395583152771,650
push,23,ee_position,phase,phase=5,3,0.9857571721076965,604
push,23,ee_position,phase,phase=5,4,0.9904542565345764,652
push,23,ee_velocity,all,all,0,0.8667405843734741,2760
push,23,ee_velocity,all,all,1,0.9319934248924255,2760
push,23,ee_velocity,all,all,2,0.917205810546875,2760
push,23,ee_velocity,all,all,3,0.954957902431488,2760
push,23,ee_velocity,all,all,4,0.930057168006897,2616
push,23,ee_velocity,contact,0,0,0.9266615509986877,2035
push,23,ee_velocity,contact,0,1,0.9383319020271301,2048
push,23,ee_velocity,contact,0,2,0.9154056906700134,2080
push,23,ee_velocity,contact,0,3,0.934324324131012,2088
push,23,ee_velocity,contact,0,4,0.9295696020126343,2035
push,23,ee_velocity,contact,1,0,0.7861303091049194,674
push,23,ee_velocity,contact,1,1,0.8320289850234985,673
push,23,ee_velocity,contact,1,2,0.8017377853393555,675
push,23,ee_velocity,contact,1,3,0.8721829652786255,673
push,23,ee_velocity,contact,1,4,0.7224012613296509,675
push,23,ee_velocity,contact_phase3,pre,0,0.2519930601119995,626
push,23,ee_velocity,contact_phase3,pre,1,0.8867802619934082,589
push,23,ee_velocity,contact_phase3,pre,2,0.9450938105583191,626
push,23,ee_velocity,contact_phase3,pre,3,0.8900079727172852,589
push,23,ee_velocity,contact_phase3,pre,4,0.8899083733558655,625
push,23,ee_velocity,contact_phase3,during,0,0.7862789034843445,768
push,23,ee_velocity,contact_phase3,during,1,0.8607599139213562,771
push,23,ee_velocity,contact_phase3,during,2,0.7461374998092651,766
push,23,ee_velocity,contact_phase3,during,3,0.6591651439666748,770
push,23,ee_velocity,contact_phase3,during,4,0.8288028240203857,767
push,23,ee_velocity,contact_phase3,post,0,0.8872050046920776,1329
push,23,ee_velocity,contact_phase3,post,1,0.9097214937210083,1396
push,23,ee_velocity,contact_phase3,post,2,0.8975931406021118,1338
push,23,ee_velocity,contact_phase3,post,3,0.9022629857063293,1358
push,23,ee_velocity,contact_phase3,post,4,0.9395876526832581,1338
push,23,ee_velocity,phase,phase=0,0,0.8861026167869568,1431
push,23,ee_velocity,phase,phase=0,1,0.8770816326141357,1431
push,23,ee_velocity,phase,phase=0,2,0.8958858251571655,1431
push,23,ee_velocity,phase,phase=0,3,0.8877143859863281,1431
push,23,ee_velocity,phase,phase=0,4,0.8911895155906677,1431
push,23,ee_velocity,phase,phase=7,0,0.6522153615951538,626
push,23,ee_velocity,phase,phase=7,1,0.4635923206806183,674
push,23,ee_velocity,phase,phase=7,2,0.6137687563896179,655
push,23,ee_velocity,phase,phase=7,3,0.07711026817560196,668
push,23,ee_velocity,phase,phase=7,4,0.12449969351291656,668
push,23,ee_velocity,phase,phase=5,0,0.7620156407356262,653
push,23,ee_velocity,phase,phase=5,1,0.8457303643226624,651
push,23,ee_velocity,phase,phase=5,2,0.7886645197868347,650
push,23,ee_velocity,phase,phase=5,3,0.8927181959152222,604
push,23,ee_velocity,phase,phase=5,4,0.815241277217865,652
push,23,ee_acceleration,all,all,0,-0.19831469655036926,2760
push,23,ee_acceleration,all,all,1,-0.11210605502128601,2760
push,23,ee_acceleration,all,all,2,-0.1490662842988968,2760
push,23,ee_acceleration,all,all,3,0.14529232680797577,2760
push,23,ee_acceleration,all,all,4,-0.029844211414456367,2616
push,23,ee_acceleration,contact,0,0,-0.10727660357952118,2035
push,23,ee_acceleration,contact,0,1,-0.11616159230470657,2048
push,23,ee_acceleration,contact,0,2,-0.406211256980896,2080
push,23,ee_acceleration,contact,0,3,-0.15015004575252533,2088
push,23,ee_acceleration,contact,0,4,0.06124260649085045,2035
push,23,ee_acceleration,contact,1,0,-1.1734232902526855,674
push,23,ee_acceleration,contact,1,1,-1.9583102464675903,673
push,23,ee_acceleration,contact,1,2,-1.995722770690918,675
push,23,ee_acceleration,contact,1,3,-1.4863250255584717,673
push,23,ee_acceleration,contact,1,4,-1.3525400161743164,675
push,23,ee_acceleration,contact_phase3,pre,0,-3.410501003265381,626
push,23,ee_acceleration,contact_phase3,pre,1,-0.721545934677124,589
push,23,ee_acceleration,contact_phase3,pre,2,-1.1776090860366821,626
push,23,ee_acceleration,contact_phase3,pre,3,-0.5158247351646423,589
push,23,ee_acceleration,contact_phase3,pre,4,-0.8988684415817261,625
push,23,ee_acceleration,contact_phase3,during,0,-1.5553466081619263,768
push,23,ee_acceleration,contact_phase3,during,1,-1.1448546648025513,771
push,23,ee_acceleration,contact_phase3,during,2,-3.016242742538452,766
push,23,ee_acceleration,contact_phase3,during,3,-0.907705545425415,770
push,23,ee_acceleration,contact_phase3,during,4,-0.8651666045188904,767
push,23,ee_acceleration,contact_phase3,post,0,-0.5220174193382263,1329
push,23,ee_acceleration,contact_phase3,post,1,-0.26769185066223145,1396
push,23,ee_acceleration,contact_phase3,post,2,-1.5366331338882446,1338
push,23,ee_acceleration,contact_phase3,post,3,-0.531518280506134,1358
push,23,ee_acceleration,contact_phase3,post,4,0.18134956061840057,1338
push,23,ee_acceleration,phase,phase=0,0,-0.250167578458786,1431
push,23,ee_acceleration,phase,phase=0,1,-0.49626803398132324,1431
push,23,ee_acceleration,phase,phase=0,2,-0.3698214292526245,1431
push,23,ee_acceleration,phase,phase=0,3,-0.9127562046051025,1431
push,23,ee_acceleration,phase,phase=0,4,-0.23691189289093018,1431
push,23,ee_acceleration,phase,phase=7,0,0.5819859504699707,626
push,23,ee_acceleration,phase,phase=7,1,0.05026353895664215,674
push,23,ee_acceleration,phase,phase=7,2,0.00048660606262274086,655
push,23,ee_acceleration,phase,phase=7,3,-1.1730228662490845,668
push,23,ee_acceleration,phase,phase=7,4,-0.46690887212753296,668
push,23,ee_acceleration,phase,phase=5,0,-1.0747277736663818,653
push,23,ee_acceleration,phase,phase=5,1,0.06251461803913116,651
push,23,ee_acceleration,phase,phase=5,2,-0.1892825961112976,650
push,23,ee_acceleration,phase,phase=5,3,0.18717040121555328,604
push,23,ee_acceleration,phase,phase=5,4,0.20377710461616516,652
push,23,contact_force_log1p_mag,all,all,0,0.5710501670837402,2760
push,23,contact_force_log1p_mag,all,all,1,0.586843729019165,2760
push,23,contact_force_log1p_mag,all,all,2,0.6537769436836243,2760
push,23,contact_force_log1p_mag,all,all,3,0.3429228663444519,2760
push,23,contact_force_log1p_mag,all,all,4,0.5680141448974609,2616
push,23,contact_force_log1p_mag,contact,0,0,-0.8303046226501465,2035
push,23,contact_force_log1p_mag,contact,0,1,-0.033564090728759766,2048
push,23,contact_force_log1p_mag,contact,0,2,0.16810226440429688,2080
push,23,contact_force_log1p_mag,contact,0,3,-1.784593105316162,2088
push,23,contact_force_log1p_mag,contact,0,4,-0.0425029993057251,2035
push,23,contact_force_log1p_mag,contact,1,0,0.42038869857788086,674
push,23,contact_force_log1p_mag,contact,1,1,0.2755157947540283,673
push,23,contact_force_log1p_mag,contact,1,2,-0.18492650985717773,675
push,23,contact_force_log1p_mag,contact,1,3,0.047305941581726074,673
push,23,contact_force_log1p_mag,contact,1,4,0.09120148420333862,675
push,23,contact_force_log1p_mag,contact_phase3,pre,0,-0.003910064697265625,626
push,23,contact_force_log1p_mag,contact_phase3,pre,1,0.0,589
push,23,contact_force_log1p_mag,contact_phase3,pre,2,0.0,626
push,23,contact_force_log1p_mag,contact_phase3,pre,3,0.0,589
push,23,contact_force_log1p_mag,contact_phase3,pre,4,0.0,625
push,23,contact_force_log1p_mag,contact_phase3,during,0,-0.05167973041534424,768
push,23,contact_force_log1p_mag,contact_phase3,during,1,-0.45618319511413574,771
push,23,contact_force_log1p_mag,contact_phase3,during,2,-1.0002102851867676,766
push,23,contact_force_log1p_mag,contact_phase3,during,3,-0.6108664274215698,770
push,23,contact_force_log1p_mag,contact_phase3,during,4,0.0064239501953125,767
push,23,contact_force_log1p_mag,contact_phase3,post,0,-2.14681339263916,1329
push,23,contact_force_log1p_mag,contact_phase3,post,1,0.4288187026977539,1396
push,23,contact_force_log1p_mag,contact_phase3,post,2,0.0,1338
push,23,contact_force_log1p_mag,contact_phase3,post,3,-1.1152846813201904,1358
push,23,contact_force_log1p_mag,contact_phase3,post,4,0.1794794797897339,1338
push,23,contact_force_log1p_mag,phase,phase=0,0,0.6244105100631714,1431
push,23,contact_force_log1p_mag,phase,phase=0,1,0.5294361710548401,1431
push,23,contact_force_log1p_mag,phase,phase=0,2,0.38581299781799316,1431
push,23,contact_force_log1p_mag,phase,phase=0,3,0.3338010907173157,1431
push,23,contact_force_log1p_mag,phase,phase=0,4,0.4995792508125305,1431
push,23,contact_force_log1p_mag,phase,phase=7,0,1.0,626
push,23,contact_force_log1p_mag,phase,phase=7,1,1.0,674
push,23,contact_force_log1p_mag,phase,phase=7,2,1.0,655
push,23,contact_force_log1p_mag,phase,phase=7,3,1.0,668
push,23,contact_force_log1p_mag,phase,phase=7,4,1.0,668
push,23,contact_force_log1p_mag,phase,phase=5,0,-0.7276445627212524,653
push,23,contact_force_log1p_mag,phase,phase=5,1,-0.9675581455230713,651
push,23,contact_force_log1p_mag,phase,phase=5,2,-0.0403369665145874,650
push,23,contact_force_log1p_mag,phase,phase=5,3,-1.4117755889892578,604
push,23,contact_force_log1p_mag,phase,phase=5,4,-0.2985095977783203,652
strike,0,ee_position,all,all,0,0.7892774343490601,2160
strike,0,ee_position,all,all,1,0.8015430569648743,2160
strike,0,ee_position,all,all,2,0.706281304359436,2160
strike,0,ee_position,all,all,3,0.6637914776802063,2124
strike,0,ee_position,all,all,4,0.5784873366355896,2075
strike,0,ee_position,contact,0,0,0.7296433448791504,1989
strike,0,ee_position,contact,0,1,0.7790592312812805,1949
strike,0,ee_position,contact,0,2,0.8194727897644043,1936
strike,0,ee_position,contact,0,3,0.6518025994300842,1955
strike,0,ee_position,contact,0,4,0.7439175248146057,1939
strike,0,ee_position,contact,1,0,-0.6380600929260254,182
strike,0,ee_position,contact,1,1,-2.690580129623413,183
strike,0,ee_position,contact,1,2,-1.7420711517333984,182
strike,0,ee_position,contact,1,3,-4.689002990722656,182
strike,0,ee_position,contact,1,4,-3.016686201095581,182
strike,0,ee_position,contact_phase3,pre,0,0.21680109202861786,335
strike,0,ee_position,contact_phase3,pre,1,0.6361325979232788,326
strike,0,ee_position,contact_phase3,pre,2,0.5119495391845703,320
strike,0,ee_position,contact_phase3,pre,3,0.32162055373191833,319
strike,0,ee_position,contact_phase3,pre,4,0.46805450320243835,319
strike,0,ee_position,contact_phase3,during,0,-0.3721059560775757,194
strike,0,ee_position,contact_phase3,during,1,-0.45966702699661255,194
strike,0,ee_position,contact_phase3,during,2,-3.446894884109497,193
strike,0,ee_position,contact_phase3,during,3,-4.344873428344727,193
strike,0,ee_position,contact_phase3,during,4,-1.0091928243637085,193
strike,0,ee_position,contact_phase3,post,0,0.7184612154960632,1624
strike,0,ee_position,contact_phase3,post,1,0.6769404411315918,1619
strike,0,ee_position,contact_phase3,post,2,0.5556944012641907,1644
strike,0,ee_position,contact_phase3,post,3,0.6914977431297302,1592
strike,0,ee_position,contact_phase3,post,4,0.661116361618042,1614
strike,0,ee_position,phase,phase=7,0,-2.309274911880493,1141
strike,0,ee_position,phase,phase=7,1,-0.1608039289712906,1162
strike,0,ee_position,phase,phase=7,2,0.06572876870632172,1148
strike,0,ee_position,phase,phase=7,3,-0.23853176832199097,1144
strike,0,ee_position,phase,phase=7,4,0.2092997282743454,1172
strike,0,ee_position,phase,phase=0,0,-0.11468082666397095,513
strike,0,ee_position,phase,phase=0,1,0.13738322257995605,512
strike,0,ee_position,phase,phase=0,2,-0.015365136787295341,516
strike,0,ee_position,phase,phase=0,3,-0.40656742453575134,515
strike,0,ee_position,phase,phase=0,4,0.006462697871029377,516
strike,0,ee_position,phase,phase=5,0,0.5982303619384766,463
strike,0,ee_position,phase,phase=5,1,0.7107422351837158,463
strike,0,ee_position,phase,phase=5,2,0.6938871741294861,453
strike,0,ee_position,phase,phase=5,3,0.6993923187255859,453
strike,0,ee_position,phase,phase=5,4,0.7214049100875854,453
strike,0,ee_velocity,all,all,0,0.2009759247303009,2160
strike,0,ee_velocity,all,all,1,0.23344942927360535,2160
strike,0,ee_velocity,all,all,2,-0.14104585349559784,2160
strike,0,ee_velocity,all,all,3,-1.0906916856765747,2124
strike,0,ee_velocity,all,all,4,-0.6898206472396851,2075
strike,0,ee_velocity,contact,0,0,-0.008305173367261887,1989
strike,0,ee_velocity,contact,0,1,0.16518515348434448,1949
strike,0,ee_velocity,contact,0,2,0.21509143710136414,1936
strike,0,ee_velocity,contact,0,3,-0.31541529297828674,1955
strike,0,ee_velocity,contact,0,4,0.2358531355857849,1939
strike,0,ee_velocity,contact,1,0,-2.315946102142334,182
strike,0,ee_velocity,contact,1,1,-5.303486347198486,183
strike,0,ee_velocity,contact,1,2,-13.532296180725098,182
strike,0,ee_velocity,contact,1,3,-10.658768653869629,182
strike,0,ee_velocity,contact,1,4,-9.071795463562012,182
strike,0,ee_velocity,contact_phase3,pre,0,-0.8407476544380188,335
strike,0,ee_velocity,contact_phase3,pre,1,-1.6736509799957275,326
strike,0,ee_velocity,contact_phase3,pre,2,-1.1412339210510254,320
strike,0,ee_velocity,contact_phase3,pre,3,-0.6499448418617249,319
strike,0,ee_velocity,contact_phase3,pre,4,-0.2966442406177521,319
strike,0,ee_velocity,contact_phase3,during,0,-5.242292404174805,194
strike,0,ee_velocity,contact_phase3,during,1,-2.3335347175598145,194
strike,0,ee_velocity,contact_phase3,during,2,-12.156420707702637,193
strike,0,ee_velocity,contact_phase3,during,3,-8.883657455444336,193
strike,0,ee_velocity,contact_phase3,during,4,-9.308028221130371,193
strike,0,ee_velocity,contact_phase3,post,0,0.34130042791366577,1624
strike,0,ee_velocity,contact_phase3,post,1,0.2949269413948059,1619
strike,0,ee_velocity,contact_phase3,post,2,0.116095632314682,1644
strike,0,ee_velocity,contact_phase3,post,3,0.3367869257926941,1592
strike,0,ee_velocity,contact_phase3,post,4,0.28709807991981506,1614
strike,0,ee_velocity,phase,phase=7,0,-1.4864619970321655,1141
strike,0,ee_velocity,phase,phase=7,1,-0.30842235684394836,1162
strike,0,ee_velocity,phase,phase=7,2,-1.9890490770339966,1148
strike,0,ee_velocity,phase,phase=7,3,-2.3153162002563477,1144
strike,0,ee_velocity,phase,phase=7,4,-1.557944893836975,1172
strike,0,ee_velocity,phase,phase=0,0,-0.9884682893753052,513
strike,0,ee_velocity,phase,phase=0,1,-2.1430578231811523,512
strike,0,ee_velocity,phase,phase=0,2,-4.6159162521362305,516
strike,0,ee_velocity,phase,phase=0,3,-1.3707342147827148,515
strike,0,ee_velocity,phase,phase=0,4,-1.985700011253357,516
strike,0,ee_velocity,phase,phase=5,0,-0.08514678478240967,463
strike,0,ee_velocity,phase,phase=5,1,-0.17226222157478333,463
strike,0,ee_velocity,phase,phase=5,2,-0.3650191128253937,453
strike,0,ee_velocity,phase,phase=5,3,-0.2541370689868927,453
strike,0,ee_velocity,phase,phase=5,4,-0.24435299634933472,453
strike,0,ee_acceleration,all,all,0,-0.17763088643550873,2160
strike,0,ee_acceleration,all,all,1,-0.060279931873083115,2160
strike,0,ee_acceleration,all,all,2,-0.30421748757362366,2160
strike,0,ee_acceleration,all,all,3,-0.467397004365921,2124
strike,0,ee_acceleration,all,all,4,-0.12952056527137756,2075
strike,0,ee_acceleration,contact,0,0,-0.17741258442401886,1989
strike,0,ee_acceleration,contact,0,1,-0.13844190537929535,1949
strike,0,ee_acceleration,contact,0,2,-0.07977969199419022,1936
strike,0,ee_acceleration,contact,0,3,-0.31654584407806396,1955
strike,0,ee_acceleration,contact,0,4,-0.08902178704738617,1939
strike,0,ee_acceleration,contact,1,0,-31.468719482421875,182
strike,0,ee_acceleration,contact,1,1,-15.203736305236816,183
strike,0,ee_acceleration,contact,1,2,-18.692659378051758,182
strike,0,ee_acceleration,contact,1,3,-8.705375671386719,182
strike,0,ee_acceleration,contact,1,4,-11.384876251220703,182
strike,0,ee_acceleration,contact_phase3,pre,0,-3.5949316024780273,335
strike,0,ee_acceleration,contact_phase3,pre,1,-9.416749000549316,326
strike,0,ee_acceleration,contact_phase3,pre,2,-0.9746480584144592,320
strike,0,ee_acceleration,contact_phase3,pre,3,-1.6597832441329956,319
strike,0,ee_acceleration,contact_phase3,pre,4,-1.4472577571868896,319
strike,0,ee_acceleration,contact_phase3,during,0,-20.624380111694336,194
strike,0,ee_acceleration,contact_phase3,during,1,-12.839592933654785,194
strike,0,ee_acceleration,contact_phase3,during,2,-7.543813228607178,193
strike,0,ee_acceleration,contact_phase3,during,3,-6.548372745513916,193
strike,0,ee_acceleration,contact_phase3,during,4,-8.353381156921387,193
strike,0,ee_acceleration,contact_phase3,post,0,-0.5970302820205688,1624
strike,0,ee_acceleration,contact_phase3,post,1,-0.6879637837409973,1619
strike,0,ee_acceleration,contact_phase3,post,2,-1.0594403743743896,1644
strike,0,ee_acceleration,contact_phase3,post,3,-0.5592606067657471,1592
strike,0,ee_acceleration,contact_phase3,post,4,-0.5181408524513245,1614
strike,0,ee_acceleration,phase,phase=7,0,-0.08632732182741165,1141
strike,0,ee_acceleration,phase,phase=7,1,0.005554947070777416,1162
strike,0,ee_acceleration,phase,phase=7,2,0.10455812513828278,1148
strike,0,ee_acceleration,phase,phase=7,3,-1.9893643856048584,1144
strike,0,ee_acceleration,phase,phase=7,4,-1.671422004699707,1172
strike,0,ee_acceleration,phase,phase=0,0,-1.2901554107666016,513
strike,0,ee_acceleration,phase,phase=0,1,-2.587432861328125,512
strike,0,ee_acceleration,phase,phase=0,2,-1.472968578338623,516
strike,0,ee_acceleration,phase,phase=0,3,-1.4578428268432617,515
strike,0,ee_acceleration,phase,phase=0,4,-4.521223068237305,516
strike,0,ee_acceleration,phase,phase=5,0,-0.5316328406333923,463
strike,0,ee_acceleration,phase,phase=5,1,-0.41614240407943726,463
strike,0,ee_acceleration,phase,phase=5,2,-0.7725797891616821,453
strike,0,ee_acceleration,phase,phase=5,3,-0.3264707326889038,453
strike,0,ee_acceleration,phase,phase=5,4,-0.6630611419677734,453
strike,0,contact_force_log1p_mag,all,all,0,-0.34149038791656494,2160
strike,0,contact_force_log1p_mag,all,all,1,-1.333310842514038,2160
strike,0,contact_force_log1p_mag,all,all,2,-0.13268184661865234,2160
strike,0,contact_force_log1p_mag,all,all,3,0.1870543360710144,2124
strike,0,contact_force_log1p_mag,all,all,4,-0.19786906242370605,2075
strike,0,contact_force_log1p_mag,contact,0,0,-0.2977108955383301,1989
strike,0,contact_force_log1p_mag,contact,0,1,-1.451500415802002,1949
strike,0,contact_force_log1p_mag,contact,0,2,-0.0949854850769043,1936
strike,0,contact_force_log1p_mag,contact,0,3,-0.3064088821411133,1955
strike,0,contact_force_log1p_mag,contact,0,4,-0.4962584972381592,1939
strike,0,contact_force_log1p_mag,contact,1,0,-13.316036224365234,182
strike,0,contact_force_log1p_mag,contact,1,1,-3.3931312561035156,183
strike,0,contact_force_log1p_mag,contact,1,2,-12.113042831420898,182
strike,0,contact_force_log1p_mag,contact,1,3,-21.930219650268555,182
strike,0,contact_force_log1p_mag,contact,1,4,-13.193377494812012,182
strike,0,contact_force_log1p_mag,contact_phase3,pre,0,1.0,335
strike,0,contact_force_log1p_mag,contact_phase3,pre,1,1.0,326
strike,0,contact_force_log1p_mag,contact_phase3,pre,2,1.0,320
strike,0,contact_force_log1p_mag,contact_phase3,pre,3,1.0,319
strike,0,contact_force_log1p_mag,contact_phase3,pre,4,1.0,319
strike,0,contact_force_log1p_mag,contact_phase3,during,0,-7.438061714172363,194
strike,0,contact_force_log1p_mag,contact_phase3,during,1,-3.6442174911499023,194
strike,0,contact_force_log1p_mag,contact_phase3,during,2,-10.814470291137695,193
strike,0,contact_force_log1p_mag,contact_phase3,during,3,-1.9431767463684082,193
strike,0,contact_force_log1p_mag,contact_phase3,during,4,-3.055924892425537,193
strike,0,contact_force_log1p_mag,contact_phase3,post,0,-2.9991703033447266,1624
strike,0,contact_force_log1p_mag,contact_phase3,post,1,-1.9505796432495117,1619
strike,0,contact_force_log1p_mag,contact_phase3,post,2,-0.16279470920562744,1644
strike,0,contact_force_log1p_mag,contact_phase3,post,3,-0.3774094581604004,1592
strike,0,contact_force_log1p_mag,contact_phase3,post,4,-1.2424840927124023,1614
strike,0,contact_force_log1p_mag,phase,phase=7,0,1.0,1141
strike,0,contact_force_log1p_mag,phase,phase=7,1,1.0,1162
strike,0,contact_force_log1p_mag,phase,phase=7,2,1.0,1148
strike,0,contact_force_log1p_mag,phase,phase=7,3,1.0,1144
strike,0,contact_force_log1p_mag,phase,phase=7,4,1.0,1172
strike,0,contact_force_log1p_mag,phase,phase=0,0,0.034219980239868164,513
strike,0,contact_force_log1p_mag,phase,phase=0,1,-0.5288890600204468,512
strike,0,contact_force_log1p_mag,phase,phase=0,2,-0.12114560604095459,516
strike,0,contact_force_log1p_mag,phase,phase=0,3,-0.5099927186965942,515
strike,0,contact_force_log1p_mag,phase,phase=0,4,-1.1355552673339844,516
strike,0,contact_force_log1p_mag,phase,phase=5,0,-0.782916784286499,463
strike,0,contact_force_log1p_mag,phase,phase=5,1,-0.4985206127166748,463
strike,0,contact_force_log1p_mag,phase,phase=5,2,-0.2999476194381714,453
strike,0,contact_force_log1p_mag,phase,phase=5,3,-0.8505773544311523,453
strike,0,contact_force_log1p_mag,phase,phase=5,4,-1.183133840560913,453
strike,1,ee_position,all,all,0,0.9500036239624023,2160
strike,1,ee_position,all,all,1,0.9439046382904053,2160
strike,1,ee_position,all,all,2,0.9358872175216675,2160
strike,1,ee_position,all,all,3,0.8698210120201111,2124
strike,1,ee_position,all,all,4,0.9017081260681152,2075
strike,1,ee_position,contact,0,0,0.6779119372367859,1989
strike,1,ee_position,contact,0,1,0.9383445978164673,1949
strike,1,ee_position,contact,0,2,0.9291056990623474,1936
strike,1,ee_position,contact,0,3,0.9229407906532288,1955
strike,1,ee_position,contact,0,4,0.8946934938430786,1939
strike,1,ee_position,contact,1,0,0.7059985995292664,182
strike,1,ee_position,contact,1,1,0.35832154750823975,183
strike,1,ee_position,contact,1,2,0.6984808444976807,182
strike,1,ee_position,contact,1,3,0.7012080550193787,182
strike,1,ee_position,contact,1,4,0.4312039017677307,182
strike,1,ee_position,contact_phase3,pre,0,0.6358016133308411,335
strike,1,ee_position,contact_phase3,pre,1,0.35858282446861267,326
strike,1,ee_position,contact_phase3,pre,2,0.901505708694458,320
strike,1,ee_position,contact_phase3,pre,3,0.8569121360778809,319
strike,1,ee_position,contact_phase3,pre,4,0.895185649394989,319
strike,1,ee_position,contact_phase3,during,0,0.8437672257423401,194
strike,1,ee_position,contact_phase3,during,1,0.6838495135307312,194
strike,1,ee_position,contact_phase3,during,2,0.5777310729026794,193
strike,1,ee_position,contact_phase3,during,3,0.7071341872215271,193
strike,1,ee_position,contact_phase3,during,4,0.44391337037086487,193
strike,1,ee_position,contact_phase3,post,0,0.9309548139572144,1624
strike,1,ee_position,contact_phase3,post,1,0.9373371601104736,1619
strike,1,ee_position,contact_phase3,post,2,0.8973851203918457,1644
strike,1,ee_position,contact_phase3,post,3,0.9391751885414124,1592
strike,1,ee_position,contact_phase3,post,4,0.8953796029090881,1614
strike,1,ee_position,phase,phase=7,0,0.002966297324746847,1141
strike,1,ee_position,phase,phase=7,1,-0.10342444479465485,1162
strike,1,ee_position,phase,phase=7,2,0.1048479676246643,1148
strike,1,ee_position,phase,phase=7,3,0.24304333329200745,1144
strike,1,ee_position,phase,phase=7,4,0.22905535995960236,1172
strike,1,ee_position,phase,phase=0,0,0.7805876135826111,513
strike,1,ee_position,phase,phase=0,1,0.8941755890846252,512
strike,1,ee_position,phase,phase=0,2,0.7875721454620361,516
strike,1,ee_position,phase,phase=0,3,0.8068424463272095,515
strike,1,ee_position,phase,phase=0,4,0.6898573637008667,516
strike,1,ee_position,phase,phase=5,0,0.8570006489753723,463
strike,1,ee_position,phase,phase=5,1,0.919155478477478,463
strike,1,ee_position,phase,phase=5,2,0.923202633857727,453
strike,1,ee_position,phase,phase=5,3,0.9333970546722412,453
strike,1,ee_position,phase,phase=5,4,0.9318819642066956,453
strike,1,ee_velocity,all,all,0,0.5740528106689453,2160
strike,1,ee_velocity,all,all,1,0.6193801760673523,2160
strike,1,ee_velocity,all,all,2,0.5954986214637756,2160
strike,1,ee_velocity,all,all,3,0.28912243247032166,2124
strike,1,ee_velocity,all,all,4,0.4179060161113739,2075
strike,1,ee_velocity,contact,0,0,0.5179021954536438,1989
strike,1,ee_velocity,contact,0,1,0.701761782169342,1949
