task,layer,target,condition_type,condition_value,n_windows,r2_mean,r2_std
drawer,17,ee_velocity,all,all,16800,0.5387601852416992,0.03736438890029063
drawer,17,ee_velocity,contact,0,5676,0.4212970852851868,0.1982601950650752
drawer,17,ee_velocity,contact,1,11124,0.659604275226593,0.019236946943200835
drawer,17,ee_velocity,contact_phase3,during,15169,0.5514936208724975,0.04986354754061241
drawer,17,ee_velocity,contact_phase3,post,1626,-1.38894367441535,1.5886446868627153
drawer,17,ee_velocity,phase,phase=7,16800,0.5387601852416992,0.03736438890029063
drawer,17,ee_acceleration,all,all,16800,0.22749484319938346,0.13519615938445192
drawer,17,ee_acceleration,contact,0,5676,0.30229912102222445,0.22492230027394966
drawer,17,ee_acceleration,contact,1,11124,0.19810750484466552,0.05395490524150949
drawer,17,ee_acceleration,contact_phase3,during,15169,0.2647136658430099,0.0664843102573568
drawer,17,ee_acceleration,contact_phase3,post,1626,-6.2544138669967655,4.776609265297181
drawer,17,ee_acceleration,phase,phase=7,16800,0.22749484319938346,0.13519615938445192
drawer,17,contact_force_log1p_mag,all,all,16800,0.6922897934913635,0.03484570292177009
drawer,17,contact_force_log1p_mag,contact,0,5676,-0.6814358949661254,0.5639320911084063
drawer,17,contact_force_log1p_mag,contact,1,11124,0.8243733406066894,0.020853284573293007
drawer,17,contact_force_log1p_mag,contact_phase3,during,15169,0.6545758843421936,0.027052093344947566
drawer,17,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,17,contact_force_log1p_mag,phase,phase=7,16800,0.6922897934913635,0.03484570292177009
drawer,18,ee_position,all,all,16800,0.9783605456352233,0.0057168668249660565
drawer,18,ee_position,contact,0,5676,0.9551800608634948,0.026160843919704996
drawer,18,ee_position,contact,1,11124,0.9876616477966309,0.002092995620386732
drawer,18,ee_position,contact_phase3,during,15169,0.9808323979377747,0.0036819038252970593
drawer,18,ee_position,contact_phase3,post,1626,0.8838314771652221,0.08848478784962202
drawer,18,ee_position,phase,phase=7,16800,0.9783605456352233,0.0057168668249660565
drawer,18,ee_velocity,all,all,16800,0.5310595870018006,0.05905145178048019
drawer,18,ee_velocity,contact,0,5676,0.36539444923400877,0.3016638733931481
drawer,18,ee_velocity,contact,1,11124,0.6602956056594849,0.02359394965593796
drawer,18,ee_velocity,contact_phase3,during,15169,0.5455934703350067,0.05179298079850044
drawer,18,ee_velocity,contact_phase3,post,1626,-2.3710330545902254,1.584804410542857
drawer,18,ee_velocity,phase,phase=7,16800,0.5310595870018006,0.05905145178048019
drawer,18,ee_acceleration,all,all,16800,0.25706920474767686,0.12690819724090155
drawer,18,ee_acceleration,contact,0,5676,0.2918939605355263,0.24336094233176947
drawer,18,ee_acceleration,contact,1,11124,0.2218243211507797,0.0491976921991429
drawer,18,ee_acceleration,contact_phase3,during,15169,0.3015003323554993,0.057916015002350656
drawer,18,ee_acceleration,contact_phase3,post,1626,-12.014432805776597,9.310719153749755
drawer,18,ee_acceleration,phase,phase=7,16800,0.25706920474767686,0.12690819724090155
drawer,18,contact_force_log1p_mag,all,all,16800,0.6860829710960388,0.02702226677988844
drawer,18,contact_force_log1p_mag,contact,0,5676,-0.7285118818283081,0.5437652632775187
drawer,18,contact_force_log1p_mag,contact,1,11124,0.8259879946708679,0.022932775852672296
drawer,18,contact_force_log1p_mag,contact_phase3,during,15169,0.6638398051261902,0.020703980310439952
drawer,18,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,18,contact_force_log1p_mag,phase,phase=7,16800,0.6860829710960388,0.02702226677988844
drawer,19,ee_position,all,all,16800,0.9788939595222473,0.005932728065470624
drawer,19,ee_position,contact,0,5676,0.9537776827812194,0.028382506266566413
drawer,19,ee_position,contact,1,11124,0.9877964138984681,0.0022511024554151614
drawer,19,ee_position,contact_phase3,during,15169,0.9807143807411194,0.0032222021562282863
drawer,19,ee_position,contact_phase3,post,1626,0.886710810661316,0.06281553028897816
drawer,19,ee_position,phase,phase=7,16800,0.9788939595222473,0.005932728065470624
drawer,19,ee_velocity,all,all,16800,0.5468182146549225,0.04022664934423485
drawer,19,ee_velocity,contact,0,5676,0.4505645841360092,0.18103331300704137
drawer,19,ee_velocity,contact,1,11124,0.6590856432914733,0.020025458292028415
drawer,19,ee_velocity,contact_phase3,during,15169,0.5608181357383728,0.016617183042284434
drawer,19,ee_velocity,contact_phase3,post,1626,-2.5062893755733966,2.0153524939693286
drawer,19,ee_velocity,phase,phase=7,16800,0.5468182146549225,0.04022664934423485
drawer,19,ee_acceleration,all,all,16800,0.254410370439291,0.12481487733224973
drawer,19,ee_acceleration,contact,0,5676,0.31411410942673684,0.1968601520905745
drawer,19,ee_acceleration,contact,1,11124,0.2240281343460083,0.06436345750199322
drawer,19,ee_acceleration,contact_phase3,during,15169,0.2905190587043762,0.06669146525373387
drawer,19,ee_acceleration,contact_phase3,post,1626,-8.231796395778655,7.295593977701773
drawer,19,ee_acceleration,phase,phase=7,16800,0.254410370439291,0.12481487733224973
drawer,19,contact_force_log1p_mag,all,all,16800,0.6862529993057251,0.02533013472730419
drawer,19,contact_force_log1p_mag,contact,0,5676,-0.6689924955368042,0.480408643660253
drawer,19,contact_force_log1p_mag,contact,1,11124,0.8251952171325684,0.018207821465875764
drawer,19,contact_force_log1p_mag,contact_phase3,during,15169,0.6633891105651856,0.031130256362050485
drawer,19,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,19,contact_force_log1p_mag,phase,phase=7,16800,0.6862529993057251,0.02533013472730419
drawer,20,ee_position,all,all,16800,0.9790121197700501,0.006102097806036477
drawer,20,ee_position,contact,0,5676,0.9574815392494201,0.02304930166623491
drawer,20,ee_position,contact,1,11124,0.9881805062294007,0.0020132742476883063
drawer,20,ee_position,contact_phase3,during,15169,0.9812056303024292,0.002889972676659818
drawer,20,ee_position,contact_phase3,post,1626,0.8403229236602783,0.1366533551937737
drawer,20,ee_position,phase,phase=7,16800,0.9790121197700501,0.006102097806036477
drawer,20,ee_velocity,all,all,16800,0.5708875894546509,0.02805031002422179
drawer,20,ee_velocity,contact,0,5676,0.49898603558540344,0.14855354503413087
drawer,20,ee_velocity,contact,1,11124,0.6563723802566528,0.02128929979508367
drawer,20,ee_velocity,contact_phase3,during,15169,0.5612233877182007,0.03501816877798899
drawer,20,ee_velocity,contact_phase3,post,1626,-1.8907071337103845,1.6023624055753452
drawer,20,ee_velocity,phase,phase=7,16800,0.5708875894546509,0.02805031002422179
drawer,20,ee_acceleration,all,all,16800,0.27581322342157366,0.10400239107765717
drawer,20,ee_acceleration,contact,0,5676,0.34634723216295243,0.2012135474854213
drawer,20,ee_acceleration,contact,1,11124,0.21920873820781708,0.07494235154387059
drawer,20,ee_acceleration,contact_phase3,during,15169,0.32418659031391145,0.054863199543498685
drawer,20,ee_acceleration,contact_phase3,post,1626,-7.660695672035217,5.104585450747894
drawer,20,ee_acceleration,phase,phase=7,16800,0.27581322342157366,0.10400239107765717
drawer,20,contact_force_log1p_mag,all,all,16800,0.6906398057937622,0.02581677483377454
drawer,20,contact_force_log1p_mag,contact,0,5676,-0.6688246965408325,0.48123597386962647
drawer,20,contact_force_log1p_mag,contact,1,11124,0.8206569194793701,0.020758825098700175
drawer,20,contact_force_log1p_mag,contact_phase3,during,15169,0.6587950468063355,0.028561514964428106
drawer,20,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,20,contact_force_log1p_mag,phase,phase=7,16800,0.6906398057937622,0.02581677483377454
drawer,21,ee_position,all,all,16800,0.979047954082489,0.006404239230500953
drawer,21,ee_position,contact,0,5676,0.9616269826889038,0.020735556000356953
drawer,21,ee_position,contact,1,11124,0.9873293995857239,0.003330195124997985
drawer,21,ee_position,contact_phase3,during,15169,0.9820057630538941,0.0027480685422329888
drawer,21,ee_position,contact_phase3,post,1626,0.8697930335998535,0.08052331510815748
drawer,21,ee_position,phase,phase=7,16800,0.979047954082489,0.006404239230500953
drawer,21,ee_velocity,all,all,16800,0.5604948163032532,0.036588521984708376
drawer,21,ee_velocity,contact,0,5676,0.4980723261833191,0.13675688345717898
drawer,21,ee_velocity,contact,1,11124,0.6615423083305358,0.018018873397647125
drawer,21,ee_velocity,contact_phase3,during,15169,0.5751448631286621,0.029341627061916488
drawer,21,ee_velocity,contact_phase3,post,1626,-2.154664108157158,1.6955038234080846
drawer,21,ee_velocity,phase,phase=7,16800,0.5604948163032532,0.036588521984708376
drawer,21,ee_acceleration,all,all,16800,0.2848604381084442,0.11382749614390121
drawer,21,ee_acceleration,contact,0,5676,0.3566952578723431,0.19538325955774496
drawer,21,ee_acceleration,contact,1,11124,0.2201394408941269,0.06519418588268355
drawer,21,ee_acceleration,contact_phase3,during,15169,0.31637496054172515,0.07628892581437123
drawer,21,ee_acceleration,contact_phase3,post,1626,-7.59569218158722,6.162496733037712
drawer,21,ee_acceleration,phase,phase=7,16800,0.2848604381084442,0.11382749614390121
drawer,21,contact_force_log1p_mag,all,all,16800,0.6858900785446167,0.021984439168656555
drawer,21,contact_force_log1p_mag,contact,0,5676,-0.6133164644241333,0.42703089572444547
drawer,21,contact_force_log1p_mag,contact,1,11124,0.8232629418373107,0.022381110734667684
drawer,21,contact_force_log1p_mag,contact_phase3,during,15169,0.6610050916671752,0.034481555209654006
drawer,21,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,21,contact_force_log1p_mag,phase,phase=7,16800,0.6858900785446167,0.021984439168656555
drawer,22,ee_position,all,all,16800,0.9799330830574036,0.0067673671239652155
drawer,22,ee_position,contact,0,5676,0.9633549213409424,0.019699586528083922
drawer,22,ee_position,contact,1,11124,0.9869609832763672,0.003777843248140938
drawer,22,ee_position,contact_phase3,during,15169,0.9822383522987366,0.004020994978874166
drawer,22,ee_position,contact_phase3,post,1626,0.7760812163352966,0.18986108590414216
drawer,22,ee_position,phase,phase=7,16800,0.9799330830574036,0.0067673671239652155
drawer,22,ee_velocity,all,all,16800,0.5748867630958557,0.03228818242460521
drawer,22,ee_velocity,contact,0,5676,0.5026069313287735,0.1580121343852568
drawer,22,ee_velocity,contact,1,11124,0.6530008673667907,0.023979319201544214
drawer,22,ee_velocity,contact_phase3,during,15169,0.5931359767913819,0.03228524084423284
drawer,22,ee_velocity,contact_phase3,post,1626,-2.8742416188120843,2.7455009779611648
drawer,22,ee_velocity,phase,phase=7,16800,0.5748867630958557,0.03228818242460521
drawer,22,ee_acceleration,all,all,16800,0.29954680651426313,0.10776413554439959
drawer,22,ee_acceleration,contact,0,5676,0.36889617145061493,0.1894678005036751
drawer,22,ee_acceleration,contact,1,11124,0.22666935622692108,0.06394003121434923
drawer,22,ee_acceleration,contact_phase3,during,15169,0.3412972271442413,0.04853283566217018
drawer,22,ee_acceleration,contact_phase3,post,1626,-8.671047341823577,6.538480515523502
drawer,22,ee_acceleration,phase,phase=7,16800,0.29954680651426313,0.10776413554439959
drawer,22,contact_force_log1p_mag,all,all,16800,0.693748927116394,0.022700314603872812
drawer,22,contact_force_log1p_mag,contact,0,5676,-0.6154690265655518,0.4455809073977274
drawer,22,contact_force_log1p_mag,contact,1,11124,0.8262238025665283,0.017547718929760578
drawer,22,contact_force_log1p_mag,contact_phase3,during,15169,0.6668851375579834,0.030954715002995358
drawer,22,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,22,contact_force_log1p_mag,phase,phase=7,16800,0.693748927116394,0.022700314603872812
drawer,23,ee_position,all,all,16800,0.9803010940551757,0.005843063151256761
drawer,23,ee_position,contact,0,5676,0.963333261013031,0.020592464102461388
drawer,23,ee_position,contact,1,11124,0.9872101187705994,0.003341601622471923
drawer,23,ee_position,contact_phase3,during,15169,0.9823764562606812,0.0030758197857210377
drawer,23,ee_position,contact_phase3,post,1626,0.8721721053123475,0.08779486201607482
drawer,23,ee_position,phase,phase=7,16800,0.9803010940551757,0.005843063151256761
drawer,23,ee_velocity,all,all,16800,0.5606645584106446,0.04062679585138173
drawer,23,ee_velocity,contact,0,5676,0.4633423388004303,0.18682550653346258
drawer,23,ee_velocity,contact,1,11124,0.6574261784553528,0.01960794308845736
drawer,23,ee_velocity,contact_phase3,during,15169,0.5786018013954163,0.041212746452277224
drawer,23,ee_velocity,contact_phase3,post,1626,-3.141065260581672,3.106932070232468
drawer,23,ee_velocity,phase,phase=7,16800,0.5606645584106446,0.04062679585138173
drawer,23,ee_acceleration,all,all,16800,0.30173738598823546,0.10930195297753442
drawer,23,ee_acceleration,contact,0,5676,0.38625253140926363,0.15623221899972628
drawer,23,ee_acceleration,contact,1,11124,0.23212535679340363,0.05996445862768081
drawer,23,ee_acceleration,contact_phase3,during,15169,0.34244300723075866,0.04994585082121623
drawer,23,ee_acceleration,contact_phase3,post,1626,-6.400792920589447,5.515392170091495
drawer,23,ee_acceleration,phase,phase=7,16800,0.30173738598823546,0.10930195297753442
drawer,23,contact_force_log1p_mag,all,all,16800,0.7137364149093628,0.0251547759950607
drawer,23,contact_force_log1p_mag,contact,0,5676,-0.605251145362854,0.45049528729384597
drawer,23,contact_force_log1p_mag,contact,1,11124,0.8299948453903199,0.015690579948792725
drawer,23,contact_force_log1p_mag,contact_phase3,during,15169,0.686406135559082,0.026320594160758944
drawer,23,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,23,contact_force_log1p_mag,phase,phase=7,16800,0.7137364149093628,0.0251547759950607
peg_insert,0,ee_position,all,all,7740,0.007737356424331665,0.19743983096329293
peg_insert,0,ee_position,phase,phase=7,7740,0.007737356424331665,0.19743983096329293
peg_insert,0,ee_velocity,all,all,7740,-0.6228097438812256,0.18973284538177562
peg_insert,0,ee_velocity,phase,phase=7,7740,-0.6228097438812256,0.18973284538177562
peg_insert,0,ee_acceleration,all,all,7740,-0.07916804775595665,0.04189917290267584
peg_insert,0,ee_acceleration,phase,phase=7,7740,-0.07916804775595665,0.04189917290267584
peg_insert,0,contact_force_log1p_mag,all,all,7740,-0.20805907249450684,0.21935321393934756
peg_insert,0,contact_force_log1p_mag,phase,phase=7,7740,-0.20805907249450684,0.21935321393934756
peg_insert,1,ee_position,all,all,7740,0.6511136054992676,0.10117361992737925
peg_insert,1,ee_position,phase,phase=7,7740,0.6511136054992676,0.10117361992737925
peg_insert,1,ee_velocity,all,all,7740,-1.9278226375579834,0.5405175007627055
peg_insert,1,ee_velocity,phase,phase=7,7740,-1.9278226375579834,0.5405175007627055
peg_insert,1,ee_acceleration,all,all,7740,-1.3136610865592957,0.5299398270977468
peg_insert,1,ee_acceleration,phase,phase=7,7740,-1.3136610865592957,0.5299398270977468
peg_insert,1,contact_force_log1p_mag,all,all,7740,-0.41332387924194336,0.2812070452889031
peg_insert,1,contact_force_log1p_mag,phase,phase=7,7740,-0.41332387924194336,0.2812070452889031
peg_insert,2,ee_position,all,all,7740,0.7019364833831787,0.1105263248377293
peg_insert,2,ee_position,phase,phase=7,7740,0.7019364833831787,0.1105263248377293
peg_insert,2,ee_velocity,all,all,7740,-2.4155635833740234,0.4553697681240646
peg_insert,2,ee_velocity,phase,phase=7,7740,-2.4155635833740234,0.4553697681240646
peg_insert,2,ee_acceleration,all,all,7740,-1.9772337913513183,0.7353732500738059
peg_insert,2,ee_acceleration,phase,phase=7,7740,-1.9772337913513183,0.7353732500738059
peg_insert,2,contact_force_log1p_mag,all,all,7740,-0.6062104940414429,0.28166974917819954
peg_insert,2,contact_force_log1p_mag,phase,phase=7,7740,-0.6062104940414429,0.28166974917819954
peg_insert,3,ee_position,all,all,7740,0.756332004070282,0.07384796810286368
peg_insert,3,ee_position,phase,phase=7,7740,0.756332004070282,0.07384796810286368
peg_insert,3,ee_velocity,all,all,7740,-1.833560824394226,0.7321410628144033
peg_insert,3,ee_velocity,phase,phase=7,7740,-1.833560824394226,0.7321410628144033
peg_insert,3,ee_acceleration,all,all,7740,-2.8831400632858277,1.3265540262646724
peg_insert,3,ee_acceleration,phase,phase=7,7740,-2.8831400632858277,1.3265540262646724
peg_insert,3,contact_force_log1p_mag,all,all,7740,-0.7788265943527222,0.494142141950479
peg_insert,3,contact_force_log1p_mag,phase,phase=7,7740,-0.7788265943527222,0.494142141950479
peg_insert,4,ee_position,all,all,7740,0.7712708711624146,0.0717075532634591
peg_insert,4,ee_position,phase,phase=7,7740,0.7712708711624146,0.0717075532634591
peg_insert,4,ee_velocity,all,all,7740,-1.0873169779777527,0.17623353434652245
peg_insert,4,ee_velocity,phase,phase=7,7740,-1.0873169779777527,0.17623353434652245
peg_insert,4,ee_acceleration,all,all,7740,-2.034368467330933,0.6479607536846921
peg_insert,4,ee_acceleration,phase,phase=7,7740,-2.034368467330933,0.6479607536846921
peg_insert,4,contact_force_log1p_mag,all,all,7740,-0.5960938930511475,0.28639030642612223
peg_insert,4,contact_force_log1p_mag,phase,phase=7,7740,-0.5960938930511475,0.28639030642612223
peg_insert,5,ee_position,all,all,7740,0.8239532709121704,0.06378774752674544
peg_insert,5,ee_position,phase,phase=7,7740,0.8239532709121704,0.06378774752674544
peg_insert,5,ee_velocity,all,all,7740,-0.5567754566669464,0.3724732962602944
peg_insert,5,ee_velocity,phase,phase=7,7740,-0.5567754566669464,0.3724732962602944
peg_insert,5,ee_acceleration,all,all,7740,-1.724124789237976,0.530064973235764
peg_insert,5,ee_acceleration,phase,phase=7,7740,-1.724124789237976,0.530064973235764
peg_insert,5,contact_force_log1p_mag,all,all,7740,-0.3611203908920288,0.21933496764304064
peg_insert,5,contact_force_log1p_mag,phase,phase=7,7740,-0.3611203908920288,0.21933496764304064
peg_insert,6,ee_position,all,all,7740,0.8382673859596252,0.04569504470184131
peg_insert,6,ee_position,phase,phase=7,7740,0.8382673859596252,0.04569504470184131
peg_insert,6,ee_velocity,all,all,7740,-0.19786215722560882,0.2055530773216031
peg_insert,6,ee_velocity,phase,phase=7,7740,-0.19786215722560882,0.2055530773216031
peg_insert,6,ee_acceleration,all,all,7740,-1.4569530606269836,0.5252262986150401
peg_insert,6,ee_acceleration,phase,phase=7,7740,-1.4569530606269836,0.5252262986150401
peg_insert,6,contact_force_log1p_mag,all,all,7740,-0.4552723169326782,0.17704970813454282
peg_insert,6,contact_force_log1p_mag,phase,phase=7,7740,-0.4552723169326782,0.17704970813454282
peg_insert,7,ee_position,all,all,7740,0.8558448314666748,0.041300807227904204
peg_insert,7,ee_position,phase,phase=7,7740,0.8558448314666748,0.041300807227904204
peg_insert,7,ee_velocity,all,all,7740,0.061085423827171324,0.15468966888388044
peg_insert,7,ee_velocity,phase,phase=7,7740,0.061085423827171324,0.15468966888388044
peg_insert,7,ee_acceleration,all,all,7740,-1.0873886942863464,0.49697316960897137
peg_insert,7,ee_acceleration,phase,phase=7,7740,-1.0873886942863464,0.49697316960897137
peg_insert,7,contact_force_log1p_mag,all,all,7740,-0.5341466188430786,0.10464024751548207
peg_insert,7,contact_force_log1p_mag,phase,phase=7,7740,-0.5341466188430786,0.10464024751548207
peg_insert,8,ee_position,all,all,7740,0.8667098402976989,0.05031805589107077
peg_insert,8,ee_position,phase,phase=7,7740,0.8667098402976989,0.05031805589107077
peg_insert,8,ee_velocity,all,all,7740,0.17540474236011505,0.14908862283755867
peg_insert,8,ee_velocity,phase,phase=7,7740,0.17540474236011505,0.14908862283755867
peg_insert,8,ee_acceleration,all,all,7740,-0.9329476952552795,0.39823190023669935
peg_insert,8,ee_acceleration,phase,phase=7,7740,-0.9329476952552795,0.39823190023669935
peg_insert,8,contact_force_log1p_mag,all,all,7740,-0.3362626314163208,0.16021130271971645
peg_insert,8,contact_force_log1p_mag,phase,phase=7,7740,-0.3362626314163208,0.16021130271971645
peg_insert,9,ee_position,all,all,7740,0.8822712063789367,0.040466772964966896
peg_insert,9,ee_position,phase,phase=7,7740,0.8822712063789367,0.040466772964966896
peg_insert,9,ee_velocity,all,all,7740,0.2328658066689968,0.17926738778418244
peg_insert,9,ee_velocity,phase,phase=7,7740,0.2328658066689968,0.17926738778418244
peg_insert,9,ee_acceleration,all,all,7740,-0.6490392208099365,0.5368446133587906
peg_insert,9,ee_acceleration,phase,phase=7,7740,-0.6490392208099365,0.5368446133587906
peg_insert,9,contact_force_log1p_mag,all,all,7740,-0.12452939748764039,0.11169059247127383
peg_insert,9,contact_force_log1p_mag,phase,phase=7,7740,-0.12452939748764039,0.11169059247127383
peg_insert,10,ee_position,all,all,7740,0.8989286422729492,0.03291301542258572
peg_insert,10,ee_position,phase,phase=7,7740,0.8989286422729492,0.03291301542258572
peg_insert,10,ee_velocity,all,all,7740,0.2730770095717162,0.17670823102307903
peg_insert,10,ee_velocity,phase,phase=7,7740,0.2730770095717162,0.17670823102307903
peg_insert,10,ee_acceleration,all,all,7740,-0.8464019775390625,0.5888913305376805
peg_insert,10,ee_acceleration,phase,phase=7,7740,-0.8464019775390625,0.5888913305376805
peg_insert,10,contact_force_log1p_mag,all,all,7740,-0.006659889221191406,0.11325918584251962
peg_insert,10,contact_force_log1p_mag,phase,phase=7,7740,-0.006659889221191406,0.11325918584251962
peg_insert,11,ee_position,all,all,7740,0.9181923866271973,0.022512658260056675
peg_insert,11,ee_position,phase,phase=7,7740,0.9181923866271973,0.022512658260056675
peg_insert,11,ee_velocity,all,all,7740,0.3406724944710732,0.15551441260265436
peg_insert,11,ee_velocity,phase,phase=7,7740,0.3406724944710732,0.15551441260265436
peg_insert,11,ee_acceleration,all,all,7740,-0.5911865994334221,0.3387442966082642
peg_insert,11,ee_acceleration,phase,phase=7,7740,-0.5911865994334221,0.3387442966082642
peg_insert,11,contact_force_log1p_mag,all,all,7740,0.02888413667678833,0.10586112233437493
peg_insert,11,contact_force_log1p_mag,phase,phase=7,7740,0.02888413667678833,0.10586112233437493
peg_insert,12,ee_position,all,all,7740,0.9121922612190246,0.023504140601983917
peg_insert,12,ee_position,phase,phase=7,7740,0.9121922612190246,0.023504140601983917
peg_insert,12,ee_velocity,all,all,7740,0.2936459481716156,0.10073689762245057
peg_insert,12,ee_velocity,phase,phase=7,7740,0.2936459481716156,0.10073689762245057
peg_insert,12,ee_acceleration,all,all,7740,-0.49292055070400237,0.28598180735333156
peg_insert,12,ee_acceleration,phase,phase=7,7740,-0.49292055070400237,0.28598180735333156
peg_insert,12,contact_force_log1p_mag,all,all,7740,0.06558035612106324,0.06589606430697272
peg_insert,12,contact_force_log1p_mag,phase,phase=7,7740,0.06558035612106324,0.06589606430697272
peg_insert,13,ee_position,all,all,7740,0.9055016279220581,0.025779229707615366
peg_insert,13,ee_position,phase,phase=7,7740,0.9055016279220581,0.025779229707615366
peg_insert,13,ee_velocity,all,all,7740,0.378306245803833,0.041327292879711756
peg_insert,13,ee_velocity,phase,phase=7,7740,0.378306245803833,0.041327292879711756
peg_insert,13,ee_acceleration,all,all,7740,-0.40306211113929746,0.3495732025570448
peg_insert,13,ee_acceleration,phase,phase=7,7740,-0.40306211113929746,0.3495732025570448
peg_insert,13,contact_force_log1p_mag,all,all,7740,0.1184856653213501,0.04968295884919972
peg_insert,13,contact_force_log1p_mag,phase,phase=7,7740,0.1184856653213501,0.04968295884919972
peg_insert,14,ee_position,all,all,7740,0.9048041105270386,0.025794576956122636
peg_insert,14,ee_position,phase,phase=7,7740,0.9048041105270386,0.025794576956122636
peg_insert,14,ee_velocity,all,all,7740,0.4432219505310059,0.08251252484430993
peg_insert,14,ee_velocity,phase,phase=7,7740,0.4432219505310059,0.08251252484430993
peg_insert,14,ee_acceleration,all,all,7740,-0.2547337397933006,0.2858263115827053
peg_insert,14,ee_acceleration,phase,phase=7,7740,-0.2547337397933006,0.2858263115827053
peg_insert,14,contact_force_log1p_mag,all,all,7740,0.11104265451431275,0.09687678127452304
peg_insert,14,contact_force_log1p_mag,phase,phase=7,7740,0.11104265451431275,0.09687678127452304
peg_insert,15,ee_position,all,all,7740,0.9180681705474854,0.012550594721590994
peg_insert,15,ee_position,phase,phase=7,7740,0.9180681705474854,0.012550594721590994
peg_insert,15,ee_velocity,all,all,7740,0.5810905218124389,0.0573811563515854
peg_insert,15,ee_velocity,phase,phase=7,7740,0.5810905218124389,0.0573811563515854
peg_insert,15,ee_acceleration,all,all,7740,-0.26316677052527665,0.20569709430739516
peg_insert,15,ee_acceleration,phase,phase=7,7740,-0.26316677052527665,0.20569709430739516
peg_insert,15,contact_force_log1p_mag,all,all,7740,0.1131384015083313,0.09308193249685155
peg_insert,15,contact_force_log1p_mag,phase,phase=7,7740,0.1131384015083313,0.09308193249685155
peg_insert,16,ee_position,all,all,7740,0.9308854699134826,0.01309951304295757
peg_insert,16,ee_position,phase,phase=7,7740,0.9308854699134826,0.01309951304295757
peg_insert,16,ee_velocity,all,all,7740,0.6303168058395385,0.03616981630458122
peg_insert,16,ee_velocity,phase,phase=7,7740,0.6303168058395385,0.03616981630458122
peg_insert,16,ee_acceleration,all,all,7740,-0.136662857234478,0.16021437141610187
peg_insert,16,ee_acceleration,phase,phase=7,7740,-0.136662857234478,0.16021437141610187
peg_insert,16,contact_force_log1p_mag,all,all,7740,0.11507586240768433,0.06635704498917648
peg_insert,16,contact_force_log1p_mag,phase,phase=7,7740,0.11507586240768433,0.06635704498917648
peg_insert,17,ee_position,all,all,7740,0.9319651484489441,0.008683144050369788
peg_insert,17,ee_position,phase,phase=7,7740,0.9319651484489441,0.008683144050369788
peg_insert,17,ee_velocity,all,all,7740,0.6625643610954285,0.03293654582640181
peg_insert,17,ee_velocity,phase,phase=7,7740,0.6625643610954285,0.03293654582640181
peg_insert,17,ee_acceleration,all,all,7740,-0.2250733807682991,0.24019745530667178
peg_insert,17,ee_acceleration,phase,phase=7,7740,-0.2250733807682991,0.24019745530667178
peg_insert,17,contact_force_log1p_mag,all,all,7740,0.20666128396987915,0.03159988685343356
peg_insert,17,contact_force_log1p_mag,phase,phase=7,7740,0.20666128396987915,0.03159988685343356
peg_insert,18,ee_position,all,all,7740,0.9343583226203919,0.01330035365489484
peg_insert,18,ee_position,phase,phase=7,7740,0.9343583226203919,0.01330035365489484
peg_insert,18,ee_velocity,all,all,7740,0.6503556728363037,0.04418122484160086
peg_insert,18,ee_velocity,phase,phase=7,7740,0.6503556728363037,0.04418122484160086
peg_insert,18,ee_acceleration,all,all,7740,-0.12651975303888321,0.2285140524008759
peg_insert,18,ee_acceleration,phase,phase=7,7740,-0.12651975303888321,0.2285140524008759
peg_insert,18,contact_force_log1p_mag,all,all,7740,0.14667418003082275,0.08241318584292111
peg_insert,18,contact_force_log1p_mag,phase,phase=7,7740,0.14667418003082275,0.08241318584292111
peg_insert,19,ee_position,all,all,7740,0.9321407198905944,0.014069438161117727
peg_insert,19,ee_position,phase,phase=7,7740,0.9321407198905944,0.014069438161117727
peg_insert,19,ee_velocity,all,all,7740,0.6686795592308045,0.049073205663705176
peg_insert,19,ee_velocity,phase,phase=7,7740,0.6686795592308045,0.049073205663705176
peg_insert,19,ee_acceleration,all,all,7740,-0.06227806117385626,0.231931730707217
peg_insert,19,ee_acceleration,phase,phase=7,7740,-0.06227806117385626,0.231931730707217
peg_insert,19,contact_force_log1p_mag,all,all,7740,0.07424423694610596,0.09365599312303671
peg_insert,19,contact_force_log1p_mag,phase,phase=7,7740,0.07424423694610596,0.09365599312303671
peg_insert,20,ee_position,all,all,7740,0.9433106660842896,0.014226455627151089
peg_insert,20,ee_position,phase,phase=7,7740,0.9433106660842896,0.014226455627151089
peg_insert,20,ee_velocity,all,all,7740,0.661365520954132,0.05348267747710128
peg_insert,20,ee_velocity,phase,phase=7,7740,0.661365520954132,0.05348267747710128
peg_insert,20,ee_acceleration,all,all,7740,-0.11093315407633782,0.24005715877494518
peg_insert,20,ee_acceleration,phase,phase=7,7740,-0.11093315407633782,0.24005715877494518
peg_insert,20,contact_force_log1p_mag,all,all,7740,0.0867504358291626,0.06747792935309414
