src_task,tgt_task,layer,target,transfer_r2,within_tgt_r2,gap
drawer,push,13,ee_acceleration,-2149.747314453125,-0.39398148357868196,2149.3533329695465
drawer,push,14,ee_acceleration,-1876.126220703125,-0.2890859067440033,1875.837134796381
drawer,push,15,ee_acceleration,-2333.593994140625,-0.16969391964375974,2333.4243002209814
drawer,push,16,ee_acceleration,-1904.0557861328125,-0.18147472739219667,1903.8743114054203
drawer,push,17,ee_acceleration,-3626.60400390625,-0.10897340923547745,3626.4950304970143
drawer,push,18,ee_acceleration,-2946.49072265625,-0.1427074283361435,2946.348015227914
drawer,push,19,ee_acceleration,-6000.62841796875,-0.15026495978236198,6000.478153008968
drawer,push,20,ee_acceleration,-5369.435546875,-0.21124132573604584,5369.224305549264
drawer,push,21,ee_acceleration,-5052.8505859375,-0.18297782838344573,5052.667608109116
drawer,push,22,ee_acceleration,-3960.62548828125,-0.21162772327661514,3960.4138605579733
drawer,push,23,ee_acceleration,-4050.548095703125,-0.22154548466205598,4050.326550218463
drawer,push,0,contact_flag,-91.5232925415039,-0.0533257246017456,91.46996681690216
drawer,push,1,contact_flag,-21.9447078704834,0.20860536098480226,22.1533132314682
drawer,push,2,contact_flag,-36.05474853515625,0.20725833177566527,36.26200686693191
drawer,push,3,contact_flag,-181.7191162109375,0.14627455472946166,181.86539076566697
drawer,push,4,contact_flag,-8.788741111755371,0.2163136839866638,9.005054795742035
drawer,push,5,contact_flag,-20.656064987182617,0.23228034973144532,20.888345336914064
drawer,push,6,contact_flag,-7.666713237762451,0.351091730594635,8.017804968357087
drawer,push,7,contact_flag,-9.92426586151123,0.3381314992904663,10.262397360801696
drawer,push,8,contact_flag,-32.94321823120117,0.3981026649475098,33.34132089614868
drawer,push,9,contact_flag,-26.505359649658203,0.45009876489639283,26.955458414554595
drawer,push,10,contact_flag,-13.858983993530273,0.4946695566177368,14.35365355014801
drawer,push,11,contact_flag,-2.833216905593872,0.485729455947876,3.318946361541748
drawer,push,12,contact_flag,-9.115629196166992,0.5206008672714233,9.636230063438415
drawer,push,13,contact_flag,-17.362634658813477,0.47536306381225585,17.837997722625733
drawer,push,14,contact_flag,-3.7026283740997314,0.4551684260368347,4.157796800136566
drawer,push,15,contact_flag,-4.874969482421875,0.5217376232147217,5.3967071056365965
drawer,push,16,contact_flag,-3.594409465789795,0.5733596324920655,4.167769098281861
drawer,push,17,contact_flag,-14.700736999511719,0.574691092967987,15.275428092479705
drawer,push,18,contact_flag,-11.949234008789062,0.5940094113349914,12.543243420124053
drawer,push,19,contact_flag,-1.995160698890686,0.6086986422538757,2.603859341144562
drawer,push,20,contact_flag,-18.6149845123291,0.6040999174118042,19.219084429740906
drawer,push,21,contact_flag,-15.754733085632324,0.5783823132514954,16.33311539888382
drawer,push,22,contact_flag,-11.182616233825684,0.5889524459838867,11.77156867980957
drawer,push,23,contact_flag,-15.852581024169922,0.6070525288581848,16.459633553028105
drawer,push,0,contact_force_log1p_mag,-222.8031005859375,-0.19625248908996581,222.60684809684753
drawer,push,1,contact_force_log1p_mag,-53.58326721191406,0.1861242890357971,53.76939150094986
drawer,push,2,contact_force_log1p_mag,-35.906524658203125,0.2850822448730469,36.19160690307617
drawer,push,3,contact_force_log1p_mag,-444.3943176269531,0.21369940042495728,444.6080170273781
drawer,push,4,contact_force_log1p_mag,-22.763826370239258,0.25737351179122925,23.021199882030487
drawer,push,5,contact_force_log1p_mag,-13.590217590332031,0.24090664386749266,13.831124234199525
drawer,push,6,contact_force_log1p_mag,-19.391952514648438,0.30951130390167236,19.70146381855011
drawer,push,7,contact_force_log1p_mag,-15.571788787841797,0.3603813648223877,15.932170152664185
drawer,push,8,contact_force_log1p_mag,-91.98152923583984,0.4302469968795776,92.41177623271942
drawer,push,9,contact_force_log1p_mag,-62.738380432128906,0.43329753875732424,63.17167797088623
drawer,push,10,contact_force_log1p_mag,-64.09220123291016,0.42804852724075315,64.5202497601509
drawer,push,11,contact_force_log1p_mag,-18.7973575592041,0.4065229296684265,19.203880488872528
drawer,push,12,contact_force_log1p_mag,-10.754063606262207,0.4608500123023987,11.214913618564605
drawer,push,13,contact_force_log1p_mag,-34.03904724121094,0.4459068298339844,34.484954071044925
drawer,push,14,contact_force_log1p_mag,-13.955789566040039,0.4357791066169739,14.391568672657012
drawer,push,15,contact_force_log1p_mag,-21.828563690185547,0.4414401650428772,22.270003855228424
drawer,push,16,contact_force_log1p_mag,-25.168981552124023,0.5253461956977844,25.69432774782181
drawer,push,17,contact_force_log1p_mag,-13.434562683105469,0.5393982529640198,13.973960936069489
drawer,push,18,contact_force_log1p_mag,-48.5133056640625,0.557740843296051,49.07104650735855
drawer,push,19,contact_force_log1p_mag,-8.145196914672852,0.5649420738220214,8.710138988494872
drawer,push,20,contact_force_log1p_mag,-29.346349716186523,0.5438874006271363,29.89023711681366
drawer,push,21,contact_force_log1p_mag,-12.52574348449707,0.4967819809913635,13.022525465488433
drawer,push,22,contact_force_log1p_mag,-27.335205078125,0.5268892407417297,27.86209431886673
drawer,push,23,contact_force_log1p_mag,-55.166221618652344,0.5289997816085815,55.69522140026093
strike,drawer,0,ee_velocity,-438.5411376953125,0.17438897043466567,438.7155266657472
strike,drawer,1,ee_velocity,-8.54343318939209,0.16561234518885612,8.709045534580946
strike,drawer,2,ee_velocity,-64.76333618164062,0.14353486150503159,64.90687104314566
strike,drawer,3,ee_velocity,-50.034339904785156,0.1395043283700943,50.17384423315525
strike,drawer,4,ee_velocity,-21.995912551879883,0.11207018699496984,22.107982738874853
strike,drawer,5,ee_velocity,-26.52201271057129,0.1380312904715538,26.66004400104284
strike,drawer,6,ee_velocity,-31.027929306030273,0.2571830704808235,31.285112376511098
strike,drawer,7,ee_velocity,-7.812685966491699,0.31716427505016326,8.129850241541863
strike,drawer,8,ee_velocity,-18.74056053161621,0.3299460142850876,19.0705065459013
strike,drawer,9,ee_velocity,-8.915624618530273,0.3201982706785202,9.235822889208794
strike,drawer,10,ee_velocity,-12.451038360595703,0.33651686608791354,12.787555226683617
strike,drawer,11,ee_velocity,-10.677104949951172,0.37592955827713015,11.053034508228302
strike,drawer,12,ee_velocity,-2.2247116565704346,0.37397059202194216,2.5986822485923766
strike,drawer,13,ee_velocity,-1.9336152076721191,0.40082170367240905,2.334436911344528
strike,drawer,14,ee_velocity,-1.3021453619003296,0.42778180837631224,1.729927170276642
strike,drawer,15,ee_velocity,-7.484836101531982,0.4591950476169586,7.944031149148941
strike,drawer,16,ee_velocity,-6.772985458374023,0.47943970561027527,7.252425163984299
strike,drawer,17,ee_velocity,-28.46715545654297,0.5027005434036255,28.969855999946596
strike,drawer,18,ee_velocity,-8.427145004272461,0.5153040051460266,8.942449009418487
strike,drawer,19,ee_velocity,-4.180105209350586,0.5127810955047607,4.692886304855347
strike,drawer,20,ee_velocity,-11.594398498535156,0.5082759380340576,12.102674436569213
strike,drawer,21,ee_velocity,-11.032207489013672,0.535173773765564,11.567381262779236
strike,drawer,22,ee_velocity,-9.48422908782959,0.5372820794582367,10.021511167287827
strike,drawer,23,ee_velocity,-9.754521369934082,0.5390317797660827,10.293553149700164
strike,drawer,0,ee_acceleration,-2.630925416946411,0.0030053054448217153,2.633930722391233
strike,drawer,1,ee_acceleration,-2.30556321144104,-0.07929698154330253,2.2262662298977376
strike,drawer,2,ee_acceleration,-5.398339748382568,-0.1721452794969082,5.2261944688856605
strike,drawer,3,ee_acceleration,-4.06429386138916,-0.283528633415699,3.780765227973461
strike,drawer,4,ee_acceleration,-3.162353277206421,-0.2092892825603485,2.9530639946460724
strike,drawer,5,ee_acceleration,-5.811753273010254,-0.19440371692180633,5.617349556088447
strike,drawer,6,ee_acceleration,-3.6072826385498047,-0.08551652729511261,3.521766111254692
strike,drawer,7,ee_acceleration,-2.417316198348999,-0.028156002913601697,2.389160195435397
strike,drawer,8,ee_acceleration,-2.708763837814331,-0.027977123484015466,2.6807867143303157
strike,drawer,9,ee_acceleration,-4.293707370758057,-0.005268119368702173,4.288439251389354
strike,drawer,10,ee_acceleration,-2.0526037216186523,0.004014067351818085,2.0566177889704704
strike,drawer,11,ee_acceleration,-0.6799935698509216,0.0017162181437015533,0.6817097879946232
strike,drawer,12,ee_acceleration,-1.0152418613433838,0.016883239150047302,1.032125100493431
strike,drawer,13,ee_acceleration,-1.6290206909179688,0.0738479658961296,1.7028686568140983
strike,drawer,14,ee_acceleration,-2.5819787979125977,0.08239023685455323,2.6643690347671507
strike,drawer,15,ee_acceleration,-1.1470346450805664,0.09632333219051362,1.24335797727108
strike,drawer,16,ee_acceleration,-2.3589653968811035,0.09145070016384124,2.4504160970449447
strike,drawer,17,ee_acceleration,-0.23574882745742798,0.10062378644943237,0.33637261390686035
strike,drawer,18,ee_acceleration,-0.9070180058479309,0.11485626995563507,1.021874275803566
strike,drawer,19,ee_acceleration,-2.7373061180114746,0.10762888193130493,2.8449349999427795
strike,drawer,20,ee_acceleration,-0.4997621178627014,0.15587286204099654,0.655634979903698
strike,drawer,21,ee_acceleration,-4.08518648147583,0.15791695490479468,4.243103436380625
strike,drawer,22,ee_acceleration,-7.8137383460998535,0.17606914937496185,7.989807495474816
strike,drawer,23,ee_acceleration,-2.627128839492798,0.18563536033034325,2.812764199823141
strike,drawer,0,contact_flag,-3.383359432220459,0.2096668601036072,3.5930262923240663
strike,drawer,1,contact_flag,-2.653184413909912,0.35928108394145963,3.012465497851372
strike,drawer,2,contact_flag,-15.6639404296875,0.33387004137039183,15.997810471057893
strike,drawer,3,contact_flag,-22.80377197265625,0.37961732149124144,23.183389294147492
strike,drawer,4,contact_flag,-8.681710243225098,0.413308846950531,9.09501909017563
strike,drawer,5,contact_flag,-37.074954986572266,0.48863773941993716,37.5635927259922
strike,drawer,6,contact_flag,-21.17438316345215,0.5720996260643005,21.74648278951645
strike,drawer,7,contact_flag,-1.3525195121765137,0.5833417177200317,1.9358612298965454
strike,drawer,8,contact_flag,-0.8348354697227478,0.5783503770828247,1.4131858468055725
strike,drawer,9,contact_flag,-23.832128524780273,0.5158028542995453,24.347931379079817
strike,drawer,10,contact_flag,-11.525982856750488,0.5614487290382385,12.087431585788726
strike,drawer,11,contact_flag,-17.08041763305664,0.564777034521103,17.645194667577744
strike,drawer,12,contact_flag,-5.026076316833496,0.5901994585990906,5.6162757754325865
strike,drawer,13,contact_flag,-2.025397300720215,0.617422592639923,2.642819893360138
strike,drawer,14,contact_flag,-7.395970344543457,0.6262639164924622,8.02223426103592
strike,drawer,15,contact_flag,-13.982834815979004,0.6259378433227539,14.608772659301758
strike,drawer,16,contact_flag,-23.730709075927734,0.6488311767578125,24.379540252685548
strike,drawer,17,contact_flag,-8.124692916870117,0.664243471622467,8.788936388492584
strike,drawer,18,contact_flag,-1.8480104207992554,0.6591822504997253,2.5071926712989807
strike,drawer,19,contact_flag,-9.19810676574707,0.6805663943290711,9.878673160076142
strike,drawer,20,contact_flag,-4.285147190093994,0.6657942771911621,4.950941467285157
strike,drawer,21,contact_flag,-1.7452980279922485,0.6680668354034424,2.413364863395691
strike,drawer,22,contact_flag,-7.449859619140625,0.661257803440094,8.111117422580719
strike,drawer,23,contact_flag,-0.4704835116863251,0.6862486004829407,1.1567321121692657
strike,drawer,0,contact_force_log1p_mag,-8.738463401794434,0.04171689748764038,8.780180299282074
strike,drawer,1,contact_force_log1p_mag,-3.5248618125915527,0.22254778146743776,3.7474095940589907
strike,drawer,2,contact_force_log1p_mag,-3.1109414100646973,0.1826680541038513,3.2936094641685485
strike,drawer,3,contact_force_log1p_mag,-31.43460464477539,0.2816470503807068,31.716251695156096
strike,drawer,4,contact_force_log1p_mag,-5.207277774810791,0.3119130373001099,5.519190812110901
strike,drawer,5,contact_force_log1p_mag,-19.64772605895996,0.4191376447677612,20.066863703727723
strike,drawer,6,contact_force_log1p_mag,-7.440756797790527,0.5195014476776123,7.96025824546814
strike,drawer,7,contact_force_log1p_mag,-5.535145282745361,0.5740171194076538,6.109162402153015
strike,drawer,8,contact_force_log1p_mag,-0.394461989402771,0.5740303874015809,0.9684923768043519
strike,drawer,9,contact_force_log1p_mag,-5.943727493286133,0.5191479086875915,6.462875401973724
strike,drawer,10,contact_force_log1p_mag,-7.072634696960449,0.5530582904815674,7.625692987442017
strike,drawer,11,contact_force_log1p_mag,-11.561027526855469,0.5688279628753662,12.129855489730835
strike,drawer,12,contact_force_log1p_mag,-2.3916146755218506,0.5903088688850403,2.981923544406891
strike,drawer,13,contact_force_log1p_mag,-2.5023486614227295,0.6269068360328675,3.129255497455597
strike,drawer,14,contact_force_log1p_mag,-1.6409800052642822,0.6246208906173706,2.265600895881653
strike,drawer,15,contact_force_log1p_mag,-2.15623140335083,0.6421051740646362,2.7983365774154665
strike,drawer,16,contact_force_log1p_mag,-2.5702202320098877,0.6578599333763122,3.2280801653862
strike,drawer,17,contact_force_log1p_mag,-1.0287251472473145,0.6811215877532959,1.7098467350006104
strike,drawer,18,contact_force_log1p_mag,-1.3992297649383545,0.6605563759803772,2.0597861409187317
strike,drawer,19,contact_force_log1p_mag,-2.873786449432373,0.6775701642036438,3.551356613636017
strike,drawer,20,contact_force_log1p_mag,-5.413582801818848,0.667008924484253,6.0805917263031
strike,drawer,21,contact_force_log1p_mag,-1.1899387836456299,0.6719326972961426,1.8618714809417725
strike,drawer,22,contact_force_log1p_mag,-1.4497389793395996,0.6685003638267517,2.1182393431663513
strike,drawer,23,contact_force_log1p_mag,-1.1026709079742432,0.6960642814636231,1.7987351894378663
drawer,strike,0,ee_velocity,-39.624176025390625,-0.580218818038702,39.04395720735192
drawer,strike,1,ee_velocity,-127.93643951416016,0.3492733836174011,128.28571289777756
drawer,strike,2,ee_velocity,-57.041439056396484,0.5012630879878998,57.542702144384386
drawer,strike,3,ee_velocity,-77.35255432128906,0.4942517399787903,77.84680606126786
drawer,strike,4,ee_velocity,-62.34676742553711,0.5177381098270416,62.86450553536415
drawer,strike,5,ee_velocity,-20.208066940307617,0.652962064743042,20.86102900505066
drawer,strike,6,ee_velocity,-28.398103713989258,0.6969259977340698,29.095029711723328
drawer,strike,7,ee_velocity,-45.150386810302734,0.7344450712203979,45.884831881523134
drawer,strike,8,ee_velocity,-63.22301483154297,0.729030442237854,63.952045273780826
drawer,strike,9,ee_velocity,-58.86114501953125,0.7470872521400451,59.6082322716713
drawer,strike,10,ee_velocity,-51.68672561645508,0.7658499956130982,52.45257561206817
drawer,strike,11,ee_velocity,-44.812103271484375,0.7835108995437622,45.59561417102814
drawer,strike,12,ee_velocity,-57.86674118041992,0.78818119764328,58.654922378063205
drawer,strike,13,ee_velocity,-68.19735717773438,0.8059557557106019,69.00331293344497
drawer,strike,14,ee_velocity,-18.515928268432617,0.8148030757904052,19.33073134422302
drawer,strike,15,ee_velocity,-8.01527214050293,0.8360677719116211,8.85133991241455
drawer,strike,16,ee_velocity,-22.259653091430664,0.8671015620231628,23.126754653453826
drawer,strike,17,ee_velocity,-19.411081314086914,0.8847632050514221,20.295844519138335
drawer,strike,18,ee_velocity,-67.82266998291016,0.8818771839141846,68.70454716682434
drawer,strike,19,ee_velocity,-31.242259979248047,0.8812977552413941,32.12355773448944
drawer,strike,20,ee_velocity,-24.352441787719727,0.8766027927398682,25.229044580459593
drawer,strike,21,ee_velocity,-74.88290405273438,0.8728299260139465,75.75573397874832
drawer,strike,22,ee_velocity,-71.20995330810547,0.8878503322601319,72.0978036403656
drawer,strike,23,ee_velocity,-71.14750671386719,0.8696249842643737,72.01713169813156
drawer,strike,0,ee_acceleration,-98.03178405761719,-0.3620071053504944,97.66977695226669
drawer,strike,1,ee_acceleration,-1483.298095703125,-0.6213372766971588,1482.6767584264278
drawer,strike,2,ee_acceleration,-1229.6099853515625,-0.89327073097229,1228.7167146205902
drawer,strike,3,ee_acceleration,-497.8389587402344,-1.0675067901611328,496.77145195007324
drawer,strike,4,ee_acceleration,-488.6839599609375,-0.9182336449623107,487.7657263159752
drawer,strike,5,ee_acceleration,-1092.5125732421875,-0.9698034822940826,1091.5427697598934
drawer,strike,6,ee_acceleration,-473.4879455566406,-0.6228217959403992,472.8651237607002
drawer,strike,7,ee_acceleration,-469.327392578125,-0.6600378155708313,468.66735476255417
drawer,strike,8,ee_acceleration,-654.941162109375,-0.6331787407398224,654.3079833686352
drawer,strike,9,ee_acceleration,-960.0252685546875,-0.5410710513591767,959.4841975033283
drawer,strike,10,ee_acceleration,-379.7455749511719,-0.4157777100801468,379.32979724109174
drawer,strike,11,ee_acceleration,-673.0838012695312,-0.39953326880931855,672.6842680007219
drawer,strike,12,ee_acceleration,-446.0199279785156,-0.41795945465564727,445.60196852385997
drawer,strike,13,ee_acceleration,-632.338134765625,-0.23101195693016052,632.1071228086948
drawer,strike,14,ee_acceleration,-617.0062866210938,-0.20386004094034432,616.8024265801535
drawer,strike,15,ee_acceleration,-865.3002319335938,-0.19068485423922538,865.1095470793546
drawer,strike,16,ee_acceleration,-626.1214599609375,-0.05773681430146098,626.063723146636
drawer,strike,17,ee_acceleration,-1551.7003173828125,-0.07086685672402382,1551.6294505260885
drawer,strike,18,ee_acceleration,-1301.67822265625,-0.02573443651199341,1301.652488219738
drawer,strike,19,ee_acceleration,-2601.05810546875,-0.09829263240098954,2600.959812836349
drawer,strike,20,ee_acceleration,-2511.02490234375,-0.04993057548999787,2510.97497176826
drawer,strike,21,ee_acceleration,-1705.1082763671875,-0.22108127884566783,1704.8871950883417
drawer,strike,22,ee_acceleration,-1269.0196533203125,-0.1530036226962693,1268.8666496976161
drawer,strike,23,ee_acceleration,-1253.8533935546875,-0.22365243285894393,1253.6297411218286
drawer,strike,0,contact_flag,-161.1825714111328,-0.3972702145576477,160.78530119657518
drawer,strike,1,contact_flag,-76.70911407470703,-0.19834585338830948,76.51076822131873
drawer,strike,2,contact_flag,-24.71891975402832,0.04521356821060181,24.764133322238923
drawer,strike,3,contact_flag,-320.289306640625,0.029204249382019043,320.318510890007
drawer,strike,4,contact_flag,-23.909475326538086,0.07069094777107239,23.98016627430916
drawer,strike,5,contact_flag,-71.12516784667969,0.056949925422668454,71.18211777210236
drawer,strike,6,contact_flag,-26.528827667236328,0.2687766462564468,26.797604313492776
drawer,strike,7,contact_flag,-25.394567489624023,0.33244915008544923,25.727016639709472
drawer,strike,8,contact_flag,-88.20059967041016,0.3927464932203293,88.59334616363049
drawer,strike,9,contact_flag,-75.3422622680664,0.4118313193321228,75.75409358739853
drawer,strike,10,contact_flag,-37.27776336669922,0.42343109250068667,37.701194459199904
drawer,strike,11,contact_flag,-4.2828216552734375,0.42601737976074217,4.708839035034179
drawer,strike,12,contact_flag,-5.927399158477783,0.4459290266036987,6.373328185081482
drawer,strike,13,contact_flag,-9.027505874633789,0.49881382286548615,9.526319697499275
drawer,strike,14,contact_flag,-6.471681594848633,0.4696212649345398,6.941302859783173
drawer,strike,15,contact_flag,-19.331968307495117,0.5657739043235779,19.897742211818695
drawer,strike,16,contact_flag,-9.525818824768066,0.5441747307777405,10.069993555545807
drawer,strike,17,contact_flag,-18.566598892211914,0.5821649610996247,19.14876385331154
drawer,strike,18,contact_flag,-50.48875045776367,0.5724900603294373,51.06124051809311
drawer,strike,19,contact_flag,-7.0093889236450195,0.576429134607315,7.585818058252334
drawer,strike,20,contact_flag,-42.07589340209961,0.5517044961452484,42.62759789824486
drawer,strike,21,contact_flag,-20.47817039489746,0.5265418231487274,21.004712218046187
drawer,strike,22,contact_flag,-30.730510711669922,0.5241665303707123,31.254677242040636
drawer,strike,23,contact_flag,-18.736732482910156,0.5217755317687989,19.258508014678956
drawer,strike,0,contact_force_log1p_mag,-267.2196350097656,-0.600978946685791,266.6186560630798
drawer,strike,1,contact_force_log1p_mag,-123.99372100830078,-0.19469019174575805,123.79903081655502
drawer,strike,2,contact_force_log1p_mag,-6.5943779945373535,0.07766529321670532,6.672043287754059
drawer,strike,3,contact_force_log1p_mag,-522.6375122070312,0.14403501749038697,522.7815472245217
drawer,strike,4,contact_force_log1p_mag,-49.1654052734375,0.15425848960876465,49.319663763046265
drawer,strike,5,contact_force_log1p_mag,-31.874435424804688,0.03333953619003296,31.907774960994722
drawer,strike,6,contact_force_log1p_mag,-21.87674331665039,0.22040116786956787,22.09714448451996
drawer,strike,7,contact_force_log1p_mag,-23.629806518554688,0.29775227308273317,23.92755879163742
drawer,strike,8,contact_force_log1p_mag,-153.60789489746094,0.41738888025283816,154.02528377771378
drawer,strike,9,contact_force_log1p_mag,-105.7874755859375,0.43885481357574463,106.22633039951324
drawer,strike,10,contact_force_log1p_mag,-97.20513153076172,0.49976286888122556,97.70489439964294
drawer,strike,11,contact_force_log1p_mag,-23.160919189453125,0.4690732955932617,23.629992485046387
drawer,strike,12,contact_force_log1p_mag,-7.679586410522461,0.48611838817596437,8.165704798698425
drawer,strike,13,contact_force_log1p_mag,-13.142646789550781,0.5156545639038086,13.65830135345459
drawer,strike,14,contact_force_log1p_mag,-18.324771881103516,0.5181350350379944,18.84290691614151
drawer,strike,15,contact_force_log1p_mag,-52.1218147277832,0.563685667514801,52.68550039529801
drawer,strike,16,contact_force_log1p_mag,-41.70771026611328,0.5234851360321044,42.23119540214539
drawer,strike,17,contact_force_log1p_mag,-9.205778121948242,0.5726771831512452,9.778455305099488
drawer,strike,18,contact_force_log1p_mag,-121.00019836425781,0.5542237162590027,121.55442208051682
drawer,strike,19,contact_force_log1p_mag,-18.406299591064453,0.5404558658599854,18.94675545692444
drawer,strike,20,contact_force_log1p_mag,-44.81285858154297,0.533406400680542,45.34626498222351
drawer,strike,21,contact_force_log1p_mag,-9.013139724731445,0.49908324480056765,9.512222969532013
drawer,strike,22,contact_force_log1p_mag,-66.04203033447266,0.5134311318397522,66.55546146631241
drawer,strike,23,contact_force_log1p_mag,-38.074546813964844,0.5085595607757568,38.5831063747406
