src_task,tgt_task,layer,target,transfer_r2,within_tgt_r2,gap
strike,push,1,ee_velocity,-4.963379383087158,0.30671832263469695,5.270097705721855
strike,push,2,ee_velocity,-2.531972885131836,0.506667572259903,3.0386404573917387
strike,push,3,ee_velocity,-2.0082387924194336,0.5051927387714386,2.5134315311908724
strike,push,4,ee_velocity,-1.9694533348083496,0.5714458525180817,2.5408991873264313
strike,push,5,ee_velocity,-0.912735104560852,0.6877888798713684,1.6005239844322205
strike,push,6,ee_velocity,-0.38330021500587463,0.7332057356834412,1.1165059506893158
strike,push,7,ee_velocity,-0.047061167657375336,0.7705580830574036,0.8176192507147789
strike,push,8,ee_velocity,0.08618896454572678,0.7563896656036377,0.670200701057911
strike,push,9,ee_velocity,0.19053368270397186,0.7720626354217529,0.581528952717781
strike,push,10,ee_velocity,0.3139715790748596,0.7891960144042969,0.47522443532943726
strike,push,11,ee_velocity,0.14335276186466217,0.7829464077949524,0.6395936459302902
strike,push,12,ee_velocity,0.18360783159732819,0.8011747479438782,0.61756691634655
strike,push,13,ee_velocity,0.29630517959594727,0.8077519059181213,0.511446726322174
strike,push,14,ee_velocity,0.25307103991508484,0.8248353600502014,0.5717643201351166
strike,push,15,ee_velocity,0.41122135519981384,0.8327423453330993,0.4215209901332855
strike,push,16,ee_velocity,0.19373714923858643,0.8509432792663574,0.657206130027771
strike,push,17,ee_velocity,0.3645467758178711,0.8739752173423767,0.5094284415245056
strike,push,18,ee_velocity,0.4948384463787079,0.8799593925476075,0.3851209461688996
strike,push,19,ee_velocity,0.4766753315925598,0.8742717742919922,0.3975964426994324
strike,push,20,ee_velocity,0.3479129374027252,0.8698769807815552,0.52196404337883
strike,push,21,ee_velocity,0.28062930703163147,0.877454423904419,0.5968251168727875
strike,push,22,ee_velocity,0.3254542946815491,0.8848152875900268,0.5593609929084777
strike,push,23,ee_velocity,-0.4910353422164917,0.8828012108802795,1.3738365530967713
strike,push,0,ee_acceleration,-4.808243751525879,-0.19179710745811462,4.616446644067764
strike,push,1,ee_acceleration,-6.963396072387695,-0.7360400855541229,6.227355986833572
strike,push,2,ee_acceleration,-9.940346717834473,-0.6144568920135498,9.325889825820923
strike,push,3,ee_acceleration,-10.891805648803711,-0.7805387437343597,10.111266905069352
strike,push,4,ee_acceleration,-8.942926406860352,-0.6804563939571381,8.262470012903213
strike,push,5,ee_acceleration,-7.625675201416016,-0.7042862713336945,6.921388930082321
strike,push,6,ee_acceleration,-8.023934364318848,-0.5723768055438996,7.451557558774948
strike,push,7,ee_acceleration,-6.876415729522705,-0.5466128170490265,6.329802912473679
strike,push,8,ee_acceleration,-5.940524101257324,-0.4574076533317566,5.483116447925568
strike,push,9,ee_acceleration,-5.335857391357422,-0.45909192562103274,4.876765465736389
strike,push,10,ee_acceleration,-4.770298957824707,-0.500786155462265,4.269512802362442
strike,push,11,ee_acceleration,-4.746130466461182,-0.4414254605770111,4.304705005884171
strike,push,12,ee_acceleration,-5.408532619476318,-0.5018638908863068,4.906668728590011
strike,push,13,ee_acceleration,-6.256747722625732,-0.39398148357868196,5.86276623904705
strike,push,14,ee_acceleration,-3.81897234916687,-0.2890859067440033,3.5298864424228666
strike,push,15,ee_acceleration,-3.791395664215088,-0.16969391964375974,3.621701744571328
strike,push,16,ee_acceleration,-5.502092361450195,-0.18147472739219667,5.3206176340579985
strike,push,17,ee_acceleration,-3.847118616104126,-0.10897340923547745,3.7381452068686487
strike,push,18,ee_acceleration,-3.7546613216400146,-0.1427074283361435,3.611953893303871
strike,push,19,ee_acceleration,-5.670223712921143,-0.15026495978236198,5.519958753138781
strike,push,20,ee_acceleration,-4.7715229988098145,-0.21124132573604584,4.560281673073769
strike,push,21,ee_acceleration,-10.91498851776123,-0.18297782838344573,10.732010689377784
strike,push,22,ee_acceleration,-15.439800262451172,-0.21162772327661514,15.228172539174556
strike,push,23,ee_acceleration,-13.484025001525879,-0.22154548466205598,13.262479516863824
strike,push,0,contact_flag,-6.561383247375488,-0.0533257246017456,6.5080575227737425
strike,push,1,contact_flag,-1.3838577270507812,0.20860536098480226,1.5924630880355835
strike,push,2,contact_flag,-0.045148491859436035,0.20725833177566527,0.2524068236351013
strike,push,3,contact_flag,-0.0925137996673584,0.14627455472946166,0.23878835439682006
strike,push,4,contact_flag,-0.525863766670227,0.2163136839866638,0.7421774506568909
strike,push,5,contact_flag,-0.37102222442626953,0.23228034973144532,0.6033025741577148
strike,push,6,contact_flag,-0.2832382917404175,0.351091730594635,0.6343300223350525
strike,push,7,contact_flag,-0.13166439533233643,0.3381314992904663,0.46979589462280275
strike,push,8,contact_flag,-0.04250752925872803,0.3981026649475098,0.4406101942062378
strike,push,9,contact_flag,-0.36811864376068115,0.45009876489639283,0.8182174086570739
strike,push,10,contact_flag,0.12986516952514648,0.4946695566177368,0.36480438709259033
strike,push,11,contact_flag,-0.3522472381591797,0.485729455947876,0.8379766941070557
strike,push,12,contact_flag,0.05728030204772949,0.5206008672714233,0.4633205652236938
strike,push,13,contact_flag,0.06270617246627808,0.47536306381225585,0.41265689134597777
strike,push,14,contact_flag,0.17831647396087646,0.4551684260368347,0.27685195207595825
strike,push,15,contact_flag,0.013532698154449463,0.5217376232147217,0.5082049250602723
strike,push,16,contact_flag,0.22348779439926147,0.5733596324920655,0.349871838092804
strike,push,17,contact_flag,0.1743571162223816,0.574691092967987,0.40033397674560545
strike,push,18,contact_flag,0.09943622350692749,0.5940094113349914,0.4945731878280639
strike,push,19,contact_flag,-0.10373330116271973,0.6086986422538757,0.7124319434165954
strike,push,20,contact_flag,-0.13085246086120605,0.6040999174118042,0.7349523782730103
strike,push,21,contact_flag,0.05865168571472168,0.5783823132514954,0.5197306275367737
strike,push,22,contact_flag,-0.035155415534973145,0.5889524459838867,0.6241078615188599
strike,push,23,contact_flag,-0.2678654193878174,0.6070525288581848,0.8749179482460022
strike,push,0,contact_force_log1p_mag,-8.599175453186035,-0.19625248908996581,8.402922964096069
strike,push,1,contact_force_log1p_mag,-1.4970126152038574,0.1861242890357971,1.6831369042396545
strike,push,2,contact_force_log1p_mag,0.002645254135131836,0.2850822448730469,0.28243699073791506
strike,push,3,contact_force_log1p_mag,-0.05080115795135498,0.21369940042495728,0.26450055837631226
strike,push,4,contact_force_log1p_mag,-0.46821749210357666,0.25737351179122925,0.7255910038948059
strike,push,5,contact_force_log1p_mag,-0.27858638763427734,0.24090664386749266,0.5194930315017701
strike,push,6,contact_force_log1p_mag,-0.19436657428741455,0.30951130390167236,0.5038778781890869
strike,push,7,contact_force_log1p_mag,-0.11478579044342041,0.3603813648223877,0.4751671552658081
strike,push,8,contact_force_log1p_mag,-0.2733360528945923,0.4302469968795776,0.70358304977417
strike,push,9,contact_force_log1p_mag,-0.3417704105377197,0.43329753875732424,0.775067949295044
strike,push,10,contact_force_log1p_mag,0.17252641916275024,0.42804852724075315,0.2555221080780029
strike,push,11,contact_force_log1p_mag,-0.1653881072998047,0.4065229296684265,0.5719110369682312
strike,push,12,contact_force_log1p_mag,0.08349138498306274,0.4608500123023987,0.37735862731933595
strike,push,13,contact_force_log1p_mag,0.1321544647216797,0.4459068298339844,0.3137523651123047
strike,push,14,contact_force_log1p_mag,0.184553861618042,0.4357791066169739,0.2512252449989319
strike,push,15,contact_force_log1p_mag,0.012294352054595947,0.4414401650428772,0.42914581298828125
strike,push,16,contact_force_log1p_mag,0.08884960412979126,0.5253461956977844,0.43649659156799314
strike,push,17,contact_force_log1p_mag,-0.020515799522399902,0.5393982529640198,0.5599140524864197
strike,push,18,contact_force_log1p_mag,-0.027332782745361328,0.557740843296051,0.5850736260414123
strike,push,19,contact_force_log1p_mag,-0.08530592918395996,0.5649420738220214,0.6502480030059814
strike,push,20,contact_force_log1p_mag,-0.3173869848251343,0.5438874006271363,0.8612743854522705
strike,push,21,contact_force_log1p_mag,-0.07698333263397217,0.4967819809913635,0.5737653136253357
strike,push,22,contact_force_log1p_mag,-0.07889389991760254,0.5268892407417297,0.6057831406593323
strike,push,23,contact_force_log1p_mag,-0.38522303104400635,0.5289997816085815,0.9142228126525879
push,drawer,0,ee_velocity,-72.21235656738281,0.17438897043466567,72.38674553781748
push,drawer,1,ee_velocity,-6.290870666503906,0.16561234518885612,6.456483011692763
push,drawer,2,ee_velocity,-3.747737169265747,0.14353486150503159,3.8912720307707787
push,drawer,3,ee_velocity,-6.684436321258545,0.1395043283700943,6.823940649628639
push,drawer,4,ee_velocity,-9.400279998779297,0.11207018699496984,9.512350185774267
push,drawer,5,ee_velocity,-7.151310920715332,0.1380312904715538,7.289342211186886
push,drawer,6,ee_velocity,-4.447571277618408,0.2571830704808235,4.7047543480992315
push,drawer,7,ee_velocity,-3.5371713638305664,0.31716427505016326,3.8543356388807295
push,drawer,8,ee_velocity,-2.103518009185791,0.3299460142850876,2.4334640234708784
push,drawer,9,ee_velocity,-3.3061580657958984,0.3201982706785202,3.6263563364744185
push,drawer,10,ee_velocity,-6.23555850982666,0.33651686608791354,6.572075375914574
push,drawer,11,ee_velocity,-0.7467984557151794,0.37592955827713015,1.1227280139923095
push,drawer,12,ee_velocity,-1.1592637300491333,0.37397059202194216,1.5332343220710754
push,drawer,13,ee_velocity,-1.4354742765426636,0.40082170367240905,1.8362959802150727
push,drawer,14,ee_velocity,-1.1059905290603638,0.42778180837631224,1.533772337436676
push,drawer,15,ee_velocity,-2.875544548034668,0.4591950476169586,3.3347395956516266
push,drawer,16,ee_velocity,-2.3637914657592773,0.47943970561027527,2.8432311713695526
push,drawer,17,ee_velocity,-6.626494407653809,0.5027005434036255,7.129194951057434
push,drawer,18,ee_velocity,-1.1723452806472778,0.5153040051460266,1.6876492857933045
push,drawer,19,ee_velocity,-2.4293830394744873,0.5127810955047607,2.9421641349792482
push,drawer,20,ee_velocity,-3.067441940307617,0.5082759380340576,3.575717878341675
push,drawer,21,ee_velocity,-4.319664478302002,0.535173773765564,4.854838252067566
push,drawer,22,ee_velocity,-1.2397096157073975,0.5372820794582367,1.7769916951656342
push,drawer,23,ee_velocity,-1.8069186210632324,0.5390317797660827,2.3459504008293153
push,drawer,0,ee_acceleration,-0.15316323935985565,0.0030053054448217153,0.15616854480467737
push,drawer,1,ee_acceleration,-0.7683114409446716,-0.07929698154330253,0.6890144594013691
push,drawer,2,ee_acceleration,-1.0492775440216064,-0.1721452794969082,0.8771322645246983
push,drawer,3,ee_acceleration,-1.2430574893951416,-0.283528633415699,0.9595288559794426
push,drawer,4,ee_acceleration,-0.6498749256134033,-0.2092892825603485,0.4405856430530548
push,drawer,5,ee_acceleration,-1.1214451789855957,-0.19440371692180633,0.9270414620637893
push,drawer,6,ee_acceleration,-0.7721552848815918,-0.08551652729511261,0.6866387575864792
push,drawer,7,ee_acceleration,-0.49482735991477966,-0.028156002913601697,0.46667135700117796
push,drawer,8,ee_acceleration,-0.9690141677856445,-0.027977123484015466,0.941037044301629
push,drawer,9,ee_acceleration,-0.28237229585647583,-0.005268119368702173,0.27710417648777363
push,drawer,10,ee_acceleration,-0.21116724610328674,0.004014067351818085,0.21518131345510483
push,drawer,11,ee_acceleration,-0.13567905128002167,0.0017162181437015533,0.1373952694237232
push,drawer,12,ee_acceleration,-0.11092085391283035,0.016883239150047302,0.12780409306287766
push,drawer,13,ee_acceleration,-0.3260703980922699,0.0738479658961296,0.39991836398839953
push,drawer,14,ee_acceleration,-0.5676082372665405,0.08239023685455323,0.6499984741210938
push,drawer,15,ee_acceleration,-0.46348610520362854,0.09632333219051362,0.5598094373941421
push,drawer,16,ee_acceleration,-0.5262756943702698,0.09145070016384124,0.617726394534111
push,drawer,17,ee_acceleration,-0.3621399402618408,0.10062378644943237,0.4627637267112732
push,drawer,18,ee_acceleration,-0.2349180430173874,0.11485626995563507,0.34977431297302247
push,drawer,19,ee_acceleration,-0.13759775459766388,0.10762888193130493,0.2452266365289688
push,drawer,20,ee_acceleration,-0.38664039969444275,0.15587286204099654,0.5425132617354393
push,drawer,21,ee_acceleration,-0.1373545080423355,0.15791695490479468,0.2952714629471302
push,drawer,22,ee_acceleration,-0.10738351196050644,0.17606914937496185,0.2834526613354683
push,drawer,23,ee_acceleration,-0.3576129078865051,0.18563536033034325,0.5432482682168484
push,drawer,0,contact_flag,-20.033891677856445,0.2096668601036072,20.243558537960052
push,drawer,1,contact_flag,-3.8170480728149414,0.35928108394145963,4.176329156756401
push,drawer,2,contact_flag,-14.896085739135742,0.33387004137039183,15.229955780506135
push,drawer,3,contact_flag,-6.637998104095459,0.37961732149124144,7.0176154255867
push,drawer,4,contact_flag,-98.35400390625,0.413308846950531,98.76731275320053
push,drawer,5,contact_flag,-18.176555633544922,0.48863773941993716,18.665193372964858
push,drawer,6,contact_flag,-51.64750671386719,0.5720996260643005,52.21960633993149
push,drawer,7,contact_flag,-2.701131582260132,0.5833417177200317,3.2844732999801636
push,drawer,8,contact_flag,-27.073110580444336,0.5783503770828247,27.65146095752716
push,drawer,9,contact_flag,-3.3338112831115723,0.5158028542995453,3.8496141374111175
push,drawer,10,contact_flag,-1.916598916053772,0.5614487290382385,2.4780476450920106
push,drawer,11,contact_flag,-4.558022975921631,0.564777034521103,5.122800010442734
push,drawer,12,contact_flag,-1.3116538524627686,0.5901994585990906,1.9018533110618592
push,drawer,13,contact_flag,-22.747833251953125,0.617422592639923,23.365255844593047
push,drawer,14,contact_flag,-10.726114273071289,0.6262639164924622,11.352378189563751
push,drawer,15,contact_flag,-26.50116539001465,0.6259378433227539,27.1271032333374
push,drawer,16,contact_flag,-9.153517723083496,0.6488311767578125,9.80234889984131
push,drawer,17,contact_flag,-3.4824635982513428,0.664243471622467,4.14670706987381
push,drawer,18,contact_flag,-0.5947216749191284,0.6591822504997253,1.2539039254188538
push,drawer,19,contact_flag,-2.416937828063965,0.6805663943290711,3.097504222393036
push,drawer,20,contact_flag,-11.751713752746582,0.6657942771911621,12.417508029937744
push,drawer,21,contact_flag,-9.932181358337402,0.6680668354034424,10.600248193740844
push,drawer,22,contact_flag,-31.585765838623047,0.661257803440094,32.24702364206314
push,drawer,23,contact_flag,-3.488422393798828,0.6862486004829407,4.174670994281769
push,drawer,0,contact_force_log1p_mag,-1.7373361587524414,0.04171689748764038,1.7790530562400817
push,drawer,1,contact_force_log1p_mag,-12.251542091369629,0.22254778146743776,12.474089872837066
push,drawer,2,contact_force_log1p_mag,-2.6118252277374268,0.1826680541038513,2.794493281841278
push,drawer,3,contact_force_log1p_mag,-10.016125679016113,0.2816470503807068,10.29777272939682
push,drawer,4,contact_force_log1p_mag,-41.5786018371582,0.3119130373001099,41.89051487445831
push,drawer,5,contact_force_log1p_mag,-20.35309410095215,0.4191376447677612,20.77223174571991
push,drawer,6,contact_force_log1p_mag,-20.150108337402344,0.5195014476776123,20.669609785079956
push,drawer,7,contact_force_log1p_mag,-1.6843435764312744,0.5740171194076538,2.2583606958389284
push,drawer,8,contact_force_log1p_mag,-3.124837875366211,0.5740303874015809,3.6988682627677916
push,drawer,9,contact_force_log1p_mag,-1.9318828582763672,0.5191479086875915,2.451030766963959
push,drawer,10,contact_force_log1p_mag,-3.048701763153076,0.5530582904815674,3.6017600536346435
push,drawer,11,contact_force_log1p_mag,-18.283849716186523,0.5688279628753662,18.85267767906189
push,drawer,12,contact_force_log1p_mag,-2.1929585933685303,0.5903088688850403,2.7832674622535705
push,drawer,13,contact_force_log1p_mag,-19.17826271057129,0.6269068360328675,19.805169546604155
push,drawer,14,contact_force_log1p_mag,-12.83473014831543,0.6246208906173706,13.4593510389328
push,drawer,15,contact_force_log1p_mag,-16.730234146118164,0.6421051740646362,17.3723393201828
push,drawer,16,contact_force_log1p_mag,-3.555222988128662,0.6578599333763122,4.2130829215049745
push,drawer,17,contact_force_log1p_mag,-0.8483331203460693,0.6811215877532959,1.5294547080993652
push,drawer,18,contact_force_log1p_mag,-0.6084288358688354,0.6605563759803772,1.2689852118492126
push,drawer,19,contact_force_log1p_mag,-1.6343104839324951,0.6775701642036438,2.311880648136139
push,drawer,20,contact_force_log1p_mag,-13.439810752868652,0.667008924484253,14.106819677352906
push,drawer,21,contact_force_log1p_mag,-4.50753927230835,0.6719326972961426,5.179471969604492
push,drawer,22,contact_force_log1p_mag,-12.62038516998291,0.6685003638267517,13.288885533809662
push,drawer,23,contact_force_log1p_mag,-1.4448590278625488,0.6960642814636231,2.1409233093261717
drawer,push,0,ee_velocity,-93.99700927734375,-0.34634290635585785,93.65066637098789
drawer,push,1,ee_velocity,-186.09439086914062,0.30671832263469695,186.40110919177533
drawer,push,2,ee_velocity,-95.7622299194336,0.506667572259903,96.2688974916935
drawer,push,3,ee_velocity,-140.3426513671875,0.5051927387714386,140.84784410595893
drawer,push,4,ee_velocity,-111.40260314941406,0.5714458525180817,111.97404900193214
drawer,push,5,ee_velocity,-29.193082809448242,0.6877888798713684,29.880871689319612
drawer,push,6,ee_velocity,-48.701622009277344,0.7332057356834412,49.434827744960785
drawer,push,7,ee_velocity,-68.12273406982422,0.7705580830574036,68.89329215288163
drawer,push,8,ee_velocity,-99.91427612304688,0.7563896656036377,100.67066578865051
drawer,push,9,ee_velocity,-111.8177719116211,0.7720626354217529,112.58983454704284
drawer,push,10,ee_velocity,-90.62065887451172,0.7891960144042969,91.40985488891602
drawer,push,11,ee_velocity,-77.8990249633789,0.7829464077949524,78.68197137117386
drawer,push,12,ee_velocity,-121.09321594238281,0.8011747479438782,121.89439069032669
drawer,push,13,ee_velocity,-121.1764144897461,0.8077519059181213,121.98416639566422
drawer,push,14,ee_velocity,-24.207529067993164,0.8248353600502014,25.032364428043365
drawer,push,15,ee_velocity,-18.727277755737305,0.8327423453330993,19.560020101070403
drawer,push,16,ee_velocity,-35.50023651123047,0.8509432792663574,36.35117979049683
drawer,push,17,ee_velocity,-41.085479736328125,0.8739752173423767,41.9594549536705
drawer,push,18,ee_velocity,-84.5249252319336,0.8799593925476075,85.4048846244812
drawer,push,19,ee_velocity,-36.32887268066406,0.8742717742919922,37.20314445495605
drawer,push,20,ee_velocity,-44.05032730102539,0.8698769807815552,44.920204281806946
drawer,push,21,ee_velocity,-98.02264404296875,0.877454423904419,98.90009846687317
drawer,push,22,ee_velocity,-149.2100372314453,0.8848152875900268,150.09485251903533
drawer,push,23,ee_velocity,-132.4521026611328,0.8828012108802795,133.3349038720131
drawer,push,0,ee_acceleration,-387.2676086425781,-0.19179710745811462,387.07581153512
drawer,push,1,ee_acceleration,-4250.6455078125,-0.7360400855541229,4249.909467726946
drawer,push,2,ee_acceleration,-3802.22265625,-0.6144568920135498,3801.6081993579865
drawer,push,3,ee_acceleration,-1710.5263671875,-0.7805387437343597,1709.7458284437657
drawer,push,4,ee_acceleration,-1653.9737548828125,-0.6804563939571381,1653.2932984888553
drawer,push,5,ee_acceleration,-3156.04833984375,-0.7042862713336945,3155.344053572416
drawer,push,6,ee_acceleration,-1514.258544921875,-0.5723768055438996,1513.6861681163311
drawer,push,7,ee_acceleration,-1450.0421142578125,-0.5466128170490265,1449.4955014407635
drawer,push,8,ee_acceleration,-2390.78955078125,-0.4574076533317566,2390.3321431279182
drawer,push,9,ee_acceleration,-3352.3125,-0.45909192562103274,3351.853408074379
drawer,push,10,ee_acceleration,-1029.3997802734375,-0.500786155462265,1028.8989941179752
drawer,push,11,ee_acceleration,-2208.068603515625,-0.4414254605770111,2207.627178055048
drawer,push,12,ee_acceleration,-993.7027587890625,-0.5018638908863068,993.2008948981762
