task,layer,slot,path_length_mean,mean_speed_mean,tortuosity_mean
reach,8,0,1036.757851155599,4.430589103698731,172.15299594805992
reach,8,1,911.7578877766927,3.8964012304941815,149.99742439361322
reach,8,2,959.6388956705729,4.101020924250284,138.86344063022273
reach,8,3,1175.2544596354167,5.022454913457235,176.95845333905163
reach,8,4,1105.128507486979,4.722771382331848,172.58735789793184
reach,8,5,1084.207645670573,4.633365980784098,173.1688589753026
reach,8,6,1024.9776123046875,4.380246249834697,154.50579994590635
reach,8,7,1431.3238972981771,6.116768805185954,203.46343744117132
reach,9,0,1031.584053548177,4.408478864034017,121.1577042727852
reach,9,1,926.5362284342448,3.959556516011556,114.68789325095757
reach,9,2,998.6849548339844,4.267884429295858,107.39776265691987
reach,9,3,1168.1808756510416,4.992225980758667,124.5677766241451
reach,9,4,1181.3581644694011,5.048539177576701,133.0135242883136
reach,9,5,1101.2703552246094,4.7062835693359375,124.2982668948993
reach,9,6,1100.361726888021,4.702400541305542,116.17806975222241
reach,9,7,1546.0921061197917,6.60723123550415,154.3700229272302
reach,10,0,887.745068359375,3.793782337506612,117.87779234405836
reach,10,1,857.294014485677,3.663649638493856,116.58681253870652
reach,10,2,940.8986775716146,4.020934518178304,106.64337540339781
reach,10,3,1066.095281982422,4.555962737401327,125.75812687209462
reach,10,4,1097.9376586914063,4.692041333516439,131.54985959107432
reach,10,5,1046.7798970540364,4.473418378829956,129.41100667693206
reach,10,6,1024.8216125488282,4.379579544067383,121.74821556712912
reach,10,7,1418.9461466471355,6.063872448603312,163.50265555213772
reach,11,0,740.2715962727865,3.163553810119629,114.27972312427498
reach,11,1,806.816943359375,3.4479356606801352,126.73634530532415
reach,11,2,854.1362325032552,3.6501548369725545,106.11225840326905
reach,11,3,940.3261149088542,4.018487675984701,127.60337804961085
reach,11,4,1366.2658854166666,5.8387430508931475,157.86567275917147
reach,11,5,1022.877187093099,4.371270004908244,140.28678744817364
reach,11,6,922.7492045084635,3.943372678756714,122.88119259501251
reach,11,7,1365.9286336263021,5.837301905949911,172.18232010340944
reach,12,0,754.778163655599,3.225547711054484,108.32878855355838
reach,12,1,834.2082051595052,3.564992348353068,129.32238013630038
reach,12,2,1019.0023885091146,4.354711055755615,111.89267854085111
reach,12,3,1083.1568501790364,4.628875430425008,138.9485619563223
reach,12,4,1419.5039184570312,6.066256014506022,154.1603208158802
reach,12,5,1135.1123128255208,4.850907278060913,143.765717665033
reach,12,6,1040.9248494466146,4.448396762212117,124.22912776624506
reach,12,7,1430.0575520833333,6.111357021331787,159.73404102961962
reach,13,0,677.9073608398437,2.8970400015513103,105.08416639096353
reach,13,1,788.4879211425781,3.3696065028508504,121.58774863358882
reach,13,2,972.4952311197917,4.155962538719177,115.55437813878689
reach,13,3,982.2869852701823,4.197807637850444,133.4196414221185
reach,13,4,1289.771378580729,5.511843506495158,150.5278166679114
reach,13,5,1064.4112447102864,4.548765993118286,138.70432243647522
reach,13,6,954.5910685221354,4.079449033737182,122.00774869766119
reach,13,7,1207.3637654622396,5.159674231211344,152.93225583133795
reach,14,0,579.1593607584635,2.475040006637573,99.6442937225835
reach,14,1,665.3547668457031,2.8433964331944783,114.29460333531982
reach,14,2,816.6667744954427,3.4900289376576743,115.64058314654135
reach,14,3,820.6669108072916,3.5071235497792563,132.26927400155984
reach,14,4,1015.2387674967448,4.338627203305562,142.85353197775274
reach,14,5,860.1256469726562,3.6757506052652995,130.7728552662193
reach,14,6,791.7349161783854,3.3834825356801352,117.06925506707208
reach,14,7,958.8838806152344,4.097794365882874,135.28272848413357
reach,15,0,566.0068216959636,2.4188325723012287,93.22262411289765
reach,15,1,661.3468383789062,2.8262685537338257,110.40293795827999
reach,15,2,806.9735697428385,3.4486049969991046,114.52341157535051
reach,15,3,766.4257649739583,3.2753237803777058,121.82741703496549
reach,15,4,934.3324035644531,3.992873485883077,134.72486780795282
reach,15,5,802.9071472167968,3.4312271515528363,119.01385399552191
reach,15,6,742.0069864908854,3.1709700266520184,106.84050175837352
reach,15,7,854.8306315104167,3.653122353553772,114.82410104838169
reach,16,0,565.1978841145833,2.415375582377116,98.07091378048453
reach,16,1,647.0177917480469,2.765033316612244,110.60122798460573
reach,16,2,764.299658203125,3.2662378629048665,113.55373145477287
reach,16,3,785.6974711100261,3.357681488990784,126.88962193435313
reach,16,4,869.4782918294271,3.715719199180603,134.46745185380675
reach,16,5,799.4592366536458,3.416492470105489,119.8419783867824
reach,16,6,705.2096537272135,3.013716475168864,106.03922667380921
reach,16,7,818.6586283365885,3.4985411167144775,109.2179892903253
reach,17,0,563.174648030599,2.406729253133138,94.17610667374247
reach,17,1,616.7491495768229,2.6356801350911456,105.65561907230276
reach,17,2,758.6411051432292,3.2420560121536255,109.5906626260196
reach,17,3,747.6347229003907,3.1950201908747355,121.29258154271919
reach,17,4,857.787430826823,3.665758244196574,130.42075368633544
reach,17,5,771.9337748209635,3.2988622824350995,115.38612479886143
reach,17,6,694.1671854654948,2.966526436805725,100.04619165687976
reach,17,7,788.4087768554688,3.369268298149109,98.27399160168918
reach,18,0,593.7485168457031,2.5373868227005003,94.13457572502271
reach,18,1,639.4065022786458,2.7325064261754353,105.91651249625734
reach,18,2,778.6642903645833,3.3276251713434855,107.54691324516999
reach,18,3,765.4222574869792,3.2710352897644044,119.29478609489011
reach,18,4,909.3581237792969,3.886145846048991,131.84400644224553
reach,18,5,815.7618896484375,3.486161947250366,114.93112639573887
reach,18,6,712.9331034342448,3.046722690264384,97.64583451107518
reach,18,7,780.3334879557292,3.334758488337199,92.21933393489248
reach,19,0,626.8482421875,2.6788386583328245,91.83139112072367
reach,19,1,672.299863688151,2.873076343536377,104.78299841869226
reach,19,2,811.484434000651,3.467882204055786,103.70500659515268
reach,19,3,807.5096842447916,3.4508960882822675,117.85839411233222
reach,19,4,955.2579732259114,4.082299049695333,131.0701536378636
reach,19,5,860.6871276855469,3.6781500895818073,112.84993897012205
reach,19,6,740.6712381998698,3.165261713663737,96.30349151085389
reach,19,7,784.6632222493489,3.353261613845825,85.27963626358978
reach,20,0,699.2037048339844,2.988050023714701,88.30001905496341
reach,20,1,741.278065999349,3.1678550004959107,101.11814395757034
reach,20,2,883.6712137858073,3.776372718811035,97.80519907483637
reach,20,3,881.5095601399739,3.7671348889668783,114.28312881378936
reach,20,4,1030.6148071289062,4.404336802164713,125.78956310610346
reach,20,5,937.9068318684896,4.008148868878682,109.34742528932881
reach,20,6,801.3808776855469,3.424704591433207,92.15329157843892
reach,20,7,834.2573913574219,3.565202498435974,79.34138070750592
reach,21,0,803.565743001302,3.434041651089986,85.56975128604304
reach,21,1,835.0746419270833,3.568695068359375,97.46542945006401
reach,21,2,988.3461527506511,4.2237015008926395,95.00002010713614
reach,21,3,986.3196960449219,4.2150414228439335,112.18603637090987
reach,21,4,1148.3171468098958,4.907338237762451,122.69415570351637
reach,21,5,1049.5024007161458,4.485053030649821,108.02854253356648
reach,21,6,893.4761413574219,3.8182740767796832,92.0119609770949
reach,21,7,906.4308471679688,3.8736361026763917,76.16923544066388
reach,22,0,975.5407897949219,4.168977801005045,79.9948507050541
reach,22,1,970.8445393880208,4.148908265431722,91.22543794781198
reach,22,2,1131.784578450521,4.836686197916666,86.72426377969477
reach,22,3,1142.0909627278645,4.880730628967285,99.75820324815739
reach,22,4,1328.0380452473958,5.675376240412394,110.6042794639414
reach,22,5,1208.657596842448,5.165203364690145,97.54137733214823
reach,22,6,1045.5779846191406,4.4682820002237955,84.00683378272373
reach,22,7,1045.8121826171875,4.4692828019460045,67.95429460661263
reach,23,0,1124.166162109375,4.804128885269165,75.25938623821618
reach,23,1,1120.6007934570312,4.7888922691345215,85.7776469672293
reach,23,2,1295.423185221354,5.535996516545613,80.71219432218567
reach,23,3,1286.703515625,5.498732980092367,92.110740793924
reach,23,4,1496.8972534179688,6.396996752421061,103.6442354087216
reach,23,5,1378.1259358723958,5.889427026112874,92.62680708741108
reach,23,6,1194.6830037434895,5.105482943852743,80.47708576948804
reach,23,7,1200.1128743489583,5.128687461217244,66.38430418403567
drawer,0,0,197.3760004679362,0.7074408570925395,35.08221950423213
drawer,0,1,194.69658762613932,0.697837233543396,35.021333794508585
drawer,0,2,191.58260396321614,0.6866759965817134,34.27542918560922
drawer,0,3,188.26729380289714,0.6747931689023972,32.39971881573625
drawer,0,4,185.3657424926758,0.6643933365742366,36.179148262351646
drawer,0,5,182.84716339111327,0.655366176366806,36.41334557461757
drawer,0,6,180.53785909016926,0.6470891018708547,33.806380443687324
drawer,0,7,177.76319224039713,0.6371440629164378,33.30101287362569
drawer,1,0,349.2826232910156,1.2519090473651886,35.67785590149137
drawer,1,1,348.3322794596354,1.248502798875173,35.79663380500513
drawer,1,2,346.9314641316732,1.2434819559256236,35.97191234149917
drawer,1,3,344.50313568115234,1.2347782591978709,34.884201209277116
drawer,1,4,342.8718551635742,1.228931373357773,37.01158938057232
drawer,1,5,341.38853708902997,1.2236148297786713,37.693230251861245
drawer,1,6,340.3454788208008,1.219876269499461,36.940258567376304
drawer,1,7,338.2450642903646,1.2123479127883912,36.3726597133407
drawer,2,0,443.24876302083334,1.5887052456537882,29.785116993935574
drawer,2,1,449.7894673665365,1.612148634592692,29.161112976891538
drawer,2,2,453.3544128417969,1.6249262015024821,29.033089631936935
drawer,2,3,446.34160868326825,1.5997907121976216,29.41435716685159
drawer,2,4,439.6396016438802,1.5757691701253256,31.552120062363723
drawer,2,5,442.78220825195314,1.5870329976081847,31.259997365843358
drawer,2,6,440.6770528157552,1.579487649599711,30.948975679693316
drawer,2,7,435.0444681803385,1.5592991669972738,30.441498623818514
drawer,3,0,467.92320556640624,1.6771441141764323,30.313155692147333
drawer,3,1,468.49579162597655,1.6791963974634807,30.75716938271839
drawer,3,2,459.5309997558594,1.6470645348230997,29.20191491591932
drawer,3,3,455.1187764485677,1.6312500953674316,31.06627150200982
drawer,3,4,453.25791219075523,1.6245803356170654,33.63819671190929
drawer,3,5,439.7366058349609,1.5761168758074442,35.757323792431826
drawer,3,6,443.43455912272134,1.5893711805343629,31.646612032926942
drawer,3,7,441.2304962158203,1.581471316019694,33.570584193565495
drawer,4,0,674.9248209635417,2.419085391362508,41.38619697644196
drawer,4,1,704.4133219401042,2.524778938293457,43.5984025215005
drawer,4,2,735.0572794596354,2.6346138954162597,45.35135174096616
drawer,4,3,712.6973286946615,2.5544707139333087,46.917348394605014
drawer,4,4,708.7603454589844,2.540359632174174,50.794791487479785
drawer,4,5,736.418387858073,2.6394924402236937,58.90277915821479
drawer,4,6,725.5637247721354,2.6005868434906008,50.92321069923149
drawer,4,7,750.3042846679688,2.6892626682917276,55.58329392676537
drawer,5,0,701.0742045084636,2.512810778617859,45.737240868862635
drawer,5,1,712.3298482259114,2.5531535784403485,48.24160763808811
drawer,5,2,747.5954956054687,2.679553739229838,51.83269414807015
drawer,5,3,740.8806376139323,2.6554861545562742,53.944041280511
drawer,5,4,750.9688395182292,2.69164457321167,57.458145681587915
drawer,5,5,761.6877868652343,2.7300637563069663,63.92600944777117
drawer,5,6,760.0987386067708,2.7243682543436685,55.582744784295436
drawer,5,7,860.8850728352865,3.0856096029281614,60.73112735200694
drawer,6,0,851.889306640625,3.053366684913635,56.422962268731496
drawer,6,1,774.2634602864583,2.7751378456751508,52.37785780213169
drawer,6,2,849.2121663411458,3.04377117951711,57.555420020910375
drawer,6,3,883.064951578776,3.1651073535283407,60.68301894159444
drawer,6,4,870.2517740885417,3.119181982676188,64.33912374502619
drawer,6,5,837.6946614583334,3.0024898449579873,67.56419380258873
drawer,6,6,887.3687276204427,3.1805330753326415,61.60560738514421
drawer,6,7,1046.3344563802084,3.750302704175313,64.33632903471823
drawer,7,0,798.6257141113281,2.862457784016927,56.285547593780045
drawer,7,1,730.1279337565104,2.616946013768514,51.41847530770845
drawer,7,2,817.7217997233073,2.9309024890263875,56.00353289964017
drawer,7,3,835.8108154296875,2.9957376877466837,62.771738778759115
drawer,7,4,834.9633748372396,2.9927002668380736,65.45738900026136
drawer,7,5,838.1361287434896,3.004072149594625,69.91086419107923
drawer,7,6,846.6079223632812,3.0344370047251386,60.966630138111
drawer,7,7,985.8525960286458,3.533521858851115,64.42555235783388
drawer,8,0,869.881650797526,3.1178553819656374,56.80491008840807
drawer,8,1,779.3012410481771,2.7931944052378337,53.391875245762336
drawer,8,2,911.7784749348958,3.268023196856181,58.417077516857994
drawer,8,3,931.559413655599,3.338922611872355,65.31249920211484
drawer,8,4,933.6099060058593,3.346272047360738,72.26161350063884
drawer,8,5,921.7116394042969,3.3036259492238362,74.64248396687822
drawer,8,6,938.7337768554687,3.3646372079849245,64.31072279627348
drawer,8,7,1170.3698099772134,4.194873881340027,72.68942457614239
drawer,9,0,1004.6041035970052,3.6007315556208295,59.496131907960276
drawer,9,1,926.5470357259114,3.320957128206889,60.36699795043116
drawer,9,2,1084.9492838541667,3.888707089424133,63.93178423533538
drawer,9,3,1105.6341491699218,3.9628464301427204,70.9819743474706
drawer,9,4,1093.0489217122397,3.9177380720774333,77.41831964770695
drawer,9,5,1095.2731018066406,3.9257100423177085,75.48300484046429
drawer,9,6,1103.1596394856772,3.9539771954218548,68.44978620811149
drawer,9,7,1385.6518798828124,4.966494194666544,73.82730925353215
drawer,10,0,960.8953796386719,3.444069488843282,61.643421472035264
drawer,10,1,894.4286641438802,3.2058375040690104,63.71123028305116
drawer,10,2,1073.4711466471354,3.847566843032837,67.82216765043398
drawer,10,3,1078.183455403646,3.864456836382548,77.10456012706432
drawer,10,4,1074.181730143229,3.8501137256622315,82.01856989500224
drawer,10,5,1073.9657633463542,3.8493396282196044,79.28521235240945
drawer,10,6,1077.1858825683594,3.860881280899048,73.74627937686385
drawer,10,7,1347.5650187174479,4.829982137680053,71.41576155470351
drawer,11,0,869.7269999186198,3.117301082611084,60.110622858130576
drawer,11,1,831.3169657389323,2.979630716641744,62.77458882440484
drawer,11,2,984.9223185221355,3.53018749554952,65.66813836788535
drawer,11,3,981.8988688151042,3.519350798924764,76.33752236396055
drawer,11,4,1028.6403910319011,3.6868831157684325,84.28890786528068
drawer,11,5,1002.68017578125,3.5938357671101886,82.30170003318449
drawer,11,6,970.3020914713542,3.477785261472066,71.56423443562943
drawer,11,7,1236.8309814453125,4.433085966110229,70.80750850164264
drawer,12,0,921.1607991536458,3.30165163675944,59.921985473402096
drawer,12,1,852.0595520019531,3.053976893424988,63.34473599174152
drawer,12,2,1055.547060139974,3.783322795232137,70.83778496249519
drawer,12,3,1055.5546346028646,3.7833499670028687,82.45639263879875
drawer,12,4,1071.309588623047,3.839819312095642,89.85927423121755
drawer,12,5,1059.016396077474,3.7957576831181843,87.81315880302476
drawer,12,6,1041.69931640625,3.733689300219218,76.65543134302683
drawer,12,7,1369.5928100585938,4.908934815724691,75.42997716313512
drawer,13,0,866.6767944335937,3.1063684225082397,57.752144064007766
drawer,13,1,818.8116088867188,2.934808627764384,61.15690277893842
drawer,13,2,975.8254475911458,3.4975822448730467,69.22577773745125
drawer,13,3,989.6261291503906,3.5470470666885374,82.79122072467275
drawer,13,4,994.0054056803385,3.562743385632833,89.04967560609253
drawer,13,5,995.1295369466146,3.5667725165685016,86.21270560645424
drawer,13,6,993.2380635579427,3.559993052482605,76.43673756957047
drawer,13,7,1200.204500325521,4.301808269818624,71.259394922127
drawer,14,0,790.1342610677083,2.832022452354431,54.783358592159274
drawer,14,1,744.7206278483073,2.6692495505015055,57.9211328599887
drawer,14,2,835.774247233073,2.9956065972646075,64.50711459999731
drawer,14,3,874.9240804036458,3.1359286228815715,81.44071243370334
drawer,14,4,879.6795328776042,3.1529732227325438,87.20195818106366
drawer,14,5,873.6216247558593,3.131260291735331,84.59837749108284
drawer,14,6,867.6287027994791,3.1097802956899008,73.91770001075191
drawer,14,7,1013.3242533365885,3.6319865624109906,62.556621744014656
drawer,15,0,813.1372436523437,2.914470410346985,55.657361057473416
drawer,15,1,765.9027587890625,2.7451711813608806,60.397694112134516
drawer,15,2,823.378731282552,2.9511782487233478,64.17855954666835
drawer,15,3,866.5636739095052,3.1059629678726197,83.54113934712564
drawer,15,4,877.5474568684896,3.1453314145406086,87.7570432700802
drawer,15,5,866.8612894694011,3.1070297161738076,85.4726901138413
drawer,15,6,838.8796468098958,3.0067370812098186,71.58026874163724
drawer,15,7,940.604433186849,3.3713420550028483,55.650226131085056
drawer,16,0,803.1761311848958,2.878767498334249,54.777659186097004
drawer,16,1,776.8006917317708,2.7842318932215373,60.08248699680233
drawer,16,2,812.3537943522135,2.9116623560587565,64.03554861580675
drawer,16,3,888.3765319824219,3.18414527575175,86.83028726890568
drawer,16,4,892.4757080078125,3.198837677637736,88.96175666085944
drawer,16,5,883.7074279785156,3.167410135269165,84.87285909093849
drawer,16,6,849.0965759277344,3.0433568954467773,73.02421711507817
drawer,16,7,958.4563374837239,3.4353273630142214,55.43753058644604
drawer,17,0,821.6021870930989,2.944810692469279,53.461241085921635
drawer,17,1,790.0257466634115,2.8316334883371987,59.21420589549459
drawer,17,2,827.0338236490885,2.9642789363861084,64.15132321030848
drawer,17,3,890.163340250651,3.190549604098002,84.40024500707368
drawer,17,4,920.8815714518229,3.30065077940623,88.7546121434518
drawer,17,5,900.3418863932292,3.227031858762105,86.45874750863916
drawer,17,6,854.2726501464844,3.0619091431299847,70.67713853041029
drawer,17,7,944.4914835611979,3.385274124145508,51.57277183721905
drawer,18,0,884.2115071614584,3.1692168712615967,55.144188412139286
drawer,18,1,846.4479858398438,3.0338637590408326,60.330451067006265
drawer,18,2,885.4701497395833,3.1737281560897825,63.30054347158861
drawer,18,3,953.0917154947916,3.4160993496576944,86.34822441233617
drawer,18,4,1001.0612406412761,3.5880331357320148,90.00090893284293
drawer,18,5,979.4694417317709,3.510643156369527,87.40066931526465
drawer,18,6,925.9821105957031,3.318932302792867,72.39692393834227
drawer,18,7,994.5545064290365,3.564711499214172,50.14889061633546
drawer,19,0,960.8203653971354,3.4438005924224853,56.196280274091215
drawer,19,1,913.5261800130208,3.2742873668670653,61.01343547665653
drawer,19,2,961.9720540364583,3.447928524017334,65.07658454013963
drawer,19,3,1044.4573282877604,3.7435746351877848,87.22971925870617
drawer,19,4,1083.7405517578125,3.884374753634135,88.79625639568717
drawer,19,5,1059.4730346679687,3.797394386927287,86.56195541781112
drawer,19,6,999.0487650553385,3.5808199485143026,75.14966802620845
drawer,19,7,1054.2479817708333,3.778666599591573,49.50430880885026
drawer,20,0,1082.4902364095053,3.879893350601196,56.30214335359255
drawer,20,1,1028.0487426757813,3.684762541453044,62.682716677799355
drawer,20,2,1087.3002827962239,3.897133636474609,66.20351456638907
drawer,20,3,1173.2303670247395,4.205126786231995,88.46335033531703
drawer,20,4,1215.4888427734375,4.356590859095255,88.92689794555197
drawer,20,5,1190.3834513346353,4.266607356071472,87.26850387393694
drawer,20,6,1117.394148763021,4.004996943473816,76.5411813602196
drawer,20,7,1155.5180094401042,4.141641632715861,49.226496157268336
drawer,21,0,1256.5000935872397,4.503584575653076,58.61804168830868
drawer,21,1,1186.7546142578126,4.253600772221883,66.96469405855296
drawer,21,2,1258.99765625,4.5125363826751705,70.28520933560377
drawer,21,3,1351.1122639973958,4.842696285247802,93.42012098079837
drawer,21,4,1412.0378946940104,5.061067724227906,93.35017236137143
drawer,21,5,1374.9865681966146,4.928267288208008,90.16072562135831
drawer,21,6,1285.6659383138021,4.608121649424235,82.7963364097279
drawer,21,7,1293.9987711588542,4.637988424301147,51.69085013496202
drawer,22,0,1515.8086263020834,5.433005841573079,58.931044278463254
drawer,22,1,1391.8782104492188,4.9888108253479,68.32789634444332
drawer,22,2,1464.20751953125,5.248055632909139,71.15418913433427
drawer,22,3,1598.339453125,5.728815269470215,93.98082253933482
drawer,22,4,1685.8303181966146,6.042402569452921,94.07715704733536
drawer,22,5,1612.1470174153646,5.778304767608643,87.83113404196769
drawer,22,6,1525.3409505208333,5.4671718120574955,85.30145353963695
drawer,22,7,1524.6077962239583,5.464544057846069,52.38495753479314
drawer,23,0,1736.733907063802,6.224852705001831,60.229971157549436
drawer,23,1,1589.122538248698,5.69577972094218,69.39051661744023
drawer,23,2,1667.6296630859374,5.977167240778605,70.5594211927723
drawer,23,3,1820.333378092448,6.524492390950521,91.30743451459712
drawer,23,4,1917.2033732096354,6.87169664700826,92.08369779270289
drawer,23,5,1829.8271158854166,6.558520142237345,86.01643723826194
drawer,23,6,1743.5263346354166,6.249198325475057,84.27672133515486
drawer,23,7,1732.405379231771,6.209338267644246,53.34045653274078
peg_insert,0,0,56.35088221232096,0.4402412672837575,23.381141161482795
peg_insert,0,1,55.115377553304036,0.4305888871351878,22.803408841813038
peg_insert,0,2,53.964884694417314,0.42160066167513527,21.49996569244809
peg_insert,0,3,53.00280927022298,0.41408444742361705,20.976027824558223
peg_insert,0,4,52.20906194051107,0.40788329641024273,20.24997044977176
peg_insert,0,5,51.36819178263347,0.40131399830182396,20.859939893958458
peg_insert,0,6,50.40004272460938,0.39375033378601076,21.366376303876848
peg_insert,0,7,49.57367045084636,0.38729430039723717,20.777110479441106
peg_insert,1,0,172.87784907023112,1.3506081958611806,46.74986695544106
peg_insert,1,1,172.75346603393555,1.3496364533901215,46.762576222010644
peg_insert,1,2,172.2115394592285,1.3454026520252227,46.05462628695389
peg_insert,1,3,171.64738871256512,1.340995224316915,45.334231450950014
peg_insert,1,4,171.1540278116862,1.3371408422787985,44.8715552290813
peg_insert,1,5,170.8189389546712,1.3345229605833688,45.70359899724308
peg_insert,1,6,170.31804631551105,1.3306097368399301,46.90117993866965
peg_insert,1,7,170.01388549804688,1.3282334804534912,46.316834633118994
peg_insert,2,0,303.09031066894534,2.3678930521011354,47.51475877127481
peg_insert,2,1,307.2520812988281,2.4004068851470945,47.52083186854963
peg_insert,2,2,309.7600138346354,2.420000108083089,48.01501898706253
peg_insert,2,3,303.3818537394206,2.3701707323392234,47.981474307820235
peg_insert,2,4,298.2297205607096,2.329919691880544,47.23043580530745
peg_insert,2,5,297.7348225911458,2.3260533014933267,46.2120942273913
peg_insert,2,6,291.83253428141273,2.279941674073537,45.07112046846761
peg_insert,2,7,285.2297154744466,2.228357152144114,44.17337765898853
peg_insert,3,0,325.66478373209634,2.5442561229070026,47.31663395379249
peg_insert,3,1,344.0188217163086,2.687647044658661,48.390269903528946
peg_insert,3,2,322.41388244628905,2.518858456611633,47.04748522502349
peg_insert,3,3,313.57090555826824,2.4497726996739706,45.18410776159756
peg_insert,3,4,303.039106241862,2.3674930175145468,44.92191618574961
peg_insert,3,5,297.5277369181315,2.3244354446729023,44.17941268452176
peg_insert,3,6,303.4697235107422,2.3708572149276734,43.47606958322779
peg_insert,3,7,287.3035730997721,2.2445591648419696,42.06946255050001
peg_insert,4,0,316.98360036214194,2.476434377829234,45.343286901040216
peg_insert,4,1,339.78115234375,2.654540252685547,45.66813994186298
peg_insert,4,2,343.4296630859375,2.6830442428588865,44.78704396626775
peg_insert,4,3,317.09492746988934,2.4773041208585105,43.372096221439456
peg_insert,4,4,309.08629150390624,2.4147366523742675,43.066450134572804
peg_insert,4,5,317.857470703125,2.483261489868164,42.96378942958648
peg_insert,4,6,322.2927403767904,2.517912034193675,41.81708032123882
peg_insert,4,7,319.04116872151695,2.492509130636851,41.32093137612235
peg_insert,5,0,302.05382741292317,2.3597955266634623,40.34316075624267
peg_insert,5,1,333.9519938151042,2.6089999516805014,41.96738009207381
peg_insert,5,2,326.5965347290039,2.551535427570343,38.99909851073692
peg_insert,5,3,306.74951121012367,2.396480556329091,39.320179302725464
peg_insert,5,4,311.6915598551432,2.4350903113683064,40.38359359610145
peg_insert,5,5,327.3115758260091,2.5571216861406962,40.63126861652324
peg_insert,5,6,312.2733601888021,2.4396356264750163,36.840063490057496
peg_insert,5,7,325.2278116861979,2.5408422787984213,37.295028001957085
peg_insert,6,0,337.0632690429687,2.633306789398193,37.847118652538555
peg_insert,6,1,343.05506693522136,2.680117710431417,37.32964605468749
peg_insert,6,2,350.7357208251953,2.7401228189468383,36.17120174997064
peg_insert,6,3,352.1711069742839,2.7513367732365928,37.53276614319184
peg_insert,6,4,339.2182322184245,2.650142439206441,38.33718718238649
peg_insert,6,5,341.9848968505859,2.6717570066452025,38.78965226860044
peg_insert,6,6,345.3157501220703,2.6977792978286743,36.80744219977156
peg_insert,6,7,366.25562540690106,2.8613720734914145,38.65329340413444
peg_insert,7,0,316.0216888427734,2.4689194440841673,38.4819846860465
peg_insert,7,1,322.80652872721356,2.521926005681356,37.75446456895861
peg_insert,7,2,339.6510386149088,2.653523739178975,37.35611278431921
peg_insert,7,3,335.7700266520182,2.623203333218892,39.0277070853673
peg_insert,7,4,325.1796915690104,2.5404663403828938,38.835163813072235
peg_insert,7,5,333.83457438151044,2.6080826123555503,40.15450780189648
peg_insert,7,6,331.2608662923177,2.587975517908732,37.912920079977035
peg_insert,7,7,343.7424611409505,2.685487977663676,38.92149612870089
peg_insert,8,0,353.21343688964845,2.7594799757003785,36.99425221713181
peg_insert,8,1,353.1390360514323,2.758898719151815,36.105585123106735
peg_insert,8,2,386.2755554199219,3.0177777767181397,37.62584660172301
peg_insert,8,3,380.43402608235675,2.972140828768412,39.83816189625524
peg_insert,8,4,362.8097910563151,2.8344514926274615,39.847488819647985
peg_insert,8,5,381.6953165690104,2.9819946606953938,41.47273686571489
peg_insert,8,6,371.311680094401,2.900872500737508,38.5433354003586
peg_insert,8,7,398.2979044596354,3.1117023785909015,41.80577446546928
peg_insert,9,0,463.02406921386716,3.6173755407333372,33.72063744929493
peg_insert,9,1,463.7700958251953,3.6232038736343384,36.021752294010966
peg_insert,9,2,529.0686330159505,4.133348695437113,37.18228711533932
peg_insert,9,3,496.58908996582034,3.8796022653579714,38.04829040076762
peg_insert,9,4,482.1817118326823,3.7670446236928306,37.994595320442606
peg_insert,9,5,507.1783518473307,3.962330873807271,39.96525588133373
peg_insert,9,6,489.1758728027344,3.8216865062713623,36.43915971990666
peg_insert,9,7,533.5674977620442,4.168496076265971,38.73267084304028
peg_insert,10,0,453.00372721354165,3.539091618855794,36.35108925672653
peg_insert,10,1,449.35060831705727,3.51055162747701,39.044800983704405
peg_insert,10,2,516.2517517089843,4.03321681022644,40.03668837714788
peg_insert,10,3,498.5266540527344,3.8947394847869874,40.64251623414426
peg_insert,10,4,471.5140665690104,3.683703645070394,40.73592511586252
peg_insert,10,5,498.1781941731771,3.892017141977946,42.80311587137525
peg_insert,10,6,479.7980936686198,3.748422606786092,38.46917042227921
peg_insert,10,7,499.47800903320314,3.9021719455718995,40.203018909282086
peg_insert,11,0,419.647412109375,3.2784954071044923,37.91152408982293
peg_insert,11,1,426.5070841471354,3.3320865948994953,40.39413042897535
peg_insert,11,2,486.37660013834636,3.799817188580831,40.926140250148016
peg_insert,11,3,458.0099334716797,3.5782026052474976,41.61542980400956
peg_insert,11,4,465.094639078776,3.6335518678029377,42.1360840287967
peg_insert,11,5,478.91054382324216,3.7414886236190794,43.52057093223295
peg_insert,11,6,444.34667053222654,3.47145836353302,39.07183296986674
peg_insert,11,7,470.28643188476565,3.6741127490997316,40.78344273405595
peg_insert,12,0,444.70214029947914,3.474235471089681,37.39970405402195
peg_insert,12,1,456.02574869791664,3.5627011617024738,36.49850301281178
peg_insert,12,2,527.578065999349,4.121703640619914,36.934171931504345
peg_insert,12,3,490.9002431233724,3.8351581494013467,40.86361353639327
peg_insert,12,4,494.2705912272135,3.8614889939626056,37.821576991636825
peg_insert,12,5,515.6789123535157,4.028741502761841,37.05807554391333
peg_insert,12,6,483.6754943847656,3.7787147998809814,38.099132432984185
peg_insert,12,7,512.2662577311198,4.002080138524374,36.97850024910725
peg_insert,13,0,416.6308990478516,3.2549288988113405,37.69801065917603
peg_insert,13,1,444.97942810058595,3.4764017820358277,37.22788704970917
