task,layer,variable,var_type,r2_mean,r2_std,n_samples
push,3,object_velocity,dynamic,0.399577,0.301142,1500
push,3,object_acceleration,dynamic,0.47066,0.052461,1500
push,3,object_angular_velocity,dynamic,0.449685,0.059361,1500
push,3,ee_to_object_distance,dynamic,0.461911,0.021606,1500
push,3,object_to_target_distance,dynamic,0.0,0.0,1500
push,3,object_on_surface,dynamic,0.51408,0.059312,1500
push,3,contact_flag,dynamic,0.0,0.0,1500
push,3,contact_force,dynamic,0.0,0.0,1500
push,3,phase,dynamic,0.0,0.0,1500
push,4,object_0_mass,static,0.105566,0.014267,1500
push,4,object_0_static_friction,static,0.006522,0.014128,1500
push,4,object_0_dynamic_friction,static,0.053124,0.023861,1500
push,4,surface_static_friction,static,0.043686,0.028494,1500
push,4,surface_dynamic_friction,static,0.1514,0.040138,1500
push,4,ee_velocity,dynamic,0.968085,0.00362,1500
push,4,ee_acceleration,dynamic,0.634507,0.030101,1500
push,4,ee_angular_velocity,dynamic,0.938914,0.012131,1500
push,4,object_velocity,dynamic,0.406051,0.2711,1500
push,4,object_acceleration,dynamic,0.485097,0.050312,1500
push,4,object_angular_velocity,dynamic,0.476802,0.065243,1500
push,4,ee_to_object_distance,dynamic,0.5551,0.023262,1500
push,4,object_to_target_distance,dynamic,0.0,0.0,1500
push,4,object_on_surface,dynamic,0.521226,0.059869,1500
push,4,contact_flag,dynamic,0.0,0.0,1500
push,4,contact_force,dynamic,0.0,0.0,1500
push,4,phase,dynamic,0.0,0.0,1500
push,5,object_0_mass,static,0.104093,0.023798,1500
push,5,object_0_static_friction,static,0.006819,0.014636,1500
push,5,object_0_dynamic_friction,static,0.04114,0.022937,1500
push,5,surface_static_friction,static,0.043649,0.026286,1500
push,5,surface_dynamic_friction,static,0.147329,0.02916,1500
push,5,ee_velocity,dynamic,0.970194,0.002552,1500
push,5,ee_acceleration,dynamic,0.653486,0.035297,1500
push,5,ee_angular_velocity,dynamic,0.945798,0.011966,1500
push,5,object_velocity,dynamic,0.396892,0.3153,1500
push,5,object_acceleration,dynamic,0.490157,0.051179,1500
push,5,object_angular_velocity,dynamic,0.475796,0.07618,1500
push,5,ee_to_object_distance,dynamic,0.548326,0.035315,1500
push,5,object_to_target_distance,dynamic,0.0,0.0,1500
push,5,object_on_surface,dynamic,0.540996,0.061338,1500
push,5,contact_flag,dynamic,0.0,0.0,1500
push,5,contact_force,dynamic,0.0,0.0,1500
push,5,phase,dynamic,0.0,0.0,1500
push,6,object_0_mass,static,0.106073,0.027726,1500
push,6,object_0_static_friction,static,-0.000326,0.016136,1500
push,6,object_0_dynamic_friction,static,0.03841,0.022902,1500
push,6,surface_static_friction,static,0.041968,0.020302,1500
push,6,surface_dynamic_friction,static,0.142168,0.034649,1500
push,6,ee_velocity,dynamic,0.972103,0.002848,1500
push,6,ee_acceleration,dynamic,0.678176,0.033662,1500
push,6,ee_angular_velocity,dynamic,0.942221,0.014434,1500
push,6,object_velocity,dynamic,0.379759,0.359841,1500
push,6,object_acceleration,dynamic,0.508355,0.06028,1500
push,6,object_angular_velocity,dynamic,0.488094,0.079229,1500
push,6,ee_to_object_distance,dynamic,0.516537,0.031123,1500
push,6,object_to_target_distance,dynamic,0.0,0.0,1500
push,6,object_on_surface,dynamic,0.553844,0.047444,1500
push,6,contact_flag,dynamic,0.0,0.0,1500
push,6,contact_force,dynamic,0.0,0.0,1500
push,6,phase,dynamic,0.0,0.0,1500
push,7,object_0_mass,static,0.096847,0.021318,1500
push,7,object_0_static_friction,static,0.004585,0.015655,1500
push,7,object_0_dynamic_friction,static,0.043768,0.024174,1500
push,7,surface_static_friction,static,0.046111,0.021972,1500
push,7,surface_dynamic_friction,static,0.14248,0.034345,1500
push,7,ee_velocity,dynamic,0.975895,0.003675,1500
push,7,ee_acceleration,dynamic,0.681769,0.040359,1500
push,7,ee_angular_velocity,dynamic,0.94349,0.015464,1500
push,7,object_velocity,dynamic,0.403677,0.331748,1500
push,7,object_acceleration,dynamic,0.521214,0.053588,1500
push,7,object_angular_velocity,dynamic,0.505996,0.062648,1500
push,7,ee_to_object_distance,dynamic,0.440897,0.016361,1500
push,7,object_to_target_distance,dynamic,0.0,0.0,1500
push,7,object_on_surface,dynamic,0.597106,0.036394,1500
push,7,contact_flag,dynamic,0.0,0.0,1500
push,7,contact_force,dynamic,0.0,0.0,1500
push,7,phase,dynamic,0.0,0.0,1500
push,8,object_0_mass,static,0.111111,0.033292,1500
push,8,object_0_static_friction,static,-0.006951,0.018316,1500
push,8,object_0_dynamic_friction,static,0.035298,0.041005,1500
push,8,surface_static_friction,static,0.037678,0.03475,1500
push,8,surface_dynamic_friction,static,0.138838,0.037083,1500
push,8,ee_velocity,dynamic,0.978275,0.00436,1500
push,8,ee_acceleration,dynamic,0.69744,0.044885,1500
push,8,ee_angular_velocity,dynamic,0.951019,0.008991,1500
push,8,object_velocity,dynamic,0.383844,0.381599,1500
push,8,object_acceleration,dynamic,0.522839,0.03852,1500
push,8,object_angular_velocity,dynamic,0.515983,0.059197,1500
push,8,ee_to_object_distance,dynamic,0.388501,0.022152,1500
push,8,object_to_target_distance,dynamic,0.0,0.0,1500
push,8,object_on_surface,dynamic,0.604029,0.044713,1500
push,8,contact_flag,dynamic,0.0,0.0,1500
push,8,contact_force,dynamic,0.0,0.0,1500
push,8,phase,dynamic,0.0,0.0,1500
push,9,object_0_mass,static,0.126481,0.034853,1500
push,9,object_0_static_friction,static,-0.005812,0.013355,1500
push,9,object_0_dynamic_friction,static,0.040363,0.030577,1500
push,9,surface_static_friction,static,0.043545,0.034714,1500
push,9,surface_dynamic_friction,static,0.154981,0.038458,1500
push,9,ee_velocity,dynamic,0.978469,0.003803,1500
push,9,ee_acceleration,dynamic,0.699125,0.046234,1500
push,9,ee_angular_velocity,dynamic,0.954639,0.009807,1500
push,9,object_velocity,dynamic,0.387041,0.354251,1500
push,9,object_acceleration,dynamic,0.520329,0.046424,1500
push,9,object_angular_velocity,dynamic,0.51922,0.045169,1500
push,9,ee_to_object_distance,dynamic,0.348744,0.04299,1500
push,9,object_to_target_distance,dynamic,0.0,0.0,1500
push,9,object_on_surface,dynamic,0.609258,0.05176,1500
push,9,contact_flag,dynamic,0.0,0.0,1500
push,9,contact_force,dynamic,0.0,0.0,1500
push,9,phase,dynamic,0.0,0.0,1500
push,10,object_0_mass,static,0.147375,0.030547,1500
push,10,object_0_static_friction,static,-0.00348,0.018399,1500
push,10,object_0_dynamic_friction,static,0.032854,0.032804,1500
push,10,surface_static_friction,static,0.049605,0.035327,1500
push,10,surface_dynamic_friction,static,0.155335,0.033968,1500
push,10,ee_velocity,dynamic,0.976843,0.002886,1500
push,10,ee_acceleration,dynamic,0.727266,0.039995,1500
push,10,ee_angular_velocity,dynamic,0.960074,0.008045,1500
push,10,object_velocity,dynamic,0.413667,0.359033,1500
push,10,object_acceleration,dynamic,0.543701,0.045894,1500
push,10,object_angular_velocity,dynamic,0.533152,0.053228,1500
push,10,ee_to_object_distance,dynamic,0.380371,0.056056,1500
push,10,object_to_target_distance,dynamic,0.0,0.0,1500
push,10,object_on_surface,dynamic,0.623805,0.050383,1500
push,10,contact_flag,dynamic,0.0,0.0,1500
push,10,contact_force,dynamic,0.0,0.0,1500
push,10,phase,dynamic,0.0,0.0,1500
push,11,object_0_mass,static,0.135497,0.031894,1500
push,11,object_0_static_friction,static,0.000616,0.022351,1500
push,11,object_0_dynamic_friction,static,0.030459,0.021742,1500
push,11,surface_static_friction,static,0.04097,0.026789,1500
push,11,surface_dynamic_friction,static,0.162668,0.031772,1500
push,11,ee_velocity,dynamic,0.976599,0.004089,1500
push,11,ee_acceleration,dynamic,0.75501,0.030985,1500
push,11,ee_angular_velocity,dynamic,0.964238,0.006445,1500
push,11,object_velocity,dynamic,0.432257,0.336349,1500
push,11,object_acceleration,dynamic,0.553154,0.048219,1500
push,11,object_angular_velocity,dynamic,0.551476,0.048368,1500
push,11,ee_to_object_distance,dynamic,0.340981,0.064963,1500
push,11,object_to_target_distance,dynamic,0.0,0.0,1500
push,11,object_on_surface,dynamic,0.68405,0.033079,1500
push,11,contact_flag,dynamic,0.0,0.0,1500
push,11,contact_force,dynamic,0.0,0.0,1500
push,11,phase,dynamic,0.0,0.0,1500
push,12,object_0_mass,static,0.152601,0.030445,1500
push,12,object_0_static_friction,static,-0.004397,0.014162,1500
push,12,object_0_dynamic_friction,static,0.050282,0.008251,1500
push,12,surface_static_friction,static,0.048163,0.032263,1500
push,12,surface_dynamic_friction,static,0.175579,0.041654,1500
push,12,ee_velocity,dynamic,0.979438,0.003705,1500
push,12,ee_acceleration,dynamic,0.770756,0.021274,1500
push,12,ee_angular_velocity,dynamic,0.968313,0.005739,1500
push,12,object_velocity,dynamic,0.439247,0.31725,1500
push,12,object_acceleration,dynamic,0.566391,0.050471,1500
push,12,object_angular_velocity,dynamic,0.586768,0.036571,1500
push,12,ee_to_object_distance,dynamic,0.28523,0.066664,1500
push,12,object_to_target_distance,dynamic,0.0,0.0,1500
push,12,object_on_surface,dynamic,0.674205,0.045962,1500
push,12,contact_flag,dynamic,0.0,0.0,1500
push,12,contact_force,dynamic,0.0,0.0,1500
push,12,phase,dynamic,0.0,0.0,1500
push,13,object_0_mass,static,0.171189,0.027186,1500
push,13,object_0_static_friction,static,0.006644,0.014168,1500
push,13,object_0_dynamic_friction,static,0.042951,0.015547,1500
push,13,surface_static_friction,static,0.064753,0.031464,1500
push,13,surface_dynamic_friction,static,0.182508,0.039315,1500
push,13,ee_velocity,dynamic,0.980949,0.003454,1500
push,13,ee_acceleration,dynamic,0.804924,0.019507,1500
push,13,ee_angular_velocity,dynamic,0.966011,0.006277,1500
push,13,object_velocity,dynamic,0.451239,0.305008,1500
push,13,object_acceleration,dynamic,0.58998,0.041776,1500
push,13,object_angular_velocity,dynamic,0.588321,0.036097,1500
push,13,ee_to_object_distance,dynamic,0.275963,0.027198,1500
push,13,object_to_target_distance,dynamic,0.0,0.0,1500
push,13,object_on_surface,dynamic,0.697882,0.050184,1500
push,13,contact_flag,dynamic,0.0,0.0,1500
push,13,contact_force,dynamic,0.0,0.0,1500
push,13,phase,dynamic,0.0,0.0,1500
push,14,object_0_mass,static,0.159336,0.028545,1500
push,14,object_0_static_friction,static,0.007104,0.012922,1500
push,14,object_0_dynamic_friction,static,0.033519,0.017496,1500
push,14,surface_static_friction,static,0.064924,0.034731,1500
push,14,surface_dynamic_friction,static,0.19258,0.044799,1500
push,14,ee_velocity,dynamic,0.984201,0.002661,1500
push,14,ee_acceleration,dynamic,0.819703,0.020053,1500
push,14,ee_angular_velocity,dynamic,0.966009,0.007399,1500
push,14,object_velocity,dynamic,0.471208,0.318071,1500
push,14,object_acceleration,dynamic,0.605055,0.043025,1500
push,14,object_angular_velocity,dynamic,0.594708,0.043676,1500
push,14,ee_to_object_distance,dynamic,0.230321,0.0452,1500
push,14,object_to_target_distance,dynamic,0.0,0.0,1500
push,14,object_on_surface,dynamic,0.698029,0.035072,1500
push,14,contact_flag,dynamic,0.0,0.0,1500
push,14,contact_force,dynamic,0.0,0.0,1500
push,14,phase,dynamic,0.0,0.0,1500
push,15,object_0_mass,static,0.161004,0.028448,1500
push,15,object_0_static_friction,static,0.008152,0.016818,1500
push,15,object_0_dynamic_friction,static,0.036436,0.019298,1500
push,15,surface_static_friction,static,0.057755,0.03541,1500
push,15,surface_dynamic_friction,static,0.193423,0.03812,1500
push,15,ee_velocity,dynamic,0.982337,0.002656,1500
push,15,ee_acceleration,dynamic,0.818705,0.018942,1500
push,15,ee_angular_velocity,dynamic,0.968993,0.007097,1500
push,15,object_velocity,dynamic,0.488619,0.315452,1500
push,15,object_acceleration,dynamic,0.61764,0.032832,1500
push,15,object_angular_velocity,dynamic,0.625399,0.043249,1500
push,15,ee_to_object_distance,dynamic,0.257531,0.032458,1500
push,15,object_to_target_distance,dynamic,0.0,0.0,1500
push,15,object_on_surface,dynamic,0.715185,0.042682,1500
push,15,contact_flag,dynamic,0.0,0.0,1500
push,15,contact_force,dynamic,0.0,0.0,1500
push,15,phase,dynamic,0.0,0.0,1500
push,16,object_0_mass,static,0.177603,0.040755,1500
push,16,object_0_static_friction,static,0.021429,0.024306,1500
push,16,object_0_dynamic_friction,static,0.040105,0.019814,1500
push,16,surface_static_friction,static,0.047444,0.038541,1500
push,16,surface_dynamic_friction,static,0.187803,0.038476,1500
push,16,ee_velocity,dynamic,0.982277,0.002883,1500
push,16,ee_acceleration,dynamic,0.819971,0.016129,1500
push,16,ee_angular_velocity,dynamic,0.970813,0.005669,1500
push,16,object_velocity,dynamic,0.505905,0.335096,1500
push,16,object_acceleration,dynamic,0.615237,0.034454,1500
push,16,object_angular_velocity,dynamic,0.610972,0.041737,1500
push,16,ee_to_object_distance,dynamic,0.2162,0.030923,1500
push,16,object_to_target_distance,dynamic,0.0,0.0,1500
push,16,object_on_surface,dynamic,0.714013,0.040581,1500
push,16,contact_flag,dynamic,0.0,0.0,1500
push,16,contact_force,dynamic,0.0,0.0,1500
push,16,phase,dynamic,0.0,0.0,1500
push,17,object_0_mass,static,0.179567,0.048286,1500
push,17,object_0_static_friction,static,0.016714,0.020699,1500
push,17,object_0_dynamic_friction,static,0.042719,0.016057,1500
push,17,surface_static_friction,static,0.054978,0.036308,1500
push,17,surface_dynamic_friction,static,0.199894,0.035541,1500
push,17,ee_velocity,dynamic,0.984069,0.001264,1500
push,17,ee_acceleration,dynamic,0.824625,0.01155,1500
push,17,ee_angular_velocity,dynamic,0.969364,0.006201,1500
push,17,object_velocity,dynamic,0.552946,0.341527,1500
push,17,object_acceleration,dynamic,0.621314,0.048023,1500
push,17,object_angular_velocity,dynamic,0.631697,0.047861,1500
push,17,ee_to_object_distance,dynamic,0.178478,0.035945,1500
push,17,object_to_target_distance,dynamic,0.0,0.0,1500
push,17,object_on_surface,dynamic,0.71368,0.034529,1500
push,17,contact_flag,dynamic,0.0,0.0,1500
push,17,contact_force,dynamic,0.0,0.0,1500
push,17,phase,dynamic,0.0,0.0,1500
push,18,object_0_mass,static,0.19649,0.039071,1500
push,18,object_0_static_friction,static,0.019847,0.020094,1500
push,18,object_0_dynamic_friction,static,0.030826,0.027061,1500
push,18,surface_static_friction,static,0.040906,0.036516,1500
push,18,surface_dynamic_friction,static,0.196226,0.030732,1500
push,18,ee_velocity,dynamic,0.984141,0.001713,1500
push,18,ee_acceleration,dynamic,0.820609,0.015348,1500
push,18,ee_angular_velocity,dynamic,0.972526,0.005989,1500
push,18,object_velocity,dynamic,0.569137,0.312103,1500
push,18,object_acceleration,dynamic,0.636872,0.039124,1500
push,18,object_angular_velocity,dynamic,0.661261,0.050412,1500
push,18,ee_to_object_distance,dynamic,0.168583,0.025883,1500
push,18,object_to_target_distance,dynamic,0.0,0.0,1500
push,18,object_on_surface,dynamic,0.735515,0.023311,1500
push,18,contact_flag,dynamic,0.0,0.0,1500
push,18,contact_force,dynamic,0.0,0.0,1500
push,18,phase,dynamic,0.0,0.0,1500
push,19,object_0_mass,static,0.214494,0.060027,1500
push,19,object_0_static_friction,static,0.012598,0.021099,1500
push,19,object_0_dynamic_friction,static,0.02474,0.023571,1500
push,19,surface_static_friction,static,0.050593,0.047246,1500
push,19,surface_dynamic_friction,static,0.199873,0.034898,1500
push,19,ee_velocity,dynamic,0.985489,0.000987,1500
push,19,ee_acceleration,dynamic,0.817252,0.021272,1500
push,19,ee_angular_velocity,dynamic,0.9742,0.004,1500
push,19,object_velocity,dynamic,0.607462,0.306479,1500
push,19,object_acceleration,dynamic,0.640756,0.043265,1500
push,19,object_angular_velocity,dynamic,0.670419,0.052122,1500
push,19,ee_to_object_distance,dynamic,0.147634,0.013904,1500
push,19,object_to_target_distance,dynamic,0.0,0.0,1500
push,19,object_on_surface,dynamic,0.74559,0.025772,1500
push,19,contact_flag,dynamic,0.0,0.0,1500
push,19,contact_force,dynamic,0.0,0.0,1500
push,19,phase,dynamic,0.0,0.0,1500
push,20,object_0_mass,static,0.183448,0.057349,1500
push,20,object_0_static_friction,static,0.014491,0.028111,1500
push,20,object_0_dynamic_friction,static,0.029219,0.028732,1500
push,20,surface_static_friction,static,0.040307,0.053762,1500
push,20,surface_dynamic_friction,static,0.192419,0.027479,1500
push,20,ee_velocity,dynamic,0.984406,0.001677,1500
push,20,ee_acceleration,dynamic,0.818527,0.015822,1500
push,20,ee_angular_velocity,dynamic,0.973551,0.005358,1500
push,20,object_velocity,dynamic,0.579222,0.330544,1500
push,20,object_acceleration,dynamic,0.639919,0.032302,1500
push,20,object_angular_velocity,dynamic,0.672951,0.03414,1500
push,20,ee_to_object_distance,dynamic,0.158249,0.037686,1500
push,20,object_to_target_distance,dynamic,0.0,0.0,1500
push,20,object_on_surface,dynamic,0.734849,0.017985,1500
push,20,contact_flag,dynamic,0.0,0.0,1500
push,20,contact_force,dynamic,0.0,0.0,1500
push,20,phase,dynamic,0.0,0.0,1500
push,21,object_0_mass,static,0.191589,0.043301,1500
push,21,object_0_static_friction,static,0.000708,0.037312,1500
push,21,object_0_dynamic_friction,static,0.018166,0.039684,1500
push,21,surface_static_friction,static,0.023286,0.059282,1500
push,21,surface_dynamic_friction,static,0.167193,0.030964,1500
push,21,ee_velocity,dynamic,0.980686,0.005219,1500
push,21,ee_acceleration,dynamic,0.801984,0.023052,1500
push,21,ee_angular_velocity,dynamic,0.973411,0.005513,1500
push,21,object_velocity,dynamic,0.565654,0.336487,1500
push,21,object_acceleration,dynamic,0.620843,0.044843,1500
push,21,object_angular_velocity,dynamic,0.671818,0.019051,1500
push,21,ee_to_object_distance,dynamic,0.108747,0.030134,1500
push,21,object_to_target_distance,dynamic,0.0,0.0,1500
push,21,object_on_surface,dynamic,0.732222,0.02904,1500
push,21,contact_flag,dynamic,0.0,0.0,1500
push,21,contact_force,dynamic,0.0,0.0,1500
push,21,phase,dynamic,0.0,0.0,1500
push,22,object_0_mass,static,0.173041,0.03825,1500
push,22,object_0_static_friction,static,-0.007334,0.043581,1500
push,22,object_0_dynamic_friction,static,-0.007885,0.045715,1500
push,22,surface_static_friction,static,0.007119,0.073811,1500
push,22,surface_dynamic_friction,static,0.144832,0.027792,1500
push,22,ee_velocity,dynamic,0.980117,0.005958,1500
push,22,ee_acceleration,dynamic,0.787473,0.028204,1500
push,22,ee_angular_velocity,dynamic,0.972268,0.005191,1500
push,22,object_velocity,dynamic,0.519425,0.440516,1500
push,22,object_acceleration,dynamic,0.614646,0.032554,1500
push,22,object_angular_velocity,dynamic,0.650359,0.023472,1500
push,22,ee_to_object_distance,dynamic,0.053593,0.021361,1500
push,22,object_to_target_distance,dynamic,0.0,0.0,1500
push,22,object_on_surface,dynamic,0.73277,0.037997,1500
push,22,contact_flag,dynamic,0.0,0.0,1500
push,22,contact_force,dynamic,0.0,0.0,1500
push,22,phase,dynamic,0.0,0.0,1500
push,23,object_0_mass,static,0.161965,0.047832,1500
push,23,object_0_static_friction,static,-0.051132,0.042487,1500
push,23,object_0_dynamic_friction,static,-0.030204,0.047958,1500
push,23,surface_static_friction,static,-0.017916,0.0883,1500
push,23,surface_dynamic_friction,static,0.138552,0.04057,1500
push,23,ee_velocity,dynamic,0.979602,0.003585,1500
push,23,ee_acceleration,dynamic,0.796255,0.027993,1500
push,23,ee_angular_velocity,dynamic,0.971102,0.004672,1500
push,23,object_velocity,dynamic,0.46186,0.518454,1500
push,23,object_acceleration,dynamic,0.619834,0.024472,1500
push,23,object_angular_velocity,dynamic,0.666453,0.033131,1500
push,23,ee_to_object_distance,dynamic,0.053894,0.028926,1500
push,23,object_to_target_distance,dynamic,0.0,0.0,1500
push,23,object_on_surface,dynamic,0.726738,0.039966,1500
push,23,contact_flag,dynamic,0.0,0.0,1500
push,23,contact_force,dynamic,0.0,0.0,1500
push,23,phase,dynamic,0.0,0.0,1500
strike,0,object_0_mass,static,0.020524,0.00467,3000
strike,0,object_0_static_friction,static,0.320469,0.016229,3000
strike,0,object_0_dynamic_friction,static,0.228585,0.029414,3000
strike,0,object_0_restitution,static,-0.006843,0.008517,3000
strike,0,surface_static_friction,static,-0.007522,0.007059,3000
strike,0,surface_dynamic_friction,static,0.002124,0.01204,3000
strike,0,ee_velocity,dynamic,0.974545,0.003202,3000
strike,0,object_velocity,dynamic,0.489225,0.102119,3000
strike,0,object_acceleration,dynamic,0.350802,0.072949,3000
strike,0,ee_to_object_distance,dynamic,0.341189,0.023972,3000
strike,0,contact_flag,dynamic,0.0,0.0,3000
strike,0,contact_force,dynamic,0.0,0.0,3000
strike,0,phase,dynamic,0.0,0.0,3000
strike,0,ball_planar_travel_distance,dynamic,0.636302,0.015558,3000
strike,1,object_0_mass,static,0.024992,0.007577,3000
strike,1,object_0_static_friction,static,0.33353,0.020283,3000
strike,1,object_0_dynamic_friction,static,0.23534,0.037026,3000
strike,1,object_0_restitution,static,-0.008366,0.0063,3000
strike,1,surface_static_friction,static,-0.006966,0.00718,3000
strike,1,surface_dynamic_friction,static,-0.000969,0.016218,3000
strike,1,ee_velocity,dynamic,0.98753,0.001003,3000
strike,1,object_velocity,dynamic,0.529817,0.092295,3000
strike,1,object_acceleration,dynamic,0.403316,0.056002,3000
strike,1,ee_to_object_distance,dynamic,0.500007,0.016315,3000
strike,1,contact_flag,dynamic,0.0,0.0,3000
strike,1,contact_force,dynamic,0.0,0.0,3000
strike,1,phase,dynamic,0.0,0.0,3000
strike,1,ball_planar_travel_distance,dynamic,0.648644,0.017031,3000
strike,2,object_0_mass,static,0.027524,0.011423,3000
strike,2,object_0_static_friction,static,0.332654,0.024848,3000
strike,2,object_0_dynamic_friction,static,0.229094,0.028693,3000
strike,2,object_0_restitution,static,-0.003324,0.002484,3000
strike,2,surface_static_friction,static,-0.005817,0.005178,3000
strike,2,surface_dynamic_friction,static,-0.00108,0.016292,3000
strike,2,ee_velocity,dynamic,0.988739,0.000865,3000
strike,2,object_velocity,dynamic,0.549309,0.098924,3000
strike,2,object_acceleration,dynamic,0.419526,0.056746,3000
strike,2,ee_to_object_distance,dynamic,0.59472,0.023515,3000
strike,2,contact_flag,dynamic,0.0,0.0,3000
strike,2,contact_force,dynamic,0.0,0.0,3000
strike,2,phase,dynamic,0.0,0.0,3000
strike,2,ball_planar_travel_distance,dynamic,0.649987,0.016388,3000
strike,3,object_0_mass,static,0.026165,0.015448,3000
strike,3,object_0_static_friction,static,0.337184,0.026021,3000
strike,3,object_0_dynamic_friction,static,0.235552,0.02717,3000
strike,3,object_0_restitution,static,-0.003317,0.004293,3000
strike,3,surface_static_friction,static,-0.003573,0.002436,3000
strike,3,surface_dynamic_friction,static,-0.002526,0.011183,3000
strike,3,ee_velocity,dynamic,0.99051,0.000312,3000
strike,3,object_velocity,dynamic,0.597466,0.092287,3000
strike,3,object_acceleration,dynamic,0.451548,0.047999,3000
strike,3,ee_to_object_distance,dynamic,0.591988,0.032417,3000
strike,3,contact_flag,dynamic,0.0,0.0,3000
strike,3,contact_force,dynamic,0.0,0.0,3000
strike,3,phase,dynamic,0.0,0.0,3000
strike,3,ball_planar_travel_distance,dynamic,0.667831,0.016073,3000
strike,4,object_0_mass,static,0.027924,0.014946,3000
strike,4,object_0_static_friction,static,0.337736,0.03047,3000
strike,4,object_0_dynamic_friction,static,0.232039,0.024178,3000
strike,4,object_0_restitution,static,-0.002213,0.005357,3000
strike,4,surface_static_friction,static,-0.007296,0.003556,3000
strike,4,surface_dynamic_friction,static,-0.004843,0.010868,3000
strike,4,ee_velocity,dynamic,0.991973,0.00073,3000
strike,4,object_velocity,dynamic,0.623266,0.092424,3000
strike,4,object_acceleration,dynamic,0.490076,0.048569,3000
strike,4,ee_to_object_distance,dynamic,0.649332,0.022015,3000
strike,4,contact_flag,dynamic,0.0,0.0,3000
strike,4,contact_force,dynamic,0.0,0.0,3000
strike,4,phase,dynamic,0.0,0.0,3000
strike,4,ball_planar_travel_distance,dynamic,0.691545,0.015273,3000
strike,5,object_0_mass,static,0.023176,0.008271,3000
strike,5,object_0_static_friction,static,0.332903,0.025631,3000
strike,5,object_0_dynamic_friction,static,0.224983,0.028184,3000
strike,5,object_0_restitution,static,-0.009713,0.005069,3000
strike,5,surface_static_friction,static,-0.008863,0.008022,3000
strike,5,surface_dynamic_friction,static,-0.00403,0.011657,3000
strike,5,ee_velocity,dynamic,0.993428,0.000501,3000
