layer,fold,best_lr,best_wd,r2,mse,n_test_windows,cos_sim_mean
0,0,0.0010000000474974513,0.4000000059604645,0.2850096821784973,0.23177580535411835,56274,0.562772274017334
0,1,9.999999747378752e-05,0.800000011920929,0.1917804628610611,0.26169994473457336,56285,0.5150818824768066
0,2,0.003000000026077032,0.4000000059604645,0.37530216574668884,0.2023194283246994,56286,0.6172026991844177
0,3,0.0003000000142492354,0.10000000149011612,0.3518064618110657,0.21012306213378906,56279,0.6055464744567871
0,4,0.0003000000142492354,0.4000000059604645,0.06732594966888428,0.3030526041984558,56273,0.46214234828948975
1,0,0.003000000026077032,0.10000000149011612,0.6290242671966553,0.1202576607465744,56274,0.7868916392326355
1,1,9.999999747378752e-05,0.009999999776482582,0.6418688893318176,0.11596237123012543,56285,0.7979664206504822
1,2,0.0010000000474974513,0.009999999776482582,0.6215558052062988,0.12256591767072678,56286,0.7811998128890991
1,3,0.004999999888241291,0.10000000149011612,0.6248912811279297,0.12159846723079681,56279,0.7822660207748413
1,4,0.004999999888241291,0.10000000149011612,0.6267706751823425,0.12127337604761124,56273,0.7828841209411621
2,0,0.0010000000474974513,0.10000000149011612,0.6854987144470215,0.10195068269968033,56274,0.8215378522872925
2,1,0.0010000000474974513,0.10000000149011612,0.6943474411964417,0.09897027164697647,56285,0.828320324420929
2,2,9.999999747378752e-05,0.10000000149011612,0.6899626851081848,0.10041149705648422,56286,0.8277751803398132
2,3,0.004999999888241291,0.10000000149011612,0.6856659650802612,0.10189732909202576,56279,0.8219282627105713
2,4,9.999999747378752e-05,0.10000000149011612,0.6886408925056458,0.1011701375246048,56273,0.8236257433891296
3,0,0.0010000000474974513,0.10000000149011612,0.7142091989517212,0.0926436111330986,56274,0.835753858089447
3,1,0.003000000026077032,0.10000000149011612,0.7177959680557251,0.09137781709432602,56285,0.8385301828384399
3,2,0.0010000000474974513,0.10000000149011612,0.7138281464576721,0.09268233925104141,56286,0.837902843952179
3,3,0.004999999888241291,0.10000000149011612,0.70832759141922,0.09455116093158722,56279,0.8321205973625183
3,4,0.0010000000474974513,0.10000000149011612,0.7134487628936768,0.09310941398143768,56273,0.835442304611206
4,0,9.999999747378752e-05,0.10000000149011612,0.7391910552978516,0.0845450758934021,56274,0.8471846580505371
4,1,0.003000000026077032,0.10000000149011612,0.7477695941925049,0.08167232573032379,56285,0.855303943157196
4,2,0.004999999888241291,0.10000000149011612,0.7417240142822266,0.083647720515728,56286,0.8531301617622375
4,3,0.003000000026077032,0.10000000149011612,0.7381394505500793,0.08488684147596359,56279,0.8482446074485779
4,4,9.999999747378752e-05,0.10000000149011612,0.7406729459762573,0.0842633917927742,56273,0.8500362634658813
5,0,0.003000000026077032,0.10000000149011612,0.7619308829307556,0.0771741196513176,56274,0.8618302941322327
5,1,0.004999999888241291,0.10000000149011612,0.77143394947052,0.0740097165107727,56285,0.8689185976982117
5,2,0.003000000026077032,0.10000000149011612,0.7677034139633179,0.07523392885923386,56286,0.8669184446334839
5,3,0.003000000026077032,0.10000000149011612,0.7561022043228149,0.07906417548656464,56279,0.8563082218170166
5,4,0.004999999888241291,0.10000000149011612,0.7660042643547058,0.07603254169225693,56273,0.8640289306640625
6,0,9.999999747378752e-05,0.10000000149011612,0.7762976288795471,0.07251674681901932,56274,0.8698129057884216
6,1,9.999999747378752e-05,0.10000000149011612,0.7844733595848083,0.06978747248649597,56285,0.8766658306121826
6,2,0.0003000000142492354,0.4000000059604645,0.749358594417572,0.08117496967315674,56286,0.8557939529418945
6,3,0.003000000026077032,0.10000000149011612,0.7727317810058594,0.07367351651191711,56279,0.868090808391571
6,4,0.0003000000142492354,0.10000000149011612,0.7789455652236938,0.07182753086090088,56273,0.8718094825744629
7,0,0.004999999888241291,0.10000000149011612,0.794161319732666,0.06672604382038116,56274,0.8821215629577637
7,1,0.003000000026077032,0.10000000149011612,0.8039559721946716,0.06347911059856415,56285,0.8873583078384399
7,2,9.999999747378752e-05,0.10000000149011612,0.7963473200798035,0.06595682352781296,56286,0.8836114406585693
7,3,0.004999999888241291,0.10000000149011612,0.792491614818573,0.0672679916024208,56279,0.8796650767326355
7,4,9.999999747378752e-05,0.10000000149011612,0.7973450422286987,0.06584881246089935,56273,0.8844422101974487
8,0,0.003000000026077032,0.10000000149011612,0.7974942922592163,0.06564544886350632,56274,0.8864644169807434
8,1,0.004999999888241291,0.10000000149011612,0.8076103329658508,0.06229566037654877,56285,0.8945072293281555
8,2,0.0010000000474974513,0.10000000149011612,0.8000106811523438,0.0647701546549797,56286,0.8890830874443054
8,3,0.0010000000474974513,0.10000000149011612,0.7940748929977417,0.06675447523593903,56279,0.8852748274803162
8,4,9.999999747378752e-05,0.10000000149011612,0.7967098355293274,0.06605527549982071,56273,0.8870890140533447
9,0,0.0003000000142492354,0.009999999776482582,0.7942752242088318,0.0666889101266861,56274,0.8878138661384583
9,1,0.004999999888241291,0.10000000149011612,0.8030936121940613,0.06375838816165924,56285,0.8923652768135071
9,2,9.999999747378752e-05,0.009999999776482582,0.787743091583252,0.06874310225248337,56286,0.8878393769264221
9,3,0.0003000000142492354,0.10000000149011612,0.7903661727905273,0.06795678287744522,56279,0.8838531374931335
9,4,0.0010000000474974513,0.009999999776482582,0.8045443296432495,0.06350958347320557,56273,0.8953947424888611
10,0,0.0003000000142492354,0.10000000149011612,0.8033764362335205,0.06373867392539978,56274,0.8905040621757507
10,1,0.004999999888241291,0.009999999776482582,0.8021341562271118,0.06406879425048828,56285,0.8979827761650085
10,2,9.999999747378752e-05,0.10000000149011612,0.7897232174873352,0.06810230016708374,56286,0.8907458782196045
10,3,0.0010000000474974513,0.10000000149011612,0.8027449250221252,0.06394420564174652,56279,0.8903628587722778
10,4,0.003000000026077032,0.009999999776482582,0.8157250881195068,0.05987655743956566,56273,0.9040841460227966
11,0,9.999999747378752e-05,0.10000000149011612,0.8103851079940796,0.06146680563688278,56274,0.8946460485458374
11,1,0.0010000000474974513,0.10000000149011612,0.820971667766571,0.05796918645501137,56285,0.9031230807304382
11,2,0.0010000000474974513,0.10000000149011612,0.8148205876350403,0.059973880648612976,56286,0.8979982733726501
11,3,0.003000000026077032,0.10000000149011612,0.8083269596099854,0.06213442608714104,56279,0.8946164846420288
11,4,0.003000000026077032,0.10000000149011612,0.8162885308265686,0.059693749994039536,56273,0.8992896676063538
12,0,0.0003000000142492354,0.009999999776482582,0.7597317695617676,0.0778866559267044,56274,0.8977574706077576
12,1,0.004999999888241291,0.009999999776482582,0.8386052250862122,0.05225953832268715,56285,0.9157693982124329
12,2,9.999999747378752e-05,0.10000000149011612,0.8158963918685913,0.05962535738945007,56286,0.899657130241394
12,3,0.0003000000142492354,0.4000000059604645,0.778319239616394,0.07186193019151688,56279,0.8769446015357971
12,4,9.999999747378752e-05,0.009999999776482582,0.8238365650177002,0.057240910828113556,56273,0.9098464250564575
13,0,0.004999999888241291,0.009999999776482582,0.8311811089515686,0.05472543463110924,56274,0.9101111888885498
13,1,0.004999999888241291,0.10000000149011612,0.8329700231552124,0.05408407747745514,56285,0.9102382659912109
13,2,0.004999999888241291,0.009999999776482582,0.8373965620994568,0.052662041038274765,56286,0.9151473641395569
13,3,0.003000000026077032,0.10000000149011612,0.8233550786972046,0.05726289749145508,56279,0.9029053449630737
13,4,9.999999747378752e-05,0.10000000149011612,0.8285389542579651,0.05571303516626358,56273,0.9071019291877747
14,0,0.004999999888241291,0.009999999776482582,0.722989559173584,0.089797243475914,56274,0.8606401085853577
14,1,0.0010000000474974513,0.10000000149011612,0.8376055359840393,0.052583370357751846,56285,0.9135026335716248
14,2,9.999999747378752e-05,0.10000000149011612,0.8337656855583191,0.05383813753724098,56286,0.9102833867073059
14,3,0.004999999888241291,0.10000000149011612,0.8192592263221741,0.05859043449163437,56279,0.9023967981338501
14,4,0.0010000000474974513,0.009999999776482582,0.8311643600463867,0.05485997721552849,56273,0.912188708782196
15,0,9.999999747378752e-05,0.10000000149011612,0.8374156951904297,0.05270438641309738,56274,0.9111533761024475
15,1,9.999999747378752e-05,0.10000000149011612,0.8459032773971558,0.04989659786224365,56285,0.9181381464004517
