layer,fold,best_lr,best_wd,r2,mse,n_test_windows
0,0,0.004999999888241291,0.10000000149011612,-1.9179949760437012,0.4251227378845215,28200
0,1,0.0003000000142492354,0.009999999776482582,-0.3492599427700043,0.1901201456785202,28200
0,2,0.0010000000474974513,0.4000000059604645,-1.7355743646621704,0.44536900520324707,28200
0,3,0.004999999888241291,0.4000000059604645,-2.335062026977539,0.5310401320457458,28200
0,4,9.999999747378752e-05,0.10000000149011612,0.22021758556365967,0.10164211690425873,28200
1,0,0.003000000026077032,0.4000000059604645,0.23463758826255798,0.11150643229484558,28200
1,1,0.0010000000474974513,0.800000011920929,0.24885597825050354,0.10584300756454468,28200
1,2,0.003000000026077032,0.4000000059604645,0.263590544462204,0.1198936402797699,28200
1,3,0.003000000026077032,0.4000000059604645,0.32009443640708923,0.10826264321804047,28200
1,4,0.003000000026077032,0.4000000059604645,0.24910147488117218,0.09787790477275848,28200
2,0,0.003000000026077032,0.800000011920929,0.2148185670375824,0.11439471691846848,28200
2,1,9.999999747378752e-05,0.4000000059604645,0.24354377388954163,0.10659041255712509,28200
2,2,9.999999747378752e-05,0.4000000059604645,0.232903853058815,0.12488967925310135,28200
2,3,0.0010000000474974513,0.800000011920929,0.2695061266422272,0.116317979991436,28200
2,4,0.003000000026077032,0.800000011920929,0.2283833920955658,0.10057871043682098,28200
3,0,0.003000000026077032,0.4000000059604645,0.24152901768684387,0.11050252616405487,28200
3,1,0.003000000026077032,0.4000000059604645,0.24098420143127441,0.10695118457078934,28200
3,2,0.004999999888241291,0.4000000059604645,0.23282459378242493,0.12490189075469971,28200
3,3,0.0010000000474974513,0.800000011920929,0.2719951272010803,0.1159215122461319,28200
3,4,0.003000000026077032,0.4000000059604645,0.23314876854419708,0.09995713829994202,28200
4,0,0.003000000026077032,0.800000011920929,0.22011779248714447,0.11362295597791672,28200
4,1,0.0010000000474974513,0.800000011920929,0.23111747205257416,0.10834202915430069,28200
4,2,0.004999999888241291,0.800000011920929,0.23062144219875336,0.12526153028011322,28200
4,3,0.0010000000474974513,0.800000011920929,0.26182126998901367,0.1175415888428688,28200
4,4,0.0003000000142492354,0.800000011920929,0.23444949090480804,0.09978808462619781,28200
5,0,0.0003000000142492354,0.4000000059604645,0.2420334815979004,0.11042898148298264,28200
5,1,0.004999999888241291,0.4000000059604645,0.25178587436676025,0.10542909801006317,28200
5,2,0.003000000026077032,0.4000000059604645,0.25666770339012146,0.12102032452821732,28200
5,3,0.003000000026077032,0.800000011920929,0.2763286828994751,0.11523117870092392,28200
5,4,0.004999999888241291,0.800000011920929,0.2532518804073334,0.09733669459819794,28200
6,0,0.003000000026077032,0.800000011920929,0.3103984594345093,0.100469209253788,28200
6,1,0.0003000000142492354,0.4000000059604645,0.3265102207660675,0.09489979594945908,28200
6,2,0.003000000026077032,0.800000011920929,0.3092845380306244,0.1124538853764534,28200
6,3,0.0010000000474974513,0.800000011920929,0.3534359037876129,0.10295344144105911,28200
6,4,0.0010000000474974513,0.800000011920929,0.3182183504104614,0.08886873722076416,28200
7,0,0.0003000000142492354,0.800000011920929,0.3090926706790924,0.10065937787294388,28200
7,1,0.004999999888241291,0.800000011920929,0.3229391276836395,0.0954037457704544,28200
7,2,0.003000000026077032,0.800000011920929,0.31205135583877563,0.11200372129678726,28200
7,3,0.0010000000474974513,0.800000011920929,0.3527185320854187,0.10306739062070847,28200
7,4,0.0010000000474974513,0.800000011920929,0.3191254436969757,0.08875028043985367,28200
8,0,0.0010000000474974513,0.800000011920929,0.2855273485183716,0.1040920615196228,28200
8,1,9.999999747378752e-05,0.800000011920929,0.30323073267936707,0.09818024933338165,28200
8,2,9.999999747378752e-05,0.800000011920929,0.2936071753501892,0.11500651389360428,28200
8,3,0.0010000000474974513,0.4000000059604645,0.3621472716331482,0.10156562924385071,28200
8,4,0.004999999888241291,0.800000011920929,0.2945859134197235,0.09194855391979218,28200
9,0,0.0003000000142492354,0.4000000059604645,0.30335888266563416,0.10149428248405457,28200
9,1,0.003000000026077032,0.4000000059604645,0.32692036032676697,0.09484229236841202,28200
9,2,0.003000000026077032,0.4000000059604645,0.31311964988708496,0.11182911694049835,28200
9,3,0.003000000026077032,0.4000000059604645,0.3581133782863617,0.10220794379711151,28200
9,4,0.0010000000474974513,0.4000000059604645,0.32495975494384766,0.08798953890800476,28200
10,0,0.0010000000474974513,0.4000000059604645,0.32658031582832336,0.09811098873615265,28200
10,1,0.003000000026077032,0.4000000059604645,0.3257109522819519,0.09501250833272934,28200
10,2,0.003000000026077032,0.4000000059604645,0.31822049617767334,0.11099860072135925,28200
10,3,0.003000000026077032,0.4000000059604645,0.3789967894554138,0.0988830029964447,28200
10,4,0.003000000026077032,0.4000000059604645,0.32732006907463074,0.08768148720264435,28200
11,0,0.0003000000142492354,0.4000000059604645,0.3125445246696472,0.10015567392110825,28200
11,1,9.999999747378752e-05,0.4000000059604645,0.34285956621170044,0.09259604662656784,28200
11,2,0.004999999888241291,0.4000000059604645,0.33178266882896423,0.10879078507423401,28200
11,3,0.0010000000474974513,0.4000000059604645,0.38312146067619324,0.09822598099708557,28200
11,4,0.0003000000142492354,0.4000000059604645,0.33733415603637695,0.08637656271457672,28200
12,0,0.0010000000474974513,0.4000000059604645,0.3672977089881897,0.0921788215637207,28200
12,1,0.003000000026077032,0.4000000059604645,0.3836621642112732,0.08684695512056351,28200
12,2,0.0010000000474974513,0.4000000059604645,0.3636760115623474,0.10359812527894974,28200
12,3,0.0010000000474974513,0.4000000059604645,0.42285996675491333,0.09189844876527786,28200
12,4,0.0010000000474974513,0.4000000059604645,0.3847789764404297,0.08019212633371353,28200
13,0,0.003000000026077032,0.4000000059604645,0.39293283224105835,0.08844424039125443,28200
13,1,0.004999999888241291,0.4000000059604645,0.41238081455230713,0.08280010521411896,28200
13,2,0.004999999888241291,0.4000000059604645,0.3920346796512604,0.09898128360509872,28200
13,3,9.999999747378752e-05,0.4000000059604645,0.44054505228996277,0.08908253908157349,28200
13,4,0.0003000000142492354,0.4000000059604645,0.40374380350112915,0.07772007584571838,28200
14,0,0.004999999888241291,0.4000000059604645,0.42782777547836304,0.08336009830236435,28200
14,1,9.999999747378752e-05,0.4000000059604645,0.4456018805503845,0.078119195997715,28200
14,2,0.0010000000474974513,0.4000000059604645,0.4327293038368225,0.09235574305057526,28200
14,3,0.0003000000142492354,0.4000000059604645,0.4854561686515808,0.08193113654851913,28200
14,4,0.003000000026077032,0.4000000059604645,0.4417496621608734,0.07276611030101776,28200
15,0,0.004999999888241291,0.4000000059604645,0.4091688096523285,0.08607832342386246,28200
15,1,9.999999747378752e-05,0.4000000059604645,0.42798128724098206,0.08060181885957718,28200
15,2,0.003000000026077032,0.4000000059604645,0.4208875894546509,0.09428389370441437,28200
15,3,0.0010000000474974513,0.4000000059604645,0.46444016695022583,0.08527762442827225,28200
15,4,0.003000000026077032,0.4000000059604645,0.41982585191726685,0.07562391459941864,28200
16,0,0.004999999888241291,0.4000000059604645,0.42758500576019287,0.08339552581310272,28200
16,1,0.004999999888241291,0.4000000059604645,0.4354594647884369,0.07954808324575424,28200
16,2,9.999999747378752e-05,0.4000000059604645,0.4164547026157379,0.09500537812709808,28200
16,3,0.004999999888241291,0.4000000059604645,0.4716479182243347,0.08413009345531464,28200
16,4,0.0010000000474974513,0.4000000059604645,0.4150976836681366,0.07624030113220215,28200
17,0,0.0003000000142492354,0.4000000059604645,0.46770501136779785,0.07755037397146225,28200
17,1,0.0010000000474974513,0.4000000059604645,0.4721878468990326,0.07437274605035782,28200
17,2,0.0003000000142492354,0.4000000059604645,0.47123223543167114,0.08608729392290115,28200
17,3,9.999999747378752e-05,0.4000000059604645,0.5148047208786011,0.07725781947374344,28200
17,4,9.999999747378752e-05,0.4000000059604645,0.47503525018692017,0.06842771917581558,28200
18,0,0.0003000000142492354,0.4000000059604645,0.460652619600296,0.07857780903577805,28200
18,1,0.0003000000142492354,0.4000000059604645,0.4631767272949219,0.07564226537942886,28200
18,2,0.003000000026077032,0.4000000059604645,0.4603881239891052,0.08785316348075867,28200
18,3,0.003000000026077032,0.4000000059604645,0.49354252219200134,0.08064374327659607,28200
18,4,9.999999747378752e-05,0.4000000059604645,0.46519923210144043,0.06970962136983871,28200
19,0,9.999999747378752e-05,0.4000000059604645,0.45969805121421814,0.07871682941913605,28200
19,1,0.004999999888241291,0.4000000059604645,0.4723970890045166,0.07434330135583878,28200
19,2,0.004999999888241291,0.4000000059604645,0.4625997543334961,0.0874929204583168,28200
19,3,9.999999747378752e-05,0.4000000059604645,0.510406494140625,0.07795814424753189,28200
19,4,0.003000000026077032,0.4000000059604645,0.47713717818260193,0.0681534856557846,28200
20,0,9.999999747378752e-05,0.4000000059604645,0.4613104462623596,0.07848191261291504,28200
20,1,0.0010000000474974513,0.800000011920929,0.4253174960613251,0.08097732067108154,28200
20,2,9.999999747378752e-05,0.800000011920929,0.40864384174346924,0.09627735614776611,28200
20,3,0.003000000026077032,0.4000000059604645,0.5088983774185181,0.07819850742816925,28200
20,4,9.999999747378752e-05,0.800000011920929,0.42510008811950684,0.07493674010038376,28200
21,0,0.0010000000474974513,0.800000011920929,0.08669132739305496,0.13305968046188354,28200
21,1,0.004999999888241291,0.4000000059604645,-7.797229766845703,1.2395861148834229,28200
21,2,0.004999999888241291,0.009999999776482582,-14.148724555969238,2.466308116912842,28200
21,3,0.0003000000142492354,0.4000000059604645,-12.386316299438477,2.1315011978149414,28200
21,4,9.999999747378752e-05,0.4000000059604645,-0.03985961526632309,0.1355419009923935,28200
22,0,0.003000000026077032,0.10000000149011612,-13.123492240905762,2.0576531887054443,28200
22,1,9.999999747378752e-05,0.10000000149011612,-5.282905101776123,0.8853055834770203,28200
22,2,9.999999747378752e-05,0.800000011920929,-14.607382774353027,2.5409767627716064,28200
22,3,9.999999747378752e-05,0.800000011920929,-7.316990375518799,1.3243120908737183,28200
22,4,0.003000000026077032,0.4000000059604645,-3.3851964473724365,0.5715935230255127,28200
23,0,0.0010000000474974513,0.800000011920929,0.35560330748558044,0.0938827395439148,28200
23,1,0.003000000026077032,0.4000000059604645,0.4143976867198944,0.08251596242189407,28200
23,2,9.999999747378752e-05,0.4000000059604645,0.22568903863430023,0.12606298923492432,28200
23,3,0.003000000026077032,0.4000000059604645,0.42956218123435974,0.09083110839128494,28200
23,4,0.0010000000474974513,0.4000000059604645,0.41629669070243835,0.07608411461114883,28200
