task,layer,variable,var_type,output_dim,r2_mean,r2_std,n_samples
strike,0,object_0_mass,static,1,0.013133,0.006098,135612
strike,0,object_0_static_friction,static,1,0.190576,0.010045,135612
strike,0,object_0_dynamic_friction,static,1,0.147682,0.022288,135612
strike,0,object_0_restitution,static,1,-0.00178,0.006895,135612
strike,0,surface_static_friction,static,1,-0.005621,0.00366,135612
strike,0,surface_dynamic_friction,static,1,-8.9e-05,0.007234,135612
strike,0,ee_velocity,dynamic,3,0.826009,0.002083,135612
strike,0,object_velocity,dynamic,3,0.334868,0.013364,135612
strike,0,object_acceleration,dynamic,3,0.182502,0.004487,135612
strike,0,ee_to_object_distance,dynamic,1,0.120014,0.014248,135612
strike,0,contact_flag,dynamic,1,0.0,0.0,135612
strike,0,contact_force,dynamic,3,0.0,0.0,135612
strike,0,phase,dynamic,1,0.0,0.0,135612
strike,0,ball_planar_travel_distance,dynamic,1,0.816462,0.005117,135612
strike,1,object_0_mass,static,1,0.018174,0.008375,135612
strike,1,object_0_static_friction,static,1,0.183733,0.008267,135612
strike,1,object_0_dynamic_friction,static,1,0.146923,0.02385,135612
strike,1,object_0_restitution,static,1,0.000694,0.005239,135612
strike,1,surface_static_friction,static,1,-0.001725,0.002924,135612
strike,1,surface_dynamic_friction,static,1,0.004591,0.007477,135612
strike,1,ee_velocity,dynamic,3,0.854918,0.00194,135612
strike,1,object_velocity,dynamic,3,0.386637,0.015642,135612
strike,1,object_acceleration,dynamic,3,0.236221,0.006896,135612
strike,1,ee_to_object_distance,dynamic,1,0.078068,0.011183,135612
strike,1,contact_flag,dynamic,1,0.0,0.0,135612
strike,1,contact_force,dynamic,3,0.0,0.0,135612
strike,1,phase,dynamic,1,0.0,0.0,135612
strike,1,ball_planar_travel_distance,dynamic,1,0.820799,0.00658,135612
strike,2,object_0_mass,static,1,0.016231,0.008874,135612
strike,2,object_0_static_friction,static,1,0.197408,0.014476,135612
strike,2,object_0_dynamic_friction,static,1,0.15052,0.018533,135612
strike,2,object_0_restitution,static,1,-0.000459,0.004781,135612
strike,2,surface_static_friction,static,1,-0.003881,0.002749,135612
strike,2,surface_dynamic_friction,static,1,0.000808,0.007263,135612
strike,2,ee_velocity,dynamic,3,0.89725,0.001903,135612
strike,2,object_velocity,dynamic,3,0.47259,0.01448,135612
strike,2,object_acceleration,dynamic,3,0.281903,0.007718,135612
