layer,fold,best_lr,best_wd,r2,mse,n_test_windows
0,0,0.0010000000474974513,0.4000000059604645,0.34400033950805664,1.448418378829956,112000
0,1,0.004999999888241291,0.4000000059604645,0.3457871675491333,1.4318065643310547,112000
0,2,0.0003000000142492354,0.4000000059604645,0.3256043791770935,1.583785891532898,112000
0,3,0.003000000026077032,0.4000000059604645,0.323788583278656,1.557442307472229,112000
0,4,0.0010000000474974513,0.800000011920929,0.31877845525741577,1.4623777866363525,112000
1,0,0.004999999888241291,0.800000011920929,0.3489729166030884,1.437482476234436,112000
1,1,0.003000000026077032,0.4000000059604645,0.3762221038341522,1.3652108907699585,112000
1,2,0.003000000026077032,0.4000000059604645,0.35273879766464233,1.5200563669204712,112000
1,3,0.003000000026077032,0.800000011920929,0.33031368255615234,1.5424463748931885,112000
1,4,0.003000000026077032,0.4000000059604645,0.36749160289764404,1.3578228950500488,112000
2,0,0.004999999888241291,0.4000000059604645,0.3776203989982605,1.3742202520370483,112000
2,1,9.999999747378752e-05,0.4000000059604645,0.3818788230419159,1.352832555770874,112000
2,2,0.0010000000474974513,0.4000000059604645,0.36446279287338257,1.4925613403320312,112000
2,3,0.0010000000474974513,0.800000011920929,0.3363402485847473,1.528570532798767,112000
2,4,0.003000000026077032,0.4000000059604645,0.3683048486709595,1.3560750484466553,112000
3,0,0.004999999888241291,0.4000000059604645,0.40696659684181213,1.3094130754470825,112000
3,1,0.0010000000474974513,0.800000011920929,0.3777066171169281,1.361972689628601,112000
3,2,9.999999747378752e-05,0.800000011920929,0.3587706685066223,1.505925178527832,112000
3,3,0.004999999888241291,0.4000000059604645,0.3902137875556946,1.40446937084198,112000
3,4,0.004999999888241291,0.800000011920929,0.36706477403640747,1.3587409257888794,112000
4,0,9.999999747378752e-05,0.800000011920929,0.42169901728630066,1.2768961191177368,112000
4,1,0.0010000000474974513,0.800000011920929,0.4180200397968292,1.273748755455017,112000
4,2,9.999999747378752e-05,0.800000011920929,0.40397894382476807,1.3997600078582764,112000
4,3,0.0010000000474974513,0.800000011920929,0.40782392024993896,1.3639094829559326,112000
4,4,0.004999999888241291,0.800000011920929,0.4075945019721985,1.2717299461364746,112000
5,0,9.999999747378752e-05,0.800000011920929,0.43221864104270935,1.2536542415618896,112000
5,1,0.004999999888241291,0.4000000059604645,0.4461704194545746,1.2120949029922485,112000
5,2,0.0003000000142492354,0.800000011920929,0.4172689914703369,1.368532657623291,112000
5,3,0.003000000026077032,0.4000000059604645,0.44000130891799927,1.2897744178771973,112000
5,4,0.004999999888241291,0.800000011920929,0.4220070540904999,1.2407960891723633,112000
6,0,0.004999999888241291,0.4000000059604645,0.4527346193790436,1.2083314657211304,112000
6,1,9.999999747378752e-05,0.800000011920929,0.4277585446834564,1.2524104118347168,112000
6,2,0.003000000026077032,0.800000011920929,0.4135757088661194,1.377191424369812,112000
6,3,0.004999999888241291,0.4000000059604645,0.4450913965702057,1.2780523300170898,112000
6,4,0.0003000000142492354,0.800000011920929,0.42008304595947266,1.2449029684066772,112000
7,0,0.0003000000142492354,0.4000000059604645,0.46733230352401733,1.1760947704315186,112000
7,1,9.999999747378752e-05,0.800000011920929,0.4426601231098175,1.219794511795044,112000
7,2,0.004999999888241291,0.800000011920929,0.42996883392333984,1.33870530128479,112000
7,3,0.004999999888241291,0.4000000059604645,0.4172946810722351,1.342030644416809,112000
7,4,9.999999747378752e-05,0.800000011920929,0.43685004115104675,1.2089104652404785,112000
