layer,fold,best_lr,best_wd,r2,mse,n_test_windows,cos_sim_mean
0,0,0.0010000000474974513,0.4000000059604645,0.3286353349685669,0.05956694483757019,31022,0.8916897773742676
0,1,0.003000000026077032,0.4000000059604645,0.32517749071121216,0.06589238345623016,30999,0.8752862811088562
0,2,0.0010000000474974513,0.4000000059604645,0.34326279163360596,0.05987582355737686,31039,0.8912336230278015
0,3,0.0010000000474974513,0.4000000059604645,0.3293529152870178,0.05979853868484497,31038,0.8950318694114685
0,4,0.004999999888241291,0.4000000059604645,0.3383961319923401,0.056426648050546646,31036,0.8976027965545654
1,0,9.999999747378752e-05,0.4000000059604645,0.3754315972328186,0.05541496351361275,31022,0.8929147124290466
1,1,0.0010000000474974513,0.4000000059604645,0.39244383573532104,0.05932416394352913,30999,0.8850285410881042
1,2,0.003000000026077032,0.4000000059604645,0.39829081296920776,0.05485861748456955,31039,0.8929089307785034
1,3,0.003000000026077032,0.4000000059604645,0.37740206718444824,0.055513955652713776,31038,0.8965139389038086
1,4,9.999999747378752e-05,0.4000000059604645,0.3904135227203369,0.05198998749256134,31036,0.900502622127533
2,0,9.999999747378752e-05,0.4000000059604645,0.42011767625808716,0.05145031213760376,31022,0.8959448337554932
2,1,0.004999999888241291,0.4000000059604645,0.4344203472137451,0.05522562563419342,30999,0.8893512487411499
2,2,0.0003000000142492354,0.4000000059604645,0.43098342418670654,0.05187832936644554,31039,0.896517276763916
2,3,0.004999999888241291,0.800000011920929,0.38596630096435547,0.054750826209783554,31038,0.8923899531364441
2,4,0.0003000000142492354,0.4000000059604645,0.428347647190094,0.04875473305583,31036,0.9051424264907837
3,0,0.004999999888241291,0.4000000059604645,0.46203482151031494,0.04773109033703804,31022,0.9063889980316162
3,1,0.003000000026077032,0.4000000059604645,0.46505481004714966,0.05223429575562477,30999,0.8978031277656555
3,2,0.004999999888241291,0.4000000059604645,0.47070831060409546,0.04825640469789505,31039,0.9075356721878052
3,3,0.0003000000142492354,0.4000000059604645,0.45373690128326416,0.048707619309425354,31038,0.9065017104148865
3,4,9.999999747378752e-05,0.4000000059604645,0.463093101978302,0.04579123109579086,31036,0.9140997529029846
4,0,0.003000000026077032,0.800000011920929,0.5083682537078857,0.043620072305202484,31022,0.9169621467590332
4,1,0.003000000026077032,0.800000011920929,0.5064812898635864,0.04818928986787796,30999,0.9092229008674622
4,2,0.0003000000142492354,0.800000011920929,0.5062566995620728,0.04501563683152199,31039,0.9128193855285645
4,3,0.0010000000474974513,0.800000011920929,0.4880180358886719,0.045650918036699295,31038,0.9120432734489441
4,4,0.004999999888241291,0.4000000059604645,0.5186460018157959,0.041053470224142075,31036,0.9267302751541138
5,0,0.0003000000142492354,0.800000011920929,0.5121680498123169,0.043283022940158844,31022,0.9192830920219421
5,1,0.004999999888241291,0.4000000059604645,0.5194457769393921,0.04692355543375015,30999,0.913997232913971
5,2,0.0010000000474974513,0.800000011920929,0.5098650455474854,0.044686175882816315,31039,0.917780876159668
5,3,0.0010000000474974513,0.800000011920929,0.4927724599838257,0.04522698000073433,31038,0.9145563244819641
5,4,0.0010000000474974513,0.4000000059604645,0.525688886642456,0.04045270383358002,31036,0.9269235730171204
6,0,9.999999747378752e-05,0.4000000059604645,0.5189975500106812,0.04267704486846924,31022,0.9179936647415161
6,1,0.0010000000474974513,0.4000000059604645,0.5129525661468506,0.04755758121609688,30999,0.9127068519592285
6,2,9.999999747378752e-05,0.4000000059604645,0.5177965760231018,0.04396321624517441,31039,0.9182963371276855
6,3,0.0010000000474974513,0.4000000059604645,0.49824389815330505,0.04473908990621567,31038,0.9168760776519775
6,4,0.0010000000474974513,0.4000000059604645,0.5178617238998413,0.041120149195194244,31036,0.9238948225975037
7,0,9.999999747378752e-05,0.4000000059604645,0.5167920589447021,0.04287257418036461,31022,0.9178647398948669
7,1,0.0010000000474974513,0.4000000059604645,0.515425443649292,0.0473158061504364,30999,0.9116745591163635
7,2,0.0003000000142492354,0.4000000059604645,0.5145049095153809,0.04426335170865059,31039,0.9193917512893677
7,3,0.004999999888241291,0.4000000059604645,0.49791911244392395,0.04476811736822128,31038,0.9175848960876465
7,4,0.003000000026077032,0.4000000059604645,0.5185809135437012,0.04105895012617111,31036,0.9250547885894775
8,0,0.0003000000142492354,0.4000000059604645,0.5111569166183472,0.043372686952352524,31022,0.9180581569671631
8,1,0.004999999888241291,0.4000000059604645,0.5095130205154419,0.047893036156892776,30999,0.9085776805877686
8,2,0.003000000026077032,0.4000000059604645,0.5119251012802124,0.044498469680547714,31039,0.9193917512893677
8,3,0.004999999888241291,0.4000000059604645,0.4978349208831787,0.0447755791246891,31038,0.9158450961112976
8,4,0.003000000026077032,0.4000000059604645,0.5105448961257935,0.04174435883760452,31036,0.9230570793151855
9,0,0.0003000000142492354,0.4000000059604645,0.5047315359115601,0.04394272714853287,31022,0.9165108799934387
9,1,0.0003000000142492354,0.4000000059604645,0.49958670139312744,0.048862382769584656,30999,0.9084486365318298
9,2,0.004999999888241291,0.4000000059604645,0.5032271146774292,0.04529158025979996,31039,0.9142369031906128
9,3,0.003000000026077032,0.4000000059604645,0.4888327717781067,0.04557821899652481,31038,0.9152651429176331
9,4,0.003000000026077032,0.4000000059604645,0.5026406049728394,0.04241848737001419,31036,0.9209305047988892
10,0,0.0003000000142492354,0.4000000059604645,0.5052711963653564,0.04389486834406853,31022,0.9161885380744934
10,1,9.999999747378752e-05,0.4000000059604645,0.5004810094833374,0.04877505823969841,30999,0.9069002270698547
