task,layer,param,fold,r2,n_train_eps,n_test_eps
nut_thread,0,nut_static_friction,0,-3.355083465576172,156,40
nut_thread,0,nut_static_friction,1,-4.252357006072998,157,39
nut_thread,0,nut_static_friction,2,-5.2771382331848145,157,39
nut_thread,0,nut_static_friction,3,-3.428152084350586,157,39
nut_thread,0,nut_static_friction,4,-4.982614994049072,157,39
nut_thread,0,nut_dynamic_friction,0,-3.355083465576172,156,40
nut_thread,0,nut_dynamic_friction,1,-4.252357006072998,157,39
nut_thread,0,nut_dynamic_friction,2,-5.2771382331848145,157,39
nut_thread,0,nut_dynamic_friction,3,-3.428152084350586,157,39
nut_thread,0,nut_dynamic_friction,4,-4.982614994049072,157,39
nut_thread,0,nut_mass,0,-5.014177322387695,156,40
nut_thread,0,nut_mass,1,-2.406496047973633,157,39
nut_thread,0,nut_mass,2,-4.1710920333862305,157,39
nut_thread,0,nut_mass,3,-5.050547122955322,157,39
nut_thread,0,nut_mass,4,-4.123814582824707,157,39
nut_thread,0,bolt_static_friction,0,-4.904665946960449,156,40
nut_thread,0,bolt_static_friction,1,-3.247549533843994,157,39
nut_thread,0,bolt_static_friction,2,-2.0473833084106445,157,39
nut_thread,0,bolt_static_friction,3,-5.101920127868652,157,39
nut_thread,0,bolt_static_friction,4,-2.274077892303467,157,39
nut_thread,0,bolt_dynamic_friction,0,-4.904665946960449,156,40
nut_thread,0,bolt_dynamic_friction,1,-3.247549533843994,157,39
nut_thread,0,bolt_dynamic_friction,2,-2.0473833084106445,157,39
nut_thread,0,bolt_dynamic_friction,3,-5.101920127868652,157,39
nut_thread,0,bolt_dynamic_friction,4,-2.274077892303467,157,39
nut_thread,1,nut_static_friction,0,-2.117544412612915,156,40
nut_thread,1,nut_static_friction,1,-2.1610727310180664,157,39
nut_thread,1,nut_static_friction,2,-2.7051970958709717,157,39
nut_thread,1,nut_static_friction,3,-1.8726089000701904,157,39
nut_thread,1,nut_static_friction,4,-3.2784581184387207,157,39
nut_thread,1,nut_dynamic_friction,0,-2.117544412612915,156,40
