target,best_stage,best_r2_mean,best_r2_std
contact_flag,stage_4,0.5092412233352661,0.01279141613615593
contact_force_log1p_mag,stage_4,0.42482695579528806,0.004431318028655007
ee_acceleration,stage_1,0.0044246365781873,0.0011549454233386659
