stage,fold,best_lr,best_wd,r2,mse,n_test_windows
stage_0,0,0.0003000000142492354,0.009999999776482582,0.0017064167186617851,52.0513801574707,112000
stage_0,1,0.003000000026077032,0.009999999776482582,0.0020745594520121813,52.916934967041016,112000
stage_0,2,0.0003000000142492354,0.009999999776482582,0.0016851562540978193,47.95370101928711,112000
stage_0,3,0.0010000000474974513,0.009999999776482582,0.0023870307486504316,49.25282669067383,111720
stage_0,4,0.003000000026077032,0.009999999776482582,0.0022046337835490704,51.68803024291992,111720
stage_1,0,0.003000000026077032,0.009999999776482582,0.0035685792099684477,49.11259078979492,112000
stage_1,1,0.0010000000474974513,0.009999999776482582,0.005106303840875626,51.450992584228516,112000
stage_1,2,9.999999747378752e-05,0.009999999776482582,0.0028577176854014397,51.99249267578125,112000
stage_1,3,0.0003000000142492354,0.009999999776482582,0.005006519611924887,52.76205825805664,112000
stage_1,4,0.003000000026077032,0.009999999776482582,0.005584062542766333,47.766204833984375,112000
stage_2,0,9.999999747378752e-05,0.10000000149011612,0.0039040346164256334,49.09391403198242,112000
stage_2,1,0.0010000000474974513,0.009999999776482582,0.004603874403983355,51.475311279296875,112000
stage_2,2,0.0010000000474974513,0.4000000059604645,0.002158741233870387,52.028465270996094,112000
stage_2,3,0.0003000000142492354,0.009999999776482582,0.004112530965358019,52.80769729614258,112000
stage_2,4,0.003000000026077032,0.10000000149011612,0.0016855522990226746,47.953182220458984,112000
stage_3,0,0.0010000000474974513,0.10000000149011612,-0.08113490790128708,53.280643463134766,112000
stage_3,1,0.003000000026077032,0.10000000149011612,-0.5211377739906311,78.65648651123047,112000
stage_3,2,9.999999747378752e-05,0.800000011920929,-0.1486111283302307,59.88580322265625,112000
stage_3,3,9.999999747378752e-05,0.4000000059604645,-0.9403159022331238,102.87525177001953,112000
stage_3,4,0.003000000026077032,0.4000000059604645,-0.07117002457380295,51.44908905029297,112000
stage_4,0,0.004999999888241291,0.009999999776482582,-0.2749195992946625,62.832035064697266,112000
stage_4,1,9.999999747378752e-05,0.4000000059604645,-0.004526335746049881,51.9513053894043,112000
stage_4,2,9.999999747378752e-05,0.4000000059604645,-0.04089895635843277,54.27334976196289,112000
stage_4,3,0.003000000026077032,0.10000000149011612,-0.2428329735994339,65.90072631835938,112000
stage_4,4,0.003000000026077032,0.10000000149011612,-0.14236612617969513,54.86618423461914,112000
