task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
reach,large,ee_direction_3d,0,0.4351329807915902,0.04365863753322468,0.0001,0.8,3,600
reach,large,ee_direction_3d,1,0.44591136951979493,0.05201136936351813,0.0001,0.8,3,600
reach,large,ee_direction_3d,2,0.45866818553866695,0.03508307041901433,0.0001,0.8,3,600
reach,large,ee_direction_3d,3,0.4936450068206015,0.03419307656098701,0.0001,0.8,3,600
reach,large,ee_direction_3d,4,0.46585939579542135,0.04721512723697251,0.0001,0.8,3,600
reach,large,ee_direction_3d,5,0.5074077907213097,0.04746564666218761,0.0001,0.8,3,600
reach,large,ee_direction_3d,6,0.4893277752891946,0.043006294609617066,0.0001,0.8,3,600
reach,large,ee_direction_3d,7,0.4971002692303295,0.031616547601299276,0.0001,0.8,3,600
reach,large,ee_direction_3d,8,0.5360342825930431,0.03425574576271689,0.0001,0.8,3,600
reach,large,ee_direction_3d,9,0.5520311372830685,0.02849420465155352,0.0001,0.8,3,600
reach,large,ee_direction_3d,10,0.5433922248567672,0.03893764847508377,0.0001,0.8,3,600
reach,large,ee_direction_3d,11,0.5531321262638527,0.03066909219013853,0.0001,0.8,3,600
reach,large,ee_direction_3d,12,0.5514105365062371,0.023260650254824097,0.0001,0.8,3,600
reach,large,ee_direction_3d,13,0.5141850728042436,0.03273008992934205,0.0001,0.8,3,600
reach,large,ee_direction_3d,14,0.5062738351734322,0.027460240579270784,0.0001,0.8,3,600
reach,large,ee_direction_3d,15,0.505772168126438,0.011436867143393512,0.0001,0.8,3,600
reach,large,ee_direction_3d,16,0.5142593533612436,0.006699392381200704,0.0001,0.8,3,600
reach,large,ee_direction_3d,17,0.502771316332208,0.019665479777391658,0.0001,0.8,3,600
reach,large,ee_direction_3d,18,0.4979700475875129,0.012023635310967742,0.0001,0.8,3,600
reach,large,ee_direction_3d,19,0.4981222930587098,0.014776239316502026,0.0001,0.8,3,600
reach,large,ee_direction_3d,20,0.5071205074281917,0.02293761567719425,0.0001,0.8,3,600
reach,large,ee_direction_3d,21,0.5193123329272058,0.03451592229190926,0.0001,0.8,3,600
reach,large,ee_direction_3d,22,0.5110848960464006,0.03594675182045481,0.0001,0.8,3,600
reach,large,ee_direction_3d,23,0.5018083445559625,0.0440538262749714,0.0001,0.8,3,600
