task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
push,large,ee_speed,0,0.6710519008023265,0.09843106652041407,0.0001,0.8,1,1500
push,large,ee_speed,1,0.8370579215126778,0.029674374793296737,0.0001,0.8,1,1500
push,large,ee_speed,2,0.8524015021393282,0.02817198920759044,0.0001,0.8,1,1500
push,large,ee_speed,3,0.8818058396757286,0.020716289145435496,0.0001,0.8,1,1500
push,large,ee_speed,4,0.903046540973613,0.015705147834092312,0.0001,0.8,1,1500
push,large,ee_speed,5,0.9091574884749327,0.019720354887851684,0.0001,0.8,1,1500
push,large,ee_speed,6,0.9146778154347285,0.012844442507493047,0.0001,0.8,1,1500
push,large,ee_speed,7,0.9182377210148269,0.014639435982922203,0.0001,0.8,1,1500
push,large,ee_speed,8,0.9283803792899761,0.015600239124805959,0.0001,0.8,1,1500
push,large,ee_speed,9,0.927426798240751,0.015700307585072668,0.0001,0.8,1,1500
push,large,ee_speed,10,0.9219128806891984,0.02220865719385622,0.0001,0.8,1,1500
push,large,ee_speed,11,0.9240862038934805,0.018508065551910143,0.0001,0.8,1,1500
push,large,ee_speed,12,0.9250724689647096,0.013145008204608635,0.0001,0.8,1,1500
push,large,ee_speed,13,0.9311851956745073,0.01110764306018129,0.0001,0.8,1,1500
push,large,ee_speed,14,0.9263355814502366,0.01701075747062237,0.0001,0.8,1,1500
push,large,ee_speed,15,0.9279297195117856,0.009699221917379557,0.0001,0.8,1,1500
push,large,ee_speed,16,0.9267595766232615,0.009994212836620659,0.0001,0.8,1,1500
push,large,ee_speed,17,0.9225779584260794,0.005973110225726783,0.0001,0.8,1,1500
push,large,ee_speed,18,0.9204600000059804,0.011979661056821038,0.0001,0.8,1,1500
push,large,ee_speed,19,0.9141998958732467,0.007626718825951181,0.0001,0.8,1,1500
push,large,ee_speed,20,0.9165487215700434,0.010506432288704317,0.0001,0.8,1,1500
push,large,ee_speed,21,0.9148828734411325,0.01079815930164496,0.0001,0.8,1,1500
push,large,ee_speed,22,0.9196786727921313,0.009886272356501698,0.0001,0.8,1,1500
push,large,ee_speed,23,0.9201351375788113,0.00803745454719368,0.0001,0.8,1,1500
