representation,model,layer,probe_seed,lr,wd,train_r2,val_r2,iid_r2,ood_r2,ood_gap
dino_last,dinov2_large,23,42,0.001,0.0001,0.9339247353643764,0.815989387654958,0.8022037331072811,0.7597982379357504,0.042405495171530694
dino_last,dinov2_large,23,123,0.001,0.0001,0.9293701326686759,0.8184873416578772,0.8034248069814061,0.7579003476146292,0.04552445936677685
dino_last,dinov2_large,23,2024,0.001,0.0001,0.9431160737398707,0.8137584375237124,0.7991350304377579,0.7581847340905626,0.04095029634719527
