task,target,model,probe_seed,layer,r2_mean,r2_std,train_r2_mean,train_r2_std,best_lr,best_wd,fold_val_r2s,fold_train_r2s
strike,contact_force_proxy,videomae_large,42,0,0.006652500061558419,0.04106504669058033,0.25377646757337946,0.13583675482150243,0.0001,0.8,"[-0.019829528118899375, 0.04490885225124386, -0.061369652270253594, 0.02939488582795191, 0.0401579426177493]","[0.2642627374468658, 0.27925952512875407, -0.004610688891694581, 0.3649420158780433, 0.3650287483049288]"
strike,contact_force_proxy,videomae_large,42,1,0.058797797540219986,0.05784141431892325,0.33347145178372584,0.07935476250911971,0.0001,0.8,"[0.07847126614505873, 0.10368012802044957, -0.04985468557440953, 0.05301579426781233, 0.10867648484218884]","[0.30570595644582177, 0.34348726288893006, 0.2098096513677864, 0.3525835531066497, 0.4557708351094414]"
strike,contact_force_proxy,videomae_large,42,2,0.07263003259849503,0.04764244614098222,0.32648136522962534,0.09205275176308857,0.0001,0.8,"[0.11793026617059577, 0.08952976324263806, -0.00551589253275786, 0.04333788951816864, 0.11786813659383055]","[0.1624780818677054, 0.3695698741829526, 0.29099655921183953, 0.3967671443997557, 0.4125951664858737]"
strike,contact_force_proxy,videomae_large,42,3,0.11444892709911855,0.060162790442088526,0.33181404041296536,0.06640552486393302,0.0001,0.8,"[0.18434543011296434, 0.12107579757607001, 0.034655965931653765, 0.057790889176805305, 0.17437655269809937]","[0.21061352529201105, 0.387886401884462, 0.3286242391230323, 0.396558535369518, 0.33538750039580345]"
strike,contact_force_proxy,videomae_large,42,4,0.13767890639900193,0.04293973130716514,0.3483018887046714,0.1027935972141442,0.0001,0.8,"[0.18926762156016874, 0.11628794304896406, 0.0931145632367496, 0.10007965176963485, 0.1896447523794924]","[0.20917122302541824, 0.4510390553784386, 0.310517025795612, 0.4821935490707743, 0.2885885902531139]"
strike,contact_force_proxy,videomae_large,42,5,0.14390449353694829,0.060841786440918526,0.3709559369255556,0.14000046556356482,0.0003,0.8,"[0.2139119506056456, 0.12964446156137033, 0.07891198106052688, 0.08093465662589583, 0.21611941783130273]","[0.2126645264883643, 0.5430779328702415, 0.31280911346342244, 0.5326767338148691, 0.25355137799088057]"
strike,contact_force_proxy,videomae_large,42,6,0.17881920876859742,0.0579169914352909,0.3761848087742804,0.08684035593470027,0.001,0.8,"[0.23206516195113014, 0.17807478945401978, 0.10700294207563554, 0.12293232226606599, 0.2540208280961356]","[0.38556183115177967, 0.5036083831505789, 0.3058472350085566, 0.4272904191282817, 0.25861617543220516]"
strike,contact_force_proxy,videomae_large,42,7,0.17254393050874872,0.05790187933229334,0.3584503411185861,0.07991185698135576,0.0003,0.8,"[0.2310767375501689, 0.1406022846120012, 0.14789171099846177, 0.09506574046883653, 0.24808317891427523]","[0.3286027738658317, 0.3921689413077345, 0.32730379896866235, 0.49158625339335504, 0.252589938057347]"
strike,contact_force_proxy,videomae_large,42,8,0.18848989527943588,0.04708409651898548,0.34229325534089383,0.07447279471635519,0.0003,0.8,"[0.21642720711841834, 0.1687659574733309, 0.13825909532062275, 0.15244964548033846, 0.2665475710044689]","[0.24764438536205435, 0.4030257945287007, 0.39853042310833553, 0.40752788557865405, 0.25473778812672454]"
strike,contact_force_proxy,videomae_large,42,9,0.18005008488036503,0.049625428365765695,0.3575551302645707,0.0731766978138665,0.0001,0.8,"[0.20613206218249713, 0.17554983751102193, 0.11435970714230503, 0.145868824838843, 0.258339992727158]","[0.29313466415562817, 0.26985640128614674, 0.47574415569896034, 0.38846309960457537, 0.36057733057754304]"
