task,target,model,probe_seed,layer,r2_mean,r2_std,train_r2_mean,train_r2_std,best_lr,best_wd,fold_val_r2s,fold_train_r2s
strike,contact_force_proxy,videomae_large,123,0,0.005617807450829871,0.07046701588248966,0.27971340404699624,0.07381889205362777,0.005,0.8,"[-0.02372846250392535, 0.03435618974798671, -0.11784059136954328, 0.07771836098474705, 0.057583540394884225]","[0.35038122981259867, 0.28785374995788715, 0.1447846780117077, 0.27309358700893194, 0.3424537754438556]"
strike,contact_force_proxy,videomae_large,123,1,0.05814880854630067,0.061484978522913375,0.3638234568629378,0.06199235054212143,0.0003,0.8,"[0.049847148545426934, 0.09120869021989375, -0.056831071770212516, 0.08826309054964476, 0.1182561851867504]","[0.4525189455563877, 0.34451768803189387, 0.27449282879665016, 0.3363982281709821, 0.4111895937587753]"
strike,contact_force_proxy,videomae_large,123,2,0.085015786566585,0.04584050251056688,0.3765849544662087,0.05302948715075279,0.0001,0.8,"[0.06482768866764077, 0.10018464256247528, 0.010661444215211091, 0.10030530735147114, 0.1490998500361267]","[0.4712902850448797, 0.3787572698279368, 0.31886240629333384, 0.33477723987061403, 0.3792375712942794]"
strike,contact_force_proxy,videomae_large,123,3,0.10830114662225412,0.04668639466594001,0.3675260774845323,0.07076015705579422,0.0003,0.8,"[0.09177632666481828, 0.08872628535069271, 0.05401744310846046, 0.113426932164165, 0.19355874582313415]","[0.5066722166413139, 0.3198595472607415, 0.33474570822177196, 0.3207997489700549, 0.3555531663287794]"
strike,contact_force_proxy,videomae_large,123,4,0.14283438415094876,0.03482076538258709,0.37521946870865225,0.012949741571455425,0.0001,0.8,"[0.13791950538029019, 0.13537297463143183, 0.0953329325931005, 0.14168032819911824, 0.20386617995080303]","[0.3597524893157529, 0.366494476865323, 0.38388613130976057, 0.39577855719518207, 0.3701856888572428]"
strike,contact_force_proxy,videomae_large,123,5,0.15629890572308625,0.05113730780565284,0.3793797074954843,0.033763312851848575,0.001,0.8,"[0.17529285204694023, 0.16254260842270207, 0.08148144103062471, 0.12701185291905115, 0.23516577419611306]","[0.320892790277555, 0.38797235556945664, 0.42591797213981364, 0.3769460234809676, 0.38516939600962863]"
strike,contact_force_proxy,videomae_large,123,6,0.18285747342423897,0.06331899465012047,0.4012846815134634,0.08553306013453098,0.003,0.8,"[0.24881594692120856, 0.18092786308493847, 0.06889655610073597, 0.1808185370599137, 0.23482846395439816]","[0.33013229894658813, 0.4462843070302832, 0.5422061536533515, 0.3048676213556698, 0.3829330265814246]"
strike,contact_force_proxy,videomae_large,123,7,0.17883023851537647,0.053822039612419735,0.34206348673684056,0.07152187096074113,0.001,0.8,"[0.2473289836766348, 0.14680666373027484, 0.10500978493631108, 0.16131118318128557, 0.23369457705237606]","[0.3247654684043457, 0.27591088156211574, 0.48036062513789457, 0.302992634450857, 0.32628782412898993]"
strike,contact_force_proxy,videomae_large,123,8,0.1791302913470605,0.05443910105425771,0.33354233011148854,0.10446437343387142,0.003,0.8,"[0.252285372576734, 0.16203441709735888, 0.11784890574373108, 0.12975532485698793, 0.23372743646049055]","[0.20903950574390684, 0.31003126184075525, 0.5266604874820753, 0.30102819686223203, 0.32095219862847324]"
strike,contact_force_proxy,videomae_large,123,9,0.16634713392073988,0.04508762763424994,0.36324445599981753,0.11512074812486081,0.0001,0.8,"[0.21882358535248303, 0.15123759344832444, 0.1127661299383077, 0.1287375408673488, 0.22017081999723542]","[0.1799735940100674, 0.3662826859628915, 0.5231348953604843, 0.43212942866621584, 0.31470167599942855]"
