task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
reach,large,fake_mod5,0,-0.5646576455552594,0.21244411179093936,0.0001,0.8,1,600
reach,large,fake_mod5,1,-0.46017487906261645,0.21690436718549028,0.0001,0.8,1,600
reach,large,fake_mod5,2,-0.43351330923216275,0.2009291027881381,0.0001,0.8,1,600
reach,large,fake_mod5,3,-0.4103424652308908,0.17376528588710471,0.0001,0.8,1,600
reach,large,fake_mod5,4,-0.4656828398337982,0.15839890103747675,0.0001,0.8,1,600
reach,large,fake_mod5,5,-0.48208796484925004,0.2043415481329513,0.0001,0.8,1,600
reach,large,fake_mod5,6,-0.5376967913459861,0.22631799769618008,0.0001,0.8,1,600
reach,large,fake_mod5,7,-0.5794972984861502,0.21306742738192477,0.0003,0.8,1,600
reach,large,fake_mod5,8,-0.6726249569320778,0.23404016627350607,0.0001,0.8,1,600
reach,large,fake_mod5,9,-0.7357945104123278,0.29325862732035524,0.0001,0.8,1,600
reach,large,fake_mod5,10,-0.7098555412328226,0.2329454747303982,0.0001,0.8,1,600
reach,large,fake_mod5,11,-0.773826381818323,0.2733177102236594,0.0001,0.8,1,600
reach,large,fake_mod5,12,-0.5880552033261296,0.24744636145551882,0.0003,0.8,1,600
reach,large,fake_mod5,13,-0.6004459222582323,0.29427724932768873,0.0001,0.8,1,600
reach,large,fake_mod5,14,-0.5799712522947574,0.2454917290029786,0.0001,0.8,1,600
reach,large,fake_mod5,15,-0.5143391400671626,0.22897112209389694,0.0003,0.8,1,600
reach,large,fake_mod5,16,-0.5347290673669461,0.32464367895947904,0.0001,0.8,1,600
reach,large,fake_mod5,17,-0.5600924968402933,0.30288772544904585,0.0001,0.8,1,600
reach,large,fake_mod5,18,-0.5674576252818433,0.30926606746796054,0.0001,0.8,1,600
reach,large,fake_mod5,19,-0.5523779248913432,0.28891848559944855,0.0003,0.8,1,600
reach,large,fake_mod5,20,-0.5298629750448778,0.3072853664587933,0.0001,0.8,1,600
reach,large,fake_mod5,21,-0.4970909170750165,0.28478756977909664,0.0001,0.8,1,600
reach,large,fake_mod5,22,-0.5020247427508562,0.2758952094050071,0.0001,0.8,1,600
reach,large,fake_mod5,23,-0.46963770407633876,0.31559424075767895,0.0001,0.8,1,600
