target,condition,n,L0_mean,L0_std,L8_mean,L8_std,peak_mean,peak_std,peak_layer_mean,peak_layer_std,last_mean,last_std,train_L0_mean,train_peak_mean,Lpez_layer,Lpez_mean,Lpez_std
ee_direction_3d,original,3,0.6477692299368983,0.007130044516453792,0.80430528036442,0.0022110027673580696,0.8164866510621707,0.0005705891650722283,11.666666666666666,0.9428090415820634,0.810687370353862,0.0016439037103944747,0.9998741431546104,0.9998955160061357,11.0,0.8150676378939895,0.002105907270715961
ee_direction_3d,shuffle42,3,0.588958076336276,0.005254929571882228,0.7163354001730288,0.001091987367143602,0.7303505786572755,0.0005850269037836251,22.666666666666668,0.4714045207910317,0.7292538309188638,0.0020907226083578066,0.9998272842011104,0.9998597379413191,11.0,0.725777101139343,0.004356202623493914
ee_direction_3d,shuffle123,3,0.5950072352860546,0.008040693141985404,0.7156937894888156,0.0024207687066486972,0.7384176047258945,0.0010894184979773555,22.0,0.0,0.7343900052424033,0.002872110698315882,0.9997149875232628,0.9998718713640556,11.0,0.7291316366211857,0.0028743550406595767
ee_speed,original,3,0.707110565981357,0.027419383310736404,0.9301817721178974,0.0031972972219527895,0.9339630810071125,0.003349306912570084,11.0,1.632993161855452,0.9170367849167088,0.0022764134900502275,0.9907353356536471,0.9999956687231872,,,
ee_speed,shuffle42,3,0.7931827829046122,0.014481742318567454,0.9115887214055812,0.003901890746693139,0.9139222643879945,0.003410925356464701,9.0,0.816496580927726,0.9058515989313664,0.003378347238656335,0.9962719273599386,0.9999941597038937,,,
ee_speed,shuffle123,3,0.802433023924161,0.006448916368948872,0.911003215115716,0.000738598352800614,0.9129990313551518,0.0003273061127370756,10.0,0.816496580927726,0.904708151342108,0.005724243382306321,0.9960498345351391,0.9999939377940565,,,
