task,target,model,probe_seed,layer,auc_mean,auc_std,train_auc_mean,train_auc_std,bacc_mean,bacc_std,best_lr_mode,best_wd_mode,fold_val_aucs,fold_train_aucs
strike,contact_happening,dinov2_large,2024,0,0.8503120440140399,0.01092288474385791,0.9264133240775688,0.010051799052983465,0.7655175879396985,0.012154784319309987,0.005,0.01,"[0.8659749999999999, 0.8482, 0.8321000000000001, 0.8540945935708695, 0.8511906264993309]","[0.9373841872852557, 0.92319928894919, 0.9164750849554965, 0.9391949574013825, 0.9158131017965196]"
strike,contact_happening,dinov2_large,2024,1,0.8701787439711118,0.010677881143534247,0.9609649288585567,0.013288042965246358,0.7800628140703518,0.021164705263007524,0.005,0.01,"[0.88325, 0.880975, 0.8579749999999999, 0.870079038408121, 0.8586146814474382]","[0.9666993297780794, 0.9680325500467963, 0.9681220595348019, 0.9675627074518993, 0.9344079974812068]"
strike,contact_happening,dinov2_large,2024,2,0.8858800282821141,0.014501903391877862,0.9668255074706671,0.012135360211366483,0.8090929648241207,0.02181839933245721,0.005,0.1,"[0.8982, 0.9072499999999999, 0.86955, 0.8807858387414459, 0.8736143026691245]","[0.9586733123535656, 0.9909642527371059, 0.961980452384093, 0.9603446736455613, 0.9621648462330102]"
strike,contact_happening,dinov2_large,2024,3,0.9092209094467311,0.012881743778940248,0.9846193488626239,0.007968430180601772,0.8261130653266331,0.022559992996629676,0.005,0.01,"[0.9208, 0.9247749999999999, 0.9106, 0.8997247544253932, 0.8902047928082624]","[0.9888725573331826, 0.9961573733833331, 0.9723180130778073, 0.9807707068128025, 0.9849780937059937]"
strike,contact_happening,dinov2_large,2024,4,0.9210520046210954,0.00706870296760126,0.9807709210145793,0.0033868558192470814,0.8356381909547739,0.014432582474488281,0.003,0.01,"[0.9233, 0.920075, 0.9288000000000001, 0.9250018938915684, 0.9080831292139088]","[0.9843326989152079, 0.9829806345437528, 0.9783245708255601, 0.9753485661833237, 0.9828681346050523]"
strike,contact_happening,dinov2_large,2024,5,0.9274468786141764,0.010295956546563,0.9870095286471414,0.005400632694045208,0.8456909547738694,0.00903582705408026,0.003,0.1,"[0.92275, 0.941525, 0.934925, 0.9264917552587056, 0.9115426378121765]","[0.9826383000106783, 0.9953910465386524, 0.9915075910327196, 0.9829104277718864, 0.9826002778817702]"
strike,contact_happening,dinov2_large,2024,6,0.9304405936718769,0.007291554802447607,0.987112969691702,0.004521999610227571,0.85121608040201,0.014405220530272867,0.003,0.1,"[0.920075, 0.93555, 0.9341250000000001, 0.9388904320597965, 0.9235625362995885]","[0.9845384137034314, 0.9932757960063066, 0.9830717143736534, 0.9828007788208353, 0.9918781455542832]"
strike,contact_happening,dinov2_large,2024,7,0.9440487420772202,0.006756191659809692,0.9966831735412269,0.0014470522503265027,0.8677160804020101,0.01241700408124999,0.003,0.01,"[0.944925, 0.94645, 0.9498, 0.9481326229135628, 0.9309360874725385]","[0.9960914190237498, 0.9986447949447553, 0.9969189892023291, 0.9974498786812677, 0.9943107858540321]"
strike,contact_happening,dinov2_large,2024,8,0.949075517537436,0.009595660625578305,0.9934567048912395,0.005050288207016618,0.8717562814070352,0.01717766522320896,0.005,0.01,"[0.944075, 0.942825, 0.9509500000000001, 0.9669705310471959, 0.9405570566399839]","[0.9971608218541341, 0.9866552345776722, 0.9884878235689474, 0.9997619051348603, 0.9952177393205838]"
strike,contact_happening,dinov2_large,2024,9,0.9612780486603875,0.006483892693926566,0.9995058480729547,0.0007534943931210876,0.89278391959799,0.011497517636218563,0.005,0.01,"[0.955225, 0.956375, 0.958425, 0.9729804802909018, 0.963384763011035]","[0.9999104905119943, 0.9999952889743156, 0.9980056657935565, 0.9998339601598368, 0.9997838349250706]"
strike,contact_happening,dinov2_large,2024,10,0.9700485648089694,0.0074633884747069305,0.9987374922562514,0.0024490563909150545,0.9068366834170855,0.01223759549364475,0.005,0.01,"[0.9643, 0.969625, 0.96215, 0.9835610211863337, 0.9706068028585138]","[0.9999434676917859, 0.9999984296581051, 0.993839548746553, 0.9999420426973015, 0.9999639724875118]"
strike,contact_happening,dinov2_large,2024,11,0.9717629350268933,0.007745842218936617,0.9996613474716117,0.0003737142529912107,0.9123366834170854,0.010025210639304049,0.005,0.01,"[0.9592, 0.973, 0.96775, 0.9812883513042601, 0.9775763238302063]","[0.9994362472597533, 0.9999905779486309, 0.9999591711107343, 0.9990303899899907, 0.9998903510489489]"
strike,contact_happening,dinov2_large,2024,12,0.9747121541122699,0.009508237362817357,0.9993172738756737,0.0007507160536597104,0.9223743718592965,0.014882255482427314,0.001,0.01,"[0.9575499999999999, 0.97565, 0.976875, 0.9868942703467085, 0.976591500214641]","[0.9981140193843003, 0.9999544600850497, 0.9998869353835717, 0.998750001958017, 0.9998809525674303]"
strike,contact_happening,dinov2_large,2024,13,0.9799468895987475,0.003271351726996808,0.9997606072212756,0.0004007987048541501,0.9243542713567839,0.011737045557904335,0.005,0.01,"[0.9752750000000001, 0.981375, 0.977225, 0.9814398626297315, 0.9844195853640059]","[0.9999481787174704, 0.9999827262391568, 0.9999795855553671, 0.9989599013786006, 0.9999326442157829]"
strike,contact_happening,dinov2_large,2024,14,0.981874420974218,0.00461878806728085,0.9988296698513175,0.0020894082264862907,0.9293793969849247,0.012697080496516583,0.005,0.01,"[0.97675, 0.97955, 0.9784250000000001, 0.9886871543647888, 0.9859599505063004]","[0.9996058441843958, 0.9999874372648413, 0.9999685931621033, 0.9946600960838093, 0.9999263785614372]"
strike,contact_happening,dinov2_large,2024,15,0.9860589423246887,0.003147616540027943,0.9999614230143811,2.406020121514781e-05,0.943391959798995,0.00926982120170004,0.005,0.01,"[0.982975, 0.9853999999999999, 0.9824999999999999, 0.9900760081816116, 0.9893437034418323]","[0.9999450380336807, 0.9999890076067361, 0.9999795855553671, 0.9999232457342642, 0.9999702381418575]"
