task,target,model,probe_seed,layer,r2_mean,r2_std,train_r2_mean,train_r2_std,best_lr,best_wd,fold_val_r2s,fold_train_r2s
strike,contact_force_proxy,large,2024,0,0.07685807531767967,0.049792927037349104,0.22999184999289995,0.04538440363199349,0.003,0.8,"[0.047515825085945096, 0.120639509904646, -0.003258659426406574, 0.08685571707936346, 0.1325379839448504]","[0.2361808666438041, 0.3070451965742146, 0.2130245521398827, 0.22717854010233762, 0.16653009450426082]"
strike,contact_force_proxy,large,2024,1,0.09961444175816694,0.04797500963975071,0.21403421530065475,0.02574931131162182,0.005,0.8,"[0.06688400727106725, 0.11273763112444768, 0.039958286109690766, 0.09703057598943265, 0.18146170829619634]","[0.17295983836865758, 0.23925994956095398, 0.24017583803480236, 0.22018674950459216, 0.19758870103426773]"
strike,contact_force_proxy,large,2024,2,0.13735744733322197,0.043392636089168934,0.30641347704773925,0.03893925852220826,0.005,0.8,"[0.13702324836837176, 0.13914065706043388, 0.0925675546586906, 0.10216857814709024, 0.21588719843152337]","[0.30492895399548336, 0.37388828800356266, 0.2745537591455558, 0.26262006248319947, 0.3160763216108947]"
strike,contact_force_proxy,large,2024,3,0.14639153629884416,0.06560366647504005,0.2912619477106281,0.027511821868927536,0.001,0.8,"[0.1995748614244507, 0.15468872430225922, 0.07666492513535283, 0.06767106865991657, 0.2333581019722415]","[0.25153283382617286, 0.3198726365291171, 0.31343536038475783, 0.26530456033242333, 0.30616434748066945]"
strike,contact_force_proxy,large,2024,4,0.14628919787443556,0.0700168023466045,0.26885785638418,0.05998166345925728,0.001,0.8,"[0.16777228390000043, 0.1745808653673533, 0.06339231359806019, 0.07388569046228854, 0.2518148360444754]","[0.23397887329254796, 0.1716525933535673, 0.3344864451147108, 0.2819821496211006, 0.3221892205389737]"
strike,contact_force_proxy,large,2024,5,0.15748855926212926,0.06661020898723487,0.2621869729481182,0.058737242648691006,0.005,0.8,"[0.18207261567462485, 0.17830934371873508, 0.07255804480108097, 0.09615766298190431, 0.2583451291343011]","[0.23414860282996808, 0.17509167500214617, 0.24631963296704396, 0.33249230340734337, 0.3228826505340894]"
strike,contact_force_proxy,large,2024,6,0.1470882287742311,0.0719222381951707,0.34136432165983155,0.03622262840275226,0.0001,0.8,"[0.19640864896967802, 0.18659045059377355, 0.04512079836373373, 0.07820413629728762, 0.22911710964668264]","[0.29989599217540175, 0.2944646603501133, 0.3672334657013543, 0.3695373896699091, 0.3756901004023795]"
strike,contact_force_proxy,large,2024,7,0.16407483647010973,0.0638850973027277,0.3453673582820924,0.0783441610520773,0.005,0.8,"[0.17701810496648696, 0.21112730233119115, 0.1094121676971126, 0.07473986250040388, 0.24807674485535403]","[0.21782383164843144, 0.31320476101844097, 0.36293572822622766, 0.45501755090468343, 0.3778549196126786]"
strike,contact_force_proxy,large,2024,8,0.16164142627163283,0.052548441992300125,0.3136245578972548,0.07235562325599713,0.003,0.8,"[0.1538968681793137, 0.1544288702029113, 0.1352309793864136, 0.10441004339293869, 0.26024037019658686]","[0.20804262601757162, 0.28252156627149727, 0.31761503113953715, 0.4311670377614881, 0.32877652829617954]"
strike,contact_force_proxy,large,2024,9,0.17159210855627857,0.051649313898445216,0.3570385678290574,0.073029151446157,0.005,0.8,"[0.16275305002704255, 0.16086393489801065, 0.13200365418898763, 0.13106969462979778, 0.2712702090375543]","[0.2161036175545764, 0.36199775702949555, 0.402136079700009, 0.4200250194673959, 0.38493036539381]"
strike,contact_force_proxy,large,2024,10,0.1533693781147988,0.055976510845867036,0.363473043945568,0.10779164139446686,0.005,0.8,"[0.17442806772244857, 0.10694807147885566, 0.14368920506634864, 0.09227544895941542, 0.24950609734692575]","[0.1938895979155313, 0.47063675683613426, 0.28290613280744226, 0.4588302074917131, 0.41110252467701935]"
strike,contact_force_proxy,large,2024,11,0.13820963278747872,0.056652155175893226,0.3602407649460334,0.06318506671561444,0.001,0.8,"[0.13918324072752508, 0.1551154237232678, 0.12823001012653734, 0.045857867861141655, 0.22266162149892177]","[0.3150524995791012, 0.29548477432729237, 0.41669220642731586, 0.4544739849259063, 0.3195003594705512]"
strike,contact_force_proxy,large,2024,12,0.1541868305503624,0.05273051661568984,0.3172244412655913,0.07612155232332479,0.001,0.8,"[0.19582122271168056, 0.1731157342085501, 0.14533835308879883, 0.056234677678944966, 0.20042416506383753]","[0.18768045680934642, 0.3023723488706075, 0.422287602461496, 0.3457908461662238, 0.3279909520202827]"
