representation,model,layer,probe_seed,lr,wd,train_r2,val_r2,iid_r2,ood_r2,ood_gap
dino_mid,dinov2_large,15,42,0.0003,0.0001,0.963582123254543,0.8565675621499473,0.8282034244865536,0.7958072262021909,0.03239619828436269
dino_mid,dinov2_large,15,123,0.001,0.0001,0.96267274435426,0.8528175779378947,0.8231378186690828,0.7904402221511627,0.032697596517920036
dino_mid,dinov2_large,15,2024,0.001,0.0001,0.9621547350199838,0.8543586826040159,0.8315796300973392,0.8003811192149684,0.0311985108823708
