representation,model,layer,probe_seed,lr,wd,train_r2,val_r2,iid_r2,ood_r2,ood_gap
videomae_best,videomae_large,23,42,0.0003,0.0001,0.9391058989256112,0.9026499484956193,0.9062620939608975,0.920855958845243,-0.014593864884345442
videomae_best,videomae_large,23,123,0.001,0.0001,0.9388482380147538,0.901283188546125,0.905258143382847,0.9186056369889103,-0.013347493606063243
videomae_best,videomae_large,23,2024,0.0003,0.0001,0.9402497905542326,0.9020975353970095,0.9055002700374454,0.9195605248528962,-0.014060254815450812
