task,target,model,probe_seed,layer,auc_mean,auc_std,train_auc_mean,train_auc_std,bacc_mean,bacc_std,best_lr_mode,best_wd_mode,fold_val_aucs,fold_train_aucs
strike,contact_happening_native,large,123,0,0.9976053048403983,0.0018678121056757379,0.9988218793666481,0.0014409158591501573,0.9896373056994818,0.008192429171420665,0.0001,0.01,"[1.0, 0.9988724529517571, 0.9946844210582835, 0.9964294343472307, 0.9980402158447207]","[0.9968891782329727, 0.9999966528821195, 0.9999882850874183, 1.0, 0.9972352806307309]"
strike,contact_happening_native,large,123,1,0.9968644005622058,0.002306387548552988,0.9996167550026861,0.0007085746573431352,0.9927514555846375,0.003810418472344408,0.005,0.01,"[0.9999734296949729, 0.9962146634808988, 0.9931810249939597, 0.9985234502939676, 0.9964294343472307]","[1.0, 1.0, 1.0, 0.9998811773152433, 0.998202597698187]"
strike,contact_happening_native,large,123,2,0.9981583398212031,0.0014257008744412386,1.0,0.0,0.9953367875647668,0.0034369168811973177,0.001,0.01,"[1.0, 0.9984697575773847, 0.9956508899567773, 0.9987382211602995, 0.9979328304115547]","[1.0, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,123,3,0.9989529920266316,0.0006729820336302746,0.9996916085329606,0.0006109423256634252,0.9948213236472411,0.002320159158323625,0.005,0.01,"[1.0, 0.9993288410427126, 0.9984160648608016, 0.99892614566834, 0.9980939085613036]","[0.9984697575773845, 1.0, 0.9999882850874183, 1.0, 1.0]"
strike,contact_happening_native,large,123,4,0.9993986415742704,0.0004551546501119155,0.999575409094783,0.00044117877989793554,0.994300518134715,0.0038074970095075445,0.003,0.01,"[1.0, 0.9997046900587935, 0.998657682085425, 0.9992214556095466, 0.999409380117587]","[0.9990117184353943, 1.0, 0.9997891315735303, 0.9990761954649899, 1.0]"
strike,contact_happening_native,large,123,5,0.999425487932562,0.0005706603776997823,0.999667797140717,0.0006445107694585254,0.9958549222797928,0.0026419790225869445,0.005,0.01,"[1.0, 0.9997583827753765, 0.9990335311015061, 0.9984966039356761, 0.999838921850251]","[0.9983791511181508, 1.0, 1.0, 0.9999598345854342, 1.0]"
strike,contact_happening_native,large,123,6,0.9997154286021102,0.00041123153134562036,0.9996875755053827,0.0006248489892346055,0.9958549222797928,0.0026419790225869445,0.005,0.01,"[1.0, 0.9999194609251255, 0.999838921850251, 0.9988992993100486, 0.9999194609251255]","[0.9984378775269135, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,123,7,0.9998711374802008,0.0001286386056078005,0.9999188010461459,0.0001515987761485503,0.9953367875647668,0.0030212185983654514,0.0003,0.01,"[1.0, 1.0, 0.9997046900587935, 0.9999194609251255, 0.999731536417085]","[0.9996157614969529, 0.9999899586463585, 1.0, 0.9999882850874183, 1.0]"
strike,contact_happening_native,large,123,8,0.9996563666138687,0.0004538225801308068,0.9997768396467019,0.0004463207065961594,0.9963730569948186,0.0026419790225869445,0.001,0.01,"[1.0, 1.0, 0.9988724529517571, 0.9994093801175871, 1.0]","[0.9988841982335096, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,123,9,0.999876506751859,0.00015148579537347246,0.9997979811538565,0.00040403769228705146,0.9958575930772928,0.0020745478680152386,0.001,0.01,"[1.0, 1.0, 0.9996778437005021, 0.9997046900587935, 1.0]","[0.9989899057692824, 1.0, 1.0, 1.0, 1.0]"
