task,target,model,probe_seed,layer,auc_mean,auc_std,train_auc_mean,train_auc_std,bacc_mean,bacc_std,best_lr_mode,best_wd_mode,fold_val_aucs,fold_train_aucs
strike,contact_happening_native,large,123,10,0.9998496603935676,0.00018412766194511758,0.9996960701996933,0.00034628049956728963,0.9948213236472411,0.002320159158323625,0.0001,0.01,"[1.0, 1.0, 0.999516765550753, 0.999785229133668, 0.9999463072834169]","[0.9993305189401057, 0.9999698759390757, 0.9999615081443746, 1.0, 0.99921844797491]"
strike,contact_happening_native,large,123,11,0.9998120754919595,0.0002364918848349779,0.9998489970438257,0.000294532671781353,0.995342129159767,0.0019372839130472846,0.005,0.01,"[1.0, 1.0, 0.9993825337592955, 0.999731536417085, 0.9999463072834169]","[0.9992600472495905, 0.9999849379695379, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,123,12,0.9997261671454268,0.0005083540660332186,0.9998602577200991,0.00017190810344807811,0.9968911917098445,0.002538331339671696,0.0001,0.01,"[1.0, 1.0, 0.9987113748020081, 0.9999194609251255, 1.0]","[0.9996761658031088, 0.9996251227973872, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,123,13,0.9997905984053264,0.00036629295606991263,0.9998839623863993,0.00017070148117575163,0.9963730569948186,0.0026419790225869445,0.001,0.01,"[1.0, 1.0, 0.9990603774597976, 0.9999194609251255, 0.9999731536417085]","[0.9995603908829767, 1.0, 1.0, 1.0, 0.9998594210490203]"
strike,contact_happening_native,large,123,14,0.999753013503718,0.0004412613667224229,0.9997559445636769,0.0002764030197176971,0.9968938625073447,0.0010376177186711473,0.0001,0.01,"[1.0, 0.9999731536417085, 0.9988724529517571, 0.9999194609251255, 1.0]","[0.9992550135574109, 1.0, 0.9998393383417373, 1.0, 0.9996853709192358]"
strike,contact_happening_native,large,123,15,0.9998228140352762,0.0002650049704261137,0.9998977237480956,0.00014331315027065137,0.9974093264248705,0.00163848583428414,0.001,0.01,"[1.0, 0.9999463072834169, 0.999301994684421, 0.9998657682085424, 1.0]","[0.9996342183682784, 1.0, 1.0, 1.0, 0.9998544003721995]"
strike,contact_happening_native,large,123,16,0.9997315364170849,0.00047267891384087957,0.9997057967984302,0.0003142109736047646,0.9974093264248705,0.00163848583428414,0.0001,0.01,"[1.0, 1.0, 0.9987919138768826, 0.9998657682085424, 1.0]","[0.9993691105801498, 1.0, 0.9998761566384226, 1.0, 0.9992837167735792]"
strike,contact_happening_native,large,123,17,0.9998120754919594,0.0003370260640870936,0.9998381719482318,0.00013996603737712393,0.9963757277923188,0.0012713557180166082,0.0001,0.01,"[1.0, 1.0, 0.9991409165346721, 0.9999194609251255, 1.0]","[0.9996862331874681, 0.999964855262255, 0.9998778301973629, 1.0, 0.9996619410940725]"
strike,contact_happening_native,large,123,18,0.9998228140352762,0.000289940669548159,0.9999115007282224,0.00010412280777089208,0.9963757277923188,0.0012713557180166082,0.001,0.01,"[1.0, 1.0, 0.9992483019678381, 0.999892614566834, 0.9999731536417085]","[0.9997382480066579, 1.0, 0.9998443590185581, 1.0, 0.9999748966158964]"
strike,contact_happening_native,large,123,19,0.9997744905903513,0.0003984129820202141,0.9999047596371693,0.0001311152832675627,0.9953367875647668,0.0030212185983654514,0.0003,0.01,"[1.0, 1.0, 0.9989798383849231, 0.9999194609251255, 0.9999731536417085]","[0.999647641547424, 0.9999347312013308, 0.9999949793231793, 1.0, 0.9999464461139125]"
strike,contact_happening_native,large,123,20,0.999731536417085,0.00048412850079626867,0.9998443188880085,0.0002847820466750539,0.9958575930772928,0.0020745478680152386,0.001,0.01,"[1.0, 1.0, 0.9987650675185911, 0.9999194609251255, 0.9999731536417085]","[0.9992751483261295, 0.9999966528821195, 0.9999765701748367, 1.0, 0.9999732230569562]"
strike,contact_happening_native,large,123,21,0.9997476442320601,0.000389633065188886,0.9996481005557497,0.0004303146325422633,0.995339458362267,0.002540516716301953,0.0001,0.01,"[1.0, 0.9999731536417085, 0.9989798383849231, 0.9998120754919595, 0.9999731536417085]","[0.9991258154581331, 1.0, 1.0, 0.9999983264410598, 0.9991163608795557]"
strike,contact_happening_native,large,123,22,0.999731536417085,0.0003688810768035156,0.9998165336879298,0.00032583613991236,0.9958549222797928,0.0031088082901554515,0.003,0.01,"[1.0, 1.0, 0.9990335311015061, 0.9996778437005021, 0.9999463072834169]","[0.9999144272329459, 1.0, 1.0, 1.0, 0.999168241206703]"
strike,contact_happening_native,large,123,23,0.9996456280705524,0.0005510766817179832,0.9995525732041137,0.0005433888644682138,0.9958575930772928,0.0020745478680152386,0.0001,0.01,"[1.0, 1.0, 0.9985771430105506, 0.9996509973422105, 1.0]","[0.9988657413621842, 0.9999882850874183, 1.0, 1.0, 0.9989088395709664]"
