task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
strike,large,ee_direction_sincos,0,0.6973536096462131,0.01435656726934894,0.0003,0.8,2,2895
strike,large,ee_direction_sincos,1,0.7414421615791845,0.016806421082187686,0.0003,0.8,2,2895
strike,large,ee_direction_sincos,2,0.7610773292325556,0.013986510470793748,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,3,0.803972874951714,0.020277438816044182,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,4,0.8268241294432874,0.01784206345750151,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,5,0.8438763029854881,0.01584443340048538,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,6,0.8472786050186013,0.008761837170925508,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,7,0.853131961898988,0.006727232561399278,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,8,0.8707198455156664,0.006567278630970395,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,9,0.8731299082735052,0.006097113382753318,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,10,0.875237839856491,0.007203738949020042,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,11,0.8854776436628693,0.010187812307232317,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,12,0.8851680637542341,0.010134403371361362,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,13,0.883914688357484,0.012719196228579057,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,14,0.8823164615516064,0.010568218978861054,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,15,0.8757871980893821,0.01031496415040258,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,16,0.8769598034429416,0.00996782580625061,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,17,0.8733759739915798,0.00832215425744918,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,18,0.8740805872939603,0.00874952545537292,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,19,0.8706942920281632,0.010053551083607015,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,20,0.8763100804662413,0.009071322347954547,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,21,0.8775462724143053,0.008774859082190195,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,22,0.8765808404797248,0.00824774191005889,0.0001,0.8,2,2895
strike,large,ee_direction_sincos,23,0.8772925072226595,0.007713199092014934,0.0001,0.8,2,2895
