task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
reach,large,ee_speed,0,0.5981109993494143,0.1036620442655723,0.0001,0.8,1,600
reach,large,ee_speed,1,0.6588479431952232,0.04201347362888178,0.0001,0.8,1,600
reach,large,ee_speed,2,0.6850026133147468,0.024576490472682174,0.0001,0.8,1,600
reach,large,ee_speed,3,0.6927207727587573,0.05937224834607896,0.0001,0.8,1,600
reach,large,ee_speed,4,0.7350893273594858,0.028262105818183586,0.0001,0.8,1,600
reach,large,ee_speed,5,0.7695860899200593,0.03168962662946348,0.0001,0.8,1,600
reach,large,ee_speed,6,0.7721180122342426,0.03397729929322034,0.0001,0.8,1,600
reach,large,ee_speed,7,0.7717041270917434,0.047021343933330705,0.0001,0.8,1,600
reach,large,ee_speed,8,0.8134353884817054,0.0347327828762311,0.0001,0.8,1,600
reach,large,ee_speed,9,0.8133444586325911,0.03767788648814937,0.0003,0.8,1,600
reach,large,ee_speed,10,0.8239566317492422,0.03904603306924147,0.0001,0.8,1,600
reach,large,ee_speed,11,0.8054046425956066,0.031081861029814684,0.0003,0.8,1,600
reach,large,ee_speed,12,0.8043854650387907,0.03515208382120241,0.0003,0.8,1,600
reach,large,ee_speed,13,0.8186276305283471,0.023799582064519344,0.0001,0.8,1,600
reach,large,ee_speed,14,0.8159011180271666,0.020778140155314272,0.0001,0.8,1,600
reach,large,ee_speed,15,0.7923491045092825,0.02470337400594527,0.0001,0.8,1,600
reach,large,ee_speed,16,0.7935841449724108,0.016286342125798034,0.0001,0.8,1,600
reach,large,ee_speed,17,0.8253053163988497,0.024055864617761793,0.0001,0.8,1,600
reach,large,ee_speed,18,0.8165257462917346,0.025537777228008363,0.0001,0.8,1,600
reach,large,ee_speed,19,0.801440355225797,0.02852948223080969,0.0001,0.8,1,600
reach,large,ee_speed,20,0.799916317634926,0.025043360772174915,0.0001,0.8,1,600
reach,large,ee_speed,21,0.8179881813225662,0.024497687334193566,0.0001,0.8,1,600
reach,large,ee_speed,22,0.800855778060962,0.02967345733560083,0.0001,0.8,1,600
reach,large,ee_speed,23,0.796605493040105,0.034218689576821976,0.0001,0.8,1,600
