task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
push,large,object_pos,0,0.6979599507924358,0.04089789019044221,0.0001,0.8,3,1500
push,large,object_pos,1,0.7035227375166935,0.03987551177188457,0.0001,0.8,3,1500
push,large,object_pos,2,0.7177392124622238,0.03315438492024898,0.0001,0.8,3,1500
push,large,object_pos,3,0.7068881742450477,0.028058934196634012,0.0001,0.8,3,1500
push,large,object_pos,4,0.6913883889513549,0.01848610637754146,0.0001,0.8,3,1500
push,large,object_pos,5,0.7010570080172293,0.019801147215189316,0.0001,0.8,3,1500
push,large,object_pos,6,0.7030387544758673,0.024412482868654488,0.0001,0.8,3,1500
push,large,object_pos,7,0.6852065018269604,0.01740848655189029,0.0001,0.8,3,1500
push,large,object_pos,8,0.6772430175122064,0.01722070600597362,0.0001,0.8,3,1500
push,large,object_pos,9,0.6766907276656028,0.01881347037855261,0.0001,0.8,3,1500
push,large,object_pos,10,0.6678327077111395,0.015737784998155056,0.0001,0.8,3,1500
push,large,object_pos,11,0.6383738193385486,0.0247703886426294,0.0001,0.8,3,1500
push,large,object_pos,12,0.5959767308469596,0.024160995282923328,0.0001,0.8,3,1500
push,large,object_pos,13,0.5514471792181448,0.02942274250582165,0.0001,0.8,3,1500
push,large,object_pos,14,0.5047526321862832,0.03502018296802542,0.0001,0.8,3,1500
push,large,object_pos,15,0.4701176867321778,0.041799914987529385,0.0001,0.8,3,1500
push,large,object_pos,16,0.45949993455973426,0.04086813594975098,0.0001,0.8,3,1500
push,large,object_pos,17,0.446909589565894,0.03447765827018655,0.0001,0.8,3,1500
push,large,object_pos,18,0.4537682747610859,0.03083726064983393,0.0003,0.8,3,1500
push,large,object_pos,19,0.43268625568322533,0.04331220415875948,0.0001,0.8,3,1500
push,large,object_pos,20,0.4270560037275438,0.04340910223191173,0.0001,0.8,3,1500
push,large,object_pos,21,0.4158578566702005,0.03587340259253464,0.0001,0.8,3,1500
push,large,object_pos,22,0.42161398977115905,0.03236089314916853,0.0001,0.8,3,1500
push,large,object_pos,23,0.4200377319320875,0.03231736759063606,0.0001,0.8,3,1500
