layer,fold,best_lr,best_wd,r2,mse,n_test_windows
0,0,0.0010000000474974513,0.800000011920929,-0.005458909552544355,0.6677407026290894,68085
0,1,9.999999747378752e-05,0.800000011920929,-0.0011035872157663107,0.5272024273872375,68084
0,2,0.0003000000142492354,0.4000000059604645,-0.004565633833408356,0.9118907451629639,68063
0,3,0.0010000000474974513,0.4000000059604645,-0.010688316076993942,0.4704565405845642,68027
0,4,0.0003000000142492354,0.800000011920929,-0.0012695242185145617,0.5264604687690735,68024
1,0,0.0010000000474974513,0.4000000059604645,0.021377310156822205,0.6499070525169373,68085
1,1,9.999999747378752e-05,0.10000000149011612,0.035294342786073685,0.5080209374427795,68084
1,2,0.004999999888241291,0.10000000149011612,0.014938618056476116,0.8941755294799805,68063
1,3,0.003000000026077032,0.10000000149011612,0.021507296711206436,0.45546954870224,68027
1,4,0.0003000000142492354,0.10000000149011612,0.03597933053970337,0.506866455078125,68024
2,0,0.0003000000142492354,0.10000000149011612,0.031679343432188034,0.6430606245994568,68085
2,1,9.999999747378752e-05,0.10000000149011612,0.04780388996005058,0.5014314651489258,68084
2,2,0.004999999888241291,0.10000000149011612,0.018056998029351234,0.8913490772247314,68063
2,3,0.004999999888241291,0.10000000149011612,0.030649689957499504,0.45121243596076965,68027
2,4,0.0003000000142492354,0.10000000149011612,0.05325847491621971,0.4977814555168152,68024
3,0,0.003000000026077032,0.10000000149011612,0.04017613083124161,0.6374146938323975,68085
3,1,9.999999747378752e-05,0.10000000149011612,0.056543897837400436,0.49682608246803284,68084
3,2,0.0003000000142492354,0.10000000149011612,0.0271159578114748,0.8831207156181335,68063
3,3,0.003000000026077032,0.10000000149011612,0.04047556594014168,0.44663509726524353,68027
3,4,0.004999999888241291,0.10000000149011612,0.06366249918937683,0.4923059046268463,68024
4,0,0.0003000000142492354,0.10000000149011612,0.04653783515095711,0.6331911683082581,68085
4,1,9.999999747378752e-05,0.10000000149011612,0.06227744743227959,0.4938064515590668,68084
4,2,9.999999747378752e-05,0.10000000149011612,0.03006073087453842,0.8804463148117065,68063
4,3,0.004999999888241291,0.10000000149011612,0.05316120758652687,0.4407348930835724,68027
4,4,9.999999747378752e-05,0.10000000149011612,0.07280943542718887,0.4875049889087677,68024
5,0,0.0010000000474974513,0.10000000149011612,0.05389910563826561,0.6283015012741089,68085
5,1,0.0010000000474974513,0.10000000149011612,0.06995199620723724,0.4897651970386505,68084
5,2,9.999999747378752e-05,0.10000000149011612,0.035310178995132446,0.8756834268569946,68063
5,3,0.0010000000474974513,0.10000000149011612,0.0575016625225544,0.43871092796325684,68027
5,4,0.004999999888241291,0.10000000149011612,0.08374083042144775,0.48175475001335144,68024
6,0,0.003000000026077032,0.10000000149011612,0.05357921123504639,0.6285160779953003,68085
6,1,0.003000000026077032,0.10000000149011612,0.06883802264928818,0.4903574287891388,68084
6,2,9.999999747378752e-05,0.10000000149011612,0.036466751247644424,0.8746341466903687,68063
6,3,9.999999747378752e-05,0.10000000149011612,0.05851524695754051,0.4382389485836029,68027
6,4,0.004999999888241291,0.10000000149011612,0.08355581015348434,0.4818509519100189,68024
7,0,0.003000000026077032,0.10000000149011612,0.053590498864650726,0.6285045146942139,68085
7,1,0.004999999888241291,0.10000000149011612,0.07208032160997391,0.4886443614959717,68084
7,2,0.003000000026077032,0.10000000149011612,0.03861703351140022,0.8726797699928284,68063
7,3,0.003000000026077032,0.10000000149011612,0.06117933988571167,0.43700143694877625,68027
7,4,9.999999747378752e-05,0.10000000149011612,0.08261551707983017,0.48234155774116516,68024
8,0,0.004999999888241291,0.10000000149011612,0.05685117840766907,0.6263339519500732,68085
8,1,0.004999999888241291,0.10000000149011612,0.0754331722855568,0.4868755638599396,68084
8,2,9.999999747378752e-05,0.10000000149011612,0.040619611740112305,0.8708548545837402,68063
8,3,9.999999747378752e-05,0.10000000149011612,0.06544556468725204,0.43500998616218567,68027
8,4,0.003000000026077032,0.10000000149011612,0.08969605714082718,0.47861865162849426,68024
9,0,0.0003000000142492354,0.10000000149011612,0.05816521868109703,0.6254559755325317,68085
9,1,9.999999747378752e-05,0.10000000149011612,0.0744093805551529,0.4874163568019867,68084
9,2,0.004999999888241291,0.10000000149011612,0.0439155288040638,0.8678605556488037,68063
9,3,0.0010000000474974513,0.10000000149011612,0.07023517042398453,0.4327825903892517,68027
9,4,0.0010000000474974513,0.10000000149011612,0.09304105490446091,0.476859986782074,68024
10,0,0.0010000000474974513,0.10000000149011612,0.05970444157719612,0.6244364976882935,68085
10,1,0.0003000000142492354,0.10000000149011612,0.07744612544775009,0.4858161211013794,68084
10,2,0.004999999888241291,0.10000000149011612,0.043280698359012604,0.8684375286102295,68063
10,3,0.0003000000142492354,0.10000000149011612,0.07020816951990128,0.43279242515563965,68027
10,4,0.0003000000142492354,0.10000000149011612,0.0908658355474472,0.47800493240356445,68024
11,0,0.004999999888241291,0.10000000149011612,0.06213922053575516,0.6228210926055908,68085
11,1,9.999999747378752e-05,0.10000000149011612,0.07799360901117325,0.48552706837654114,68084
11,2,0.0003000000142492354,0.10000000149011612,0.04455947503447533,0.8672801852226257,68063
11,3,9.999999747378752e-05,0.10000000149011612,0.07209645956754684,0.43191391229629517,68027
11,4,0.0010000000474974513,0.10000000149011612,0.092538982629776,0.4771207571029663,68024
12,0,0.0010000000474974513,0.10000000149011612,0.06366953998804092,0.6218048334121704,68085
12,1,0.0003000000142492354,0.10000000149011612,0.0764707699418068,0.48632755875587463,68084
12,2,0.0003000000142492354,0.10000000149011612,0.043111708015203476,0.868597686290741,68063
12,3,0.0010000000474974513,0.10000000149011612,0.07053441554307938,0.43264222145080566,68027
12,4,0.003000000026077032,0.10000000149011612,0.09108473360538483,0.47788381576538086,68024
13,0,0.0010000000474974513,0.10000000149011612,0.06493144482374191,0.6209633946418762,68085
13,1,0.004999999888241291,0.10000000149011612,0.08013815432786942,0.4843965768814087,68084
13,2,0.0003000000142492354,0.10000000149011612,0.044949971139431,0.8669201135635376,68063
13,3,0.003000000026077032,0.10000000149011612,0.0742078498005867,0.43093180656433105,68027
13,4,9.999999747378752e-05,0.10000000149011612,0.09569132328033447,0.47546306252479553,68024
14,0,0.0003000000142492354,0.10000000149011612,0.0649552196264267,0.6209483742713928,68085
14,1,9.999999747378752e-05,0.10000000149011612,0.08102142810821533,0.48393407464027405,68084
14,2,0.003000000026077032,0.10000000149011612,0.047024089843034744,0.86504065990448,68063
