layer,fold,best_lr,best_wd,r2,mse,n_test_windows,cos_sim_mean
0,0,9.999999747378752e-05,0.4000000059604645,-0.0665576308965683,0.34289291501045227,53147,0.3961140513420105
0,1,0.0003000000142492354,0.4000000059604645,-0.19136905670166016,0.3833388388156891,53152,0.40261685848236084
0,2,0.003000000026077032,0.800000011920929,-0.4528792202472687,0.4660828411579132,53154,0.3362773060798645
0,3,0.003000000026077032,0.10000000149011612,0.17924126982688904,0.2644432485103607,53154,0.5117728114128113
0,4,0.004999999888241291,0.4000000059604645,0.03597501665353775,0.3093700706958771,53151,0.42853567004203796
1,0,0.004999999888241291,0.009999999776482582,0.613004207611084,0.12441767007112503,53147,0.7895265817642212
1,1,9.999999747378752e-05,0.009999999776482582,0.6322456002235413,0.11833064258098602,53152,0.8010300397872925
1,2,0.003000000026077032,0.10000000149011612,0.6150122880935669,0.12350451946258545,53154,0.7961617112159729
1,3,9.999999747378752e-05,0.009999999776482582,0.6055588126182556,0.12708653509616852,53154,0.7851707339286804
1,4,0.0010000000474974513,0.009999999776482582,0.6184574365615845,0.12244310230016708,53151,0.7896296977996826
2,0,0.0003000000142492354,0.10000000149011612,0.6761181354522705,0.10412681847810745,53147,0.8179601430892944
2,1,0.0010000000474974513,0.10000000149011612,0.6772749423980713,0.103841632604599,53152,0.8172895312309265
2,2,0.004999999888241291,0.10000000149011612,0.6864690780639648,0.10058055073022842,53154,0.8291648626327515
2,3,0.0003000000142492354,0.10000000149011612,0.6752982139587402,0.10461665689945221,53154,0.8157045245170593
2,4,9.999999747378752e-05,0.10000000149011612,0.6813148260116577,0.10227075219154358,53151,0.819750189781189
3,0,0.0010000000474974513,0.10000000149011612,0.7140375375747681,0.09193567931652069,53147,0.8366970419883728
3,1,0.003000000026077032,0.10000000149011612,0.7153099179267883,0.09160352498292923,53152,0.8371184468269348
3,2,0.0010000000474974513,0.10000000149011612,0.7245766520500183,0.08835560083389282,53154,0.8466290235519409
3,3,0.0003000000142492354,0.10000000149011612,0.7132541537284851,0.09238822013139725,53154,0.8360649347305298
3,4,0.0010000000474974513,0.10000000149011612,0.7164541482925415,0.09099454432725906,53151,0.8397454023361206
4,0,0.0010000000474974513,0.4000000059604645,0.7202193737030029,0.0899481251835823,53147,0.8328315019607544
4,1,0.004999999888241291,0.800000011920929,0.7096497416496277,0.09342467784881592,53152,0.8331813812255859
4,2,9.999999747378752e-05,0.009999999776482582,0.7220010161399841,0.08918234705924988,53154,0.8490289449691772
4,3,0.0010000000474974513,0.10000000149011612,0.7063557505607605,0.09461008757352829,53154,0.8301763534545898
4,4,0.0003000000142492354,0.10000000149011612,0.7435480356216431,0.08229917287826538,53151,0.8505649566650391
5,0,0.0003000000142492354,0.10000000149011612,0.7609109282493591,0.07686623185873032,53147,0.8616192936897278
5,1,0.003000000026077032,0.10000000149011612,0.758780300617218,0.0776161476969719,53152,0.8605186939239502
5,2,0.003000000026077032,0.10000000149011612,0.7717979550361633,0.07320713996887207,53154,0.8751764297485352
5,3,0.003000000026077032,0.10000000149011612,0.7546694874763489,0.07904389500617981,53154,0.8571842312812805
5,4,0.003000000026077032,0.4000000059604645,0.7411134839057922,0.08308054506778717,53151,0.850117027759552
6,0,0.003000000026077032,0.10000000149011612,0.7715305685997009,0.07345182448625565,53147,0.8678513169288635
6,1,0.004999999888241291,0.10000000149011612,0.7672314047813416,0.0748969092965126,53152,0.8643815517425537
6,2,0.0010000000474974513,0.10000000149011612,0.7831460237503052,0.0695670023560524,53154,0.8809646368026733
6,3,9.999999747378752e-05,0.4000000059604645,0.7465536594390869,0.08165915310382843,53154,0.8514499068260193
6,4,0.004999999888241291,0.10000000149011612,0.7710508108139038,0.07347319275140762,53151,0.8684232234954834
7,0,0.003000000026077032,0.10000000149011612,0.7859755754470825,0.06880807876586914,53147,0.8762854933738708
7,1,0.004999999888241291,0.10000000149011612,0.7829487323760986,0.06983960419893265,53152,0.8715552091598511
7,2,9.999999747378752e-05,0.10000000149011612,0.800042450428009,0.06414654850959778,53154,0.8928154706954956
7,3,0.003000000026077032,0.10000000149011612,0.7841561436653137,0.06954377144575119,53154,0.8764494061470032
7,4,0.004999999888241291,0.10000000149011612,0.7891756296157837,0.06765678524971008,53151,0.8807005286216736
8,0,0.0010000000474974513,0.10000000149011612,0.790879487991333,0.06723126024007797,53147,0.8802840709686279
8,1,0.0010000000474974513,0.10000000149011612,0.788587212562561,0.06802530586719513,53152,0.8811694979667664
8,2,9.999999747378752e-05,0.10000000149011612,0.8016646504402161,0.06362628191709518,53154,0.8923647999763489
8,3,0.0003000000142492354,0.10000000149011612,0.7874237895011902,0.06849072128534317,53154,0.8776332139968872
8,4,0.003000000026077032,0.10000000149011612,0.7910999655723572,0.06703934818506241,53151,0.8834307193756104
9,0,0.0003000000142492354,0.009999999776482582,0.7754401564598083,0.07219501584768295,53147,0.8781325221061707
9,1,0.004999999888241291,0.10000000149011612,0.7871934771537781,0.06847385317087173,53152,0.87816321849823
9,2,0.003000000026077032,0.10000000149011612,0.797305166721344,0.06502480804920197,53154,0.8900088667869568
9,3,9.999999747378752e-05,0.10000000149011612,0.7800285816192627,0.07087365537881851,53154,0.875436544418335
9,4,0.0010000000474974513,0.10000000149011612,0.7717115879058838,0.07326153665781021,53151,0.8697063326835632
10,0,0.004999999888241291,0.10000000149011612,0.7918543815612793,0.0669177696108818,53147,0.8797636032104492
10,1,0.004999999888241291,0.009999999776482582,0.7739951014518738,0.07272058725357056,53152,0.8757807612419128
10,2,0.003000000026077032,0.10000000149011612,0.7985344529151917,0.06463030725717545,53154,0.8894967436790466
10,3,0.0010000000474974513,0.10000000149011612,0.7918004989624023,0.06708072870969772,53154,0.8806779980659485
10,4,0.003000000026077032,0.009999999776482582,0.7954294085502625,0.06565000116825104,53151,0.8915380835533142
11,0,0.004999999888241291,0.10000000149011612,0.7963986992835999,0.06545701622962952,53147,0.8839308619499207
11,1,0.003000000026077032,0.10000000149011612,0.8007377982139587,0.06411577016115189,53152,0.8875988721847534
11,2,0.0010000000474974513,0.009999999776482582,0.7937010526657104,0.0661807581782341,53154,0.8954949975013733
11,3,0.0003000000142492354,0.4000000059604645,0.7768811583518982,0.07188759744167328,53154,0.8706145286560059
11,4,0.0003000000142492354,0.10000000149011612,0.8021144866943359,0.06350471079349518,53151,0.8898033499717712
