bin,layer,target,fold,r2,n_train_episodes,n_test_episodes,n_test_windows
low,7,ee_velocity,3,0.9283992648124695,909,228,40588
low,7,ee_velocity,4,0.9275446534156799,910,227,40580
low,7,ee_acceleration,0,0.40730246901512146,911,226,40578
low,7,ee_acceleration,1,0.4087985157966614,909,228,40583
low,7,ee_acceleration,2,0.38204556703567505,909,228,40590
low,7,ee_acceleration,3,0.3891121745109558,909,228,40588
low,7,ee_acceleration,4,0.39380183815956116,910,227,40580
low,7,contact_flag,0,0.41096967458724976,911,226,40578
low,7,contact_flag,1,0.43087130784988403,909,228,40583
low,7,contact_flag,2,0.42037129402160645,909,228,40590
low,7,contact_flag,3,0.4124099016189575,909,228,40588
low,7,contact_flag,4,0.4232988953590393,910,227,40580
low,7,contact_force_log1p_mag,0,0.3231894373893738,911,226,40578
low,7,contact_force_log1p_mag,1,0.34493666887283325,909,228,40583
low,7,contact_force_log1p_mag,2,0.33436155319213867,909,228,40590
low,7,contact_force_log1p_mag,3,0.3381847143173218,909,228,40588
low,7,contact_force_log1p_mag,4,0.3388570547103882,910,227,40580
low,8,ee_velocity,0,0.9226890802383423,911,226,40578
low,8,ee_velocity,1,0.9219367504119873,909,228,40583
low,8,ee_velocity,2,0.9225014448165894,909,228,40590
low,8,ee_velocity,3,0.923634946346283,909,228,40588
low,8,ee_velocity,4,0.9219077229499817,910,227,40580
low,8,ee_acceleration,0,0.40689617395401,911,226,40578
low,8,ee_acceleration,1,0.39850324392318726,909,228,40583
low,8,ee_acceleration,2,0.37877973914146423,909,228,40590
low,8,ee_acceleration,3,0.38720592856407166,909,228,40588
low,8,ee_acceleration,4,0.39192092418670654,910,227,40580
low,8,contact_flag,0,0.3997209668159485,911,226,40578
low,8,contact_flag,1,0.4237632155418396,909,228,40583
low,8,contact_flag,2,0.4175776243209839,909,228,40590
low,8,contact_flag,3,0.41320592164993286,909,228,40588
low,8,contact_flag,4,0.41911256313323975,910,227,40580
low,8,contact_force_log1p_mag,0,0.316290020942688,911,226,40578
low,8,contact_force_log1p_mag,1,0.34095460176467896,909,228,40583
low,8,contact_force_log1p_mag,2,0.3336358070373535,909,228,40590
low,8,contact_force_log1p_mag,3,0.3416838049888611,909,228,40588
low,8,contact_force_log1p_mag,4,0.3382049798965454,910,227,40580
low,9,ee_velocity,0,0.9213897585868835,911,226,40578
low,9,ee_velocity,1,0.9223400950431824,909,228,40583
low,9,ee_velocity,2,0.9241717457771301,909,228,40590
low,9,ee_velocity,3,0.9231364727020264,909,228,40588
low,9,ee_velocity,4,0.9208255410194397,910,227,40580
low,9,ee_acceleration,0,0.4082867503166199,911,226,40578
low,9,ee_acceleration,1,0.4032607078552246,909,228,40583
low,9,ee_acceleration,2,0.38473668694496155,909,228,40590
low,9,ee_acceleration,3,0.39298155903816223,909,228,40588
low,9,ee_acceleration,4,0.3963770568370819,910,227,40580
low,9,contact_flag,0,0.4110378623008728,911,226,40578
low,9,contact_flag,1,0.43261951208114624,909,228,40583
low,9,contact_flag,2,0.43042856454849243,909,228,40590
low,9,contact_flag,3,0.43012338876724243,909,228,40588
low,9,contact_flag,4,0.4335736632347107,910,227,40580
low,9,contact_force_log1p_mag,0,0.32971078157424927,911,226,40578
low,9,contact_force_log1p_mag,1,0.3526240587234497,909,228,40583
low,9,contact_force_log1p_mag,2,0.34661221504211426,909,228,40590
low,9,contact_force_log1p_mag,3,0.3614855408668518,909,228,40588
low,9,contact_force_log1p_mag,4,0.3543374538421631,910,227,40580
low,10,ee_velocity,0,0.9285321235656738,911,226,40578
low,10,ee_velocity,1,0.9288137555122375,909,228,40583
low,10,ee_velocity,2,0.9306432008743286,909,228,40590
low,10,ee_velocity,3,0.9291990995407104,909,228,40588
low,10,ee_velocity,4,0.9289594888687134,910,227,40580
low,10,ee_acceleration,0,0.4245392680168152,911,226,40578
low,10,ee_acceleration,1,0.4188859164714813,909,228,40583
low,10,ee_acceleration,2,0.4090266227722168,909,228,40590
low,10,ee_acceleration,3,0.4070930778980255,909,228,40588
low,10,ee_acceleration,4,0.4095143675804138,910,227,40580
low,10,contact_flag,0,0.41833871603012085,911,226,40578
low,10,contact_flag,1,0.44400715827941895,909,228,40583
low,10,contact_flag,2,0.44018131494522095,909,228,40590
low,10,contact_flag,3,0.43109220266342163,909,228,40588
low,10,contact_flag,4,0.44077348709106445,910,227,40580
low,10,contact_force_log1p_mag,0,0.33502334356307983,911,226,40578
low,10,contact_force_log1p_mag,1,0.3607816696166992,909,228,40583
low,10,contact_force_log1p_mag,2,0.35511314868927,909,228,40590
low,10,contact_force_log1p_mag,3,0.35953354835510254,909,228,40588
low,10,contact_force_log1p_mag,4,0.3586551547050476,910,227,40580
low,11,ee_velocity,0,0.9291573762893677,911,226,40578
low,11,ee_velocity,1,0.9301019906997681,909,228,40583
low,11,ee_velocity,2,0.9310205578804016,909,228,40590
low,11,ee_velocity,3,0.9310027360916138,909,228,40588
low,11,ee_velocity,4,0.9293801188468933,910,227,40580
low,11,ee_acceleration,0,0.42918992042541504,911,226,40578
low,11,ee_acceleration,1,0.42363908886909485,909,228,40583
low,11,ee_acceleration,2,0.4072740375995636,909,228,40590
low,11,ee_acceleration,3,0.40911516547203064,909,228,40588
low,11,ee_acceleration,4,0.4121672809123993,910,227,40580
low,11,contact_flag,0,0.42514705657958984,911,226,40578
low,11,contact_flag,1,0.4435354471206665,909,228,40583
low,11,contact_flag,2,0.43679171800613403,909,228,40590
low,11,contact_flag,3,0.44190889596939087,909,228,40588
low,11,contact_flag,4,0.44351696968078613,910,227,40580
low,11,contact_force_log1p_mag,0,0.3389022946357727,911,226,40578
low,11,contact_force_log1p_mag,1,0.35802513360977173,909,228,40583
low,11,contact_force_log1p_mag,2,0.35044199228286743,909,228,40590
low,11,contact_force_log1p_mag,3,0.3664776086807251,909,228,40588
low,11,contact_force_log1p_mag,4,0.35912060737609863,910,227,40580
low,12,ee_velocity,0,0.9318035244941711,911,226,40578
low,12,ee_velocity,1,0.9314588308334351,909,228,40583
low,12,ee_velocity,2,0.9323041439056396,909,228,40590
low,12,ee_velocity,3,0.9307640194892883,909,228,40588
low,12,ee_velocity,4,0.929362952709198,910,227,40580
low,12,ee_acceleration,0,0.4388520121574402,911,226,40578
low,12,ee_acceleration,1,0.4326664209365845,909,228,40583
low,12,ee_acceleration,2,0.41951116919517517,909,228,40590
low,12,ee_acceleration,3,0.4191214144229889,909,228,40588
low,12,ee_acceleration,4,0.422708660364151,910,227,40580
low,12,contact_flag,0,0.44179457426071167,911,226,40578
low,12,contact_flag,1,0.4572361707687378,909,228,40583
low,12,contact_flag,2,0.45311492681503296,909,228,40590
low,12,contact_flag,3,0.45439743995666504,909,228,40588
low,12,contact_flag,4,0.4531276822090149,910,227,40580
low,12,contact_force_log1p_mag,0,0.3551008701324463,911,226,40578
low,12,contact_force_log1p_mag,1,0.3726627230644226,909,228,40583
low,12,contact_force_log1p_mag,2,0.3658708930015564,909,228,40590
low,12,contact_force_log1p_mag,3,0.37728625535964966,909,228,40588
low,12,contact_force_log1p_mag,4,0.3662456274032593,910,227,40580
