bin,layer,target,r2_mean,r2_std,n_episodes_in_bin,n_windows_in_bin,q33,q67
low,0,ee_velocity,-0.005439376924186945,0.0011498383276209118,808,104232,0.28752000000000005,0.549732
low,0,ee_acceleration,-0.0017392902635037899,0.0002404388262255608,808,104232,0.28752000000000005,0.549732
low,0,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
low,0,contact_force_log1p_mag,0.023286044597625732,0.007348247642468321,808,104232,0.28752000000000005,0.549732
low,1,ee_velocity,-0.00011492271441966295,0.0038141174884567548,808,104232,0.28752000000000005,0.549732
low,1,ee_acceleration,0.0012386881397105753,0.0026653755201941952,808,104232,0.28752000000000005,0.549732
low,1,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
low,1,contact_force_log1p_mag,0.028850960731506347,0.008445311128740125,808,104232,0.28752000000000005,0.549732
low,2,ee_velocity,-0.001955602574162185,0.003834577611243535,808,104232,0.28752000000000005,0.549732
low,2,ee_acceleration,0.0029172367067076266,0.003359132213509348,808,104232,0.28752000000000005,0.549732
low,2,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
low,2,contact_force_log1p_mag,0.026070153713226317,0.004390479020796528,808,104232,0.28752000000000005,0.549732
low,3,ee_velocity,0.003118077130056918,0.0050473424063647,808,104232,0.28752000000000005,0.549732
low,3,ee_acceleration,0.0035586525220423935,0.004142170309034003,808,104232,0.28752000000000005,0.549732
low,3,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
low,3,contact_force_log1p_mag,0.03159308433532715,0.006215342170042869,808,104232,0.28752000000000005,0.549732
low,4,ee_velocity,0.015357572864741088,0.007516193937473415,808,104232,0.28752000000000005,0.549732
low,4,ee_acceleration,0.005279405880719424,0.005426772607619089,808,104232,0.28752000000000005,0.549732
low,4,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
low,4,contact_force_log1p_mag,0.03547499179840088,0.003930445342430365,808,104232,0.28752000000000005,0.549732
low,5,ee_velocity,0.040964477509260175,0.010207381459040248,808,104232,0.28752000000000005,0.549732
low,5,ee_acceleration,0.012156974570825697,0.007100373368271906,808,104232,0.28752000000000005,0.549732
low,5,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
low,5,contact_force_log1p_mag,0.039595949649810794,0.004397693256636028,808,104232,0.28752000000000005,0.549732
low,6,ee_velocity,0.045554134622216226,0.01054262842400527,808,104232,0.28752000000000005,0.549732
low,6,ee_acceleration,0.014084459835430607,0.007545626973444846,808,104232,0.28752000000000005,0.549732
low,6,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
low,6,contact_force_log1p_mag,0.04044349193572998,0.008866041581907872,808,104232,0.28752000000000005,0.549732
low,7,ee_velocity,0.06641443446278572,0.014568601298096241,808,104232,0.28752000000000005,0.549732
low,7,ee_acceleration,0.01717952750623226,0.008288521345095732,808,104232,0.28752000000000005,0.549732
low,7,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
low,7,contact_force_log1p_mag,0.04692690372467041,0.005529724714138232,808,104232,0.28752000000000005,0.549732
low,8,ee_velocity,0.0640714593231678,0.011406368963471874,808,104232,0.28752000000000005,0.549732
low,8,ee_acceleration,0.01570927198044956,0.007332904525090401,808,104232,0.28752000000000005,0.549732
low,8,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
low,8,contact_force_log1p_mag,0.04669313430786133,0.003747027041802901,808,104232,0.28752000000000005,0.549732
low,9,ee_velocity,0.06919856145977973,0.013130803377358882,808,104232,0.28752000000000005,0.549732
low,9,ee_acceleration,0.021388525515794753,0.008220880602684708,808,104232,0.28752000000000005,0.549732
low,9,contact_flag,1.0,0.0,808,104232,0.28752000000000005,0.549732
