bin,layer,target,fold,r2,n_train_episodes,n_test_episodes,n_test_windows
low,0,ee_velocity,0,0.4869685471057892,917,229,40916
low,0,ee_velocity,1,0.4556642770767212,917,229,40946
low,0,ee_velocity,2,0.4827589988708496,918,228,40903
low,0,ee_velocity,3,0.45547860860824585,916,230,40945
low,0,ee_velocity,4,0.48033392429351807,916,230,40937
low,0,ee_acceleration,0,0.10860947519540787,917,229,40916
low,0,ee_acceleration,1,0.10908310115337372,917,229,40946
low,0,ee_acceleration,2,0.11714065819978714,918,228,40903
low,0,ee_acceleration,3,0.11093901842832565,916,230,40945
low,0,ee_acceleration,4,0.12109721451997757,916,230,40937
low,0,contact_flag,0,0.4952845573425293,917,229,40916
low,0,contact_flag,1,0.34469074010849,917,229,40946
low,0,contact_flag,2,0.36690324544906616,918,228,40903
low,0,contact_flag,3,0.42933058738708496,916,230,40945
low,0,contact_flag,4,0.4051433205604553,916,230,40937
low,0,contact_force_log1p_mag,0,0.4777296781539917,917,229,40916
low,0,contact_force_log1p_mag,1,0.31329822540283203,917,229,40946
low,0,contact_force_log1p_mag,2,0.3349676728248596,918,228,40903
low,0,contact_force_log1p_mag,3,0.4032518267631531,916,230,40945
low,0,contact_force_log1p_mag,4,0.372903048992157,916,230,40937
low,1,ee_velocity,0,0.7842745184898376,917,229,40916
low,1,ee_velocity,1,0.7896495461463928,917,229,40946
low,1,ee_velocity,2,0.7978731989860535,918,228,40903
low,1,ee_velocity,3,0.7798002362251282,916,230,40945
low,1,ee_velocity,4,0.789447009563446,916,230,40937
low,1,ee_acceleration,0,0.19243524968624115,917,229,40916
low,1,ee_acceleration,1,0.19310706853866577,917,229,40946
low,1,ee_acceleration,2,0.20013055205345154,918,228,40903
low,1,ee_acceleration,3,0.19245938956737518,916,230,40945
low,1,ee_acceleration,4,0.19676625728607178,916,230,40937
low,1,contact_flag,0,0.6698415279388428,917,229,40916
low,1,contact_flag,1,0.5696628093719482,917,229,40946
low,1,contact_flag,2,0.579210638999939,918,228,40903
low,1,contact_flag,3,0.6424777507781982,916,230,40945
low,1,contact_flag,4,0.6261481046676636,916,230,40937
low,1,contact_force_log1p_mag,0,0.6756906509399414,917,229,40916
low,1,contact_force_log1p_mag,1,0.5739817023277283,917,229,40946
low,1,contact_force_log1p_mag,2,0.5827913284301758,918,228,40903
low,1,contact_force_log1p_mag,3,0.6687482595443726,916,230,40945
low,1,contact_force_log1p_mag,4,0.6514286994934082,916,230,40937
low,2,ee_velocity,0,0.8162602782249451,917,229,40916
low,2,ee_velocity,1,0.8127967119216919,917,229,40946
low,2,ee_velocity,2,0.8285083770751953,918,228,40903
low,2,ee_velocity,3,0.8143113255500793,916,230,40945
low,2,ee_velocity,4,0.8214231133460999,916,230,40937
low,2,ee_acceleration,0,0.2158665657043457,917,229,40916
low,2,ee_acceleration,1,0.21434557437896729,917,229,40946
low,2,ee_acceleration,2,0.2206668257713318,918,228,40903
low,2,ee_acceleration,3,0.2111792266368866,916,230,40945
low,2,ee_acceleration,4,0.22056685388088226,916,230,40937
low,2,contact_flag,0,0.7065047025680542,917,229,40916
low,2,contact_flag,1,0.6129976511001587,917,229,40946
low,2,contact_flag,2,0.6181129217147827,918,228,40903
low,2,contact_flag,3,0.6652339696884155,916,230,40945
low,2,contact_flag,4,0.677507221698761,916,230,40937
low,2,contact_force_log1p_mag,0,0.7212964296340942,917,229,40916
low,2,contact_force_log1p_mag,1,0.6281176805496216,917,229,40946
low,2,contact_force_log1p_mag,2,0.6387457847595215,918,228,40903
low,2,contact_force_log1p_mag,3,0.6933822631835938,916,230,40945
low,2,contact_force_log1p_mag,4,0.7068706750869751,916,230,40937
low,3,ee_velocity,0,0.8380690813064575,917,229,40916
low,3,ee_velocity,1,0.8351856470108032,917,229,40946
low,3,ee_velocity,2,0.8468021750450134,918,228,40903
low,3,ee_velocity,3,0.8402716517448425,916,230,40945
low,3,ee_velocity,4,0.838634192943573,916,230,40937
low,3,ee_acceleration,0,0.25908708572387695,917,229,40916
low,3,ee_acceleration,1,0.2551288604736328,917,229,40946
low,3,ee_acceleration,2,0.2654038667678833,918,228,40903
low,3,ee_acceleration,3,0.2689318358898163,916,230,40945
low,3,ee_acceleration,4,0.2679041028022766,916,230,40937
low,3,contact_flag,0,0.7178143262863159,917,229,40916
low,3,contact_flag,1,0.6496361494064331,917,229,40946
low,3,contact_flag,2,0.6496397256851196,918,228,40903
low,3,contact_flag,3,0.6856856346130371,916,230,40945
low,3,contact_flag,4,0.6924834251403809,916,230,40937
low,3,contact_force_log1p_mag,0,0.7300657629966736,917,229,40916
low,3,contact_force_log1p_mag,1,0.6722638607025146,917,229,40946
low,3,contact_force_log1p_mag,2,0.6566107273101807,918,228,40903
low,3,contact_force_log1p_mag,3,0.711391806602478,916,230,40945
low,3,contact_force_log1p_mag,4,0.7122159004211426,916,230,40937
low,4,ee_velocity,0,0.8507097363471985,917,229,40916
low,4,ee_velocity,1,0.8498865365982056,917,229,40946
low,4,ee_velocity,2,0.8562751412391663,918,228,40903
low,4,ee_velocity,3,0.8538510799407959,916,230,40945
low,4,ee_velocity,4,0.8518792986869812,916,230,40937
low,4,ee_acceleration,0,0.27452197670936584,917,229,40916
low,4,ee_acceleration,1,0.2745667099952698,917,229,40946
low,4,ee_acceleration,2,0.2791421115398407,918,228,40903
low,4,ee_acceleration,3,0.28743523359298706,916,230,40945
low,4,ee_acceleration,4,0.2869108319282532,916,230,40937
low,4,contact_flag,0,0.727550208568573,917,229,40916
low,4,contact_flag,1,0.6562021374702454,917,229,40946
low,4,contact_flag,2,0.6733293533325195,918,228,40903
low,4,contact_flag,3,0.6940210461616516,916,230,40945
low,4,contact_flag,4,0.7081922888755798,916,230,40937
low,4,contact_force_log1p_mag,0,0.7410569190979004,917,229,40916
low,4,contact_force_log1p_mag,1,0.6704489588737488,917,229,40946
low,4,contact_force_log1p_mag,2,0.6819237470626831,918,228,40903
low,4,contact_force_log1p_mag,3,0.7140979170799255,916,230,40945
low,4,contact_force_log1p_mag,4,0.7261223196983337,916,230,40937
low,5,ee_velocity,0,0.8851341009140015,917,229,40916
low,5,ee_velocity,1,0.8823837637901306,917,229,40946
