bin,layer,target,r2_mean,r2_std,n_episodes_in_bin,n_windows_in_bin,q33,q67
low,0,ee_velocity,0.3954178154468536,0.027502013862127243,580,131021,0.428,0.746
low,0,ee_acceleration,0.04285258874297142,0.004782699060243832,580,131021,0.428,0.746
low,0,contact_flag,0.35293781757354736,0.020047111745913625,580,131021,0.428,0.746
low,0,contact_force_log1p_mag,0.3163636326789856,0.034356962972380736,580,131021,0.428,0.746
low,1,ee_velocity,0.781917667388916,0.016041406740387093,580,131021,0.428,0.746
low,1,ee_acceleration,0.07660886496305466,0.0072766069621101,580,131021,0.428,0.746
low,1,contact_flag,0.5160817503929138,0.017777202179261556,580,131021,0.428,0.746
low,1,contact_force_log1p_mag,0.532240355014801,0.022269737191149663,580,131021,0.428,0.746
low,2,ee_velocity,0.8134023666381835,0.015022884507447595,580,131021,0.428,0.746
low,2,ee_acceleration,0.09627326726913452,0.009594212550137081,580,131021,0.428,0.746
low,2,contact_flag,0.5338999152183532,0.014657789736658695,580,131021,0.428,0.746
low,2,contact_force_log1p_mag,0.5259929180145264,0.023103729640374028,580,131021,0.428,0.746
low,3,ee_velocity,0.8429019570350647,0.012542066030405532,580,131021,0.428,0.746
low,3,ee_acceleration,0.10701034516096115,0.009845434844445618,580,131021,0.428,0.746
low,3,contact_flag,0.5506036877632141,0.018880926914190816,580,131021,0.428,0.746
low,3,contact_force_log1p_mag,0.5589484095573425,0.029435432412881105,580,131021,0.428,0.746
low,4,ee_velocity,0.8619172215461731,0.01006625839065967,580,131021,0.428,0.746
low,4,ee_acceleration,0.12140723317861557,0.00868656309613429,580,131021,0.428,0.746
low,4,contact_flag,0.5878737092018127,0.012160388815777832,580,131021,0.428,0.746
low,4,contact_force_log1p_mag,0.5923455119132995,0.0245777626691476,580,131021,0.428,0.746
low,5,ee_velocity,0.8848971962928772,0.007523626745462292,580,131021,0.428,0.746
low,5,ee_acceleration,0.13935657739639282,0.008815389236832184,580,131021,0.428,0.746
low,5,contact_flag,0.5908363103866577,0.01216030191660215,580,131021,0.428,0.746
low,5,contact_force_log1p_mag,0.6029516696929932,0.023432585656398087,580,131021,0.428,0.746
low,6,ee_velocity,0.9010883331298828,0.005969486439633097,580,131021,0.428,0.746
low,6,ee_acceleration,0.15011198520660402,0.009072864181676889,580,131021,0.428,0.746
low,6,contact_flag,0.5997696042060852,0.012171576991336716,580,131021,0.428,0.746
low,6,contact_force_log1p_mag,0.6100725531578064,0.018925015666544226,580,131021,0.428,0.746
low,7,ee_velocity,0.9111404895782471,0.004582951515958337,580,131021,0.428,0.746
low,7,ee_acceleration,0.17023874819278717,0.008634703823979288,580,131021,0.428,0.746
low,7,contact_flag,0.6109410881996155,0.014578842870156037,580,131021,0.428,0.746
