bin,layer,target,fold,r2,n_train_episodes,n_test_episodes,n_test_windows
low,0,ee_velocity,0,0.3759436309337616,464,116,26234
low,0,ee_velocity,1,0.3777288794517517,465,115,26159
low,0,ee_velocity,2,0.41850680112838745,464,116,26233
low,0,ee_velocity,3,0.43750855326652527,464,116,26196
low,0,ee_velocity,4,0.36740121245384216,463,117,26199
low,0,ee_acceleration,0,0.03562792390584946,464,116,26234
low,0,ee_acceleration,1,0.045985471457242966,465,115,26159
low,0,ee_acceleration,2,0.04603111371397972,464,116,26233
low,0,ee_acceleration,3,0.04788307100534439,464,116,26196
low,0,ee_acceleration,4,0.03873536363244057,463,117,26199
low,0,contact_flag,0,0.3491123914718628,464,116,26234
low,0,contact_flag,1,0.32323187589645386,465,115,26159
low,0,contact_flag,2,0.36956775188446045,464,116,26233
low,0,contact_flag,3,0.3800026774406433,464,116,26196
low,0,contact_flag,4,0.3427743911743164,463,117,26199
low,0,contact_force_log1p_mag,0,0.34217941761016846,464,116,26234
low,0,contact_force_log1p_mag,1,0.2762978672981262,465,115,26159
low,0,contact_force_log1p_mag,2,0.27677005529403687,464,116,26233
low,0,contact_force_log1p_mag,3,0.3607935309410095,464,116,26196
low,0,contact_force_log1p_mag,4,0.3257772922515869,463,117,26199
low,1,ee_velocity,0,0.7646768093109131,464,116,26234
low,1,ee_velocity,1,0.7945029735565186,465,115,26159
low,1,ee_velocity,2,0.7716506123542786,464,116,26233
low,1,ee_velocity,3,0.8069038391113281,464,116,26196
low,1,ee_velocity,4,0.7718541026115417,463,117,26199
low,1,ee_acceleration,0,0.0629209354519844,464,116,26234
low,1,ee_acceleration,1,0.07763907313346863,465,115,26159
low,1,ee_acceleration,2,0.0791114866733551,464,116,26233
low,1,ee_acceleration,3,0.08472764492034912,464,116,26196
low,1,ee_acceleration,4,0.07864518463611603,463,117,26199
low,1,contact_flag,0,0.50444096326828,464,116,26234
low,1,contact_flag,1,0.48724234104156494,465,115,26159
low,1,contact_flag,2,0.5333806276321411,464,116,26233
low,1,contact_flag,3,0.5229296684265137,464,116,26196
low,1,contact_flag,4,0.5324151515960693,463,117,26199
low,1,contact_force_log1p_mag,0,0.5330595374107361,464,116,26234
low,1,contact_force_log1p_mag,1,0.4959440231323242,465,115,26159
low,1,contact_force_log1p_mag,2,0.5311967134475708,464,116,26233
low,1,contact_force_log1p_mag,3,0.5347902774810791,464,116,26196
low,1,contact_force_log1p_mag,4,0.5662112236022949,463,117,26199
low,2,ee_velocity,0,0.7927311062812805,464,116,26234
low,2,ee_velocity,1,0.8200568556785583,465,115,26159
low,2,ee_velocity,2,0.8167797923088074,464,116,26233
low,2,ee_velocity,3,0.8358808159828186,464,116,26196
low,2,ee_velocity,4,0.8015632629394531,463,117,26199
low,2,ee_acceleration,0,0.07969605922698975,464,116,26234
low,2,ee_acceleration,1,0.09870012104511261,465,115,26159
low,2,ee_acceleration,2,0.10149633884429932,464,116,26233
low,2,ee_acceleration,3,0.10823432356119156,464,116,26196
low,2,ee_acceleration,4,0.09323949366807938,463,117,26199
low,2,contact_flag,0,0.5149554014205933,464,116,26234
low,2,contact_flag,1,0.5241559743881226,465,115,26159
low,2,contact_flag,2,0.5353997945785522,464,116,26233
low,2,contact_flag,3,0.5363461971282959,464,116,26196
low,2,contact_flag,4,0.5586422085762024,463,117,26199
low,2,contact_force_log1p_mag,0,0.5114442110061646,464,116,26234
low,2,contact_force_log1p_mag,1,0.5252225995063782,465,115,26159
low,2,contact_force_log1p_mag,2,0.5031223893165588,464,116,26233
low,2,contact_force_log1p_mag,3,0.5205482244491577,464,116,26196
low,2,contact_force_log1p_mag,4,0.5696271657943726,463,117,26199
low,3,ee_velocity,0,0.8259477019309998,464,116,26234
low,3,ee_velocity,1,0.8467741012573242,465,115,26159
low,3,ee_velocity,2,0.8468299508094788,464,116,26233
low,3,ee_velocity,3,0.8620863556861877,464,116,26196
low,3,ee_velocity,4,0.832871675491333,463,117,26199
low,3,ee_acceleration,0,0.08958201855421066,464,116,26234
low,3,ee_acceleration,1,0.10916654020547867,465,115,26159
low,3,ee_acceleration,2,0.10641792416572571,464,116,26233
low,3,ee_acceleration,3,0.11994633078575134,464,116,26196
low,3,ee_acceleration,4,0.10993891209363937,463,117,26199
low,3,contact_flag,0,0.546642541885376,464,116,26234
low,3,contact_flag,1,0.5261719226837158,465,115,26159
low,3,contact_flag,2,0.5530757904052734,464,116,26233
low,3,contact_flag,3,0.5432196855545044,464,116,26196
low,3,contact_flag,4,0.5839084982872009,463,117,26199
low,3,contact_force_log1p_mag,0,0.5565085411071777,464,116,26234
low,3,contact_force_log1p_mag,1,0.5337685346603394,465,115,26159
low,3,contact_force_log1p_mag,2,0.540068507194519,464,116,26233
low,3,contact_force_log1p_mag,3,0.5486223101615906,464,116,26196
low,3,contact_force_log1p_mag,4,0.6157741546630859,463,117,26199
low,4,ee_velocity,0,0.850274920463562,464,116,26234
low,4,ee_velocity,1,0.8693755865097046,465,115,26159
low,4,ee_velocity,2,0.8666008114814758,464,116,26233
low,4,ee_velocity,3,0.8737797141075134,464,116,26196
low,4,ee_velocity,4,0.8495550751686096,463,117,26199
low,4,ee_acceleration,0,0.1058211401104927,464,116,26234
low,4,ee_acceleration,1,0.12496503442525864,465,115,26159
low,4,ee_acceleration,2,0.12209038436412811,464,116,26233
low,4,ee_acceleration,3,0.13241247832775116,464,116,26196
low,4,ee_acceleration,4,0.12174712866544724,463,117,26199
low,4,contact_flag,0,0.5887523889541626,464,116,26234
low,4,contact_flag,1,0.5663475394248962,465,115,26159
low,4,contact_flag,2,0.5998112559318542,464,116,26233
low,4,contact_flag,3,0.5853442549705505,464,116,26196
low,4,contact_flag,4,0.5991131067276001,463,117,26199
low,4,contact_force_log1p_mag,0,0.5956696271896362,464,116,26234
low,4,contact_force_log1p_mag,1,0.5655971765518188,465,115,26159
low,4,contact_force_log1p_mag,2,0.5975593328475952,464,116,26233
low,4,contact_force_log1p_mag,3,0.5690407156944275,464,116,26196
low,4,contact_force_log1p_mag,4,0.63386070728302,463,117,26199
low,5,ee_velocity,0,0.876097559928894,464,116,26234
low,5,ee_velocity,1,0.8918057680130005,465,115,26159
low,5,ee_velocity,2,0.8889048099517822,464,116,26233
low,5,ee_velocity,3,0.8921924233436584,464,116,26196
low,5,ee_velocity,4,0.8754854202270508,463,117,26199
low,5,ee_acceleration,0,0.12533508241176605,464,116,26234
low,5,ee_acceleration,1,0.14036570489406586,465,115,26159
low,5,ee_acceleration,2,0.1428961306810379,464,116,26233
low,5,ee_acceleration,3,0.15226425230503082,464,116,26196
