bin,layer,target,fold,r2,n_train_episodes,n_test_episodes,n_test_windows
low,0,ee_velocity,0,0.4649479389190674,920,230,41032
low,0,ee_velocity,1,0.4699137508869171,920,230,41031
low,0,ee_velocity,2,0.46890565752983093,920,230,41029
low,0,ee_velocity,3,0.47268128395080566,920,230,40998
low,0,ee_velocity,4,0.4717170000076294,920,230,41005
low,0,ee_acceleration,0,0.10745500028133392,920,230,41032
low,0,ee_acceleration,1,0.10742072761058807,920,230,41031
low,0,ee_acceleration,2,0.11780808866024017,920,230,41029
low,0,ee_acceleration,3,0.10421601682901382,920,230,40998
low,0,ee_acceleration,4,0.10794509202241898,920,230,41005
low,0,contact_flag,0,0.44834649562835693,920,230,41032
low,0,contact_flag,1,0.41313332319259644,920,230,41031
low,0,contact_flag,2,0.3986496329307556,920,230,41029
low,0,contact_flag,3,0.48031580448150635,920,230,40998
low,0,contact_flag,4,0.5017620325088501,920,230,41005
low,0,contact_force_log1p_mag,0,0.4285624027252197,920,230,41032
low,0,contact_force_log1p_mag,1,0.3804718255996704,920,230,41031
low,0,contact_force_log1p_mag,2,0.3646838665008545,920,230,41029
low,0,contact_force_log1p_mag,3,0.4547111392021179,920,230,40998
low,0,contact_force_log1p_mag,4,0.4788031578063965,920,230,41005
low,1,ee_velocity,0,0.7886430621147156,920,230,41032
low,1,ee_velocity,1,0.7861260771751404,920,230,41031
low,1,ee_velocity,2,0.7918909192085266,920,230,41029
low,1,ee_velocity,3,0.7766193747520447,920,230,40998
low,1,ee_velocity,4,0.7726755142211914,920,230,41005
low,1,ee_acceleration,0,0.17833630740642548,920,230,41032
low,1,ee_acceleration,1,0.18169930577278137,920,230,41031
low,1,ee_acceleration,2,0.200424924492836,920,230,41029
low,1,ee_acceleration,3,0.1866014003753662,920,230,40998
low,1,ee_acceleration,4,0.17309994995594025,920,230,41005
low,1,contact_flag,0,0.6237780451774597,920,230,41032
low,1,contact_flag,1,0.6394436359405518,920,230,41031
low,1,contact_flag,2,0.6002252101898193,920,230,41029
low,1,contact_flag,3,0.6661993265151978,920,230,40998
low,1,contact_flag,4,0.6894740462303162,920,230,41005
low,1,contact_force_log1p_mag,0,0.6180185079574585,920,230,41032
low,1,contact_force_log1p_mag,1,0.64726722240448,920,230,41031
low,1,contact_force_log1p_mag,2,0.6032751798629761,920,230,41029
low,1,contact_force_log1p_mag,3,0.674604058265686,920,230,40998
low,1,contact_force_log1p_mag,4,0.7056851387023926,920,230,41005
low,2,ee_velocity,0,0.8194435834884644,920,230,41032
low,2,ee_velocity,1,0.8190663456916809,920,230,41031
low,2,ee_velocity,2,0.8258275389671326,920,230,41029
low,2,ee_velocity,3,0.8168255686759949,920,230,40998
low,2,ee_velocity,4,0.8090344071388245,920,230,41005
low,2,ee_acceleration,0,0.19916309416294098,920,230,41032
low,2,ee_acceleration,1,0.20632551610469818,920,230,41031
low,2,ee_acceleration,2,0.22087065875530243,920,230,41029
low,2,ee_acceleration,3,0.2089654505252838,920,230,40998
low,2,ee_acceleration,4,0.19354236125946045,920,230,41005
low,2,contact_flag,0,0.6771050691604614,920,230,41032
low,2,contact_flag,1,0.6732266545295715,920,230,41031
low,2,contact_flag,2,0.6558663845062256,920,230,41029
low,2,contact_flag,3,0.7046489119529724,920,230,40998
low,2,contact_flag,4,0.7237511873245239,920,230,41005
low,2,contact_force_log1p_mag,0,0.6731811761856079,920,230,41032
low,2,contact_force_log1p_mag,1,0.6766904592514038,920,230,41031
low,2,contact_force_log1p_mag,2,0.6567821502685547,920,230,41029
low,2,contact_force_log1p_mag,3,0.7047271728515625,920,230,40998
low,2,contact_force_log1p_mag,4,0.7437182664871216,920,230,41005
low,3,ee_velocity,0,0.8390358686447144,920,230,41032
low,3,ee_velocity,1,0.8384864330291748,920,230,41031
low,3,ee_velocity,2,0.8456647992134094,920,230,41029
low,3,ee_velocity,3,0.8355274200439453,920,230,40998
low,3,ee_velocity,4,0.8303571343421936,920,230,41005
low,3,ee_acceleration,0,0.24340787529945374,920,230,41032
low,3,ee_acceleration,1,0.24122700095176697,920,230,41031
low,3,ee_acceleration,2,0.2588590681552887,920,230,41029
low,3,ee_acceleration,3,0.24921096861362457,920,230,40998
low,3,ee_acceleration,4,0.23362186551094055,920,230,41005
low,3,contact_flag,0,0.6822754144668579,920,230,41032
low,3,contact_flag,1,0.6848571300506592,920,230,41031
low,3,contact_flag,2,0.6754065155982971,920,230,41029
low,3,contact_flag,3,0.7283385992050171,920,230,40998
low,3,contact_flag,4,0.7434263229370117,920,230,41005
low,3,contact_force_log1p_mag,0,0.6780581474304199,920,230,41032
low,3,contact_force_log1p_mag,1,0.6729370355606079,920,230,41031
low,3,contact_force_log1p_mag,2,0.6794745922088623,920,230,41029
low,3,contact_force_log1p_mag,3,0.7297044992446899,920,230,40998
low,3,contact_force_log1p_mag,4,0.7523519992828369,920,230,41005
low,4,ee_velocity,0,0.8533281683921814,920,230,41032
low,4,ee_velocity,1,0.8506952524185181,920,230,41031
low,4,ee_velocity,2,0.86078280210495,920,230,41029
low,4,ee_velocity,3,0.8463224172592163,920,230,40998
low,4,ee_velocity,4,0.849015474319458,920,230,41005
low,4,ee_acceleration,0,0.25621679425239563,920,230,41032
low,4,ee_acceleration,1,0.2636394202709198,920,230,41031
low,4,ee_acceleration,2,0.28458186984062195,920,230,41029
low,4,ee_acceleration,3,0.26843807101249695,920,230,40998
low,4,ee_acceleration,4,0.2583884298801422,920,230,41005
low,4,contact_flag,0,0.7086488008499146,920,230,41032
low,4,contact_flag,1,0.6928979158401489,920,230,41031
low,4,contact_flag,2,0.6926071643829346,920,230,41029
low,4,contact_flag,3,0.7415794134140015,920,230,40998
