bin,layer,target,fold,r2,n_train_episodes,n_test_episodes,n_test_windows
low,0,ee_velocity,0,0.500736653804779,890,222,39632
low,0,ee_velocity,1,0.5085633397102356,890,222,39612
low,0,ee_velocity,2,0.5369177460670471,889,223,39607
low,0,ee_velocity,3,0.5370230078697205,890,222,39600
low,0,ee_velocity,4,0.5138112306594849,889,223,39613
low,0,ee_acceleration,0,0.12310322374105453,890,222,39632
low,0,ee_acceleration,1,0.11267338693141937,890,222,39612
low,0,ee_acceleration,2,0.11627248674631119,889,223,39607
low,0,ee_acceleration,3,0.12752041220664978,890,222,39600
low,0,ee_acceleration,4,0.12306910008192062,889,223,39613
low,0,contact_flag,0,0.14395087957382202,890,222,39632
low,0,contact_flag,1,0.2305840253829956,890,222,39612
low,0,contact_flag,2,0.1948365569114685,889,223,39607
low,0,contact_flag,3,0.1945589780807495,890,222,39600
low,0,contact_flag,4,0.12856906652450562,889,223,39613
low,0,contact_force_log1p_mag,0,0.07442402839660645,890,222,39632
low,0,contact_force_log1p_mag,1,0.19078785181045532,890,222,39612
low,0,contact_force_log1p_mag,2,0.15410637855529785,889,223,39607
low,0,contact_force_log1p_mag,3,0.14921706914901733,890,222,39600
low,0,contact_force_log1p_mag,4,0.06400740146636963,889,223,39613
low,1,ee_velocity,0,0.8057593107223511,890,222,39632
low,1,ee_velocity,1,0.8052559494972229,890,222,39612
low,1,ee_velocity,2,0.8091109395027161,889,223,39607
low,1,ee_velocity,3,0.8124445676803589,890,222,39600
low,1,ee_velocity,4,0.8088362216949463,889,223,39613
low,1,ee_acceleration,0,0.21547377109527588,890,222,39632
low,1,ee_acceleration,1,0.19225969910621643,890,222,39612
low,1,ee_acceleration,2,0.20003807544708252,889,223,39607
low,1,ee_acceleration,3,0.21936945617198944,890,222,39600
low,1,ee_acceleration,4,0.21877901256084442,889,223,39613
low,1,contact_flag,0,0.45464450120925903,890,222,39632
low,1,contact_flag,1,0.40458375215530396,890,222,39612
