task,layer,param,fold,r2,n_train_eps,n_test_eps
push,19,object_0_mass,0,-1.0648815631866455,160,40
push,19,object_0_mass,1,-1.3089330196380615,160,40
push,19,object_0_mass,2,-1.226893424987793,160,40
push,19,object_0_mass,3,-0.42851126194000244,160,40
push,19,object_0_mass,4,-0.4325740337371826,160,40
push,19,object_0_static_friction,0,-0.9981817007064819,160,40
push,19,object_0_static_friction,1,-0.6098415851593018,160,40
push,19,object_0_static_friction,2,-0.6596499681472778,160,40
push,19,object_0_static_friction,3,-0.6130213737487793,160,40
push,19,object_0_static_friction,4,-0.43814003467559814,160,40
push,19,object_0_dynamic_friction,0,-1.4104137420654297,160,40
push,19,object_0_dynamic_friction,1,-0.8724712133407593,160,40
push,19,object_0_dynamic_friction,2,-1.464395523071289,160,40
push,19,object_0_dynamic_friction,3,-0.5401500463485718,160,40
push,19,object_0_dynamic_friction,4,0.013561069965362549,160,40
push,19,surface_static_friction,0,-1.2112135887145996,160,40
push,19,surface_static_friction,1,-1.974653959274292,160,40
push,19,surface_static_friction,2,-0.7774986028671265,160,40
push,19,surface_static_friction,3,-0.31127071380615234,160,40
push,19,surface_static_friction,4,-0.6384130716323853,160,40
push,19,surface_dynamic_friction,0,-0.8132730722427368,160,40
push,19,surface_dynamic_friction,1,-1.8342936038970947,160,40
push,19,surface_dynamic_friction,2,-1.8639252185821533,160,40
push,19,surface_dynamic_friction,3,-0.8904560804367065,160,40
push,19,surface_dynamic_friction,4,-0.5501059293746948,160,40
push,20,object_0_mass,0,-0.9683407545089722,160,40
push,20,object_0_mass,1,-0.7967290878295898,160,40
push,20,object_0_mass,2,-0.6500880718231201,160,40
push,20,object_0_mass,3,-0.48186779022216797,160,40
push,20,object_0_mass,4,-0.7722135782241821,160,40
push,20,object_0_static_friction,0,-2.8009824752807617,160,40
push,20,object_0_static_friction,1,-0.6240431070327759,160,40
push,20,object_0_static_friction,2,-0.6516208648681641,160,40
push,20,object_0_static_friction,3,-0.6495240926742554,160,40
push,20,object_0_static_friction,4,-0.1300196647644043,160,40
push,20,object_0_dynamic_friction,0,-2.4761674404144287,160,40
push,20,object_0_dynamic_friction,1,-1.3659040927886963,160,40
push,20,object_0_dynamic_friction,2,-1.2037811279296875,160,40
push,20,object_0_dynamic_friction,3,-0.5414519309997559,160,40
push,20,object_0_dynamic_friction,4,-0.49566972255706787,160,40
push,20,surface_static_friction,0,-0.849717378616333,160,40
push,20,surface_static_friction,1,-0.9311932325363159,160,40
push,20,surface_static_friction,2,-0.6325912475585938,160,40
push,20,surface_static_friction,3,-0.32511353492736816,160,40
push,20,surface_static_friction,4,-0.6642582416534424,160,40
push,20,surface_dynamic_friction,0,-0.7547657489776611,160,40
push,20,surface_dynamic_friction,1,-1.3333523273468018,160,40
push,20,surface_dynamic_friction,2,-1.2615575790405273,160,40
push,20,surface_dynamic_friction,3,-0.7282276153564453,160,40
push,20,surface_dynamic_friction,4,-0.6760251522064209,160,40
push,21,object_0_mass,0,-1.666944980621338,160,40
push,21,object_0_mass,1,-1.5297067165374756,160,40
push,21,object_0_mass,2,-0.8239655494689941,160,40
push,21,object_0_mass,3,-0.8192168474197388,160,40
push,21,object_0_mass,4,-0.8706401586532593,160,40
push,21,object_0_static_friction,0,-0.7637099027633667,160,40
push,21,object_0_static_friction,1,-0.18636488914489746,160,40
push,21,object_0_static_friction,2,-0.8269953727722168,160,40
push,21,object_0_static_friction,3,-0.5348936319351196,160,40
push,21,object_0_static_friction,4,-0.46478140354156494,160,40
push,21,object_0_dynamic_friction,0,-1.9895520210266113,160,40
push,21,object_0_dynamic_friction,1,-0.977625846862793,160,40
push,21,object_0_dynamic_friction,2,-1.216301441192627,160,40
push,21,object_0_dynamic_friction,3,-1.3790671825408936,160,40
push,21,object_0_dynamic_friction,4,-0.4826076030731201,160,40
push,21,surface_static_friction,0,-1.4552719593048096,160,40
push,21,surface_static_friction,1,-1.4802520275115967,160,40
push,21,surface_static_friction,2,-0.646033763885498,160,40
push,21,surface_static_friction,3,-0.7082374095916748,160,40
push,21,surface_static_friction,4,-1.210029125213623,160,40
push,21,surface_dynamic_friction,0,-1.1864395141601562,160,40
push,21,surface_dynamic_friction,1,-1.5506319999694824,160,40
push,21,surface_dynamic_friction,2,-1.1242687702178955,160,40
push,21,surface_dynamic_friction,3,-1.325819730758667,160,40
push,21,surface_dynamic_friction,4,-0.6794710159301758,160,40
push,22,object_0_mass,0,-1.1340906620025635,160,40
push,22,object_0_mass,1,-2.2964859008789062,160,40
push,22,object_0_mass,2,-1.0459556579589844,160,40
push,22,object_0_mass,3,-0.26703619956970215,160,40
push,22,object_0_mass,4,-0.9888581037521362,160,40
push,22,object_0_static_friction,0,-0.9500194787979126,160,40
push,22,object_0_static_friction,1,-0.6436676979064941,160,40
push,22,object_0_static_friction,2,-0.4324817657470703,160,40
push,22,object_0_static_friction,3,-0.4071139097213745,160,40
push,22,object_0_static_friction,4,-0.15067017078399658,160,40
push,22,object_0_dynamic_friction,0,-1.5272409915924072,160,40
push,22,object_0_dynamic_friction,1,-1.0411326885223389,160,40
push,22,object_0_dynamic_friction,2,-1.0784838199615479,160,40
push,22,object_0_dynamic_friction,3,-0.8531330823898315,160,40
push,22,object_0_dynamic_friction,4,-0.2967948913574219,160,40
push,22,surface_static_friction,0,-1.9837403297424316,160,40
push,22,surface_static_friction,1,-1.4478895664215088,160,40
push,22,surface_static_friction,2,-0.5675373077392578,160,40
push,22,surface_static_friction,3,-0.5122685432434082,160,40
push,22,surface_static_friction,4,-1.9691684246063232,160,40
push,22,surface_dynamic_friction,0,-1.0948486328125,160,40
push,22,surface_dynamic_friction,1,-1.5515949726104736,160,40
push,22,surface_dynamic_friction,2,-1.0231034755706787,160,40
push,22,surface_dynamic_friction,3,-1.1020197868347168,160,40
push,22,surface_dynamic_friction,4,-0.8103989362716675,160,40
push,23,object_0_mass,0,-1.649045705795288,160,40
push,23,object_0_mass,1,-1.3781993389129639,160,40
push,23,object_0_mass,2,-1.1731386184692383,160,40
push,23,object_0_mass,3,-0.5913776159286499,160,40
push,23,object_0_mass,4,-0.49577629566192627,160,40
push,23,object_0_static_friction,0,-1.2361805438995361,160,40
push,23,object_0_static_friction,1,-0.4066685438156128,160,40
push,23,object_0_static_friction,2,-0.5558902025222778,160,40
push,23,object_0_static_friction,3,-0.6555192470550537,160,40
push,23,object_0_static_friction,4,-0.43218517303466797,160,40
push,23,object_0_dynamic_friction,0,-2.002962350845337,160,40
push,23,object_0_dynamic_friction,1,-1.274087905883789,160,40
push,23,object_0_dynamic_friction,2,-1.3780412673950195,160,40
push,23,object_0_dynamic_friction,3,-0.5269697904586792,160,40
push,23,object_0_dynamic_friction,4,-0.2657127380371094,160,40
push,23,surface_static_friction,0,-0.8994017839431763,160,40
push,23,surface_static_friction,1,-1.6343135833740234,160,40
push,23,surface_static_friction,2,-0.40703487396240234,160,40
push,23,surface_static_friction,3,-0.25730907917022705,160,40
push,23,surface_static_friction,4,-1.0273618698120117,160,40
push,23,surface_dynamic_friction,0,-0.8923641443252563,160,40
push,23,surface_dynamic_friction,1,-1.9423561096191406,160,40
push,23,surface_dynamic_friction,2,-1.0897369384765625,160,40
push,23,surface_dynamic_friction,3,-1.4030942916870117,160,40
push,23,surface_dynamic_friction,4,-0.6377445459365845,160,40
