task,layer,param,r2_mean,r2_std
push,0,object_0_mass,-5.430415534973145,1.2837598447781842
push,0,object_0_static_friction,-4.790566492080688,1.7597368027212186
push,0,object_0_dynamic_friction,-5.175234603881836,1.8723438266129435
push,0,surface_static_friction,-5.583012914657592,2.512123635167198
push,0,surface_dynamic_friction,-6.0345556259155275,2.2524105897838727
push,1,object_0_mass,-2.707976293563843,1.1369206977936241
push,1,object_0_static_friction,-3.2569361209869383,1.4769408051668378
push,1,object_0_dynamic_friction,-2.9798611640930175,2.024494521859958
push,1,surface_static_friction,-2.449327754974365,1.154045131745879
push,1,surface_dynamic_friction,-3.649685287475586,1.2177933045970963
push,2,object_0_mass,-1.9647489547729493,0.4482896148531756
push,2,object_0_static_friction,-2.518713283538818,0.7202327034011401
push,2,object_0_dynamic_friction,-1.4868705511093139,0.9231686005223325
push,2,surface_static_friction,-1.2762137651443481,0.5315824892758556
push,2,surface_dynamic_friction,-1.9241500854492188,0.7580272787046476
push,3,object_0_mass,-1.3715125560760497,0.4753151437766668
push,3,object_0_static_friction,-1.2974436044692994,0.4633935912267458
push,3,object_0_dynamic_friction,-1.4468860149383544,1.0003614530517186
push,3,surface_static_friction,-1.755002737045288,1.1129046288685838
push,3,surface_dynamic_friction,-1.7702065467834474,0.46867907501864675
push,4,object_0_mass,-1.6079426288604737,0.8167850887280993
push,4,object_0_static_friction,-1.3950879335403443,0.5195129163915196
push,4,object_0_dynamic_friction,-0.9340726852416992,0.5647427131045424
push,4,surface_static_friction,-1.254327917098999,0.16416141703792794
push,4,surface_dynamic_friction,-1.3333182334899902,0.2594850558806585
push,5,object_0_mass,-1.3875408887863159,0.7811839591476493
push,5,object_0_static_friction,-0.983139157295227,0.2601753669227307
push,5,object_0_dynamic_friction,-0.7659920215606689,0.3884133001786288
push,5,surface_static_friction,-1.080126905441284,0.13068182665896538
push,5,surface_dynamic_friction,-1.3266507387161255,0.21593204982402794
push,6,object_0_mass,-1.1272884130477905,0.6834734703186075
push,6,object_0_static_friction,-0.8382609605789184,0.13905420419830358
push,6,object_0_dynamic_friction,-0.603102445602417,0.46543197193078983
push,6,surface_static_friction,-0.9549015045166016,0.38118462605638365
push,6,surface_dynamic_friction,-1.2170562982559203,0.36722961440319657
push,7,object_0_mass,-1.4606307744979858,0.7533550838807805
push,7,object_0_static_friction,-1.5036033391952515,0.6355933032863486
push,7,object_0_dynamic_friction,-0.8004218101501465,0.5819646585097142
push,7,surface_static_friction,-0.9403697490692139,0.4120816044381667
push,7,surface_dynamic_friction,-1.2286657571792603,0.58030015226865
push,8,object_0_mass,-1.161958360671997,0.5283384465622827
push,8,object_0_static_friction,-0.6971900701522827,0.11915646386986259
push,8,object_0_dynamic_friction,-0.48430111408233645,0.31746954253151033
push,8,surface_static_friction,-0.9671526432037354,0.29779828484711124
push,8,surface_dynamic_friction,-1.6048073291778564,0.5350922761825045
push,9,object_0_mass,-1.200679063796997,0.4078424584378371
push,9,object_0_static_friction,-1.0136267423629761,0.22266381764177737
push,9,object_0_dynamic_friction,-0.8149481296539307,0.19085311230714258
push,9,surface_static_friction,-1.0389944314956665,0.2303972458047586
push,9,surface_dynamic_friction,-1.1611802101135253,0.47720703476761184
push,10,object_0_mass,-0.9392610549926758,0.30480014825412005
push,10,object_0_static_friction,-0.7114144563674927,0.227326975432586
push,10,object_0_dynamic_friction,-0.6188524723052978,0.05842837964986072
push,10,surface_static_friction,-1.1565980195999146,0.2542476329439001
push,10,surface_dynamic_friction,-1.3556837081909179,0.44688207853278594
push,11,object_0_mass,-0.7800297737121582,0.18181818512502612
push,11,object_0_static_friction,-0.7235911846160888,0.24933061389372554
push,11,object_0_dynamic_friction,-0.6799718141555786,0.311658898921128
push,11,surface_static_friction,-1.4239047050476075,0.6000184369456305
push,11,surface_dynamic_friction,-1.3813113927841187,0.8030023066676689
push,12,object_0_mass,-1.2598191261291505,0.3772917974541549
push,12,object_0_static_friction,-0.811796498298645,0.5306798621649188
push,12,object_0_dynamic_friction,-1.0442463874816894,0.18456134404981953
push,12,surface_static_friction,-1.8409564971923829,0.6867196163175269
push,12,surface_dynamic_friction,-1.236956000328064,0.5583549233156432
push,13,object_0_mass,-0.9674039125442505,0.30181077879282636
push,13,object_0_static_friction,-0.5240933895111084,0.2646213598808888
push,13,object_0_dynamic_friction,-1.5023611307144165,0.5058961982635974
push,13,surface_static_friction,-1.40667884349823,0.4978438983079607
push,13,surface_dynamic_friction,-1.0216370820999146,0.6566993947732225
push,14,object_0_mass,-0.875806188583374,0.25839424795685895
push,14,object_0_static_friction,-0.7922146320343018,0.29558361532552513
push,14,object_0_dynamic_friction,-1.1782926559448241,0.5885919059706001
push,14,surface_static_friction,-1.2808833837509155,0.5658028736082658
push,14,surface_dynamic_friction,-0.8788250684738159,0.478712911026756
push,15,object_0_mass,-1.117517113685608,0.4351834326821934
push,15,object_0_static_friction,-0.7762793064117431,0.27624793365260986
push,15,object_0_dynamic_friction,-0.7273069143295288,0.5830452209182319
push,15,surface_static_friction,-1.0334777355194091,0.5362156525855537
push,15,surface_dynamic_friction,-1.2282152414321899,0.6257305666699523
push,16,object_0_mass,-0.9770111799240112,0.18811439727652024
push,16,object_0_static_friction,-0.8146973133087159,0.6911788882794317
push,16,object_0_dynamic_friction,-0.8010933637619019,0.42259813994841766
push,16,surface_static_friction,-0.8511884689331055,0.3997852875334298
push,16,surface_dynamic_friction,-0.9783184051513671,0.4307120502490413
push,17,object_0_mass,-0.9179252624511719,0.5704427701480019
push,17,object_0_static_friction,-0.7243420362472535,0.4939113288123474
