claim,task,target,layer,src_task,tgt_task,param,n_episodes_or_folds,mean,ci_lo,ci_hi,p_value,method
F4A_high_minus_low,nut_thread,ee_velocity,23,,,nut_mass,5,-0.017570778727531423,-0.03653560280799865,0.00216150879859926,0.938061938061938,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,0,,,nut_static_friction,5,0.0010262489318847601,-0.0026322722434997197,0.00479242801666256,0.3306693306693307,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,1,,,nut_static_friction,5,0.0004854917526245381,-0.007714414596557581,0.009536755084991458,0.4725274725274725,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,2,,,nut_static_friction,5,0.00113027095794676,-0.01189326047897342,0.011785125732421858,0.4115884115884116,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,3,,,nut_static_friction,5,-0.002233743667602559,-0.009789431095123298,0.003558114469051323,0.7042957042957043,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,4,,,nut_static_friction,5,-0.00419369935989378,-0.01279932260513304,0.006986987590789801,0.8071928071928072,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,5,,,nut_static_friction,5,0.0013172268867492607,-0.005529308319091822,0.010002338886260983,0.4155844155844156,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,6,,,nut_static_friction,5,0.0033638954162597593,-0.00445359945297238,0.011181390285491899,0.21978021978021978,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,7,,,nut_static_friction,5,0.00015541315078736046,-0.004137361049652099,0.004691243171691879,0.45754245754245754,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,8,,,nut_static_friction,5,0.0033809304237365596,0.00021663904190062088,0.007470649778842918,0.000999000999000999,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,9,,,nut_static_friction,5,0.006365776062011717,-0.0001708212494850407,0.01307277679443362,0.03996003996003996,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,10,,,nut_static_friction,5,0.0075237154960631995,-0.0005347847938537792,0.013699090480804376,0.029970029970029972,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,11,,,nut_static_friction,5,0.0040523171424865796,-0.001614725589752182,0.007995671629905707,0.06693306693306693,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,12,,,nut_static_friction,5,0.0012752175331115791,-0.0033060523867607136,0.0056900233030319205,0.3096903096903097,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,13,,,nut_static_friction,5,0.0005974411964416004,-0.007116484642028858,0.00939919948577874,0.45054945054945056,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,14,,,nut_static_friction,5,-0.0013418793678283594,-0.009245979785919163,0.00488628149032592,0.6293706293706294,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,15,,,nut_static_friction,5,-0.0022917866706848185,-0.01059781312942502,0.0046312451362609626,0.7082917082917083,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,16,,,nut_static_friction,5,0.0004907846450806011,-0.005576706528663575,0.006739139556884781,0.44455544455544455,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,17,,,nut_static_friction,5,-0.002265787124633799,-0.008538593351841003,0.005375230312347402,0.7182817182817183,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,18,,,nut_static_friction,5,-4.277229309078145e-05,-0.008869671821594198,0.008203077316284215,0.5264735264735265,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,19,,,nut_static_friction,5,-0.0003801465034484988,-0.009531736373901357,0.009132862091064443,0.5484515484515484,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,20,,,nut_static_friction,5,-0.002570843696594237,-0.008476197719573957,0.0038524270057678014,0.7852147852147852,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,21,,,nut_static_friction,5,-0.002908575534820583,-0.008332335948944124,0.0030889987945556334,0.8091908091908092,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,22,,,nut_static_friction,5,-0.003136336803436239,-0.010789517760276755,0.00525628328323368,0.7702297702297702,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,contact_force_log1p_mag,23,,,nut_static_friction,5,-0.003473734855651861,-0.012593615055084217,0.0060007929801941225,0.7442557442557443,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,0,,,nut_static_friction,5,-0.0003858973388560399,-0.0012976244906894997,0.00059909636620428,0.7872127872127872,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,1,,,nut_static_friction,5,0.0003504456020892001,-0.0028851925977504797,0.003646732031484067,0.45554445554445555,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,2,,,nut_static_friction,5,8.165030521919752e-05,-0.004094474957673829,0.00437170458026222,0.48951048951048953,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,3,,,nut_static_friction,5,0.0004947626264765598,-0.00409968607127664,0.0051485320553183,0.4405594405594406,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,4,,,nut_static_friction,5,0.00022134641185401967,-0.0048905949108302,0.005433587434235864,0.48151848151848153,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,5,,,nut_static_friction,5,0.0008596167899668196,-0.0047096068039536405,0.006730569764040419,0.38961038961038963,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,6,,,nut_static_friction,5,0.00014737816527484043,-0.00502149183303122,0.00575939388945698,0.4965034965034965,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,7,,,nut_static_friction,5,0.001204835996031781,-0.0036524349823593787,0.0066704657394439275,0.3626373626373626,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,8,,,nut_static_friction,5,0.001998816244304179,-0.0032290071249008205,0.008147403630428011,0.2917082917082917,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,9,,,nut_static_friction,5,0.0005001448094844804,-0.004045434668660159,0.00504572428762912,0.4325674325674326,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,10,,,nut_static_friction,5,0.0005152074620127598,-0.00648646838963034,0.00691602770239116,0.44955044955044954,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,11,,,nut_static_friction,5,-0.0006739985197782399,-0.005579738691449119,0.004128390178084364,0.6063936063936064,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,12,,,nut_static_friction,5,-0.00027804393321274044,-0.005102330073714241,0.0053780401125550215,0.5674325674325674,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,13,,,nut_static_friction,5,-0.0004254028201103405,-0.005366662144660981,0.004943437501788119,0.5714285714285714,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,14,,,nut_static_friction,5,-0.0005158226937055594,-0.004881857335567439,0.0051616881042718995,0.5954045954045954,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,15,,,nut_static_friction,5,0.0015911363065242406,-0.0047477323561906795,0.00784295201301568,0.3166833166833167,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,16,,,nut_static_friction,5,0.0013494197279214984,-0.0034113898873329024,0.006304625049233459,0.3106893106893107,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,17,,,nut_static_friction,5,0.00155590251088146,-0.004859048565849613,0.00892945118248466,0.3886113886113886,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,18,,,nut_static_friction,5,0.0008365835994482207,-0.004733862355351419,0.007163840718567374,0.4305694305694306,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,19,,,nut_static_friction,5,0.00184410363435748,-0.0037295121699571195,0.007520496472716361,0.2917082917082917,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,20,,,nut_static_friction,5,0.0012953292578458786,-0.003993827849626543,0.007543642446398739,0.37962037962037964,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,21,,,nut_static_friction,5,-0.0005675397813319813,-0.006113249063491781,0.005798952523618987,0.6003996003996004,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,22,,,nut_static_friction,5,0.0010104134678840602,-0.005392365157604241,0.0083975084125996,0.43756243756243757,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_acceleration,23,,,nut_static_friction,5,0.0008046660572290594,-0.005605689436197263,0.00791003443300726,0.4195804195804196,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,0,,,nut_static_friction,5,0.0007642574608325601,-0.0010092070326209002,0.0024678290821611203,0.1928071928071928,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,1,,,nut_static_friction,5,-0.006133240362396459,-0.01617629517568274,0.00496370284818112,0.8761238761238761,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,2,,,nut_static_friction,5,-0.00471802179235962,-0.014952047541737502,0.006332200416363778,0.8131868131868132,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,3,,,nut_static_friction,5,-0.00368221232201906,-0.014107229677028979,0.006266858917660939,0.7772227772227772,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,4,,,nut_static_friction,5,-0.005014711781404899,-0.014039926882833237,0.00401304436381908,0.8821178821178821,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,5,,,nut_static_friction,5,-0.004157802835106842,-0.011766011267900441,0.003291602805256818,0.8661338661338661,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,6,,,nut_static_friction,5,-0.005762889236211762,-0.015788053274154654,0.0069142840802669785,0.8341658341658341,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,7,,,nut_static_friction,5,-0.011256072670221318,-0.020623365789651835,0.00012656077742573824,0.973026973026973,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,8,,,nut_static_friction,5,-0.006169567257165899,-0.018251461535692175,0.005485389269888412,0.8631368631368631,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,9,,,nut_static_friction,5,-0.006582139432430261,-0.01592379361391068,0.0016922280192374988,0.935064935064935,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,10,,,nut_static_friction,5,-0.00749399811029434,-0.019030617177486418,0.00024389069527389407,0.9690309690309691,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,11,,,nut_static_friction,5,-0.002882765233516718,-0.013962481915950817,0.004987946152687039,0.6883116883116883,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,12,,,nut_static_friction,5,-0.004284092038869878,-0.012932291626930275,0.00217143818736074,0.8561438561438561,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,13,,,nut_static_friction,5,-0.00620239675045014,-0.01854367382824421,0.0020022839307785034,0.8541458541458542,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,14,,,nut_static_friction,5,-0.005643619596958161,-0.018169613182544703,0.003801478445529921,0.8211788211788211,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,15,,,nut_static_friction,5,-0.007624422013759641,-0.021269355714321158,0.0017897134646772932,0.9110889110889111,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,16,,,nut_static_friction,5,-0.005051085352897658,-0.017755866050720253,0.0037605553865432545,0.7832167832167832,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,17,,,nut_static_friction,5,-0.00733450353145596,-0.01881107389926906,-0.00014940202236172207,0.9820179820179821,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,18,,,nut_static_friction,5,-0.006008428335189842,-0.01802393436431887,0.0011932730674743485,0.8631368631368631,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,19,,,nut_static_friction,5,-0.004239499568939181,-0.01871096789836883,0.005806716307997764,0.7262737262737263,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,20,,,nut_static_friction,5,-0.007177814841270414,-0.022303318977355973,0.0027603700011969057,0.8251748251748252,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,21,,,nut_static_friction,5,-0.001707953214645369,-0.01406399309635159,0.004871369376778578,0.6793206793206793,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,22,,,nut_static_friction,5,-0.003801310062408436,-0.01685100197792051,0.003442817926406855,0.6793206793206793,bootstrap_diff_paired_over_folds
F4A_high_minus_low,nut_thread,ee_velocity,23,,,nut_static_friction,5,-0.002473172545433,-0.016465628147125183,0.0067224442958832235,0.6593406593406593,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,0,,,hole_dynamic_friction,5,0.001333999633789057,-0.03471593856811524,0.05002552270889281,0.5104895104895105,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,1,,,hole_dynamic_friction,5,-0.006537449359893821,-0.039083111286163374,0.025834954679012246,0.6713286713286714,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,2,,,hole_dynamic_friction,5,-0.005171573162078868,-0.03947117328643799,0.03322840422391886,0.6363636363636364,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,3,,,hole_dynamic_friction,5,-0.009001505374908436,-0.040074869096279116,0.02900497913360598,0.7262737262737263,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,4,,,hole_dynamic_friction,5,-0.0044630885124206324,-0.03448457717895507,0.031118571758270264,0.6103896103896104,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,5,,,hole_dynamic_friction,5,-0.004713284969329834,-0.035322889685630784,0.03209928274154662,0.6403596403596403,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,6,,,hole_dynamic_friction,5,-0.00286487340927124,-0.03698070377111435,0.041027569770813024,0.5854145854145855,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,7,,,hole_dynamic_friction,5,-0.00350857973098756,-0.0350295662879944,0.03539339303970336,0.5944055944055944,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,8,,,hole_dynamic_friction,5,0.0021926403045654077,-0.023175193965435062,0.0316782236099243,0.43656343656343655,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,9,,,hole_dynamic_friction,5,-0.008284687995910645,-0.03535765290260315,0.02313104867935183,0.7652347652347652,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,10,,,hole_dynamic_friction,5,-0.0067236661911010635,-0.031174420118331898,0.01896833181381231,0.7262737262737263,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,11,,,hole_dynamic_friction,5,-0.011981594562530517,-0.03852461576461792,0.013023555278778054,0.8161838161838162,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,12,,,hole_dynamic_friction,5,-0.0099626302719116,-0.033623394668102206,0.011835098266601573,0.8071928071928072,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,13,,,hole_dynamic_friction,5,-0.004081213474273648,-0.02460691839456554,0.013160920143127466,0.6743256743256744,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,14,,,hole_dynamic_friction,5,-0.003341960906982422,-0.02195405244827267,0.011402730941772438,0.6313686313686314,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,15,,,hole_dynamic_friction,5,-0.0057947397232055884,-0.025311589837074277,0.010438930988311723,0.6883116883116883,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,16,,,hole_dynamic_friction,5,-0.004810667037963856,-0.02559386909008026,0.016085350513458285,0.6733266733266733,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,17,,,hole_dynamic_friction,5,-0.005351948738098111,-0.02970064878463744,0.015610325336456343,0.6503496503496503,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,18,,,hole_dynamic_friction,5,-0.0010708332061767577,-0.02598787784576418,0.01704256772994996,0.5624375624375625,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,19,,,hole_dynamic_friction,5,-0.0034024953842162974,-0.02517099380493164,0.012591528892517112,0.6243756243756243,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,20,,,hole_dynamic_friction,5,-0.005410420894622814,-0.023888981044292493,0.0075229883193969616,0.6933066933066933,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,21,,,hole_dynamic_friction,5,-0.006437277793884266,-0.026553750038146973,0.011998713016510043,0.7412587412587412,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,22,,,hole_dynamic_friction,5,-0.004765665531158425,-0.027842557430267333,0.015240368247032184,0.6793206793206793,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,contact_force_log1p_mag,23,,,hole_dynamic_friction,5,-0.004378509521484386,-0.027531933784484854,0.017808576226234416,0.6373626373626373,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,0,,,hole_dynamic_friction,5,0.00313941389322282,-0.0011562630534172197,0.00743509083986286,0.08591408591408592,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,1,,,hole_dynamic_friction,5,0.0037930741906166384,-0.0030953809618949613,0.0091805994510651,0.1048951048951049,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,2,,,hole_dynamic_friction,5,-0.00022427886724472323,-0.005940400063991541,0.004746288061141973,0.5074925074925075,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,3,,,hole_dynamic_friction,5,0.010781177878379806,-0.005856364965438898,0.0218546062707901,0.07392607392607392,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,4,,,hole_dynamic_friction,5,0.012555631995201133,0.0007118970155716387,0.02082739770412445,0.012987012987012988,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,5,,,hole_dynamic_friction,5,0.011995464563369756,-0.006045863032340981,0.024320703744888296,0.06993006993006994,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,6,,,hole_dynamic_friction,5,0.009997579455375688,-0.0071671277284622355,0.01956205070018773,0.061938061938061936,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,7,,,hole_dynamic_friction,5,0.009927901625633251,-0.005207177996635415,0.02029176354408264,0.07892107892107893,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,8,,,hole_dynamic_friction,5,0.0053729891777038906,-0.009202057123184148,0.015758311748504693,0.21878121878121878,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,9,,,hole_dynamic_friction,5,0.00656741261482241,-0.0058266937732696315,0.018806356191635166,0.12887112887112886,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,10,,,hole_dynamic_friction,5,0.009060478210449219,-0.0011688709259033204,0.016411209106445314,0.03196803196803197,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,11,,,hole_dynamic_friction,5,0.0076597571372986175,-0.004785043001174905,0.01672192215919499,0.0959040959040959,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,12,,,hole_dynamic_friction,5,0.007803159952163708,-0.009218860417604446,0.020756840705871592,0.16983016983016982,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,13,,,hole_dynamic_friction,5,0.012018740177154541,-0.005830240249633778,0.028024369478225685,0.07792207792207792,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,14,,,hole_dynamic_friction,5,0.0137994945049286,-0.004390050470829008,0.029346448183059703,0.053946053946053944,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,15,,,hole_dynamic_friction,5,0.014924752712249745,-0.0008042633533477783,0.025872981548309304,0.04695304695304695,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,16,,,hole_dynamic_friction,5,0.015254485607147216,-0.0007505595684051513,0.027971392869949308,0.03396603396603397,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,17,,,hole_dynamic_friction,5,0.015496891736984254,-0.0026493370532989836,0.031342881917953515,0.052947052947052944,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,18,,,hole_dynamic_friction,5,0.008904266357421874,-0.006007438898086526,0.020972293615341187,0.1068931068931069,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,19,,,hole_dynamic_friction,5,0.010906434059143067,-0.007852135747671138,0.022890913486480712,0.08691308691308691,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,20,,,hole_dynamic_friction,5,0.013887333869934048,0.0009434640407562034,0.024402999877929654,0.01898101898101898,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,21,,,hole_dynamic_friction,5,0.0166428804397583,0.0017070722579955618,0.027583765983581577,0.01098901098901099,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,22,,,hole_dynamic_friction,5,0.011596220731735229,-0.0017024874687194714,0.019462293386459363,0.061938061938061936,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_acceleration,23,,,hole_dynamic_friction,5,0.015190851688384988,-0.003394424468278929,0.029439383745193483,0.052947052947052944,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,0,,,hole_dynamic_friction,5,0.009335881471633879,-0.005813395977020302,0.02655492149293417,0.16083916083916083,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,1,,,hole_dynamic_friction,5,0.025078848004341146,-0.00022933185100552645,0.05588924877345552,0.03396603396603397,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,2,,,hole_dynamic_friction,5,0.02191573083400729,-0.00039891600608822354,0.04694903790950777,0.03196803196803197,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,3,,,hole_dynamic_friction,5,0.0022936165332794077,-0.014155375957489058,0.015931534767150868,0.4075924075924076,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,4,,,hole_dynamic_friction,5,0.0010395407676696776,-0.017058932781219484,0.02121121883392334,0.46653346653346656,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,5,,,hole_dynamic_friction,5,-0.0063577771186828615,-0.01565419316291809,0.00312727689743042,0.8821178821178821,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,6,,,hole_dynamic_friction,5,0.00048607587814331055,-0.015333926677703858,0.012844693660736085,0.45054945054945056,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,7,,,hole_dynamic_friction,5,-0.004118037223815918,-0.019095460176467894,0.010847556591033935,0.6773226773226774,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,8,,,hole_dynamic_friction,5,-0.0006301522254943848,-0.01203608512878418,0.012854540348052978,0.6073926073926074,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,9,,,hole_dynamic_friction,5,-0.0008437275886535644,-0.014101123809814453,0.012505865097045899,0.6333666333666333,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,10,,,hole_dynamic_friction,5,0.00018068552017211915,-0.014179670810699463,0.012281077504158014,0.46853146853146854,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,11,,,hole_dynamic_friction,5,-0.0004775762557983398,-0.011485517024993896,0.010530364513397217,0.5744255744255744,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,12,,,hole_dynamic_friction,5,-0.0019113659858703614,-0.014699852466583252,0.00768505334854126,0.6183816183816184,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,13,,,hole_dynamic_friction,5,0.0008036732673645019,-0.010441851615905762,0.01207144707441328,0.4435564435564436,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,14,,,hole_dynamic_friction,5,-0.00086517333984375,-0.013595867156982421,0.011515175700187676,0.5564435564435565,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,15,,,hole_dynamic_friction,5,0.0037111639976501465,-0.005755472183227539,0.01356614738702772,0.2547452547452547,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,16,,,hole_dynamic_friction,5,0.003511154651641846,-0.007100901305675506,0.014215449988842006,0.2727272727272727,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,17,,,hole_dynamic_friction,5,0.0021961331367492676,-0.0068405866622924805,0.011240161955356591,0.3386613386613387,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,18,,,hole_dynamic_friction,5,0.0010704755783081054,-0.007070033252239227,0.010439419746398925,0.4255744255744256,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,19,,,hole_dynamic_friction,5,0.0013708710670471192,-0.006863278448581696,0.011042380332946777,0.3946053946053946,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,20,,,hole_dynamic_friction,5,0.0015260577201843262,-0.00713881254196167,0.010113686919212331,0.3756243756243756,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,21,,,hole_dynamic_friction,5,0.0013732433319091797,-0.00750807523727417,0.009908651113510124,0.41358641358641357,bootstrap_diff_paired_over_folds
F4A_high_minus_low,peg_insert,ee_velocity,22,,,hole_dynamic_friction,5,0.0012437939643859864,-0.00927283763885498,0.011243227422237394,0.4225774225774226,bootstrap_diff_paired_over_folds
