claim,task,target,layer,src_task,tgt_task,param,n_episodes_or_folds,mean,ci_lo,ci_hi,p_value,method
F5_delta_r2,push,ee_acceleration,13,,,,5,0.04763379991054534,0.03272250324487686,0.05619344413280488,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,14,,,,5,0.06177673786878586,0.059652449190616616,0.0636622354388237,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,15,,,,5,0.08616153448820116,0.083216318115592,0.08896753676235677,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,16,,,,5,0.11022857427597048,0.10771798342466354,0.11258787054568532,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,17,,,,5,0.11334863752126693,0.11131319254636765,0.11556998640298846,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,18,,,,5,0.10809220224618914,0.10395339578390125,0.1112818568944931,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,19,,,,5,0.11194012463092803,0.10290196388959887,0.12056946903467178,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,20,,,,5,0.09528219103813171,0.08788738548755642,0.10553261488676073,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,21,,,,5,0.09336207211017612,0.08304821997880939,0.10489832609891896,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,22,,,,5,0.10179549157619476,0.09073319733142853,0.11300290226936341,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,ee_acceleration,23,,,,5,0.10036856830120086,0.09335600882768635,0.10579317510128021,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,0,,,,5,0.0020960569381713646,0.0008402109146117942,0.003871667385101296,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,1,,,,5,0.051967406272888185,0.046541023254394534,0.057393789291381836,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,2,,,,5,0.05111464262008667,0.04414772033691407,0.057214784622192386,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,3,,,,5,0.039226412773132324,0.031611716747283934,0.04721910953521728,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,4,,,,5,0.04095944166183472,0.03405394554138184,0.04747254848480224,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,5,,,,5,0.043529188632965087,0.03711653769016266,0.0496941089630127,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,6,,,,5,0.04431583881378174,0.03970358371734619,0.04892809391021728,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,7,,,,5,0.04546663761138916,0.04185128211975098,0.04843571186065674,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,8,,,,5,0.04037008285522461,0.034096920490264894,0.046066683828830716,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,9,,,,5,0.04181369543075562,0.038257932662963866,0.04584379196166992,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,10,,,,5,0.04617042541503906,0.0442568302154541,0.04808402061462402,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,11,,,,5,0.046894538402557376,0.043513572216033934,0.05018188953399658,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,12,,,,5,0.04032546281814575,0.03616265058517456,0.0432794451713562,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,13,,,,5,0.04191477298736572,0.039571630954742434,0.0442008376121521,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,14,,,,5,0.039312219619750975,0.03541699647903442,0.04347484111785889,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,15,,,,5,0.03938513994216919,0.036186587810516355,0.042583692073822024,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,16,,,,5,0.03855674266815186,0.0334763777256012,0.04305119514465332,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,17,,,,5,0.043351387977600096,0.03982629776000977,0.04687647819519043,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,18,,,,5,0.04251326322555542,0.039211809635162354,0.04582627475261688,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,19,,,,5,0.0426101803779602,0.040478570759296416,0.04472838640213013,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,20,,,,5,0.0418281078338623,0.03844569742679596,0.045246243476867676,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,21,,,,5,0.04310537576675415,0.040103566646575925,0.045468056201934816,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,22,,,,5,0.04507025480270386,0.04243077158927917,0.04797880649566651,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_flag,23,,,,5,0.04893916845321655,0.0438596510887146,0.05463533401489258,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,0,,,,5,0.0009902238845825196,-0.0009513974189758412,0.0026300668716430662,0.1798201798201798,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,1,,,,5,0.047494184970855724,0.03867716789245605,0.0551774397492409,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,2,,,,5,0.0526384472846985,0.04145476818084717,0.06501159667968753,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,3,,,,5,0.04181505441665649,0.03538005352020264,0.04631682634353638,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,4,,,,5,0.03728131055831909,0.021966278553009033,0.04835696220397949,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,5,,,,5,0.03737325668334961,0.026825261116027833,0.046236395835876465,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,6,,,,5,0.0386390209197998,0.029814159870147704,0.044251859188079834,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,7,,,,5,0.038962268829345705,0.027343177795410158,0.04604463577270508,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,8,,,,5,0.039919912815093994,0.03789759874343872,0.04194222688674927,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,9,,,,5,0.03666012287139893,0.028882741928100586,0.04436162710189819,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,10,,,,5,0.03794434070587158,0.029524719715118407,0.04321845769882202,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,11,,,,5,0.03808050155639649,0.03329695463180542,0.04307435750961304,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,12,,,,5,0.0356806755065918,0.029736852645874022,0.0402992844581604,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,13,,,,5,0.035996866226196286,0.03283170461654663,0.03934415578842163,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,14,,,,5,0.033188152313232425,0.02872096300125122,0.037655341625213626,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,15,,,,5,0.028626573085784913,0.023344528675079346,0.033908617496490476,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,16,,,,5,0.030744767189025878,0.024128544330596923,0.03641083240509033,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,17,,,,5,0.030107176303863524,0.02246570587158203,0.03654955625534058,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,18,,,,5,0.03221215009689331,0.029858744144439696,0.03450786173343658,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,19,,,,5,0.036910486221313474,0.03455320596694946,0.03933981657028198,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,20,,,,5,0.0344637393951416,0.030365097522735595,0.03856238126754761,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,21,,,,5,0.03575911521911621,0.030385005474090575,0.041133224964141846,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,22,,,,5,0.03654837608337402,0.0309306263923645,0.04165397882461548,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,push,contact_force_log1p_mag,23,,,,5,0.03523875474929809,0.028826451301574706,0.041662073135375975,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,0,,,,5,0.047684657573699954,0.044588053226470914,0.05106220841407779,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,1,,,,5,0.17060807943344117,0.16041767597198486,0.18003917932510377,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,2,,,,5,0.20823357105255128,0.19716472297906876,0.21926778554916382,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,3,,,,5,0.18739213943481445,0.1789104548096657,0.19281988143920897,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,4,,,,5,0.2128519058227539,0.2073730230331421,0.21932197809219361,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,5,,,,5,0.2020094633102417,0.18484935760498047,0.21235872507095338,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,6,,,,5,0.19334431886672973,0.18000378608703613,0.20653475522994996,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,7,,,,5,0.19295003414154052,0.17628973722457886,0.20911092758178712,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,8,,,,5,0.1466904401779175,0.13821498155593873,0.1586661127209663,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,9,,,,5,0.1559536099433899,0.14908143281936645,0.16202775239944459,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,10,,,,5,0.14851150512695313,0.12944612503051758,0.16167597770690917,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,11,,,,5,0.1426504969596863,0.13574838638305664,0.14860998392105101,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,12,,,,5,0.13161224126815796,0.11958305835723877,0.13992410898208618,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,13,,,,5,0.13688019514083863,0.13072645664215088,0.1407788038253784,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,14,,,,5,0.14469950199127196,0.13766586780548096,0.15101760625839233,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,15,,,,5,0.14996280670166012,0.14224796295166015,0.15800698995590207,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,16,,,,5,0.18274967670440675,0.17173073291778568,0.19382019042968746,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,17,,,,5,0.17849497795104977,0.17558112144470203,0.18102985590696333,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,18,,,,5,0.1764442443847656,0.1686716198921204,0.1842168688774108,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,19,,,,5,0.18284327983856202,0.17872478961944585,0.18670324087142948,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,20,,,,5,0.1756355881690979,0.17285236120223993,0.1779022574424744,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,21,,,,5,0.17983511686325077,0.1750016570091248,0.18575375080108641,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,22,,,,5,0.18425348997116087,0.17811536788940432,0.1894116640090942,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_velocity,23,,,,5,0.18385609388351437,0.1727423191070556,0.19496986865997312,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,0,,,,5,0.009205065667629238,0.008437278196215616,0.009963281452655801,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,1,,,,5,0.03521064817905428,0.032684914767742164,0.037861400209367305,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,2,,,,5,0.047871629893779764,0.04387363344430925,0.05250628888607025,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,3,,,,5,0.05288062691688539,0.049291890859603886,0.057274806499481204,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,4,,,,5,0.06148062050342562,0.06051419608294963,0.06285538077354431,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,5,,,,5,0.061916476488113395,0.0563836544752121,0.06559557028114793,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,6,,,,5,0.07176229357719423,0.06544302701950076,0.07758647203445435,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,7,,,,5,0.07848204970359804,0.07751822769641872,0.07912343777716167,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,8,,,,5,0.07010464370250705,0.06308593153953553,0.07821807168424136,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,9,,,,5,0.06356558203697207,0.0625685721635819,0.06475998163223265,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,10,,,,5,0.08259821236133577,0.07072069942951204,0.09447572529315953,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,11,,,,5,0.08105043768882751,0.06959551870822908,0.09289052486419683,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,12,,,,5,0.06410073339939122,0.05257555842399601,0.07989841997623445,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,13,,,,5,0.10940127074718478,0.0949905395507813,0.1214861035346985,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,14,,,,5,0.10839547812938692,0.09871016740798952,0.11893374323844907,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,15,,,,5,0.1315710008144379,0.12949307262897491,0.13495228551328187,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,16,,,,5,0.1717693716287613,0.16705045953392983,0.17851520776748656,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,17,,,,5,0.16827038824558258,0.16255752742290497,0.17444473803043367,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,18,,,,5,0.15223941206932068,0.1415661066770554,0.15994395017623902,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,19,,,,5,0.15909870564937592,0.15005509853363036,0.16828399896621704,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,20,,,,5,0.13006699681282044,0.12476629614830018,0.13958584070205687,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,21,,,,5,0.1193969815969467,0.1134179055690765,0.12875188291072842,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,22,,,,5,0.12218658924102783,0.11754414737224579,0.12864430844783784,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,ee_acceleration,23,,,,5,0.1121418833732605,0.09994494915008545,0.12624874711036677,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,0,,,,5,0.0007655739784240279,-0.0031588247418404174,0.004680180549621549,0.3196803196803197,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,1,,,,5,0.03607739210128784,0.02995431423187256,0.040810157060623166,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,2,,,,5,0.05248004198074341,0.04482372999191284,0.0588015079498291,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,3,,,,5,0.047272992134094236,0.040314245223999026,0.05504244565963745,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,4,,,,5,0.04344416856765747,0.03680775165557861,0.04942317008972168,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,5,,,,5,0.045814907550811766,0.0376591631770134,0.05552340745925903,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,6,,,,5,0.05096099376678467,0.04379713535308838,0.05639075040817261,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,7,,,,5,0.054627299308776855,0.050283870100975035,0.05989929437637329,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,8,,,,5,0.043613111972808837,0.040264666080474854,0.04634059965610504,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,9,,,,5,0.04517761468887329,0.03651048362255096,0.05193091630935669,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,10,,,,5,0.03831511735916138,0.03304961919784546,0.04301464557647705,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,11,,,,5,0.03437492847442627,0.02641109853982925,0.03991382122039795,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,12,,,,5,0.017221081256866454,0.013522458076477051,0.020563115179538728,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,13,,,,5,0.026355993747711182,0.023155641555786134,0.02877490520477295,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,14,,,,5,0.02411550283432007,0.018934381008148194,0.029413557052612303,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,15,,,,5,0.028577768802642824,0.023353779315948488,0.03395876884460449,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,16,,,,5,0.04054702520370483,0.03407906293869019,0.04714664220809937,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,17,,,,5,0.03768540620803833,0.03442093133926392,0.041258191764354704,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,18,,,,5,0.04632266759872437,0.0383447527885437,0.05280959606170654,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,19,,,,5,0.04057800769805908,0.036117303371429446,0.04470270901918411,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,20,,,,5,0.03660142421722412,0.03188115358352661,0.04281156301498412,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,21,,,,5,0.03573687076568603,0.03268152475357056,0.039599943161010745,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,22,,,,5,0.03709642887115479,0.03531250953674316,0.03974165916442871,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_flag,23,,,,5,0.03851538896560669,0.0370409369468689,0.04045170545578003,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_force_log1p_mag,0,,,,5,0.004395139217376687,0.002377545833587602,0.006490337848663296,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_force_log1p_mag,1,,,,5,0.02771364450454712,0.02211740016937256,0.03403527736663818,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_force_log1p_mag,2,,,,5,0.045711612701416014,0.03804868459701538,0.05224186182022095,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_force_log1p_mag,3,,,,5,0.04217250347137451,0.036265064477920536,0.048167300224304196,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_force_log1p_mag,4,,,,5,0.03470911979675293,0.026950430870056153,0.041696035861968996,0.000999000999000999,bootstrap_diff_paired_over_folds
F5_delta_r2,strike,contact_force_log1p_mag,5,,,,5,0.039584124088287355,0.02877894639968872,0.05140030384063721,0.000999000999000999,bootstrap_diff_paired_over_folds
