layer,fold,best_lr,best_wd,r2,mse,n_test_windows,cos_sim_mean
0,0,0.004999999888241291,0.10000000149011612,0.1479853391647339,0.0755952000617981,31022,0.8693830370903015
0,1,0.0010000000474974513,0.10000000149011612,0.14834743738174438,0.08315909653902054,30999,0.8504467606544495
0,2,0.003000000026077032,0.10000000149011612,0.16473567485809326,0.07615235447883606,31039,0.8682302832603455
0,3,0.003000000026077032,0.10000000149011612,0.1428341269493103,0.07642946392297745,31038,0.8668084144592285
0,4,0.003000000026077032,0.10000000149011612,0.14888721704483032,0.07258915156126022,31036,0.8763371706008911
1,0,0.0003000000142492354,0.10000000149011612,0.2042139768600464,0.07060617208480835,31022,0.878086507320404
1,1,0.0010000000474974513,0.10000000149011612,0.23538082838058472,0.07466056197881699,30999,0.8672215342521667
1,2,0.0003000000142492354,0.10000000149011612,0.224950909614563,0.07066220790147781,31039,0.8796352744102478
1,3,9.999999747378752e-05,0.10000000149011612,0.20325618982315063,0.07104174047708511,31038,0.879502534866333
1,4,0.004999999888241291,0.10000000149011612,0.21285289525985718,0.06713355332612991,31036,0.8848434090614319
2,0,0.004999999888241291,0.009999999776482582,0.24379342794418335,0.06709446012973785,31022,0.8806653618812561
2,1,0.0003000000142492354,0.4000000059604645,0.24032753705978394,0.07417769730091095,30999,0.8678022027015686
2,2,9.999999747378752e-05,0.10000000149011612,0.2510446310043335,0.06828342378139496,31039,0.8798286318778992
2,3,0.003000000026077032,0.10000000149011612,0.23303687572479248,0.06838670372962952,31038,0.8807268738746643
2,4,0.003000000026077032,0.009999999776482582,0.2648927569389343,0.0626954585313797,31036,0.8886454701423645
3,0,0.0003000000142492354,0.10000000149011612,0.2579529285430908,0.06583855301141739,31022,0.8798272013664246
3,1,0.003000000026077032,0.10000000149011612,0.29679346084594727,0.06866391748189926,30999,0.8754153251647949
3,2,0.004999999888241291,0.10000000149011612,0.26893895864486694,0.06665195524692535,31039,0.8829214572906494
3,3,0.0010000000474974513,0.10000000149011612,0.2637268900871277,0.06565000861883163,31038,0.8825955390930176
3,4,0.004999999888241291,0.10000000149011612,0.26710349321365356,0.06250661611557007,31036,0.8879365921020508
4,0,0.0003000000142492354,0.10000000149011612,0.2903849482536316,0.06296054273843765,31022,0.8811166286468506
4,1,0.0010000000474974513,0.10000000149011612,0.3143523931503296,0.06694963574409485,30999,0.8749637007713318
4,2,9.999999747378752e-05,0.10000000149011612,0.30641549825668335,0.0632353350520134,31039,0.8830503821372986
4,3,9.999999747378752e-05,0.10000000149011612,0.2858702540397644,0.06367585808038712,31038,0.8838198184967041
4,4,0.003000000026077032,0.10000000149011612,0.2867535948753357,0.06083066388964653,31036,0.8889032006263733
5,0,0.004999999888241291,0.10000000149011612,0.31708621978759766,0.060591697692871094,31022,0.8818258047103882
5,1,9.999999747378752e-05,0.10000000149011612,0.34076088666915894,0.06437072157859802,30999,0.8767057061195374
5,2,0.003000000026077032,0.10000000149011612,0.3290063142776489,0.06117559224367142,31039,0.8834369778633118
5,3,0.004999999888241291,0.10000000149011612,0.3094859719276428,0.06156983599066734,31038,0.8816289901733398
5,4,0.004999999888241291,0.10000000149011612,0.3206077814102173,0.057943396270275116,31036,0.8883876800537109
6,0,0.004999999888241291,0.10000000149011612,0.3207949995994568,0.06026230379939079,31022,0.8813100457191467
