stage,fold,best_lr,best_wd,r2,mse,n_test_windows
stage_0,0,0.003000000026077032,0.009999999776482582,0.49380946159362793,0.6313425302505493,107151
stage_0,1,0.003000000026077032,0.009999999776482582,0.5383250713348389,0.6653432846069336,107168
stage_0,2,0.0010000000474974513,0.009999999776482582,0.529731273651123,0.5487973093986511,107156
stage_0,3,9.999999747378752e-05,0.009999999776482582,0.5040473341941833,0.689253032207489,107154
stage_0,4,9.999999747378752e-05,0.009999999776482582,0.5245574712753296,0.6518856883049011,107150
stage_1,0,0.0010000000474974513,0.009999999776482582,0.6334823369979858,0.4571365416049957,107151
stage_1,1,0.0003000000142492354,0.009999999776482582,0.664097785949707,0.4840857684612274,107168
stage_1,2,0.004999999888241291,0.009999999776482582,0.6359419822692871,0.42485085129737854,107156
stage_1,3,0.0003000000142492354,0.009999999776482582,0.6503695845603943,0.4859008491039276,107154
stage_1,4,0.004999999888241291,0.009999999776482582,0.6593164205551147,0.4671159088611603,107150
stage_2,0,0.0003000000142492354,0.10000000149011612,0.6314992904663086,0.45960986614227295,107151
stage_2,1,0.0003000000142492354,0.009999999776482582,0.6913250684738159,0.44484713673591614,107168
stage_2,2,0.0010000000474974513,0.10000000149011612,0.6484547853469849,0.4102485179901123,107156
stage_2,3,9.999999747378752e-05,0.10000000149011612,0.6569530367851257,0.476751446723938,107154
stage_2,4,0.0010000000474974513,0.009999999776482582,0.6887944936752319,0.4266980290412903,107150
stage_3,0,9.999999747378752e-05,0.10000000149011612,0.6668396592140198,0.41553187370300293,107151
stage_3,1,0.0003000000142492354,0.10000000149011612,0.7060454487800598,0.4236328601837158,107168
stage_3,2,9.999999747378752e-05,0.10000000149011612,0.6875380277633667,0.3646389842033386,107156
stage_3,3,0.0010000000474974513,0.10000000149011612,0.7021406888961792,0.4139516055583954,107154
stage_3,4,9.999999747378752e-05,0.10000000149011612,0.7065771222114563,0.4023160934448242,107150
stage_4,0,9.999999747378752e-05,0.009999999776482582,0.6650039553642273,0.4178214371204376,107151
stage_4,1,0.004999999888241291,0.10000000149011612,0.6989551782608032,0.43385109305381775,107168
stage_4,2,0.004999999888241291,0.10000000149011612,0.6664173603057861,0.38928651809692383,107156
stage_4,3,0.004999999888241291,0.10000000149011612,0.6869031190872192,0.4351281523704529,107154
stage_4,4,0.004999999888241291,0.10000000149011612,0.6943688988685608,0.41905492544174194,107150
