stage,fold,best_lr,best_wd,r2,mse,n_test_windows
stage_0,0,0.003000000026077032,0.009999999776482582,0.5135438442230225,0.04999986290931702,107151
stage_0,1,0.0010000000474974513,0.009999999776482582,0.5515347123146057,0.04981124401092529,107168
stage_0,2,0.003000000026077032,0.009999999776482582,0.5397040247917175,0.04565422981977463,107156
stage_0,3,9.999999747378752e-05,0.009999999776482582,0.519863486289978,0.05392150208353996,107154
stage_0,4,9.999999747378752e-05,0.009999999776482582,0.5401866436004639,0.049223192036151886,107150
stage_1,0,0.0010000000474974513,0.009999999776482582,0.6319442987442017,0.037830203771591187,107151
stage_1,1,0.003000000026077032,0.009999999776482582,0.6517388224601746,0.038681525737047195,107168
stage_1,2,0.004999999888241291,0.009999999776482582,0.6284143924713135,0.03685552999377251,107156
stage_1,3,0.004999999888241291,0.009999999776482582,0.6429418921470642,0.04009924456477165,107154
stage_1,4,0.004999999888241291,0.009999999776482582,0.6493614912033081,0.03753598779439926,107150
stage_2,0,0.0010000000474974513,0.10000000149011612,0.6297496557235718,0.038055773824453354,107151
stage_2,1,0.0003000000142492354,0.009999999776482582,0.6706212162971497,0.03658425062894821,107168
stage_2,2,0.0010000000474974513,0.10000000149011612,0.634158730506897,0.03628578037023544,107156
stage_2,3,9.999999747378752e-05,0.10000000149011612,0.6463372707366943,0.03971792384982109,107154
stage_2,4,0.0010000000474974513,0.009999999776482582,0.6634521484375,0.03602757677435875,107150
stage_3,0,9.999999747378752e-05,0.10000000149011612,0.6613242626190186,0.03481041267514229,107151
stage_3,1,0.0003000000142492354,0.10000000149011612,0.6875500082969666,0.03470396250486374,107168
stage_3,2,0.0003000000142492354,0.10000000149011612,0.6684204339981079,0.03288755938410759,107156
stage_3,3,0.0010000000474974513,0.10000000149011612,0.6848862171173096,0.03538870811462402,107154
stage_3,4,9.999999747378752e-05,0.10000000149011612,0.6860654950141907,0.03360680863261223,107150
stage_4,0,9.999999747378752e-05,0.009999999776482582,0.6579205989837646,0.03516025468707085,107151
stage_4,1,0.004999999888241291,0.10000000149011612,0.6847538948059082,0.03501452878117561,107168
stage_4,2,0.0003000000142492354,0.10000000149011612,0.6537259221076965,0.03434502333402634,107156
stage_4,3,0.004999999888241291,0.10000000149011612,0.6697340607643127,0.03709036111831665,107154
stage_4,4,0.004999999888241291,0.10000000149011612,0.677128791809082,0.03456348553299904,107150
