target,layer,r2_mean,r2_std,mse_mean,mse_std
ee_accel_mag,0,0.10902447700500484,0.004801234823020447,1.6729146480560302,0.025040720728485354
ee_accel_mag,1,0.30790355205535885,0.005538125531858318,1.2994484663009644,0.01685783873468347
ee_accel_mag,2,0.33170826435089107,0.010287975843869063,1.2548372507095338,0.028270177183466486
ee_accel_mag,3,0.3790151238441467,0.006679026486850928,1.1658962726593018,0.013886480511226299
ee_accel_mag,4,0.4906682729721069,0.012611583659051833,0.9563998103141784,0.030045769839226657
ee_accel_mag,5,0.4926820993423462,0.034836620009289256,0.9523121476173401,0.06185931517092491
ee_accel_mag,6,0.49009084701538086,0.05439013866090942,0.9569543838500977,0.0969970216138911
ee_accel_mag,7,0.5114611625671387,0.04592618374047553,0.9169948697090149,0.08263575388458388
ee_accel_mag,8,0.5241391062736511,0.019295053599933033,0.8935031175613404,0.038721218811752486
ee_accel_mag,9,0.4743131995201111,0.12141412934889613,0.9877525806427002,0.23191790503731785
ee_accel_mag,10,0.5310643315315247,0.028894694975382773,0.8804216623306275,0.05405297263980335
ee_accel_mag,11,0.5627804279327393,0.015886743644446314,0.8209270358085632,0.031759439747470225
ee_accel_mag,12,0.5684869647026062,0.020415916065096358,0.8101814746856689,0.03895188432985954
ee_accel_mag,13,0.5991041541099549,0.013378482640899823,0.7527011752128601,0.026161823721668778
ee_accel_mag,14,0.6137923717498779,0.00738618223524944,0.7251227498054504,0.015556406677305035
ee_accel_mag,15,0.6370544314384461,0.010798219808146233,0.6814267039299011,0.020493988580920684
ee_accel_mag,16,0.6384680509567261,0.016165932493038736,0.6787243008613586,0.028949530975841395
ee_accel_mag,17,0.6546901941299439,0.012594368127366282,0.6484501600265503,0.028007920709933548
ee_accel_mag,18,0.653330636024475,0.015882945629398754,0.6509935140609742,0.03312067553073353
ee_accel_mag,19,0.6586110711097717,0.010559236728617213,0.6410278439521789,0.022744671933017675
ee_accel_mag,20,0.6361387729644775,0.027676646564349445,0.683547854423523,0.058851905900086154
ee_accel_mag,21,0.6508872509002686,0.013546699452130722,0.6555238962173462,0.027614494966248796
ee_accel_mag,22,0.6483835458755494,0.010620472032399846,0.6601546168327331,0.020078487765795027
ee_accel_mag,23,0.6452732086181641,0.012886665285887642,0.6660547733306885,0.026272624500265334
ee_acceleration,0,0.0571779184043407,0.0072011818935783295,0.7017631888389587,0.013037941522719807
ee_acceleration,1,0.12103925794363017,0.007617838416808122,0.6541977882385254,0.010501309067833703
ee_acceleration,2,0.12406801134347908,0.006829580345867576,0.651967716217041,0.011489363011060773
ee_acceleration,3,0.1517328381538391,0.010870652031662447,0.6313752293586731,0.013052653128626015
ee_acceleration,4,0.22659187018871307,0.00533714829464201,0.5756170868873596,0.00646238728759792
ee_acceleration,5,0.25446722209453576,0.012300160835507685,0.5549493193626404,0.014718292174105828
ee_acceleration,6,0.28091434836387635,0.013754812248363843,0.5352574348449707,0.015004743776542406
ee_acceleration,7,0.2867043912410736,0.007322199569632204,0.5309287071228027,0.011225146423213017
ee_acceleration,8,0.27150915861129754,0.005760773171533092,0.5422270894050598,0.010232615452564747
ee_acceleration,9,0.2839227318763733,0.012006308180110635,0.5329661965370178,0.011678247733697909
ee_acceleration,10,0.28487176895141597,0.011133828881238478,0.5322355508804322,0.009757917933239187
ee_acceleration,11,0.2926182568073273,0.013399561404871441,0.526568078994751,0.015947184958439567
ee_acceleration,12,0.30350367426872255,0.013495718199149888,0.5184205412864685,0.013875734213763227
ee_acceleration,13,0.3083048105239868,0.013147358659407634,0.5148137867450714,0.011963419633228705
ee_acceleration,14,0.3113646864891052,0.01210536228235972,0.5125158488750458,0.010115397645815951
ee_acceleration,15,0.3379779934883117,0.014738316564809614,0.49279106259346006,0.015428126897285226
ee_acceleration,16,0.35107125639915465,0.017745705286231296,0.48306609988212584,0.01776519824353751
ee_acceleration,17,0.35662434697151185,0.012240111724422758,0.4788864016532898,0.012900586175041605
ee_acceleration,18,0.35582271218299866,0.018589058776883487,0.4795077800750732,0.01744547816517593
ee_acceleration,19,0.36412250399589535,0.01748193287096527,0.47330897450447085,0.0158333031422054
ee_acceleration,20,0.3703286349773407,0.016602080741840657,0.468713766336441,0.016185628442151413
ee_acceleration,21,0.3724799692630768,0.012594313986635413,0.4670951902866364,0.013284683938657008
ee_acceleration,22,0.35888143181800836,0.027065722055646394,0.47732983231544496,0.02516394057405839
ee_acceleration,23,0.35593351125717165,0.012630587716871816,0.4794147968292236,0.013568216762391498
ee_direction,0,-7.330626302957535,8.960913645247965,2.681451553106308,2.888190538667638
ee_direction,1,0.6481692552566528,0.008550121484764832,0.1130931884050369,0.0029009226956324247
ee_direction,2,0.7024390935897827,0.005707017858336156,0.09564819186925884,0.0019613691773175193
ee_direction,3,0.7517048001289368,0.005345347322037699,0.0798117116093635,0.001793639951652258
ee_direction,4,0.8055262565612793,0.004190555888781115,0.06251182183623309,0.0014192561136528764
ee_direction,5,0.8150961995124817,0.0048694293012939965,0.059436187148094136,0.0016426518725065583
ee_direction,6,0.8228969097137451,0.005341063067640131,0.05692873299121855,0.0017841707290362895
ee_direction,7,0.833018672466278,0.004725691416434054,0.053675531595945306,0.001600142587840729
ee_direction,8,0.8370680451393128,0.004536712375893092,0.05237395241856572,0.0015468074396138769
ee_direction,9,0.8395792245864868,0.007441825286127134,0.051568073034286455,0.0024789057648629876
ee_direction,10,0.848476505279541,0.006103416033877363,0.0487070426344871,0.0020254884006955364
ee_direction,11,0.8522966623306274,0.004520169461859458,0.04747825115919106,0.0015050840981613329
ee_direction,12,0.8560667395591736,0.009448246813515119,0.04626825004816052,0.0030960759730123653
ee_direction,13,0.857959794998169,0.006877292105914869,0.04565822929143902,0.00225544985365337
ee_direction,14,0.7071622714400292,0.35622221702985224,0.09424958825111383,0.11482881670356691
ee_direction,15,0.866220760345459,0.0051718697618255,0.04300263747572894,0.0017054769638577372
ee_direction,16,0.8331821084022522,0.06708492989340997,0.05362468957900997,0.021576446475074756
ee_direction,17,0.8437529683113099,0.037392215724099495,0.050234463810920685,0.012084805896259227
ee_direction,18,0.15075269341468817,0.8014460147604783,0.27279350683093073,0.25722271918358963
ee_direction,19,0.48487070575356483,0.3796138627173342,0.16559755504131313,0.12208867963622586
ee_direction,20,-0.6648871526122093,2.156827566061272,0.5355531051754951,0.6940914233466071
ee_direction,21,-2.308762550354004,4.848996452042432,1.0633255720138548,1.558845477543874
ee_direction,22,-1.8152321785688401,1.992162942219476,0.9050527215003967,0.6410537793067215
ee_direction,23,-6.593985520303249,11.234160783441203,2.440563690662384,3.611971578905613
ee_position,0,0.7782302021980285,0.004796337952312699,0.00461598057299848,0.0002280667015287503
ee_position,1,0.896733558177948,0.006021505980260844,0.00214804629795248,0.0001319059516298386
ee_position,2,0.9121347308158875,0.004733899576661637,0.00182889339048412,0.00012715525356809588
ee_position,3,0.9317640542984009,0.009169748161653135,0.0014182444429024599,0.00018430610180816484
ee_position,4,0.938982081413269,0.003994633941457896,0.00126749158371236,4.47968528869786e-05
ee_position,5,0.9482367515563965,0.004857135897198489,0.0010760684497654002,9.095978544339509e-05
ee_position,6,0.9539635658264161,0.002217604719272037,0.00095789777114982,5.683269642582122e-05
ee_position,7,0.9608900070190429,0.0029307342833952174,0.00081353728892278,6.252926516963108e-05
ee_position,8,0.9649552941322327,0.002310259167131832,0.000730158528313,6.758209490815296e-05
ee_position,9,0.9633980035781861,0.0023483383642564806,0.0007623927784151799,6.727532065233412e-05
ee_position,10,0.9707825660705567,0.0021327212398202767,0.0006088918540626,6.150950800438046e-05
ee_position,11,0.9748520255088806,0.001987485920056757,0.0005241206788923,5.57745126941401e-05
ee_position,12,0.9749373197555542,0.001844932173600361,0.0005217302474192799,4.581746435583542e-05
ee_position,13,0.97886803150177,0.0016885790722023372,0.00044021984213026,4.471236659932795e-05
ee_position,14,0.9800226569175721,0.0016566455562488673,0.00041622797725716,4.390418022906389e-05
ee_position,15,0.9803121089935303,0.0016445709329674406,0.000410048890626,4.184070138371831e-05
ee_position,16,0.98110111951828,0.0016635876928839854,0.00039358305511992005,4.115992053533291e-05
ee_position,17,0.9818333745002746,0.0016545773525817999,0.00037824545288452,3.9643936042364265e-05
ee_position,18,0.9815789341926575,0.00157564715748728,0.00038344368222164,3.720116835781066e-05
ee_position,19,0.9822945833206177,0.0016316570105464104,0.00036875382647848,4.023450820020741e-05
ee_position,20,0.982808530330658,0.002369548761891631,0.00035769891692322,5.156736324623177e-05
ee_position,21,0.9837621927261353,0.0015570866903994649,0.0003380709444172,3.6208334439542584e-05
ee_position,22,0.9844301700592041,0.002095680037282785,0.00032407688559026005,4.541232596660988e-05
ee_position,23,0.9837950348854065,0.004156341973244384,0.00033611400576768,7.924716499103377e-05
ee_speed,0,0.605527126789093,0.05094908737914491,0.0102815151214599,0.0013586573102627487
ee_speed,1,0.8876317620277405,0.006467392568559204,0.00292773107066748,0.00016372758796520315
ee_speed,2,0.9057639718055726,0.007372413841694966,0.0024544924963265003,0.00017557595941285913
ee_speed,3,0.9158148407936096,0.005875841505271188,0.00219313143752512,0.0001443050940752874
ee_speed,4,0.9323387384414673,0.008890346438662955,0.00176197905093426,0.00022062052500993907
ee_speed,5,0.9337694764137268,0.004461607118408639,0.0017254987265914,0.00011125708176734612
ee_speed,6,0.9343616008758545,0.012921645950434492,0.0017087793676181999,0.00032603630498126597
ee_speed,7,0.9385832667350769,0.010956000670934928,0.00159892630763348,0.0002750867857371875
ee_speed,8,0.9419944763183594,0.005944594231571971,0.0015111455693840401,0.00015077940840044527
ee_speed,9,0.9424875378608704,0.01253380935285682,0.00149712369311596,0.0003168928587598723
ee_speed,10,0.9467058658599854,0.005482396832471134,0.0013881449121981402,0.0001359910227825385
ee_speed,11,0.9475712537765503,0.008553436294496546,0.00136529307346786,0.00021532749473967495
ee_speed,12,0.951031219959259,0.005891474698280147,0.0012752217706292399,0.00014525888593002633
ee_speed,13,0.9534299969673157,0.0051794349628515235,0.00121291491668668,0.00012829667477503592
ee_speed,14,0.9543154239654541,0.0061742306276476614,0.00118973979260768,0.0001542001346254715
ee_speed,15,0.9560166239738465,0.00424072446818067,0.00114568395074452,0.00010510082489731881
ee_speed,16,0.9585103034973145,0.005576210973524194,0.00108045773813498,0.00013906840508407236
ee_speed,17,0.9592285037040711,0.007453479438873703,0.00106161097064608,0.00018876879374200254
ee_speed,18,0.9590464234352112,0.004828157500996469,0.00106646688655012,0.00011906647263426196
ee_speed,19,0.9616261005401612,0.0031488858136482323,0.00099952863529322,7.61066302199991e-05
ee_speed,20,0.9563942551612854,0.010892744122630046,0.00113535185810174,0.00027982242989761435
ee_speed,21,0.9563149094581604,0.006207250854233098,0.0011387371574528,0.00016652745625447759
ee_speed,22,0.9567164063453675,0.007953774655094894,0.00112806038232514,0.00020910118386038802
ee_speed,23,0.9609049797058106,0.0045012114119443196,0.0010181581485084802,0.00011112246208925213
ee_velocity,0,0.4134391486644745,0.01752843116206908,0.013071110844612061,0.0002889472105881411
ee_velocity,1,0.7100764513015747,0.011480881953645833,0.00646003838628526,0.00019264379875585203
ee_velocity,2,0.7731040000915528,0.010510288062101776,0.00505518112331624,0.00017693859527357717
ee_velocity,3,0.8242730975151062,0.010215613354294896,0.0039145457558333405,0.00017829743047806593
ee_velocity,4,0.8885783553123474,0.006679938219253712,0.00248216064646834,0.00012183681519825358
ee_velocity,5,0.8960707664489747,0.00570290679965172,0.0023151692934333798,9.638350684720195e-05
ee_velocity,6,0.9134167313575745,0.006059729268660271,0.00192839689552778,0.00010715400886272757
ee_velocity,7,0.9188662648200989,0.0073534845080379255,0.0018063794123008199,0.00013302498326281118
ee_velocity,8,0.9181563258171082,0.0068262002439659596,0.0018226468004285598,0.0001279492878042051
ee_velocity,9,0.9195127606391906,0.005845690648517927,0.00179246072657402,0.0001019726576610321
ee_velocity,10,0.922746193408966,0.005652277138275091,0.00172043275088066,9.855508812032969e-05
ee_velocity,11,0.9245103001594543,0.005580992766754037,0.00168114958796646,9.788679627246064e-05
ee_velocity,12,0.9236282348632813,0.0053794520902926,0.0017008756287395601,9.350408132163186e-05
ee_velocity,13,0.9263081431388855,0.005392812602883754,0.0016411707969381801,9.540885280163223e-05
ee_velocity,14,0.9288308024406433,0.00502344897042104,0.0015851875301450002,9.122830760577537e-05
ee_velocity,15,0.9358273386955261,0.005300180522037545,0.00142904594540592,9.691182258291465e-05
ee_velocity,16,0.938280975818634,0.005103179388173575,0.00137442746199664,9.384274625446084e-05
ee_velocity,17,0.942377758026123,0.00467483533597524,0.00128322301898148,8.570388886375727e-05
ee_velocity,18,0.9432180285453796,0.004568132034862874,0.00126452576369042,8.34692784174486e-05
ee_velocity,19,0.9470405817031861,0.004912008511396013,0.00117949591949578,9.668024436201943e-05
ee_velocity,20,0.9486516833305358,0.004619634268945955,0.00114347606431686,8.79182380649025e-05
ee_velocity,21,0.949677836894989,0.005077309528259076,0.0011204698123037401,9.82209782212274e-05
ee_velocity,22,0.9506636142730713,0.0064261126418463325,0.0010986004141159,0.00013166173638844484
ee_velocity,23,0.7757520347833633,0.3717890416556308,0.005075093451887299,0.00847588525220516
obj_accel_mag,0,0.08244262933731075,0.008049918185312185,1.2863566875457764,0.256273157277337
obj_accel_mag,1,0.16950933933258056,0.019680337435740557,1.167101800441742,0.252768080375113
obj_accel_mag,2,0.18427337408065791,0.02032327583584839,1.1461758613586426,0.24654701347326538
obj_accel_mag,3,0.1973073005676269,0.027444638002820636,1.129151701927185,0.2516640928010976
obj_accel_mag,4,0.223161780834198,0.028774721439447835,1.093412709236145,0.2502613310983697
obj_accel_mag,5,0.14757906198501586,0.17521705159896805,1.1919268131256104,0.30502894739335884
obj_accel_mag,6,0.18118193149566647,0.07689150377324379,1.1511021494865417,0.25981999724880267
obj_accel_mag,7,0.23037550449371333,0.03108338174036345,1.0817553758621217,0.2347404139786576
obj_accel_mag,8,0.24039416313171383,0.053915281621949494,1.0665115356445312,0.23459447647550752
obj_accel_mag,9,0.2150803804397583,0.13692679882809483,1.0973674178123474,0.26262995524266863
obj_accel_mag,10,0.2455230474472046,0.06611886765363334,1.0620046496391295,0.25080172650071036
obj_accel_mag,11,0.2782786130905151,0.03450403338360355,1.0166216492652893,0.2368985927426608
obj_accel_mag,12,0.2847519636154175,0.031744372838952505,1.0066757798194885,0.23053418623119226
obj_accel_mag,13,0.3045504927635193,0.03190115578979399,0.9789806604385376,0.2255652245082589
obj_accel_mag,14,0.31110110282897946,0.033380915638824636,0.9716651320457459,0.23621198203579685
obj_accel_mag,15,0.3092352271080017,0.03478035424162721,0.9733739972114563,0.22877430238525615
obj_accel_mag,16,0.31852797269821165,0.034644251446911654,0.9608748555183411,0.23043330533228842
obj_accel_mag,17,0.32716246843338015,0.042194395692324006,0.9507878661155701,0.2443036113055765
obj_accel_mag,18,0.32481502294540404,0.03210001156487079,0.951330053806305,0.22573814416749996
obj_accel_mag,19,0.33168078660964967,0.038393686417323394,0.9438644170761108,0.23913688720562323
obj_accel_mag,20,0.31613157987594603,0.04706607517069008,0.9672357082366944,0.25396836408241996
obj_accel_mag,21,0.3252458214759827,0.0287661104441681,0.9506453990936279,0.22420693123812543
obj_accel_mag,22,0.3303678631782532,0.03505658623482247,0.9450000882148742,0.23337241368928072
