layer,fold,best_lr,best_wd,r2,mse,n_test_windows
0,0,9.999999747378752e-05,0.10000000149011612,0.04436546936631203,0.0024906406179070473,64500
0,1,0.0010000000474974513,0.10000000149011612,0.029413705691695213,0.0031145757529884577,64500
0,2,9.999999747378752e-05,0.4000000059604645,0.04229451343417168,0.002365856897085905,64500
0,3,0.003000000026077032,0.4000000059604645,0.04001381993293762,0.0026479854714125395,64500
0,4,0.004999999888241291,0.10000000149011612,0.039335738867521286,0.0025240019895136356,64500
1,0,0.0003000000142492354,0.4000000059604645,0.10782849788665771,0.002325257519260049,64500
1,1,9.999999747378752e-05,0.4000000059604645,0.08583587408065796,0.0029335394501686096,64500
1,2,0.004999999888241291,0.4000000059604645,0.12059217691421509,0.0021724312100559473,64500
1,3,0.003000000026077032,0.4000000059604645,0.10907473415136337,0.002457490423694253,64500
1,4,0.003000000026077032,0.4000000059604645,0.10697319358587265,0.002346316585317254,64500
2,0,0.0003000000142492354,0.800000011920929,0.10681068152189255,0.0023279041051864624,64500
2,1,0.0010000000474974513,0.800000011920929,0.08249837905168533,0.0029442438390105963,64500
2,2,0.0010000000474974513,0.800000011920929,0.11878208816051483,0.0021769171580672264,64500
2,3,0.0010000000474974513,0.800000011920929,0.10461758077144623,0.002469784813001752,64500
2,4,0.0003000000142492354,0.800000011920929,0.10251672565937042,0.0023580272682011127,64500
3,0,0.003000000026077032,0.4000000059604645,0.11742286384105682,0.002300234977155924,64500
3,1,9.999999747378752e-05,0.4000000059604645,0.0986027643084526,0.002892564283683896,64500
3,2,0.004999999888241291,0.800000011920929,0.13110163807868958,0.002146473852917552,64500
3,3,0.0010000000474974513,0.800000011920929,0.11473186314105988,0.002441881224513054,64500
3,4,0.004999999888241291,0.800000011920929,0.11619606614112854,0.0023220772854983807,64500
4,0,0.0003000000142492354,0.800000011920929,0.15452520549297333,0.002203542971983552,64500
4,1,9.999999747378752e-05,0.4000000059604645,0.12549470365047455,0.0028062588535249233,64500
4,2,0.003000000026077032,0.800000011920929,0.17198370397090912,0.0020454840268939734,64500
4,3,0.0003000000142492354,0.800000011920929,0.14948859810829163,0.0023460080847144127,64500
4,4,0.004999999888241291,0.800000011920929,0.15230968594551086,0.0022272011265158653,64500
5,0,0.004999999888241291,0.4000000059604645,0.1830170601606369,0.0021292902529239655,64500
5,1,0.0003000000142492354,0.4000000059604645,0.1372690349817276,0.002768473932519555,64500
5,2,0.004999999888241291,0.800000011920929,0.18961094319820404,0.0020019374787807465,64500
5,3,0.003000000026077032,0.800000011920929,0.16247811913490295,0.0023101805709302425,64500
5,4,0.003000000026077032,0.800000011920929,0.1680159568786621,0.002185937250033021,64500
6,0,0.003000000026077032,0.4000000059604645,0.18646623194217682,0.002120289718732238,64500
6,1,0.0003000000142492354,0.4000000059604645,0.1466822773218155,0.0027382727712392807,64500
6,2,0.003000000026077032,0.4000000059604645,0.20216356217861176,0.001970919081941247,64500
6,3,0.004999999888241291,0.4000000059604645,0.17726251482963562,0.002269389573484659,64500
6,4,0.004999999888241291,0.4000000059604645,0.18625277280807495,0.0021380113903433084,64500
7,0,0.003000000026077032,0.4000000059604645,0.1969556212425232,0.0020929567981511354,64500
7,1,0.0003000000142492354,0.4000000059604645,0.1561778336763382,0.002707801526412368,64500
7,2,9.999999747378752e-05,0.4000000059604645,0.21838179230690002,0.0019308604532852769,64500
7,3,0.0010000000474974513,0.800000011920929,0.17950856685638428,0.0022631995379924774,64500
7,4,0.0010000000474974513,0.4000000059604645,0.19239836931228638,0.002121866913512349,64500
8,0,0.0010000000474974513,0.4000000059604645,0.20162932574748993,0.002080773003399372,64500
8,1,0.0003000000142492354,0.4000000059604645,0.15518996119499207,0.002710961503908038,64500
8,2,0.0003000000142492354,0.4000000059604645,0.21752279996871948,0.0019329785136505961,64500
8,3,0.0010000000474974513,0.4000000059604645,0.19043180346488953,0.002233068458735943,64500
8,4,0.0010000000474974513,0.4000000059604645,0.19370022416114807,0.0021184440702199936,64500
9,0,9.999999747378752e-05,0.800000011920929,0.17991146445274353,0.002137374132871628,64500
9,1,0.004999999888241291,0.10000000149011612,-0.12440840899944305,0.003608135273680091,64500
9,2,0.003000000026077032,0.4000000059604645,0.21591493487358093,0.0019369561923667789,64500
9,3,0.004999999888241291,0.4000000059604645,0.18741855025291443,0.002241384005174041,64500
9,4,9.999999747378752e-05,0.4000000059604645,0.18473391234874725,0.002142000012099743,64500
10,0,0.0010000000474974513,0.10000000149011612,-29.62109375,0.07980519533157349,64500
10,1,0.003000000026077032,0.800000011920929,-0.33129310607910156,0.00427202507853508,64500
10,2,0.0010000000474974513,0.800000011920929,-4.018572807312012,0.01239724736660719,64500
10,3,0.0003000000142492354,0.10000000149011612,-1.052932858467102,0.005662611685693264,64500
10,4,0.004999999888241291,0.10000000149011612,-5.551685810089111,0.017213422805070877,64500
11,0,9.999999747378752e-05,0.800000011920929,-1.209686279296875,0.00575896305963397,64500
11,1,0.0010000000474974513,0.10000000149011612,-11.663026809692383,0.04063457250595093,64500
11,2,0.0003000000142492354,0.800000011920929,-2.205801486968994,0.00791923701763153,64500
11,3,9.999999747378752e-05,0.10000000149011612,-0.6735379099845886,0.004616128280758858,64500
11,4,0.004999999888241291,0.800000011920929,-2.40700626373291,0.008951287716627121,64500
12,0,0.003000000026077032,0.4000000059604645,0.20853431522846222,0.002062775194644928,64500
12,1,0.003000000026077032,0.4000000059604645,0.159608855843544,0.0026967842131853104,64500
12,2,0.003000000026077032,0.4000000059604645,0.2286178469657898,0.001905572833493352,64500
12,3,0.004999999888241291,0.4000000059604645,0.19730442762374878,0.0022141120862215757,64500
12,4,0.004999999888241291,0.4000000059604645,0.20011945068836212,0.002101582707837224,64500
13,0,0.0003000000142492354,0.4000000059604645,0.21488529443740845,0.0020462290849536657,64500
13,1,9.999999747378752e-05,0.4000000059604645,0.16696590185165405,0.0026731828693300486,64500
13,2,9.999999747378752e-05,0.4000000059604645,0.23543353378772736,0.001888737198896706,64500
13,3,9.999999747378752e-05,0.4000000059604645,0.20409196615219116,0.0021953838877379894,64500
13,4,9.999999747378752e-05,0.4000000059604645,0.20934957265853882,0.002077332232147455,64500
14,0,0.003000000026077032,0.4000000059604645,0.21726053953170776,0.0020400378853082657,64500
14,1,0.004999999888241291,0.4000000059604645,0.16976426541805267,0.002664195839315653,64500
14,2,0.004999999888241291,0.4000000059604645,0.240061953663826,0.001877301256172359,64500
14,3,9.999999747378752e-05,0.4000000059604645,0.20908519625663757,0.0021816210355609655,64500
14,4,0.0010000000474974513,0.4000000059604645,0.21142452955245972,0.002071879105642438,64500
15,0,0.0003000000142492354,0.4000000059604645,0.22541561722755432,0.0020187783520668745,64500
15,1,0.003000000026077032,0.800000011920929,0.16363419592380524,0.002683875383809209,64500
15,2,0.003000000026077032,0.4000000059604645,0.2488323301076889,0.0018556341528892517,64500
15,3,0.004999999888241291,0.4000000059604645,0.21490181982517242,0.0021655799355357885,64500
15,4,0.0003000000142492354,0.4000000059604645,0.21970531344413757,0.0020501194521784782,64500
16,0,9.999999747378752e-05,0.4000000059604645,0.22151191532611847,0.0020289451349526644,64500
16,1,9.999999747378752e-05,0.4000000059604645,0.16908006370067596,0.0026663995813578367,64500
16,2,0.0010000000474974513,0.10000000149011612,-0.27189040184020996,0.003141951747238636,64500
16,3,0.0003000000142492354,0.800000011920929,0.1899978369474411,0.0022342614829540253,64500
16,4,0.0003000000142492354,0.4000000059604645,0.2136550098657608,0.0020660175941884518,64500
17,0,0.0003000000142492354,0.4000000059604645,0.23224729299545288,0.0020009782165288925,64500
17,1,0.004999999888241291,0.4000000059604645,0.17563310265541077,0.0026453579775989056,64500
17,2,0.0003000000142492354,0.800000011920929,0.2375621795654297,0.0018834826769307256,64500
17,3,0.0003000000142492354,0.10000000149011612,-0.3656363785266876,0.0037668561562895775,64500
17,4,0.0003000000142492354,0.4000000059604645,0.22074510157108307,0.002047385321930051,64500
18,0,0.0003000000142492354,0.800000011920929,0.16449911892414093,0.002177540212869644,64500
18,1,0.0010000000474974513,0.800000011920929,0.15324348211288452,0.0027172076515853405,64500
18,2,0.004999999888241291,0.800000011920929,-0.06860741227865219,0.0026397788897156715,64500
18,3,0.0010000000474974513,0.4000000059604645,0.18986168503761292,0.002234630985185504,64500
18,4,0.004999999888241291,0.800000011920929,-0.26936784386634827,0.0033350451849400997,64500
19,0,9.999999747378752e-05,0.009999999776482582,-28.80852699279785,0.07768797129392624,64500
19,1,9.999999747378752e-05,0.800000011920929,-2.142240285873413,0.010083222761750221,64500
19,2,0.0003000000142492354,0.800000011920929,-0.421766459941864,0.0035121969413012266,64500
19,3,0.003000000026077032,0.800000011920929,-19.673173904418945,0.05702248960733414,64500
19,4,9.999999747378752e-05,0.800000011920929,-0.5107325315475464,0.0039692106656730175,64500
