task,layer,param,fold,r2,n_train_eps,n_test_eps
peg_insert,9,hole_static_friction,1,-0.9721013307571411,157,40
peg_insert,9,hole_static_friction,2,-1.0969033241271973,158,39
peg_insert,9,hole_static_friction,3,-1.2823901176452637,158,39
peg_insert,9,hole_static_friction,4,-0.8665952682495117,158,39
peg_insert,9,hole_dynamic_friction,0,-1.1443777084350586,157,40
peg_insert,9,hole_dynamic_friction,1,-0.9721013307571411,157,40
peg_insert,9,hole_dynamic_friction,2,-1.0969033241271973,158,39
peg_insert,9,hole_dynamic_friction,3,-1.2823901176452637,158,39
peg_insert,9,hole_dynamic_friction,4,-0.8665952682495117,158,39
peg_insert,10,peg_static_friction,0,-0.22050154209136963,157,40
peg_insert,10,peg_static_friction,1,-1.1138033866882324,157,40
peg_insert,10,peg_static_friction,2,-0.8356841802597046,158,39
peg_insert,10,peg_static_friction,3,-0.7912218570709229,158,39
peg_insert,10,peg_static_friction,4,-0.9782695770263672,158,39
peg_insert,10,peg_dynamic_friction,0,-0.22050154209136963,157,40
peg_insert,10,peg_dynamic_friction,1,-1.1138033866882324,157,40
peg_insert,10,peg_dynamic_friction,2,-0.8356841802597046,158,39
peg_insert,10,peg_dynamic_friction,3,-0.7912218570709229,158,39
peg_insert,10,peg_dynamic_friction,4,-0.9782695770263672,158,39
peg_insert,10,peg_mass,0,-1.8214974403381348,157,40
peg_insert,10,peg_mass,1,-1.4767093658447266,157,40
peg_insert,10,peg_mass,2,-0.9421414136886597,158,39
peg_insert,10,peg_mass,3,-2.5123393535614014,158,39
peg_insert,10,peg_mass,4,-0.472667932510376,158,39
peg_insert,10,hole_static_friction,0,-1.2308194637298584,157,40
peg_insert,10,hole_static_friction,1,-0.7965885400772095,157,40
peg_insert,10,hole_static_friction,2,-0.6435894966125488,158,39
peg_insert,10,hole_static_friction,3,-0.4577598571777344,158,39
peg_insert,10,hole_static_friction,4,-0.9688148498535156,158,39
peg_insert,10,hole_dynamic_friction,0,-1.2308194637298584,157,40
peg_insert,10,hole_dynamic_friction,1,-0.7965885400772095,157,40
peg_insert,10,hole_dynamic_friction,2,-0.6435894966125488,158,39
peg_insert,10,hole_dynamic_friction,3,-0.4577598571777344,158,39
peg_insert,10,hole_dynamic_friction,4,-0.9688148498535156,158,39
peg_insert,11,peg_static_friction,0,-0.835695743560791,157,40
peg_insert,11,peg_static_friction,1,-1.1970877647399902,157,40
peg_insert,11,peg_static_friction,2,-0.756584882736206,158,39
peg_insert,11,peg_static_friction,3,-0.43360602855682373,158,39
peg_insert,11,peg_static_friction,4,-0.8137531280517578,158,39
peg_insert,11,peg_dynamic_friction,0,-0.835695743560791,157,40
peg_insert,11,peg_dynamic_friction,1,-1.1970877647399902,157,40
peg_insert,11,peg_dynamic_friction,2,-0.756584882736206,158,39
peg_insert,11,peg_dynamic_friction,3,-0.43360602855682373,158,39
peg_insert,11,peg_dynamic_friction,4,-0.8137531280517578,158,39
peg_insert,11,peg_mass,0,-2.3106954097747803,157,40
peg_insert,11,peg_mass,1,-1.7257330417633057,157,40
peg_insert,11,peg_mass,2,-1.2435314655303955,158,39
peg_insert,11,peg_mass,3,-2.5259580612182617,158,39
peg_insert,11,peg_mass,4,-0.9129630327224731,158,39
peg_insert,11,hole_static_friction,0,-1.2680439949035645,157,40
peg_insert,11,hole_static_friction,1,-1.2659480571746826,157,40
peg_insert,11,hole_static_friction,2,-0.7869895696640015,158,39
peg_insert,11,hole_static_friction,3,-0.8483439683914185,158,39
peg_insert,11,hole_static_friction,4,-1.228076696395874,158,39
peg_insert,11,hole_dynamic_friction,0,-1.2680439949035645,157,40
peg_insert,11,hole_dynamic_friction,1,-1.2659480571746826,157,40
peg_insert,11,hole_dynamic_friction,2,-0.7869895696640015,158,39
peg_insert,11,hole_dynamic_friction,3,-0.8483439683914185,158,39
peg_insert,11,hole_dynamic_friction,4,-1.228076696395874,158,39
peg_insert,12,peg_static_friction,0,-1.4423820972442627,157,40
peg_insert,12,peg_static_friction,1,-1.3018839359283447,157,40
peg_insert,12,peg_static_friction,2,-1.0084939002990723,158,39
peg_insert,12,peg_static_friction,3,-0.5485366582870483,158,39
peg_insert,12,peg_static_friction,4,-0.42196357250213623,158,39
peg_insert,12,peg_dynamic_friction,0,-1.4423820972442627,157,40
peg_insert,12,peg_dynamic_friction,1,-1.3018839359283447,157,40
peg_insert,12,peg_dynamic_friction,2,-1.0084939002990723,158,39
peg_insert,12,peg_dynamic_friction,3,-0.5485366582870483,158,39
peg_insert,12,peg_dynamic_friction,4,-0.42196357250213623,158,39
peg_insert,12,peg_mass,0,-1.548224687576294,157,40
peg_insert,12,peg_mass,1,-1.9172577857971191,157,40
peg_insert,12,peg_mass,2,-1.978325605392456,158,39
peg_insert,12,peg_mass,3,-2.118579864501953,158,39
peg_insert,12,peg_mass,4,-0.9271606206893921,158,39
peg_insert,12,hole_static_friction,0,-1.6889889240264893,157,40
peg_insert,12,hole_static_friction,1,-1.4573888778686523,157,40
peg_insert,12,hole_static_friction,2,-1.173002004623413,158,39
peg_insert,12,hole_static_friction,3,-0.590641975402832,158,39
peg_insert,12,hole_static_friction,4,-0.9680418968200684,158,39
peg_insert,12,hole_dynamic_friction,0,-1.6889889240264893,157,40
peg_insert,12,hole_dynamic_friction,1,-1.4573888778686523,157,40
peg_insert,12,hole_dynamic_friction,2,-1.173002004623413,158,39
peg_insert,12,hole_dynamic_friction,3,-0.590641975402832,158,39
peg_insert,12,hole_dynamic_friction,4,-0.9680418968200684,158,39
peg_insert,13,peg_static_friction,0,-1.435988426208496,157,40
peg_insert,13,peg_static_friction,1,-1.6067078113555908,157,40
peg_insert,13,peg_static_friction,2,-1.0402891635894775,158,39
peg_insert,13,peg_static_friction,3,-0.6546889543533325,158,39
peg_insert,13,peg_static_friction,4,-0.9072073698043823,158,39
peg_insert,13,peg_dynamic_friction,0,-1.435988426208496,157,40
peg_insert,13,peg_dynamic_friction,1,-1.6067078113555908,157,40
peg_insert,13,peg_dynamic_friction,2,-1.0402891635894775,158,39
peg_insert,13,peg_dynamic_friction,3,-0.6546889543533325,158,39
peg_insert,13,peg_dynamic_friction,4,-0.9072073698043823,158,39
peg_insert,13,peg_mass,0,-1.561380386352539,157,40
peg_insert,13,peg_mass,1,-1.4100768566131592,157,40
peg_insert,13,peg_mass,2,-0.9871547222137451,158,39
peg_insert,13,peg_mass,3,-1.8490049839019775,158,39
peg_insert,13,peg_mass,4,-0.8790786266326904,158,39
peg_insert,13,hole_static_friction,0,-1.714022159576416,157,40
peg_insert,13,hole_static_friction,1,-1.4283215999603271,157,40
peg_insert,13,hole_static_friction,2,-1.6637725830078125,158,39
peg_insert,13,hole_static_friction,3,-0.8391132354736328,158,39
peg_insert,13,hole_static_friction,4,-1.728515863418579,158,39
peg_insert,13,hole_dynamic_friction,0,-1.714022159576416,157,40
peg_insert,13,hole_dynamic_friction,1,-1.4283215999603271,157,40
peg_insert,13,hole_dynamic_friction,2,-1.6637725830078125,158,39
peg_insert,13,hole_dynamic_friction,3,-0.8391132354736328,158,39
peg_insert,13,hole_dynamic_friction,4,-1.728515863418579,158,39
peg_insert,14,peg_static_friction,0,-1.6258668899536133,157,40
peg_insert,14,peg_static_friction,1,-2.178776502609253,157,40
peg_insert,14,peg_static_friction,2,-1.3508384227752686,158,39
peg_insert,14,peg_static_friction,3,-0.9933345317840576,158,39
peg_insert,14,peg_static_friction,4,-1.4380385875701904,158,39
peg_insert,14,peg_dynamic_friction,0,-1.6258668899536133,157,40
peg_insert,14,peg_dynamic_friction,1,-2.178776502609253,157,40
peg_insert,14,peg_dynamic_friction,2,-1.3508384227752686,158,39
peg_insert,14,peg_dynamic_friction,3,-0.9933345317840576,158,39
peg_insert,14,peg_dynamic_friction,4,-1.4380385875701904,158,39
peg_insert,14,peg_mass,0,-2.8917324542999268,157,40
peg_insert,14,peg_mass,1,-1.6196246147155762,157,40
peg_insert,14,peg_mass,2,-1.2817161083221436,158,39
peg_insert,14,peg_mass,3,-2.5944855213165283,158,39
peg_insert,14,peg_mass,4,-1.2513298988342285,158,39
peg_insert,14,hole_static_friction,0,-1.4755351543426514,157,40
peg_insert,14,hole_static_friction,1,-1.5626263618469238,157,40
peg_insert,14,hole_static_friction,2,-1.8717997074127197,158,39
peg_insert,14,hole_static_friction,3,-1.102630853652954,158,39
peg_insert,14,hole_static_friction,4,-2.1775755882263184,158,39
peg_insert,14,hole_dynamic_friction,0,-1.4755351543426514,157,40
peg_insert,14,hole_dynamic_friction,1,-1.5626263618469238,157,40
peg_insert,14,hole_dynamic_friction,2,-1.8717997074127197,158,39
peg_insert,14,hole_dynamic_friction,3,-1.102630853652954,158,39
peg_insert,14,hole_dynamic_friction,4,-2.1775755882263184,158,39
peg_insert,15,peg_static_friction,0,-1.0500636100769043,157,40
peg_insert,15,peg_static_friction,1,-1.9473638534545898,157,40
peg_insert,15,peg_static_friction,2,-1.0902795791625977,158,39
peg_insert,15,peg_static_friction,3,-1.102607250213623,158,39
peg_insert,15,peg_static_friction,4,-0.8934600353240967,158,39
peg_insert,15,peg_dynamic_friction,0,-1.0500636100769043,157,40
peg_insert,15,peg_dynamic_friction,1,-1.9473638534545898,157,40
peg_insert,15,peg_dynamic_friction,2,-1.0902795791625977,158,39
peg_insert,15,peg_dynamic_friction,3,-1.102607250213623,158,39
peg_insert,15,peg_dynamic_friction,4,-0.8934600353240967,158,39
peg_insert,15,peg_mass,0,-1.417149543762207,157,40
peg_insert,15,peg_mass,1,-1.2875428199768066,157,40
peg_insert,15,peg_mass,2,-1.0473906993865967,158,39
peg_insert,15,peg_mass,3,-1.8226799964904785,158,39
peg_insert,15,peg_mass,4,-0.7809909582138062,158,39
peg_insert,15,hole_static_friction,0,-0.9097799062728882,157,40
peg_insert,15,hole_static_friction,1,-0.8637664318084717,157,40
peg_insert,15,hole_static_friction,2,-0.8951979875564575,158,39
peg_insert,15,hole_static_friction,3,-0.7502624988555908,158,39
peg_insert,15,hole_static_friction,4,-0.9922387599945068,158,39
peg_insert,15,hole_dynamic_friction,0,-0.9097799062728882,157,40
peg_insert,15,hole_dynamic_friction,1,-0.8637664318084717,157,40
peg_insert,15,hole_dynamic_friction,2,-0.8951979875564575,158,39
peg_insert,15,hole_dynamic_friction,3,-0.7502624988555908,158,39
peg_insert,15,hole_dynamic_friction,4,-0.9922387599945068,158,39
peg_insert,16,peg_static_friction,0,-0.9937015771865845,157,40
peg_insert,16,peg_static_friction,1,-1.8698673248291016,157,40
peg_insert,16,peg_static_friction,2,-0.8909707069396973,158,39
peg_insert,16,peg_static_friction,3,-1.426048755645752,158,39
peg_insert,16,peg_static_friction,4,-0.895158052444458,158,39
peg_insert,16,peg_dynamic_friction,0,-0.9937015771865845,157,40
peg_insert,16,peg_dynamic_friction,1,-1.8698673248291016,157,40
peg_insert,16,peg_dynamic_friction,2,-0.8909707069396973,158,39
peg_insert,16,peg_dynamic_friction,3,-1.426048755645752,158,39
peg_insert,16,peg_dynamic_friction,4,-0.895158052444458,158,39
