task,layer,variable,var_type,output_dim,r2_mean,r2_std,n_samples
peg_insert,0,peg_mass,static,1,-0.020435,0.010261,82500
peg_insert,0,peg_static_friction,static,1,-0.009698,0.010466,82500
peg_insert,0,peg_dynamic_friction,static,1,-0.009698,0.010466,82500
peg_insert,0,hole_static_friction,static,1,-0.007169,0.011102,82500
peg_insert,0,hole_dynamic_friction,static,1,-0.007169,0.011102,82500
peg_insert,0,ee_velocity,dynamic,3,0.725416,0.0118,82500
peg_insert,0,peg_velocity,dynamic,3,0.645263,0.012856,82500
peg_insert,0,insertion_depth,dynamic,1,0.796296,0.010419,82500
peg_insert,0,peg_hole_lateral_error,dynamic,1,0.431356,0.068645,82500
peg_insert,0,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,0,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,0,phase,dynamic,1,0.0,0.0,82500
peg_insert,1,peg_mass,static,1,-0.019641,0.009953,82500
peg_insert,1,peg_static_friction,static,1,-0.010546,0.010218,82500
peg_insert,1,peg_dynamic_friction,static,1,-0.010546,0.010218,82500
peg_insert,1,hole_static_friction,static,1,-0.00866,0.011485,82500
peg_insert,1,hole_dynamic_friction,static,1,-0.00866,0.011485,82500
peg_insert,1,ee_velocity,dynamic,3,0.771578,0.010105,82500
peg_insert,1,peg_velocity,dynamic,3,0.68738,0.01121,82500
peg_insert,1,insertion_depth,dynamic,1,0.801104,0.010059,82500
peg_insert,1,peg_hole_lateral_error,dynamic,1,0.442287,0.070267,82500
peg_insert,1,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,1,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,1,phase,dynamic,1,0.0,0.0,82500
peg_insert,2,peg_mass,static,1,-0.027049,0.01172,82500
peg_insert,2,peg_static_friction,static,1,-0.011083,0.009737,82500
peg_insert,2,peg_dynamic_friction,static,1,-0.011083,0.009737,82500
peg_insert,2,hole_static_friction,static,1,-0.006883,0.013483,82500
peg_insert,2,hole_dynamic_friction,static,1,-0.006883,0.013483,82500
peg_insert,2,ee_velocity,dynamic,3,0.800269,0.009698,82500
peg_insert,2,peg_velocity,dynamic,3,0.714935,0.010517,82500
peg_insert,2,insertion_depth,dynamic,1,0.799058,0.008136,82500
peg_insert,2,peg_hole_lateral_error,dynamic,1,0.445308,0.068265,82500
peg_insert,2,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,2,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,2,phase,dynamic,1,0.0,0.0,82500
peg_insert,3,peg_mass,static,1,-0.01635,0.007506,82500
peg_insert,3,peg_static_friction,static,1,-0.011666,0.00721,82500
peg_insert,3,peg_dynamic_friction,static,1,-0.011666,0.00721,82500
peg_insert,3,hole_static_friction,static,1,-0.005724,0.013122,82500
peg_insert,3,hole_dynamic_friction,static,1,-0.005724,0.013122,82500
peg_insert,3,ee_velocity,dynamic,3,0.853453,0.005613,82500
peg_insert,3,peg_velocity,dynamic,3,0.760972,0.007194,82500
peg_insert,3,insertion_depth,dynamic,1,0.725075,0.003811,82500
peg_insert,3,peg_hole_lateral_error,dynamic,1,0.383183,0.056676,82500
peg_insert,3,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,3,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,3,phase,dynamic,1,0.0,0.0,82500
peg_insert,4,peg_mass,static,1,-0.015422,0.01064,82500
peg_insert,4,peg_static_friction,static,1,-0.012954,0.005744,82500
peg_insert,4,peg_dynamic_friction,static,1,-0.012954,0.005744,82500
peg_insert,4,hole_static_friction,static,1,-0.006751,0.014294,82500
peg_insert,4,hole_dynamic_friction,static,1,-0.006751,0.014294,82500
peg_insert,4,ee_velocity,dynamic,3,0.883469,0.006326,82500
peg_insert,4,peg_velocity,dynamic,3,0.789069,0.007871,82500
peg_insert,4,insertion_depth,dynamic,1,0.745709,0.002596,82500
peg_insert,4,peg_hole_lateral_error,dynamic,1,0.42622,0.063575,82500
peg_insert,4,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,4,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,4,phase,dynamic,1,0.0,0.0,82500
peg_insert,5,peg_mass,static,1,-0.013869,0.010021,82500
peg_insert,5,peg_static_friction,static,1,-0.013688,0.005398,82500
peg_insert,5,peg_dynamic_friction,static,1,-0.013688,0.005398,82500
peg_insert,5,hole_static_friction,static,1,-0.008218,0.01361,82500
peg_insert,5,hole_dynamic_friction,static,1,-0.008218,0.01361,82500
peg_insert,5,ee_velocity,dynamic,3,0.897197,0.005895,82500
peg_insert,5,peg_velocity,dynamic,3,0.803381,0.007333,82500
peg_insert,5,insertion_depth,dynamic,1,0.792455,0.001719,82500
peg_insert,5,peg_hole_lateral_error,dynamic,1,0.419926,0.06901,82500
peg_insert,5,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,5,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,5,phase,dynamic,1,0.0,0.0,82500
peg_insert,6,peg_mass,static,1,-0.015122,0.009417,82500
peg_insert,6,peg_static_friction,static,1,-0.014579,0.002724,82500
peg_insert,6,peg_dynamic_friction,static,1,-0.014579,0.002724,82500
peg_insert,6,hole_static_friction,static,1,-0.009279,0.009535,82500
peg_insert,6,hole_dynamic_friction,static,1,-0.009279,0.009535,82500
peg_insert,6,ee_velocity,dynamic,3,0.902271,0.005836,82500
peg_insert,6,peg_velocity,dynamic,3,0.808041,0.007248,82500
peg_insert,6,insertion_depth,dynamic,1,0.785938,0.006491,82500
peg_insert,6,peg_hole_lateral_error,dynamic,1,0.425961,0.068334,82500
peg_insert,6,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,6,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,6,phase,dynamic,1,0.0,0.0,82500
peg_insert,7,peg_mass,static,1,-0.018235,0.009462,82500
peg_insert,7,peg_static_friction,static,1,-0.019628,0.003732,82500
peg_insert,7,peg_dynamic_friction,static,1,-0.019628,0.003732,82500
peg_insert,7,hole_static_friction,static,1,-0.009057,0.008981,82500
peg_insert,7,hole_dynamic_friction,static,1,-0.009057,0.008981,82500
peg_insert,7,ee_velocity,dynamic,3,0.907559,0.005863,82500
peg_insert,7,peg_velocity,dynamic,3,0.81295,0.00729,82500
peg_insert,7,insertion_depth,dynamic,1,0.79737,0.006049,82500
peg_insert,7,peg_hole_lateral_error,dynamic,1,0.44039,0.078002,82500
peg_insert,7,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,7,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,7,phase,dynamic,1,0.0,0.0,82500
peg_insert,8,peg_mass,static,1,-0.018886,0.007932,82500
peg_insert,8,peg_static_friction,static,1,-0.020749,0.004325,82500
peg_insert,8,peg_dynamic_friction,static,1,-0.020749,0.004325,82500
peg_insert,8,hole_static_friction,static,1,-0.012838,0.01089,82500
peg_insert,8,hole_dynamic_friction,static,1,-0.012838,0.01089,82500
peg_insert,8,ee_velocity,dynamic,3,0.912677,0.005621,82500
peg_insert,8,peg_velocity,dynamic,3,0.817473,0.007019,82500
peg_insert,8,insertion_depth,dynamic,1,0.814814,0.004575,82500
peg_insert,8,peg_hole_lateral_error,dynamic,1,0.45311,0.080308,82500
peg_insert,8,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,8,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,8,phase,dynamic,1,0.0,0.0,82500
peg_insert,9,peg_mass,static,1,-0.017315,0.008228,82500
peg_insert,9,peg_static_friction,static,1,-0.020904,0.004131,82500
peg_insert,9,peg_dynamic_friction,static,1,-0.020904,0.004131,82500
peg_insert,9,hole_static_friction,static,1,-0.013115,0.010854,82500
peg_insert,9,hole_dynamic_friction,static,1,-0.013115,0.010854,82500
peg_insert,9,ee_velocity,dynamic,3,0.919,0.005181,82500
peg_insert,9,peg_velocity,dynamic,3,0.823799,0.006583,82500
peg_insert,9,insertion_depth,dynamic,1,0.822846,0.004265,82500
peg_insert,9,peg_hole_lateral_error,dynamic,1,0.482139,0.083511,82500
peg_insert,9,contact_flag,dynamic,1,0.0,0.0,82500
peg_insert,9,contact_force,dynamic,3,0.0,0.0,82500
peg_insert,9,phase,dynamic,1,0.0,0.0,82500
peg_insert,10,peg_mass,static,1,-0.0173,0.010145,82500
peg_insert,10,peg_static_friction,static,1,-0.019877,0.006541,82500
peg_insert,10,peg_dynamic_friction,static,1,-0.019877,0.006541,82500
peg_insert,10,hole_static_friction,static,1,-0.014511,0.010532,82500
peg_insert,10,hole_dynamic_friction,static,1,-0.014511,0.010532,82500
peg_insert,10,ee_velocity,dynamic,3,0.922429,0.005485,82500
