representation,model,layer,probe_seed,lr,wd,train_r2,val_r2,iid_r2,ood_r2,ood_gap
dino_best,dinov2_large,15,42,0.0003,0.0001,0.9170172941864267,0.8674557803187524,0.8735513364453343,0.8894207673955092,-0.0158694309501749
dino_best,dinov2_large,15,123,0.001,0.0001,0.9159242708679824,0.8663409062165929,0.8734789912931871,0.8884588698691994,-0.014979878576012351
dino_best,dinov2_large,15,2024,0.0003,0.0001,0.9201920035894776,0.8674057760386769,0.8735185787009183,0.8900560890867796,-0.016537510385861265
