task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
push,large,obj_friction,0,0.006314586902416974,0.024210263839635798,0.005,0.8,1,1500
push,large,obj_friction,1,-0.0013228966794910147,0.024513376355253805,0.003,0.8,1,1500
push,large,obj_friction,2,-0.010267526243711921,0.03167562236386451,0.0003,0.8,1,1500
push,large,obj_friction,3,-0.01356224148646612,0.020014824719292758,0.005,0.8,1,1500
push,large,obj_friction,4,-0.0067022644848822475,0.012931415602263076,0.001,0.8,1,1500
push,large,obj_friction,5,0.006502913887771888,0.016055341737021785,0.005,0.8,1,1500
push,large,obj_friction,6,-0.002123866670321961,0.02357493421334366,0.003,0.8,1,1500
push,large,obj_friction,7,0.0034302558977821196,0.010634046780707136,0.0001,0.8,1,1500
push,large,obj_friction,8,-0.0004179609554002983,0.008924333185513644,0.001,0.8,1,1500
push,large,obj_friction,9,-0.0005667239167685079,0.00842841964715854,0.001,0.8,1,1500
push,large,obj_friction,10,0.00336071456473952,0.014401322159247085,0.005,0.8,1,1500
push,large,obj_friction,11,0.010838517776921287,0.014322520109613749,0.0001,0.8,1,1500
push,large,obj_friction,12,0.017400205956042414,0.020697072411209542,0.0001,0.8,1,1500
push,large,obj_friction,13,0.015941073274015328,0.014561937992220393,0.001,0.8,1,1500
push,large,obj_friction,14,0.021034878372079225,0.010892234359898067,0.003,0.8,1,1500
push,large,obj_friction,15,0.016904876045835016,0.0141175740182167,0.003,0.8,1,1500
push,large,obj_friction,16,0.0295347156047558,0.018417941942276778,0.001,0.8,1,1500
push,large,obj_friction,17,0.0322969065075128,0.018280305726068233,0.001,0.8,1,1500
push,large,obj_friction,18,0.037638163318196784,0.021302307065865337,0.001,0.8,1,1500
push,large,obj_friction,19,0.03207307953339378,0.0196261836853617,0.005,0.8,1,1500
push,large,obj_friction,20,0.032826566534663204,0.020239078801886058,0.003,0.8,1,1500
push,large,obj_friction,21,0.026441393008252455,0.022521744835470456,0.005,0.8,1,1500
push,large,obj_friction,22,0.02044713305639505,0.020242089823954517,0.003,0.8,1,1500
push,large,obj_friction,23,0.02053430383007897,0.013821084194146302,0.003,0.8,1,1500
